index,actions,age,degree,group,knows_game,knows_gt,level_studies,player,predictions,private_account,profession,public_account,rounds,sex,threshold,time_end_action,time_end_pred,time_start_action,time_start_pred,treatment,gap_threshold,round_donations,time_elapsed_action,time_elapsed_pred,etimeactionnr,etimeprednr
384,2,22,Computer Science,50,False,1.0,master,115,36.0,34,researcher,36,3,Female,True,2017-12-13 01:34:27.115000000,2017-12-13 01:35:04.008000000,2017-12-13 01:34:02.968000000,2017-12-13 01:34:57.902000000,1,84,12,0 days 00:00:24.147000000,0 days 00:00:06.106000000,24147000000,6106000000
385,2,22,Computer Science,50,False,1.0,master,115,60.0,30,researcher,62,5,Female,True,2017-12-13 01:36:10.959000000,2017-12-13 01:36:47.767000000,2017-12-13 01:36:07.390000000,2017-12-13 01:36:41.722000000,1,58,14,0 days 00:00:03.569000000,0 days 00:00:06.045000000,3569000000,6045000000
386,2,22,Computer Science,50,False,1.0,master,115,48.0,32,researcher,48,4,Female,True,2017-12-13 01:35:28.571000000,2017-12-13 01:36:06.890000000,2017-12-13 01:35:14.744000000,2017-12-13 01:35:49.297000000,1,72,12,0 days 00:00:13.827000000,0 days 00:00:17.593000000,13827000000,17593000000
387,2,22,Computer Science,50,False,1.0,master,115,100.0,24,researcher,96,8,Female,True,2017-12-13 01:40:28.638000000,2017-12-13 01:41:55.994000000,2017-12-13 01:40:23.721000000,2017-12-13 01:41:49.770000000,1,24,10,0 days 00:00:04.917000000,0 days 00:00:06.224000000,4917000000,6224000000
388,2,22,Computer Science,50,False,1.0,master,115,74.0,28,researcher,76,6,Female,True,2017-12-13 01:37:32.585000000,2017-12-13 01:38:19.945000000,2017-12-13 01:37:28.659000000,2017-12-13 01:38:13.408000000,1,44,14,0 days 00:00:03.926000000,0 days 00:00:06.537000000,3926000000,6537000000
389,2,22,Computer Science,50,False,1.0,master,115,122.0,22,researcher,122,10,Female,True,2017-12-13 01:43:29.377000000,2017-12-13 01:44:27.421000000,2017-12-13 01:43:26.523000000,2017-12-13 01:44:20.284000000,1,-2,14,0 days 00:00:02.854000000,0 days 00:00:07.137000000,2854000000,7137000000
390,2,19,Social Sciences,50,False,0.0,bachelor,120,48.0,32,student,48,4,Female,True,2017-12-13 01:23:01.077000000,2017-12-13 01:23:29.577000000,2017-12-13 01:22:52.051000000,2017-12-13 01:23:21.783000000,1,72,12,0 days 00:00:09.026000000,0 days 00:00:07.794000000,9026000000,7794000000
391,2,19,Social Sciences,50,False,0.0,bachelor,120,110.0,22,student,108,9,Female,True,2017-12-13 01:29:56.216000000,2017-12-13 01:30:43.178000000,2017-12-13 01:29:47.343000000,2017-12-13 01:30:36.991000000,1,12,12,0 days 00:00:08.873000000,0 days 00:00:06.187000000,8873000000,6187000000
392,2,19,Social Sciences,50,False,0.0,bachelor,120,72.0,28,student,76,6,Female,True,2017-12-13 01:25:10.233000000,2017-12-13 01:25:47.669000000,2017-12-13 01:25:02.805000000,2017-12-13 01:25:40.972000000,1,44,14,0 days 00:00:07.428000000,0 days 00:00:06.697000000,7428000000,6697000000
393,2,19,Social Sciences,50,False,0.0,bachelor,120,26.0,36,student,24,2,Female,True,2017-12-13 01:20:23.418000000,2017-12-13 01:21:22.179000000,2017-12-13 01:20:10.550000000,2017-12-13 01:21:04.337000000,1,96,10,0 days 00:00:12.868000000,0 days 00:00:17.842000000,12868000000,17842000000
394,2,19,Social Sciences,50,False,0.0,bachelor,120,88.0,26,student,86,7,Female,True,2017-12-13 01:26:36.108000000,2017-12-13 01:27:12.937000000,2017-12-13 01:26:08.327000000,2017-12-13 01:27:06.853000000,1,34,10,0 days 00:00:27.781000000,0 days 00:00:06.084000000,27781000000,6084000000
395,2,19,Social Sciences,50,False,0.0,bachelor,120,60.0,30,student,62,5,Female,True,2017-12-13 01:23:44.699000000,2017-12-13 01:24:22.095000000,2017-12-13 01:23:40.283000000,2017-12-13 01:24:15.431000000,1,58,14,0 days 00:00:04.416000000,0 days 00:00:06.664000000,4416000000,6664000000
396,2,19,Social Sciences,50,False,0.0,bachelor,120,120.0,22,student,122,10,Female,True,2017-12-13 01:31:14.224000000,2017-12-13 01:31:50.511000000,2017-12-13 01:31:03.836000000,2017-12-13 01:31:44.939000000,1,-2,14,0 days 00:00:10.388000000,0 days 00:00:05.572000000,10388000000,5572000000
397,2,19,Social Sciences,50,False,0.0,bachelor,120,36.0,34,student,36,3,Female,True,2017-12-13 01:21:42.262000000,2017-12-13 01:22:41.404000000,2017-12-13 01:21:32.768000000,2017-12-13 01:22:33.184000000,1,84,12,0 days 00:00:09.494000000,0 days 00:00:08.220000000,9494000000,8220000000
398,2,19,Social Sciences,50,False,0.0,bachelor,120,12.0,38,student,14,1,Female,True,2017-12-13 01:18:18.210000000,2017-12-13 01:19:09.515000000,2017-12-13 01:18:09.992000000,2017-12-13 01:18:59.077000000,1,106,14,0 days 00:00:08.218000000,0 days 00:00:10.438000000,8218000000,10438000000
399,2,19,Social Sciences,50,False,0.0,bachelor,120,98.0,24,student,96,8,Female,True,2017-12-13 01:28:29.961000000,2017-12-13 01:29:26.655000000,2017-12-13 01:27:53.734000000,2017-12-13 01:29:20.816000000,1,24,10,0 days 00:00:36.227000000,0 days 00:00:05.839000000,36227000000,5839000000
400,0,21,Other,50,False,0.0,bachelor,123,96.0,28,student,96,8,Male,True,2017-12-12 09:32:10.843000000,2017-12-12 09:33:11.090000000,2017-12-12 09:31:29.824000000,2017-12-12 09:33:01.730000000,1,24,10,0 days 00:00:41.019000000,0 days 00:00:09.360000000,41019000000,9360000000
401,2,21,Other,50,False,0.0,bachelor,123,60.0,30,student,62,5,Male,True,2017-12-12 09:27:22.971000000,2017-12-12 09:28:00.573000000,2017-12-12 09:27:19.870000000,2017-12-12 09:27:53.629000000,1,58,14,0 days 00:00:03.101000000,0 days 00:00:06.944000000,3101000000,6944000000
402,2,21,Other,50,False,0.0,bachelor,123,72.0,28,student,76,6,Male,True,2017-12-12 09:28:51.138000000,2017-12-12 09:29:17.671000000,2017-12-12 09:28:31.318000000,2017-12-12 09:29:11.821000000,1,44,14,0 days 00:00:19.820000000,0 days 00:00:05.850000000,19820000000,5850000000
403,2,21,Other,50,False,0.0,bachelor,123,26.0,36,student,24,2,Male,True,2017-12-12 09:23:53.839000000,2017-12-12 09:24:50.863000000,2017-12-12 09:23:44.356000000,2017-12-12 09:24:44.768000000,1,96,10,0 days 00:00:09.483000000,0 days 00:00:06.095000000,9483000000,6095000000
404,2,21,Other,50,False,0.0,bachelor,123,36.0,34,student,36,3,Male,True,2017-12-12 09:25:17.665000000,2017-12-12 09:26:14.227000000,2017-12-12 09:25:11.566000000,2017-12-12 09:26:08.552000000,1,84,12,0 days 00:00:06.099000000,0 days 00:00:05.675000000,6099000000,5675000000
405,2,21,Other,50,False,0.0,bachelor,123,122.0,26,student,122,10,Male,True,2017-12-12 09:34:44.123000000,2017-12-12 09:35:33.433000000,2017-12-12 09:34:31.068000000,2017-12-12 09:35:24.942000000,1,-2,14,0 days 00:00:13.055000000,0 days 00:00:08.491000000,13055000000,8491000000
406,2,21,Other,50,False,0.0,bachelor,123,12.0,38,student,14,1,Male,True,2017-12-12 09:21:53.637000000,2017-12-12 09:22:43.367000000,2017-12-12 09:21:48.831000000,2017-12-12 09:22:34.504000000,1,106,14,0 days 00:00:04.806000000,0 days 00:00:08.863000000,4806000000,8863000000
407,0,21,Other,50,False,0.0,bachelor,123,84.0,28,student,86,7,Male,True,2017-12-12 09:29:56.580000000,2017-12-12 09:31:29.286000000,2017-12-12 09:29:48.485000000,2017-12-12 09:30:47.436000000,1,34,10,0 days 00:00:08.095000000,0 days 00:00:41.850000000,8095000000,41850000000
408,2,21,Other,50,False,0.0,bachelor,123,110.0,26,student,108,9,Male,True,2017-12-12 09:33:26.698000000,2017-12-12 09:34:30.500000000,2017-12-12 09:33:21.747000000,2017-12-12 09:34:17.544000000,1,12,12,0 days 00:00:04.951000000,0 days 00:00:12.956000000,4951000000,12956000000
409,2,21,Other,50,False,0.0,bachelor,123,48.0,32,student,48,4,Male,True,2017-12-12 09:26:29.133000000,2017-12-12 09:27:09.203000000,2017-12-12 09:26:24.877000000,2017-12-12 09:26:59.898000000,1,72,12,0 days 00:00:04.256000000,0 days 00:00:09.305000000,4256000000,9305000000
410,2,30,Physics,50,True,1.0,PhD,127,60.0,30,researcher,62,5,Male,True,2017-12-13 01:27:32.403000000,2017-12-13 01:28:01.881000000,2017-12-13 01:27:27.215000000,2017-12-13 01:27:53.242000000,1,58,14,0 days 00:00:05.188000000,0 days 00:00:08.639000000,5188000000,8639000000
411,2,30,Physics,50,True,1.0,PhD,127,26.0,36,researcher,24,2,Male,True,2017-12-13 01:23:59.433000000,2017-12-13 01:24:58.757000000,2017-12-13 01:23:47.949000000,2017-12-13 01:24:50.460000000,1,96,10,0 days 00:00:11.484000000,0 days 00:00:08.297000000,11484000000,8297000000
412,2,30,Physics,50,True,1.0,PhD,127,48.0,32,researcher,48,4,Male,True,2017-12-13 01:26:47.309000000,2017-12-13 01:27:16.501000000,2017-12-13 01:26:36.657000000,2017-12-13 01:27:08.139000000,1,72,12,0 days 00:00:10.652000000,0 days 00:00:08.362000000,10652000000,8362000000
413,2,30,Physics,50,True,1.0,PhD,127,108.0,24,researcher,108,9,Male,True,2017-12-13 01:33:43.759000000,2017-12-13 01:34:32.713000000,2017-12-13 01:33:32.720000000,2017-12-13 01:34:24.727000000,1,12,12,0 days 00:00:11.039000000,0 days 00:00:07.986000000,11039000000,7986000000
414,2,30,Physics,50,True,1.0,PhD,127,48.0,34,researcher,36,3,Male,True,2017-12-13 01:25:27.374000000,2017-12-13 01:26:15.849000000,2017-12-13 01:25:19.605000000,2017-12-13 01:26:08.245000000,1,84,12,0 days 00:00:07.769000000,0 days 00:00:07.604000000,7769000000,7604000000
415,2,30,Physics,50,True,1.0,PhD,127,98.0,26,researcher,96,8,Male,True,2017-12-13 01:32:02.623000000,2017-12-13 01:33:11.869000000,2017-12-13 01:31:39.710000000,2017-12-13 01:33:03.681000000,1,24,10,0 days 00:00:22.913000000,0 days 00:00:08.188000000,22913000000,8188000000
416,2,30,Physics,50,True,1.0,PhD,127,12.0,38,researcher,14,1,Male,True,2017-12-13 01:22:07.469000000,2017-12-13 01:22:46.814000000,2017-12-13 01:21:58.919000000,2017-12-13 01:22:38.382000000,1,106,14,0 days 00:00:08.550000000,0 days 00:00:08.432000000,8550000000,8432000000
417,0,30,Physics,50,True,1.0,PhD,127,86.0,28,researcher,86,7,Male,True,2017-12-13 01:29:58.143000000,2017-12-13 01:30:58.735000000,2017-12-13 01:29:45.586000000,2017-12-13 01:30:49.131000000,1,34,10,0 days 00:00:12.557000000,0 days 00:00:09.604000000,12557000000,9604000000
418,4,30,Physics,50,True,1.0,PhD,127,122.0,24,researcher,122,10,Male,True,2017-12-13 01:34:54.857000000,2017-12-13 01:35:32.523000000,2017-12-13 01:34:43.450000000,2017-12-13 01:35:25.735000000,1,-2,14,0 days 00:00:11.407000000,0 days 00:00:06.788000000,11407000000,6788000000
419,2,30,Physics,50,True,1.0,PhD,127,74.0,28,researcher,76,6,Male,True,2017-12-13 01:28:53.921000000,2017-12-13 01:29:34.816000000,2017-12-13 01:28:42.854000000,2017-12-13 01:29:24.812000000,1,44,14,0 days 00:00:11.067000000,0 days 00:00:10.004000000,11067000000,10004000000
420,2,26,Other,51,False,0.0,master,112,12.0,38,student,12,1,Female,True,2017-12-13 01:35:45.860000000,2017-12-13 01:36:23.387000000,2017-12-13 01:35:38.766000000,2017-12-13 01:36:06.414000000,1,108,12,0 days 00:00:07.094000000,0 days 00:00:16.973000000,7094000000,16973000000
421,2,26,Other,51,False,0.0,master,112,24.0,36,student,24,2,Female,True,2017-12-13 01:36:41.144000000,2017-12-13 01:36:58.399000000,2017-12-13 01:36:23.849000000,2017-12-13 01:36:41.561000000,1,96,12,0 days 00:00:17.295000000,0 days 00:00:16.838000000,17295000000,16838000000
422,2,26,Other,51,False,0.0,master,112,72.0,28,student,72,6,Female,True,2017-12-13 01:39:04.524000000,2017-12-13 01:39:22.461000000,2017-12-13 01:38:58.375000000,2017-12-13 01:39:15.030000000,1,48,12,0 days 00:00:06.149000000,0 days 00:00:07.431000000,6149000000,7431000000
423,2,26,Other,51,False,0.0,master,112,84.0,26,student,84,7,Female,True,2017-12-13 01:39:29.172000000,2017-12-13 01:39:57.523000000,2017-12-13 01:39:22.908000000,2017-12-13 01:39:39.739000000,1,36,12,0 days 00:00:06.264000000,0 days 00:00:17.784000000,6264000000,17784000000
424,2,26,Other,51,False,0.0,master,112,108.0,22,student,108,9,Female,True,2017-12-13 01:40:39.831000000,2017-12-13 01:41:01.991000000,2017-12-13 01:40:34.894000000,2017-12-13 01:40:50.379000000,1,12,12,0 days 00:00:04.937000000,0 days 00:00:11.612000000,4937000000,11612000000
425,2,26,Other,51,False,0.0,master,112,96.0,24,student,96,8,Female,True,2017-12-13 01:40:10.818000000,2017-12-13 01:40:24.402000000,2017-12-13 01:39:57.972000000,2017-12-13 01:40:11.244000000,1,24,12,0 days 00:00:12.846000000,0 days 00:00:13.158000000,12846000000,13158000000
426,2,26,Other,51,False,0.0,master,112,120.0,22,student,120,10,Female,True,2017-12-13 01:41:17.792000000,2017-12-13 01:41:27.301000000,2017-12-13 01:41:12.515000000,2017-12-13 01:41:18.217000000,1,0,12,0 days 00:00:05.277000000,0 days 00:00:09.084000000,5277000000,9084000000
427,2,26,Other,51,False,0.0,master,112,60.0,30,student,60,5,Female,True,2017-12-13 01:38:36.681000000,2017-12-13 01:38:47.848000000,2017-12-13 01:38:28.974000000,2017-12-13 01:38:37.121000000,1,60,12,0 days 00:00:07.707000000,0 days 00:00:10.727000000,7707000000,10727000000
428,2,26,Other,51,False,0.0,master,112,36.0,34,student,36,3,Female,True,2017-12-13 01:37:24.197000000,2017-12-13 01:37:37.148000000,2017-12-13 01:37:08.915000000,2017-12-13 01:37:24.623000000,1,84,12,0 days 00:00:15.282000000,0 days 00:00:12.525000000,15282000000,12525000000
429,2,26,Other,51,False,0.0,master,112,48.0,32,student,48,4,Female,True,2017-12-13 01:37:58.071000000,2017-12-13 01:38:08.402000000,2017-12-13 01:37:47.695000000,2017-12-13 01:37:58.548000000,1,72,12,0 days 00:00:10.376000000,0 days 00:00:09.854000000,10376000000,9854000000
430,2,31,Computer Science,51,False,1.0,master,117,96.0,24,student,96,8,Male,True,2017-12-13 01:45:54.340000000,2017-12-13 01:46:17.023000000,2017-12-13 01:45:51.911000000,2017-12-13 01:46:04.976000000,1,24,12,0 days 00:00:02.429000000,0 days 00:00:12.047000000,2429000000,12047000000
431,2,31,Computer Science,51,False,1.0,master,117,10.0,38,student,12,1,Male,True,2017-12-13 01:41:38.202000000,2017-12-13 01:41:59.352000000,2017-12-13 01:41:32.299000000,2017-12-13 01:41:48.865000000,1,108,12,0 days 00:00:05.903000000,0 days 00:00:10.487000000,5903000000,10487000000
432,2,31,Computer Science,51,False,1.0,master,117,60.0,30,student,60,5,Male,True,2017-12-13 01:44:16.002000000,2017-12-13 01:44:32.346000000,2017-12-13 01:44:13.318000000,2017-12-13 01:44:26.620000000,1,60,12,0 days 00:00:02.684000000,0 days 00:00:05.726000000,2684000000,5726000000
433,2,31,Computer Science,51,False,1.0,master,117,48.0,32,student,48,4,Male,True,2017-12-13 01:43:34.841000000,2017-12-13 01:43:52.577000000,2017-12-13 01:43:31.906000000,2017-12-13 01:43:45.504000000,1,72,12,0 days 00:00:02.935000000,0 days 00:00:07.073000000,2935000000,7073000000
434,2,31,Computer Science,51,False,1.0,master,117,72.0,28,student,72,6,Male,True,2017-12-13 01:44:45.747000000,2017-12-13 01:45:01.669000000,2017-12-13 01:44:43.011000000,2017-12-13 01:44:56.406000000,1,48,12,0 days 00:00:02.736000000,0 days 00:00:05.263000000,2736000000,5263000000
435,2,31,Computer Science,51,False,1.0,master,117,36.0,34,student,36,3,Male,True,2017-12-13 01:42:53.830000000,2017-12-13 01:43:21.218000000,2017-12-13 01:42:50.509000000,2017-12-13 01:43:14.447000000,1,84,12,0 days 00:00:03.321000000,0 days 00:00:06.771000000,3321000000,6771000000
436,2,31,Computer Science,51,False,1.0,master,117,108.0,22,student,108,9,Male,True,2017-12-13 01:46:30.162000000,2017-12-13 01:46:46.722000000,2017-12-13 01:46:27.656000000,2017-12-13 01:46:40.825000000,1,12,12,0 days 00:00:02.506000000,0 days 00:00:05.897000000,2506000000,5897000000
437,2,31,Computer Science,51,False,1.0,master,117,24.0,36,student,24,2,Male,True,2017-12-13 01:42:28.210000000,2017-12-13 01:42:39.852000000,2017-12-13 01:42:20.073000000,2017-12-13 01:42:28.744000000,1,96,12,0 days 00:00:08.137000000,0 days 00:00:11.108000000,8137000000,11108000000
438,2,31,Computer Science,51,False,1.0,master,117,84.0,26,student,84,7,Male,True,2017-12-13 01:45:15.428000000,2017-12-13 01:45:31.171000000,2017-12-13 01:45:12.328000000,2017-12-13 01:45:26.122000000,1,36,12,0 days 00:00:03.100000000,0 days 00:00:05.049000000,3100000000,5049000000
439,2,31,Computer Science,51,False,1.0,master,117,120.0,22,student,120,10,Male,True,2017-12-13 01:46:59.982000000,2017-12-13 01:47:15.706000000,2017-12-13 01:46:57.470000000,2017-12-13 01:47:10.652000000,1,0,12,0 days 00:00:02.512000000,0 days 00:00:05.054000000,2512000000,5054000000
440,2,20,Other,51,True,1.0,bachelor,118,36.0,34,student,36,3,Male,True,2017-12-13 01:33:20.405000000,2017-12-13 01:33:51.599000000,2017-12-13 01:33:16.562000000,2017-12-13 01:33:41.087000000,1,84,12,0 days 00:00:03.843000000,0 days 00:00:10.512000000,3843000000,10512000000
441,2,20,Other,51,True,1.0,bachelor,118,48.0,32,student,48,4,Male,True,2017-12-13 01:34:07.284000000,2017-12-13 01:34:25.334000000,2017-12-13 01:34:02.245000000,2017-12-13 01:34:17.877000000,1,72,12,0 days 00:00:05.039000000,0 days 00:00:07.457000000,5039000000,7457000000
442,2,20,Other,51,True,1.0,bachelor,118,60.0,30,student,60,5,Male,True,2017-12-13 01:34:40.868000000,2017-12-13 01:35:10.416000000,2017-12-13 01:34:35.916000000,2017-12-13 01:35:01.569000000,1,60,12,0 days 00:00:04.952000000,0 days 00:00:08.847000000,4952000000,8847000000
443,2,20,Other,51,True,1.0,bachelor,118,72.0,28,student,72,6,Male,True,2017-12-13 01:35:14.749000000,2017-12-13 01:35:35.156000000,2017-12-13 01:35:10.877000000,2017-12-13 01:35:25.417000000,1,48,12,0 days 00:00:03.872000000,0 days 00:00:09.739000000,3872000000,9739000000
444,2,20,Other,51,True,1.0,bachelor,118,84.0,26,student,84,7,Male,True,2017-12-13 01:35:49.465000000,2017-12-13 01:36:09.747000000,2017-12-13 01:35:45.768000000,2017-12-13 01:36:00.058000000,1,36,12,0 days 00:00:03.697000000,0 days 00:00:09.689000000,3697000000,9689000000
445,2,20,Other,51,True,1.0,bachelor,118,96.0,24,student,96,8,Male,True,2017-12-13 01:36:24.508000000,2017-12-13 01:36:44.098000000,2017-12-13 01:36:20.417000000,2017-12-13 01:36:35.111000000,1,24,12,0 days 00:00:04.091000000,0 days 00:00:08.987000000,4091000000,8987000000
446,2,20,Other,51,True,1.0,bachelor,118,108.0,22,student,108,9,Male,True,2017-12-13 01:36:59.037000000,2017-12-13 01:37:20.547000000,2017-12-13 01:36:54.717000000,2017-12-13 01:37:09.618000000,1,12,12,0 days 00:00:04.320000000,0 days 00:00:10.929000000,4320000000,10929000000
447,2,20,Other,51,True,1.0,bachelor,118,120.0,22,student,120,10,Male,True,2017-12-13 01:37:25.262000000,2017-12-13 01:37:43.963000000,2017-12-13 01:37:21.019000000,2017-12-13 01:37:35.930000000,1,0,12,0 days 00:00:04.243000000,0 days 00:00:08.033000000,4243000000,8033000000
448,2,20,Other,51,True,1.0,bachelor,118,12.0,38,student,12,1,Male,True,2017-12-13 01:32:07.272000000,2017-12-13 01:32:32.911000000,2017-12-13 01:32:00.103000000,2017-12-13 01:32:17.913000000,1,108,12,0 days 00:00:07.169000000,0 days 00:00:14.998000000,7169000000,14998000000
449,2,20,Other,51,True,1.0,bachelor,118,24.0,36,student,24,2,Male,True,2017-12-13 01:32:55.262000000,2017-12-13 01:33:16.123000000,2017-12-13 01:32:43.535000000,2017-12-13 01:33:05.881000000,1,96,12,0 days 00:00:11.727000000,0 days 00:00:10.242000000,11727000000,10242000000
450,2,18,Social Sciences,51,False,1.0,bachelor,119,36.0,34,student,36,3,Male,True,2017-12-13 01:28:05.466000000,2017-12-13 01:28:23.958000000,2017-12-13 01:28:00.386000000,2017-12-13 01:28:16.241000000,1,84,12,0 days 00:00:05.080000000,0 days 00:00:07.717000000,5080000000,7717000000
451,2,18,Social Sciences,51,False,1.0,bachelor,119,96.0,24,student,96,8,Male,True,2017-12-13 01:31:00.221000000,2017-12-13 01:31:23.638000000,2017-12-13 01:30:57.368000000,2017-12-13 01:31:10.913000000,1,24,12,0 days 00:00:02.853000000,0 days 00:00:12.725000000,2853000000,12725000000
452,2,18,Social Sciences,51,False,1.0,bachelor,119,12.0,38,student,12,1,Male,True,2017-12-13 01:26:51.105000000,2017-12-13 01:27:07.946000000,2017-12-13 01:26:37.290000000,2017-12-13 01:26:51.784000000,1,108,12,0 days 00:00:13.815000000,0 days 00:00:16.162000000,13815000000,16162000000
453,2,18,Social Sciences,51,False,1.0,bachelor,119,120.0,22,student,120,10,Male,True,2017-12-13 01:32:01.676000000,2017-12-13 01:32:18.456000000,2017-12-13 01:31:56.800000000,2017-12-13 01:32:12.449000000,1,0,12,0 days 00:00:04.876000000,0 days 00:00:06.007000000,4876000000,6007000000
454,2,18,Social Sciences,51,False,1.0,bachelor,119,108.0,22,student,108,9,Male,True,2017-12-13 01:31:28.250000000,2017-12-13 01:31:46.098000000,2017-12-13 01:31:24.281000000,2017-12-13 01:31:39.024000000,1,12,12,0 days 00:00:03.969000000,0 days 00:00:07.074000000,3969000000,7074000000
455,2,18,Social Sciences,51,False,1.0,bachelor,119,84.0,26,student,84,7,Male,True,2017-12-13 01:30:23.918000000,2017-12-13 01:30:46.591000000,2017-12-13 01:30:19.242000000,2017-12-13 01:30:34.632000000,1,36,12,0 days 00:00:04.676000000,0 days 00:00:11.959000000,4676000000,11959000000
456,2,18,Social Sciences,51,False,1.0,bachelor,119,48.0,32,student,48,4,Male,True,2017-12-13 01:28:38.105000000,2017-12-13 01:29:09.509000000,2017-12-13 01:28:34.723000000,2017-12-13 01:28:48.831000000,1,72,12,0 days 00:00:03.382000000,0 days 00:00:20.678000000,3382000000,20678000000
457,2,18,Social Sciences,51,False,1.0,bachelor,119,72.0,28,student,72,6,Male,True,2017-12-13 01:29:58.547000000,2017-12-13 01:30:08.489000000,2017-12-13 01:29:53.415000000,2017-12-13 01:29:59.145000000,1,48,12,0 days 00:00:05.132000000,0 days 00:00:09.344000000,5132000000,9344000000
458,2,18,Social Sciences,51,False,1.0,bachelor,119,24.0,36,student,24,2,Male,True,2017-12-13 01:27:27.868000000,2017-12-13 01:27:49.492000000,2017-12-13 01:27:18.823000000,2017-12-13 01:27:38.690000000,1,96,12,0 days 00:00:09.045000000,0 days 00:00:10.802000000,9045000000,10802000000
459,2,18,Social Sciences,51,False,1.0,bachelor,119,60.0,30,student,60,5,Male,True,2017-12-13 01:29:12.089000000,2017-12-13 01:29:42.630000000,2017-12-13 01:29:10.098000000,2017-12-13 01:29:32.941000000,1,60,12,0 days 00:00:01.991000000,0 days 00:00:09.689000000,1991000000,9689000000
460,2,31,Economy,51,True,1.0,PhD,121,96.0,24,student,96,8,Male,True,2017-12-13 01:24:06.899000000,2017-12-13 01:24:27.700000000,2017-12-13 01:24:03.667000000,2017-12-13 01:24:17.466000000,1,24,12,0 days 00:00:03.232000000,0 days 00:00:10.234000000,3232000000,10234000000
461,2,31,Economy,51,True,1.0,PhD,121,48.0,32,student,48,4,Male,True,2017-12-13 01:21:43.950000000,2017-12-13 01:22:09.987000000,2017-12-13 01:21:40.838000000,2017-12-13 01:22:04.798000000,1,72,12,0 days 00:00:03.112000000,0 days 00:00:05.189000000,3112000000,5189000000
462,2,31,Economy,51,True,1.0,PhD,121,108.0,22,student,108,9,Male,True,2017-12-13 01:24:40.406000000,2017-12-13 01:24:56.875000000,2017-12-13 01:24:38.208000000,2017-12-13 01:24:50.922000000,1,12,12,0 days 00:00:02.198000000,0 days 00:00:05.953000000,2198000000,5953000000
463,2,31,Economy,51,True,1.0,PhD,121,24.0,36,student,24,2,Male,True,2017-12-13 01:20:35.353000000,2017-12-13 01:20:53.662000000,2017-12-13 01:20:28.996000000,2017-12-13 01:20:45.891000000,1,96,12,0 days 00:00:06.357000000,0 days 00:00:07.771000000,6357000000,7771000000
464,2,31,Economy,51,True,1.0,PhD,121,84.0,26,student,84,7,Male,True,2017-12-13 01:23:33.950000000,2017-12-13 01:23:43.008000000,2017-12-13 01:23:31.775000000,2017-12-13 01:23:34.415000000,1,36,12,0 days 00:00:02.175000000,0 days 00:00:08.593000000,2175000000,8593000000
465,2,31,Economy,51,True,1.0,PhD,121,12.0,38,student,12,1,Male,True,2017-12-13 01:19:58.886000000,2017-12-13 01:20:18.383000000,2017-12-13 01:19:45.729000000,2017-12-13 01:20:09.553000000,1,108,12,0 days 00:00:13.157000000,0 days 00:00:08.830000000,13157000000,8830000000
466,2,31,Economy,51,True,1.0,PhD,121,36.0,34,student,36,3,Male,True,2017-12-13 01:21:10.511000000,2017-12-13 01:21:40.403000000,2017-12-13 01:21:04.179000000,2017-12-13 01:21:31.074000000,1,84,12,0 days 00:00:06.332000000,0 days 00:00:09.329000000,6332000000,9329000000
467,2,31,Economy,51,True,1.0,PhD,121,72.0,28,student,72,6,Male,True,2017-12-13 01:23:04.041000000,2017-12-13 01:23:21.156000000,2017-12-13 01:23:01.345000000,2017-12-13 01:23:14.641000000,1,48,12,0 days 00:00:02.696000000,0 days 00:00:06.515000000,2696000000,6515000000
468,2,31,Economy,51,True,1.0,PhD,121,60.0,30,student,60,5,Male,True,2017-12-13 01:22:23.792000000,2017-12-13 01:22:50.734000000,2017-12-13 01:22:20.571000000,2017-12-13 01:22:44.400000000,1,60,12,0 days 00:00:03.221000000,0 days 00:00:06.334000000,3221000000,6334000000
469,2,31,Economy,51,True,1.0,PhD,121,120.0,22,student,120,10,Male,True,2017-12-13 01:25:10.359000000,2017-12-13 01:25:26.280000000,2017-12-13 01:25:07.461000000,2017-12-13 01:25:20.878000000,1,0,12,0 days 00:00:02.898000000,0 days 00:00:05.402000000,2898000000,5402000000
470,2,18,Social Sciences,51,False,0.0,bachelor,125,120.0,22,student,120,10,Female,True,2017-12-13 01:21:54.354000000,2017-12-13 01:22:23.332000000,2017-12-13 01:21:52.405000000,2017-12-13 01:22:04.976000000,1,0,12,0 days 00:00:01.949000000,0 days 00:00:18.356000000,1949000000,18356000000
471,2,18,Social Sciences,51,False,0.0,bachelor,125,96.0,24,student,96,8,Female,True,2017-12-13 01:20:48.752000000,2017-12-13 01:21:10.878000000,2017-12-13 01:20:43.098000000,2017-12-13 01:20:59.306000000,1,24,12,0 days 00:00:05.654000000,0 days 00:00:11.572000000,5654000000,11572000000
472,2,18,Social Sciences,51,False,0.0,bachelor,125,108.0,22,student,108,9,Female,True,2017-12-13 01:21:25.955000000,2017-12-13 01:21:41.808000000,2017-12-13 01:21:21.515000000,2017-12-13 01:21:26.482000000,1,12,12,0 days 00:00:04.440000000,0 days 00:00:15.326000000,4440000000,15326000000
