round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 10 -5185.19997597 18717 user
17 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -10322.799921 4583 user
17 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 15 -12375.4000664 2663 user
17 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 10 -12573.8999844 2432 user
17 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 0 -9421.90003395 5664 user
17 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 14 -8258.20016861 6269 user
17 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 14 -11566.2000179 3832 user
17 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -4161.5998745 10080 user
17 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -2123.6000061 12204 user
17 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -11338.7000561 3792 user
17 usuario16 C ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 5 -11507.5001717 3519 user
17 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] C 14 -11469.3000317 3545 user
17 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -2122.30014801 13548 user
17 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -12367.7000999 2123 user
17 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 15 -10368.2999611 4994 user
17 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 10 -13391.4999962 1599 user
18 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -5178.40003967 9000 user
18 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -12360.5000973 3456 user
18 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 5 -9284.79981422 5549 user
18 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 15 -5242.89989471 9416 user
18 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -9330.80005646 5880 user
18 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -9286.20004654 6105 user
18 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 14 -12363.5001183 2899 user
18 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -6233.19983482 9558 user
18 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -33.9000225067 15222 user
18 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -8258.69989395 7265 user
18 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -13618.7999249 2209 user
18 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -11372.699976 3625 user
18 usuario7 C ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 5 -6207.7999115 8862 user
18 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] C 9 -13398.8001347 1862 user
18 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 14 -7259.79995728 7717 user
18 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 10 -12369.1000938 2372 user
19 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 5 -29.1001796722 14118 user
19 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 14 -11337.5999928 2141 user
19 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 14 -11353.700161 2766 user
19 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 10 -12584.5999718 2038 user
19 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 9 -6254.79984283 7744 user
19 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -10302.1998405 3222 user
19 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 4 -11339.400053 2122 user
19 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 9 -10350.399971 3307 user
19 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -4170.19987106 9557 user
19 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -9288.69986534 4853 user
19 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -10494.8000908 3238 user
19 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -12376.4998913 1833 user
19 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 19 -10318.800211 3127 user
19 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 5 -12402.6999474 1709 user
19 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 10 -9550.80008507 4310 user
19 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 10 -12366.8000698 1864 user
20 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -4161.99994087 10392 user
20 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -11365.6001091 2637 user
20 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 10 -11332.5998783 2659 user
20 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 10 -10430.4001331 3720 user
20 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 9 -7230.59988022 6818 user
20 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 14 -11432.5997829 3350 user
20 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -10302.5000095 4265 user
20 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -7241.69993401 6790 user
20 usuario10 C ['usuario15', 'usuario5', 'usuario7', 'usuario13'] C 10 -4161.60011292 9715 user
20 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] C 5 -8240.6001091 5800 user
20 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 14 -10477.2000313 3109 user
20 usuario13 C ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 10 -4142.50016212 9409 user
20 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -21.4002132416 13691 user
20 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -6216.00008011 7653 user
20 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 14 -11365.0000095 3014 user
20 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 10 -11349.6999741 2295 user
21 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -35.8998775482 15102 user
21 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -13377.3999214 2645 user
21 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 -11332.9999447 4318 user
21 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 5 -12561.7001057 2490 user
21 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -11336.9998932 4369 user
21 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 5 -7226.30000114 8419 user
21 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -12359.1001034 3023 user
21 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 10 -4168.80011559 11211 user
21 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] C 9 -8263.79990578 8049 user
21 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -8262.19987869 7262 user
21 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -10500.0 5247 user
21 usuario13 C ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 5 -12378.7000179 4084 user
21 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -9301.50008202 6779 user
21 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -12371.0000515 3618 user
21 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -12390.3000355 3093 user
21 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 14 -11330.1999569 5400 user
22 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -14468.8000679 11784 user
22 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 15 -21585.2999687 4675 user
22 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 5 -22618.7000275 3326 user
22 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 14 -16743.8001633 9626 user
22 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -21647.300005 3995 user
22 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 5 -19547.0001698 6034 user
22 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 19 -20553.9999008 6067 user
22 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -30.9000015259 26126 user
22 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] C 9 -11340.8999443 14568 user
22 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 14 -15431.7998886 10140 user
22 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -21875.5002022 4217 user
22 usuario13 C ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 5 -19549.4000912 6657 user
22 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -18580.3000927 7739 user
22 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 5 -23663.4001732 2728 user
22 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 14 -19845.6001282 6250 user
22 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 9 -21603.9001942 4336 user
23 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -36.1998081207 23625 user
23 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 14 -19535.0999832 3090 user
23 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -19538.5000706 3607 user
23 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -14656.3999653 8173 user
23 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -20577.1999359 2762 user
23 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 5 -17467.1998024 6108 user
23 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -20635.2000237 2228 user
23 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -2103.99985313 20696 user
23 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 14 -15444.2999363 7868 user
23 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 10 -17583.6000443 5349 user
23 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 9 -18834.5000744 3954 user
23 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -13443.2001114 8784 user
23 usuario7 C ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 10 -15432.6000214 7381 user
23 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] C 10 -17503.2999516 4919 user
23 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 14 -15494.2998886 7360 user
23 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -19607.5999737 3066 user
24 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 10 -28.4998416901 14737 user
24 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 10 -8253.90005112 6822 user
24 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 -12357.8999043 2744 user
24 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 19 -7348.59991074 8195 user
24 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 15 -9283.20002556 6048 user
24 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 10 -9280.99989891 5616 user
24 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 19 -8249.40013885 6699 user
24 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -3131.59990311 12113 user
24 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -2115.20004272 12860 user
24 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 14 -12357.7001095 2893 user
24 usuario16 C ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 5 -5255.30004501 9713 user
24 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] C 19 -11357.2001457 4475 user
24 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -12386.8000507 2907 user
24 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -12358.5000038 2518 user
24 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 10 -12408.2000256 2334 user
24 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 5 -12363.699913 2366 user
25 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 10 -26.200056076 13144 user
25 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 10 -10391.9000626 2894 user
25 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -11396.0001469 1473 user
25 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 19 -7346.30012512 5482 user
25 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 15 -8274.60002899 4422 user
25 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 15 -8257.999897 4271 user
25 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -9284.69991684 3420 user
25 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -5193.89986992 8251 user
25 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 14 -6220.70002556 6780 user
25 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 5 -10325.8001804 2591 user
25 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 9 -11509.9999905 2084 user
25 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -9267.60005951 2982 user
25 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -6219.09999847 6462 user
25 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -11344.399929 2512 user
25 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 9 -11453.1998634 2051 user
25 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 0 -11409.7998142 2185 user
26 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 14 -2103.89995575 7577 user
26 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -7222.8000164 1994 user
26 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 -8264.00017738 1307 user
26 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -6327.19993591 3151 user
26 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 5 -6207.9000473 4214 user
26 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 10 -7223.59991074 3144 user
26 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 9 -7305.00006676 2492 user
26 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 9 -2107.89990425 7467 user
26 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -2115.00000954 7721 user
26 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -26.7000198364 10402 user
26 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -7345.49999237 2343 user
26 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -8300.60005188 2301 user
26 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -7238.59977722 3288 user
26 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -8321.69985771 1704 user
26 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 5 -7248.80003929 2281 user
26 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 5 -7254.69994545 2503 user
27 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -26.0000228882 28194 user
27 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 4 -26708.8999748 2223 user
27 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 9 -26713.9999866 1353 user
27 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -21916.1999226 5954 user
27 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -21756.9000721 5895 user
27 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -23626.8000603 3747 user
27 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -26735.4998589 2030 user
27 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -23820.1999664 4302 user
27 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -23704.4999599 4709 user
27 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -22626.3000965 4859 user
27 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -25105.4999828 3149 user
27 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -24808.0000877 2551 user
27 usuario7 C ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 5 -17501.8999577 9568 user
27 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] C 14 -25695.499897 1791 user
27 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 5 -26783.9000225 1883 user
27 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 10 -26743.999958 1656 user
28 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 4 -9335.09993553 5898 user
28 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -12348.1998444 2970 user
28 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 9 -14420.2001095 1902 user
28 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -11488.6000156 4986 user
28 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -9282.99999237 7116 user
28 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -13377.5000572 3317 user
28 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -11340.1999474 4200 user
28 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -26.7000198364 15645 user
28 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -10318.6001778 5531 user
28 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -11335.9999657 4510 user
28 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -10517.1999931 4815 user
28 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -13456.099987 2817 user
28 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -12365.4000759 4352 user
28 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 5 -8262.3000145 7451 user
28 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 10 -13425.4999161 2097 user
28 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 5 -12381.5000057 3492 user
29 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 5 -25808.1998825 3865 user
29 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 9 -26826.9999027 2584 user
29 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -25701.499939 3548 user
29 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -27423.199892 1855 user
29 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 15 -34.4002246857 28155 user
29 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 9 -26720.7999229 1937 user
29 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 14 -25735.5000973 3453 user
29 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -26774.8000622 2967 user
29 usuario10 C ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 5 -16474.6000767 12639 user
29 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] C 14 -25703.5999298 3914 user
29 usuario16 C ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 0 -27262.5000477 2332 user
29 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] C 19 -25741.7001724 3099 user
29 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 14 -23716.7999744 5430 user
29 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -22619.7998524 6687 user
29 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 9 -25977.5998592 3141 user
29 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -25796.4000702 3281 user
30 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 5 -2105.20005226 14658 user
30 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 14 -13372.1001148 3418 user
30 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 10 -12370.8999157 3825 user
30 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 20 -12558.4001541 3975 user
30 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -34.8999500275 17617 user
30 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -15585.4001045 1523 user
30 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 14 -13373.6000061 3610 user
30 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -2101.40013695 14666 user
30 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -11435.4999065 4788 user
30 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -11336.3001347 6026 user
30 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -14664.9000645 1713 user
30 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -15562.2999668 1620 user
30 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -10311.3999367 6620 user
30 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -9286.99994087 7668 user
30 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 10 -13427.200079 3142 user
30 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 10 -8254.59980965 8378 user
31 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 24 -7246.50001526 13532 user
31 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -16459.5999718 4064 user
31 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 15 -19535.3999138 1511 user
31 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 10 -16694.4999695 4443 user
31 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 0 -15455.1000595 4910 user
31 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 14 -19588.9999866 938 user
31 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -18585.0999355 2282 user
31 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -12430.6998253 8337 user
31 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 14 -12368.9000607 8511 user
31 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -16468.8999653 4367 user
31 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -18821.199894 2691 user
31 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -18552.9999733 2336 user
31 usuario7 C ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 5 -24.8999595642 20622 user
31 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] C 19 -11340.0001526 9679 user
31 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 10 -16804.500103 4078 user
31 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 15 -17497.5998402 3656 user
32 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 9 -7264.29986954 10418 user
32 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -7229.7000885 11610 user
32 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 5 -16460.0000381 1743 user
32 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 15 -13588.0999565 4451 user
32 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -10315.7000542 7830 user
32 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -17479.9001217 1000 user
32 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 14 -10287.4000072 8246 user
32 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -3134.3998909 14437 user
32 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -2121.50001526 16744 user
32 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -42.799949646 17772 user
32 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -14638.4999752 2926 user
32 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -14443.9001083 4031 user
32 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -13381.5999031 4367 user
32 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -4154.39987183 14063 user
32 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 14 -10373.1000423 8367 user
32 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -16529.2000771 1147 user
33 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 10 -5184.00001526 14655 user
33 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 14 -15452.4002075 3460 user
33 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 5 -15458.7001801 4165 user
