,round,response,rt,user,session,subj_id
14,15,1,3.322,usuario26,s1t1030,usuario26s1t1030
15,16,1,3.744,usuario26,s1t1030,usuario26s1t1030
16,17,0,2.735,usuario26,s1t1030,usuario26s1t1030
17,18,0,2.493,usuario26,s1t1030,usuario26s1t1030
18,19,1,4.071,usuario26,s1t1030,usuario26s1t1030
19,20,1,4.248,usuario26,s1t1030,usuario26s1t1030
20,21,0,3.434,usuario26,s1t1030,usuario26s1t1030
21,22,0,4.066,usuario26,s1t1030,usuario26s1t1030
22,23,1,3.988,usuario26,s1t1030,usuario26s1t1030
23,24,1,4.948,usuario26,s1t1030,usuario26s1t1030
24,25,0,3.939,usuario26,s1t1030,usuario26s1t1030
25,26,0,6.124,usuario26,s1t1030,usuario26s1t1030
26,27,1,3.333,usuario26,s1t1030,usuario26s1t1030
27,28,0,3.791,usuario26,s1t1030,usuario26s1t1030
28,29,0,2.475,usuario26,s1t1030,usuario26s1t1030
29,30,0,2.835,usuario26,s1t1030,usuario26s1t1030
30,31,0,2.846,usuario26,s1t1030,usuario26s1t1030
31,32,1,1.693,usuario26,s1t1030,usuario26s1t1030
32,33,0,5.319,usuario26,s1t1030,usuario26s1t1030
33,34,1,4.511,usuario26,s1t1030,usuario26s1t1030
34,35,1,2.611,usuario26,s1t1030,usuario26s1t1030
35,36,1,2.229,usuario26,s1t1030,usuario26s1t1030
36,37,1,1.878,usuario26,s1t1030,usuario26s1t1030
37,38,1,2.327,usuario26,s1t1030,usuario26s1t1030
38,39,1,1.83,usuario26,s1t1030,usuario26s1t1030
39,40,0,1.68,usuario26,s1t1030,usuario26s1t1030
40,41,0,2.086,usuario26,s1t1030,usuario26s1t1030
41,42,0,4.718,usuario26,s1t1030,usuario26s1t1030
42,43,0,5.98,usuario26,s1t1030,usuario26s1t1030
43,44,0,2.049,usuario26,s1t1030,usuario26s1t1030
44,45,0,2.554,usuario26,s1t1030,usuario26s1t1030
45,46,1,2.109,usuario26,s1t1030,usuario26s1t1030
46,47,0,2.332,usuario26,s1t1030,usuario26s1t1030
47,48,0,3.062,usuario26,s1t1030,usuario26s1t1030
48,49,0,2.003,usuario26,s1t1030,usuario26s1t1030
0,1,0,25.029,usuario34,s1t1030,usuario34s1t1030
1,2,0,15.053,usuario34,s1t1030,usuario34s1t1030
2,3,0,22.019,usuario34,s1t1030,usuario34s1t1030
3,4,1,4.907,usuario34,s1t1030,usuario34s1t1030
4,5,0,17.588,usuario34,s1t1030,usuario34s1t1030
5,6,1,3.523,usuario34,s1t1030,usuario34s1t1030
6,7,0,6.916,usuario34,s1t1030,usuario34s1t1030
7,8,0,4.202,usuario34,s1t1030,usuario34s1t1030
8,9,1,3.537,usuario34,s1t1030,usuario34s1t1030
9,10,0,5.658,usuario34,s1t1030,usuario34s1t1030
10,11,0,15.302,usuario34,s1t1030,usuario34s1t1030
11,12,0,3.715,usuario34,s1t1030,usuario34s1t1030
12,13,0,2.949,usuario34,s1t1030,usuario34s1t1030
13,14,0,28.871,usuario34,s1t1030,usuario34s1t1030
14,15,0,20.47,usuario34,s1t1030,usuario34s1t1030
15,16,0,10.638,usuario34,s1t1030,usuario34s1t1030
16,17,0,3.239,usuario34,s1t1030,usuario34s1t1030
17,18,0,2.483,usuario34,s1t1030,usuario34s1t1030
18,19,0,9.193,usuario34,s1t1030,usuario34s1t1030
19,20,0,6.133,usuario34,s1t1030,usuario34s1t1030
20,21,0,8.667,usuario34,s1t1030,usuario34s1t1030
21,22,0,7.223,usuario34,s1t1030,usuario34s1t1030
22,23,0,5.123,usuario34,s1t1030,usuario34s1t1030
23,24,0,9.024,usuario34,s1t1030,usuario34s1t1030
24,25,0,29.034,usuario34,s1t1030,usuario34s1t1030
25,26,0,27.373,usuario34,s1t1030,usuario34s1t1030
26,27,0,9.309,usuario34,s1t1030,usuario34s1t1030
27,28,0,20.962,usuario34,s1t1030,usuario34s1t1030
28,29,0,2.029,usuario34,s1t1030,usuario34s1t1030
29,30,0,12.431,usuario34,s1t1030,usuario34s1t1030
30,31,0,4.464,usuario34,s1t1030,usuario34s1t1030
31,32,0,1.841,usuario34,s1t1030,usuario34s1t1030
32,33,0,4.994,usuario34,s1t1030,usuario34s1t1030
33,34,0,11.486,usuario34,s1t1030,usuario34s1t1030
34,35,0,17.121,usuario34,s1t1030,usuario34s1t1030
35,36,0,3.516,usuario34,s1t1030,usuario34s1t1030
36,37,0,0.171,usuario34,s1t1030,usuario34s1t1030
37,38,0,2.55,usuario34,s1t1030,usuario34s1t1030
38,39,0,2.522,usuario34,s1t1030,usuario34s1t1030
39,40,0,1.997,usuario34,s1t1030,usuario34s1t1030
40,41,0,3.414,usuario34,s1t1030,usuario34s1t1030
41,42,0,6.474,usuario34,s1t1030,usuario34s1t1030
42,43,0,3.07,usuario34,s1t1030,usuario34s1t1030
43,44,0,1.885,usuario34,s1t1030,usuario34s1t1030
44,45,0,3.882,usuario34,s1t1030,usuario34s1t1030
45,46,0,5.274,usuario34,s1t1030,usuario34s1t1030
46,47,0,4.152,usuario34,s1t1030,usuario34s1t1030
47,48,0,2.712,usuario34,s1t1030,usuario34s1t1030
48,49,0,3.039,usuario34,s1t1030,usuario34s1t1030
0,1,1,8.642,usuario30,s1t1030,usuario30s1t1030
1,2,1,22.97,usuario30,s1t1030,usuario30s1t1030
2,3,1,20.486,usuario30,s1t1030,usuario30s1t1030
3,4,1,14.476,usuario30,s1t1030,usuario30s1t1030
4,5,0,26.689,usuario30,s1t1030,usuario30s1t1030
5,6,0,11.997,usuario30,s1t1030,usuario30s1t1030
6,7,1,7.48,usuario30,s1t1030,usuario30s1t1030
7,8,1,17.228,usuario30,s1t1030,usuario30s1t1030
8,9,1,10.516,usuario30,s1t1030,usuario30s1t1030
9,10,0,10.919,usuario30,s1t1030,usuario30s1t1030
10,11,0,3.357,usuario30,s1t1030,usuario30s1t1030
11,12,0,8.841,usuario30,s1t1030,usuario30s1t1030
12,13,0,6.577,usuario30,s1t1030,usuario30s1t1030
13,14,0,5.053,usuario30,s1t1030,usuario30s1t1030
14,15,0,3.16,usuario30,s1t1030,usuario30s1t1030
15,16,0,2.783,usuario30,s1t1030,usuario30s1t1030
16,17,0,2.979,usuario30,s1t1030,usuario30s1t1030
17,18,1,4.943,usuario30,s1t1030,usuario30s1t1030
18,19,1,3.055,usuario30,s1t1030,usuario30s1t1030
19,20,1,3.563,usuario30,s1t1030,usuario30s1t1030
20,21,1,6.084,usuario30,s1t1030,usuario30s1t1030
21,22,0,3.102,usuario30,s1t1030,usuario30s1t1030
22,23,0,3.127,usuario30,s1t1030,usuario30s1t1030
23,24,0,3.968,usuario30,s1t1030,usuario30s1t1030
24,25,0,3.234,usuario30,s1t1030,usuario30s1t1030
25,26,0,2.717,usuario30,s1t1030,usuario30s1t1030
26,27,0,4.083,usuario30,s1t1030,usuario30s1t1030
27,28,0,3.097,usuario30,s1t1030,usuario30s1t1030
28,29,0,2.369,usuario30,s1t1030,usuario30s1t1030
29,30,0,2.86,usuario30,s1t1030,usuario30s1t1030
30,31,0,3.644,usuario30,s1t1030,usuario30s1t1030
31,32,0,2.317,usuario30,s1t1030,usuario30s1t1030
32,33,0,2.111,usuario30,s1t1030,usuario30s1t1030
33,34,0,1.641,usuario30,s1t1030,usuario30s1t1030
34,35,0,1.671,usuario30,s1t1030,usuario30s1t1030
35,36,0,1.768,usuario30,s1t1030,usuario30s1t1030
36,37,0,3.379,usuario30,s1t1030,usuario30s1t1030
37,38,0,2.272,usuario30,s1t1030,usuario30s1t1030
38,39,0,1.691,usuario30,s1t1030,usuario30s1t1030
39,40,0,1.603,usuario30,s1t1030,usuario30s1t1030
40,41,0,1.283,usuario30,s1t1030,usuario30s1t1030
41,42,0,2.682,usuario30,s1t1030,usuario30s1t1030
42,43,0,1.466,usuario30,s1t1030,usuario30s1t1030
43,44,0,1.154,usuario30,s1t1030,usuario30s1t1030
44,45,0,1.219,usuario30,s1t1030,usuario30s1t1030
45,46,0,1.829,usuario30,s1t1030,usuario30s1t1030
46,47,0,1.417,usuario30,s1t1030,usuario30s1t1030
47,48,0,1.703,usuario30,s1t1030,usuario30s1t1030
48,49,0,4.692,usuario30,s1t1030,usuario30s1t1030
0,1,0,3.203,usuario22,s1t1030,usuario22s1t1030
1,2,1,4.257,usuario22,s1t1030,usuario22s1t1030
2,3,0,4.498,usuario22,s1t1030,usuario22s1t1030
3,4,0,4.415,usuario22,s1t1030,usuario22s1t1030
4,5,0,3.237,usuario22,s1t1030,usuario22s1t1030
5,6,0,2.63,usuario22,s1t1030,usuario22s1t1030
6,7,0,2.107,usuario22,s1t1030,usuario22s1t1030
7,8,0,2.958,usuario22,s1t1030,usuario22s1t1030
8,9,1,3.615,usuario22,s1t1030,usuario22s1t1030
9,10,0,3.086,usuario22,s1t1030,usuario22s1t1030
10,11,0,1.788,usuario22,s1t1030,usuario22s1t1030
11,12,0,3.76,usuario22,s1t1030,usuario22s1t1030
12,13,0,3.757,usuario22,s1t1030,usuario22s1t1030
13,14,0,1.838,usuario22,s1t1030,usuario22s1t1030
14,15,0,5.693,usuario22,s1t1030,usuario22s1t1030
15,16,0,7.012,usuario22,s1t1030,usuario22s1t1030
16,17,0,2.45,usuario22,s1t1030,usuario22s1t1030
17,18,0,2.825,usuario22,s1t1030,usuario22s1t1030
18,19,0,1.892,usuario22,s1t1030,usuario22s1t1030
19,20,0,1.952,usuario22,s1t1030,usuario22s1t1030
20,21,0,2.793,usuario22,s1t1030,usuario22s1t1030
21,22,0,2.349,usuario22,s1t1030,usuario22s1t1030
22,23,0,2.411,usuario22,s1t1030,usuario22s1t1030
23,24,0,6.42,usuario22,s1t1030,usuario22s1t1030
24,25,0,2.289,usuario22,s1t1030,usuario22s1t1030
25,26,1,1.694,usuario22,s1t1030,usuario22s1t1030
26,27,1,2.698,usuario22,s1t1030,usuario22s1t1030
27,28,0,3.604,usuario22,s1t1030,usuario22s1t1030
28,29,0,2.88,usuario22,s1t1030,usuario22s1t1030
29,30,0,2.191,usuario22,s1t1030,usuario22s1t1030
30,31,0,2.538,usuario22,s1t1030,usuario22s1t1030
31,32,0,1.741,usuario22,s1t1030,usuario22s1t1030
32,33,0,1.08,usuario22,s1t1030,usuario22s1t1030
33,34,0,1.044,usuario22,s1t1030,usuario22s1t1030
34,35,0,0.996,usuario22,s1t1030,usuario22s1t1030
35,36,0,2.944,usuario22,s1t1030,usuario22s1t1030
36,37,0,2.031,usuario22,s1t1030,usuario22s1t1030
37,38,0,1.873,usuario22,s1t1030,usuario22s1t1030
38,39,0,1.879,usuario22,s1t1030,usuario22s1t1030
39,40,0,1.785,usuario22,s1t1030,usuario22s1t1030
40,41,0,1.658,usuario22,s1t1030,usuario22s1t1030
41,42,0,1.797,usuario22,s1t1030,usuario22s1t1030
42,43,0,2.978,usuario22,s1t1030,usuario22s1t1030
43,44,0,2.137,usuario22,s1t1030,usuario22s1t1030
44,45,0,2.267,usuario22,s1t1030,usuario22s1t1030
45,46,0,2.953,usuario22,s1t1030,usuario22s1t1030
46,47,0,4.9,usuario22,s1t1030,usuario22s1t1030
47,48,0,2.348,usuario22,s1t1030,usuario22s1t1030
48,49,0,3.758,usuario22,s1t1030,usuario22s1t1030
0,1,0,25.052,usuario14,s1t1030,usuario14s1t1030
1,2,1,10.677,usuario14,s1t1030,usuario14s1t1030
2,3,1,7.859,usuario14,s1t1030,usuario14s1t1030
3,4,0,12.244,usuario14,s1t1030,usuario14s1t1030
4,5,1,4.636,usuario14,s1t1030,usuario14s1t1030
5,6,0,8.099,usuario14,s1t1030,usuario14s1t1030
6,7,1,12.908,usuario14,s1t1030,usuario14s1t1030
7,8,0,22.364,usuario14,s1t1030,usuario14s1t1030
8,9,1,10.005,usuario14,s1t1030,usuario14s1t1030
9,10,0,28.756,usuario14,s1t1030,usuario14s1t1030
10,11,1,24.227,usuario14,s1t1030,usuario14s1t1030
11,12,1,5.073,usuario14,s1t1030,usuario14s1t1030
12,13,0,4.124,usuario14,s1t1030,usuario14s1t1030
13,14,0,19.221,usuario14,s1t1030,usuario14s1t1030
14,15,1,9.053,usuario14,s1t1030,usuario14s1t1030
15,16,1,28.866,usuario14,s1t1030,usuario14s1t1030
16,17,1,5.249,usuario14,s1t1030,usuario14s1t1030
17,18,0,25.382,usuario14,s1t1030,usuario14s1t1030
18,19,1,14.065,usuario14,s1t1030,usuario14s1t1030
19,20,0,27.82,usuario14,s1t1030,usuario14s1t1030
20,21,0,15.107,usuario14,s1t1030,usuario14s1t1030
21,22,1,30.327,usuario14,s1t1030,usuario14s1t1030
22,23,1,3.926,usuario14,s1t1030,usuario14s1t1030
23,24,0,30.628,usuario14,s1t1030,usuario14s1t1030
24,25,1,25.279,usuario14,s1t1030,usuario14s1t1030
25,26,0,19.205,usuario14,s1t1030,usuario14s1t1030
26,27,1,6.365,usuario14,s1t1030,usuario14s1t1030
27,28,0,28.563,usuario14,s1t1030,usuario14s1t1030
28,29,1,8.434,usuario14,s1t1030,usuario14s1t1030
29,30,0,9.107,usuario14,s1t1030,usuario14s1t1030
30,31,1,3.787,usuario14,s1t1030,usuario14s1t1030
31,32,1,2.739,usuario14,s1t1030,usuario14s1t1030
32,33,0,4.647,usuario14,s1t1030,usuario14s1t1030
33,34,1,4.142,usuario14,s1t1030,usuario14s1t1030
34,35,0,5.013,usuario14,s1t1030,usuario14s1t1030
35,36,1,3.967,usuario14,s1t1030,usuario14s1t1030
36,37,0,3.398,usuario14,s1t1030,usuario14s1t1030
37,38,0,3.817,usuario14,s1t1030,usuario14s1t1030
38,39,1,13.433,usuario14,s1t1030,usuario14s1t1030
39,40,1,2.218,usuario14,s1t1030,usuario14s1t1030
40,41,0,3.559,usuario14,s1t1030,usuario14s1t1030
41,42,1,9.397,usuario14,s1t1030,usuario14s1t1030
42,43,0,12.854,usuario14,s1t1030,usuario14s1t1030
43,44,1,2.783,usuario14,s1t1030,usuario14s1t1030
44,45,0,5.176,usuario14,s1t1030,usuario14s1t1030
45,46,1,7.589,usuario14,s1t1030,usuario14s1t1030
46,47,0,3.026,usuario14,s1t1030,usuario14s1t1030
47,48,1,5.741,usuario14,s1t1030,usuario14s1t1030
48,49,0,3.041,usuario14,s1t1030,usuario14s1t1030
0,1,0,13.331,usuario5,s1t1030,usuario5s1t1030
1,2,1,7.606,usuario5,s1t1030,usuario5s1t1030
2,3,0,4.75,usuario5,s1t1030,usuario5s1t1030
3,4,0,2.295,usuario5,s1t1030,usuario5s1t1030
4,5,0,4.803,usuario5,s1t1030,usuario5s1t1030
5,6,0,3.363,usuario5,s1t1030,usuario5s1t1030
6,7,0,4.825,usuario5,s1t1030,usuario5s1t1030
7,8,0,3.184,usuario5,s1t1030,usuario5s1t1030
8,9,0,2.835,usuario5,s1t1030,usuario5s1t1030
9,10,0,2.387,usuario5,s1t1030,usuario5s1t1030
10,11,0,2.163,usuario5,s1t1030,usuario5s1t1030
11,12,0,2.797,usuario5,s1t1030,usuario5s1t1030
12,13,0,2.668,usuario5,s1t1030,usuario5s1t1030
13,14,0,2.504,usuario5,s1t1030,usuario5s1t1030
14,15,0,4.997,usuario5,s1t1030,usuario5s1t1030
15,16,0,2.729,usuario5,s1t1030,usuario5s1t1030
16,17,0,3.055,usuario5,s1t1030,usuario5s1t1030
17,18,0,2.306,usuario5,s1t1030,usuario5s1t1030
18,19,0,2.465,usuario5,s1t1030,usuario5s1t1030
19,20,0,2.412,usuario5,s1t1030,usuario5s1t1030
20,21,0,3.886,usuario5,s1t1030,usuario5s1t1030
21,22,0,3.201,usuario5,s1t1030,usuario5s1t1030
22,23,0,2.862,usuario5,s1t1030,usuario5s1t1030
23,24,0,2.818,usuario5,s1t1030,usuario5s1t1030
24,25,0,2.813,usuario5,s1t1030,usuario5s1t1030
25,26,0,2.09,usuario5,s1t1030,usuario5s1t1030
26,27,0,2.678,usuario5,s1t1030,usuario5s1t1030
27,28,0,23.504,usuario5,s1t1030,usuario5s1t1030
28,29,0,6.104,usuario5,s1t1030,usuario5s1t1030
29,30,0,3.739,usuario5,s1t1030,usuario5s1t1030
30,31,0,2.119,usuario5,s1t1030,usuario5s1t1030
31,32,0,1.803,usuario5,s1t1030,usuario5s1t1030
32,33,1,1.911,usuario5,s1t1030,usuario5s1t1030
33,34,1,3.324,usuario5,s1t1030,usuario5s1t1030
34,35,1,2.511,usuario5,s1t1030,usuario5s1t1030
35,36,1,2.792,usuario5,s1t1030,usuario5s1t1030
36,37,1,1.717,usuario5,s1t1030,usuario5s1t1030
37,38,1,1.788,usuario5,s1t1030,usuario5s1t1030
38,39,1,4.429,usuario5,s1t1030,usuario5s1t1030
39,40,1,1.751,usuario5,s1t1030,usuario5s1t1030
40,41,1,4.912,usuario5,s1t1030,usuario5s1t1030
41,42,0,3.922,usuario5,s1t1030,usuario5s1t1030
42,43,0,3.22,usuario5,s1t1030,usuario5s1t1030
43,44,0,1.655,usuario5,s1t1030,usuario5s1t1030
44,45,0,2.489,usuario5,s1t1030,usuario5s1t1030
45,46,0,2.352,usuario5,s1t1030,usuario5s1t1030
46,47,0,4.574,usuario5,s1t1030,usuario5s1t1030
47,48,0,3.284,usuario5,s1t1030,usuario5s1t1030
48,49,0,2.286,usuario5,s1t1030,usuario5s1t1030
0,1,1,6.994,usuario9,s1t1030,usuario9s1t1030
1,2,0,6.232,usuario9,s1t1030,usuario9s1t1030
2,3,0,4.711,usuario9,s1t1030,usuario9s1t1030
3,4,0,6.537,usuario9,s1t1030,usuario9s1t1030
4,5,0,4.936,usuario9,s1t1030,usuario9s1t1030
5,6,1,3.494,usuario9,s1t1030,usuario9s1t1030
6,7,1,5.752,usuario9,s1t1030,usuario9s1t1030
7,8,0,8.691,usuario9,s1t1030,usuario9s1t1030
8,9,0,4.811,usuario9,s1t1030,usuario9s1t1030
9,10,0,5.532,usuario9,s1t1030,usuario9s1t1030
10,11,1,3.696,usuario9,s1t1030,usuario9s1t1030
11,12,0,2.98,usuario9,s1t1030,usuario9s1t1030
12,13,0,4.187,usuario9,s1t1030,usuario9s1t1030
13,14,0,6.014,usuario9,s1t1030,usuario9s1t1030
14,15,1,3.666,usuario9,s1t1030,usuario9s1t1030
15,16,0,7.506,usuario9,s1t1030,usuario9s1t1030
16,17,0,6.291,usuario9,s1t1030,usuario9s1t1030
17,18,0,2.914,usuario9,s1t1030,usuario9s1t1030
18,19,0,6.358,usuario9,s1t1030,usuario9s1t1030
19,20,0,8.564,usuario9,s1t1030,usuario9s1t1030
20,21,0,4.257,usuario9,s1t1030,usuario9s1t1030
21,22,0,2.659,usuario9,s1t1030,usuario9s1t1030
22,23,0,4.83,usuario9,s1t1030,usuario9s1t1030
23,24,0,3.988,usuario9,s1t1030,usuario9s1t1030
24,25,1,6.764,usuario9,s1t1030,usuario9s1t1030
25,26,0,7.045,usuario9,s1t1030,usuario9s1t1030
26,27,0,5.214,usuario9,s1t1030,usuario9s1t1030
27,28,0,11.576,usuario9,s1t1030,usuario9s1t1030
28,29,1,5.012,usuario9,s1t1030,usuario9s1t1030
29,30,0,3.523,usuario9,s1t1030,usuario9s1t1030
30,31,0,9.535,usuario9,s1t1030,usuario9s1t1030
31,32,0,3.23,usuario9,s1t1030,usuario9s1t1030
32,33,0,3.116,usuario9,s1t1030,usuario9s1t1030
33,34,1,6.92,usuario9,s1t1030,usuario9s1t1030
34,35,0,3.679,usuario9,s1t1030,usuario9s1t1030
35,36,0,2.702,usuario9,s1t1030,usuario9s1t1030
36,37,0,2.222,usuario9,s1t1030,usuario9s1t1030
37,38,0,2.534,usuario9,s1t1030,usuario9s1t1030
38,39,0,6.841,usuario9,s1t1030,usuario9s1t1030
39,40,1,2.514,usuario9,s1t1030,usuario9s1t1030
40,41,1,2.221,usuario9,s1t1030,usuario9s1t1030
41,42,0,3.979,usuario9,s1t1030,usuario9s1t1030
42,43,0,2.231,usuario9,s1t1030,usuario9s1t1030
43,44,0,2.696,usuario9,s1t1030,usuario9s1t1030
44,45,0,2.908,usuario9,s1t1030,usuario9s1t1030
45,46,0,1.89,usuario9,s1t1030,usuario9s1t1030
46,47,0,3.172,usuario9,s1t1030,usuario9s1t1030
47,48,0,1.857,usuario9,s1t1030,usuario9s1t1030
48,49,0,2.296,usuario9,s1t1030,usuario9s1t1030
0,1,1,13.671,usuario18,s1t1030,usuario18s1t1030
1,2,0,5.2,usuario18,s1t1030,usuario18s1t1030
2,3,1,3.265,usuario18,s1t1030,usuario18s1t1030
3,4,1,2.301,usuario18,s1t1030,usuario18s1t1030
4,5,0,2.587,usuario18,s1t1030,usuario18s1t1030
5,6,1,2.689,usuario18,s1t1030,usuario18s1t1030
6,7,0,1.439,usuario18,s1t1030,usuario18s1t1030
7,8,1,2.517,usuario18,s1t1030,usuario18s1t1030
8,9,0,4.364,usuario18,s1t1030,usuario18s1t1030
9,10,1,2.436,usuario18,s1t1030,usuario18s1t1030
10,11,0,1.849,usuario18,s1t1030,usuario18s1t1030
11,12,0,2.314,usuario18,s1t1030,usuario18s1t1030
12,13,1,2.061,usuario18,s1t1030,usuario18s1t1030
13,14,1,1.95,usuario18,s1t1030,usuario18s1t1030
14,15,0,2.199,usuario18,s1t1030,usuario18s1t1030
15,16,0,1.998,usuario18,s1t1030,usuario18s1t1030
16,17,1,1.258,usuario18,s1t1030,usuario18s1t1030
17,18,1,2.113,usuario18,s1t1030,usuario18s1t1030
18,19,0,1.807,usuario18,s1t1030,usuario18s1t1030
19,20,1,1.803,usuario18,s1t1030,usuario18s1t1030
20,21,1,3.342,usuario18,s1t1030,usuario18s1t1030
21,22,0,1.703,usuario18,s1t1030,usuario18s1t1030
22,23,1,1.744,usuario18,s1t1030,usuario18s1t1030
23,24,1,2.278,usuario18,s1t1030,usuario18s1t1030
24,25,1,1.348,usuario18,s1t1030,usuario18s1t1030
25,26,0,3.345,usuario18,s1t1030,usuario18s1t1030
26,27,1,2.365,usuario18,s1t1030,usuario18s1t1030
27,28,0,4.131,usuario18,s1t1030,usuario18s1t1030
28,29,1,6.021,usuario18,s1t1030,usuario18s1t1030
29,30,0,4.977,usuario18,s1t1030,usuario18s1t1030
30,31,0,3.566,usuario18,s1t1030,usuario18s1t1030
31,32,1,3.468,usuario18,s1t1030,usuario18s1t1030
32,33,1,5.975,usuario18,s1t1030,usuario18s1t1030
33,34,1,1.814,usuario18,s1t1030,usuario18s1t1030
34,35,0,3.068,usuario18,s1t1030,usuario18s1t1030
35,36,1,2.715,usuario18,s1t1030,usuario18s1t1030
36,37,0,2.976,usuario18,s1t1030,usuario18s1t1030
37,38,0,1.873,usuario18,s1t1030,usuario18s1t1030
38,39,1,2.222,usuario18,s1t1030,usuario18s1t1030
39,40,0,1.146,usuario18,s1t1030,usuario18s1t1030
40,41,1,1.443,usuario18,s1t1030,usuario18s1t1030
41,42,1,1.926,usuario18,s1t1030,usuario18s1t1030
42,43,1,1.955,usuario18,s1t1030,usuario18s1t1030
43,44,0,1.789,usuario18,s1t1030,usuario18s1t1030
44,45,1,2.61,usuario18,s1t1030,usuario18s1t1030
45,46,1,2.243,usuario18,s1t1030,usuario18s1t1030
46,47,0,1.65,usuario18,s1t1030,usuario18s1t1030
47,48,1,2.027,usuario18,s1t1030,usuario18s1t1030
48,49,1,1.628,usuario18,s1t1030,usuario18s1t1030
0,1,0,14.762,usuario20,s1t1030,usuario20s1t1030
1,2,1,8.409,usuario20,s1t1030,usuario20s1t1030
2,3,0,9.03,usuario20,s1t1030,usuario20s1t1030
3,4,0,7.899,usuario20,s1t1030,usuario20s1t1030
4,5,1,5.968,usuario20,s1t1030,usuario20s1t1030
5,6,1,3.741,usuario20,s1t1030,usuario20s1t1030
6,7,1,5.356,usuario20,s1t1030,usuario20s1t1030
7,8,0,4.255,usuario20,s1t1030,usuario20s1t1030
8,9,0,10.262,usuario20,s1t1030,usuario20s1t1030
9,10,1,13.719,usuario20,s1t1030,usuario20s1t1030
10,11,0,7.344,usuario20,s1t1030,usuario20s1t1030
11,12,1,5.507,usuario20,s1t1030,usuario20s1t1030
12,13,0,4.783,usuario20,s1t1030,usuario20s1t1030
13,14,0,4.615,usuario20,s1t1030,usuario20s1t1030
14,15,0,6.967,usuario20,s1t1030,usuario20s1t1030
15,16,1,4.957,usuario20,s1t1030,usuario20s1t1030
16,17,1,3.251,usuario20,s1t1030,usuario20s1t1030
17,18,1,5.771,usuario20,s1t1030,usuario20s1t1030
18,19,1,5.28,usuario20,s1t1030,usuario20s1t1030
19,20,0,5.106,usuario20,s1t1030,usuario20s1t1030
20,21,0,3.669,usuario20,s1t1030,usuario20s1t1030
21,22,0,3.23,usuario20,s1t1030,usuario20s1t1030
22,23,0,6.381,usuario20,s1t1030,usuario20s1t1030
23,24,1,4.184,usuario20,s1t1030,usuario20s1t1030
24,25,1,3.248,usuario20,s1t1030,usuario20s1t1030
25,26,0,4.965,usuario20,s1t1030,usuario20s1t1030
26,27,0,6.731,usuario20,s1t1030,usuario20s1t1030
27,28,1,5.966,usuario20,s1t1030,usuario20s1t1030
28,29,0,2.858,usuario20,s1t1030,usuario20s1t1030
29,30,0,3.495,usuario20,s1t1030,usuario20s1t1030
30,31,1,5.471,usuario20,s1t1030,usuario20s1t1030
31,32,1,4.827,usuario20,s1t1030,usuario20s1t1030
32,33,1,2.669,usuario20,s1t1030,usuario20s1t1030
33,34,1,2.842,usuario20,s1t1030,usuario20s1t1030
34,35,1,7.952,usuario20,s1t1030,usuario20s1t1030
35,36,0,2.285,usuario20,s1t1030,usuario20s1t1030
36,37,0,5.348,usuario20,s1t1030,usuario20s1t1030
37,38,0,3.424,usuario20,s1t1030,usuario20s1t1030
38,39,0,3.37,usuario20,s1t1030,usuario20s1t1030
39,40,0,3.658,usuario20,s1t1030,usuario20s1t1030
40,41,1,3.333,usuario20,s1t1030,usuario20s1t1030
41,42,0,2.181,usuario20,s1t1030,usuario20s1t1030
42,43,0,7.839,usuario20,s1t1030,usuario20s1t1030
43,44,0,3.866,usuario20,s1t1030,usuario20s1t1030
44,45,0,4.716,usuario20,s1t1030,usuario20s1t1030
45,46,1,1.988,usuario20,s1t1030,usuario20s1t1030
46,47,0,4.418,usuario20,s1t1030,usuario20s1t1030
47,48,1,2.07,usuario20,s1t1030,usuario20s1t1030
48,49,0,3.471,usuario20,s1t1030,usuario20s1t1030
0,1,1,5.939,usuario32,s1t1030,usuario32s1t1030
1,2,1,8.729,usuario32,s1t1030,usuario32s1t1030
2,3,1,6.22,usuario32,s1t1030,usuario32s1t1030
3,4,1,3.408,usuario32,s1t1030,usuario32s1t1030
4,5,0,11.602,usuario32,s1t1030,usuario32s1t1030
5,6,1,3.845,usuario32,s1t1030,usuario32s1t1030
6,7,0,6.45,usuario32,s1t1030,usuario32s1t1030
7,8,1,6.849,usuario32,s1t1030,usuario32s1t1030
8,9,1,4.443,usuario32,s1t1030,usuario32s1t1030
9,10,1,5.669,usuario32,s1t1030,usuario32s1t1030
10,11,0,3.368,usuario32,s1t1030,usuario32s1t1030
11,12,0,8.417,usuario32,s1t1030,usuario32s1t1030
12,13,0,2.893,usuario32,s1t1030,usuario32s1t1030
13,14,1,3.061,usuario32,s1t1030,usuario32s1t1030
14,15,0,6.509,usuario32,s1t1030,usuario32s1t1030
15,16,0,4.772,usuario32,s1t1030,usuario32s1t1030
16,17,1,3.094,usuario32,s1t1030,usuario32s1t1030
17,18,0,3.477,usuario32,s1t1030,usuario32s1t1030
18,19,1,3.969,usuario32,s1t1030,usuario32s1t1030
19,20,0,3.118,usuario32,s1t1030,usuario32s1t1030
20,21,0,6.512,usuario32,s1t1030,usuario32s1t1030
21,22,0,2.511,usuario32,s1t1030,usuario32s1t1030
22,23,0,1.992,usuario32,s1t1030,usuario32s1t1030
23,24,1,4.754,usuario32,s1t1030,usuario32s1t1030
