round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 10 -16506.9999695 4372 user
17 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -5182.39998817 4181 user
17 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -6220.2000618 2893 user
17 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 14 -5199.19991493 4578 user
17 usuario4 D ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 14 -7229.30002213 1612 user
17 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] D 5 -7238.60001564 1877 user
17 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -6344.89989281 2359 user
17 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 10 -1076.29990578 8106 user
17 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 9 -7251.70016289 1576 user
17 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -28.400182724 9711 user
17 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -7250.50020218 1428 user
17 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 10 -6242.79999733 3147 user
17 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] C 9 -5279.00004387 3048 user
17 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -7243.29996109 1649 user
17 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 5 -7076.69997215 1792 user
17 usuario8 C ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 10 -5221.59981728 3834 user
18 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 5 -3135.20002365 6285 user
18 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 19 -5190.39988518 4203 user
18 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 10 -26.200056076 8084 user
18 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 19 -6257.29990005 1964 user
18 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 15 -8253.49998474 1674 user
18 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -3133.79979134 6248 user
18 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 15 -5333.19997787 3655 user
18 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 15 -29.2999744415 8320 user
18 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -3132.89999962 5713 user
18 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -1078.59992981 7674 user
18 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -6269.59991455 2978 user
18 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -7261.79981232 1661 user
18 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -5191.4999485 3548 user
18 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -7238.30008507 1880 user
18 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 5 -6688.40003014 2418 user
18 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -5218.40000153 4070 user
19 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -2102.49996185 3251 user
19 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 4 -32.0999622345 5710 user
19 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -4159.10005569 2283 user
19 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 4 -4160.49981117 2707 user
19 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 0 -4160.09998322 1459 user
19 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -1097.49984741 4634 user
19 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 0 -4230.89981079 1881 user
19 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -29.599905014 5848 user
19 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -3130.5000782 2358 user
19 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 4 -2094.60020065 3302 user
19 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -3142.89999008 2173 user
19 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -4166.89991951 1156 user
19 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -26.2999534607 5655 user
19 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -3131.9000721 2176 user
19 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 0 -2298.39992523 3078 user
19 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -3130.19990921 2125 user
20 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 9 -12378.9999485 910 user
20 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -7223.80018234 5175 user
20 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -8384.20009613 4870 user
20 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 5 -8321.39992714 4220 user
20 usuario4 D ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 14 -11357.0001125 1918 user
20 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] D 5 -10314.2001629 2835 user
20 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -6372.40004539 6414 user
20 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 15 -11388.0000114 2311 user
20 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 9 -10326.9000053 3060 user
20 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -5183.5000515 7535 user
20 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -31.4998626709 13073 user
20 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -12384.8998547 642 user
20 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -10333.5998058 2012 user
20 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 4 -10313.4000301 2837 user
20 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 4 -10069.9000359 2324 user
20 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -9341.79997444 3752 user
21 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -5179.89993095 1385 user
21 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -5241.60003662 2503 user
21 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 4 -29.8001766205 6543 user
21 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 4 -3125.20003319 3529 user
21 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -4141.59989357 2874 user
21 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 5 -2103.39999199 4970 user
21 usuario1 D ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 9 -5283.20002556 1905 user
21 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] D 14 -2143.40019226 4000 user
21 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -4152.40001678 2384 user
21 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -26.2999534607 6809 user
21 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 9 -2106.09984398 4493 user
21 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -6223.79994392 781 user
21 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -4149.90019798 3202 user
21 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 4 -25.0000953674 6958 user
21 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 4 -2373.00014496 3859 user
21 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 9 -3126.80006027 4230 user
22 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -7253.9999485 972 user
22 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -3126.49989128 4219 user
22 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -40.8999919891 7765 user
22 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -6229.50005531 2356 user
22 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -5167.2000885 2337 user
22 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -4151.70001984 3873 user
22 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -5269.69981194 2847 user
22 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 15 -2109.49993134 6323 user
22 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -5185.50014496 2810 user
22 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -5182.89995193 2550 user
22 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -1088.09995651 7355 user
22 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -7276.40008926 627 user
22 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -7235.80002785 1082 user
22 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -2105.70001602 6384 user
22 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 0 -5773.90003204 2761 user
22 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -4155.29990196 3706 user
23 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -6243.00003052 1197 user
23 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -5210.09993553 1652 user
23 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 15 -2159.50012207 5195 user
23 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 5 -4154.40011024 2352 user
23 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -5241.60003662 1755 user
23 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -4176.19991302 2526 user
23 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -5275.30002594 1388 user
23 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -3157.00006485 3741 user
23 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -5203.29999924 2020 user
23 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -31.1999320984 7208 user
23 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -3130.10001183 3257 user
23 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -6195.99986076 668 user
23 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 4 -5180.40013313 1072 user
23 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -3130.89990616 3263 user
23 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 5 -3391.79992676 2780 user
23 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -3138.79990578 3990 user
24 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 14 -5186.80000305 1266 user
24 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 14 -26.4999866486 7219 user
24 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 19 -31.800031662 6866 user
24 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 5 -5178.60007286 2183 user
24 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -5183.40015411 1709 user
24 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -4164.2999649 2550 user
24 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -5283.99991989 1843 user
24 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 20 -2101.70006752 5048 user
24 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -6205.3000927 1050 user
24 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -3130.30004501 3806 user
24 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -5180.70006371 2187 user
24 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -6210.60013771 638 user
24 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -7303.29990387 421 user
24 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -4175.59981346 2971 user
24 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -3480.99994659 3250 user
24 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -4158.90002251 2827 user
25 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 9 -10302.4001122 1453 user
25 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -31.5001010895 12353 user
25 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -7265.19989967 4747 user
25 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 4 -9317.49987602 2335 user
25 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 0 -10304.899931 1480 user
25 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -10318.0999756 2148 user
25 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 0 -5300.49991608 6038 user
25 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -27.6000499725 11498 user
25 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -10321.0000992 1269 user
25 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -8272.90010452 3103 user
25 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -10318.3000088 2155 user
25 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -11368.699789 792 user
25 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -9310.19997597 2138 user
25 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 5 -9345.70002556 3005 user
25 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 5 -7046.50020599 4922 user
25 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -9304.80003357 2868 user
26 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 4 -10316.6000843 1930 user
26 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 19 -10309.9000454 1418 user
26 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 5 -8266.90006256 3409 user
26 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 9 -10334.3000412 1399 user
26 usuario4 D ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 9 -10317.6000118 1915 user
26 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] D 5 -10319.3998337 1896 user
26 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -10535.900116 1601 user
26 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 9 -32.399892807 12017 user
26 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] D 4 -3138.30018044 9147 user
26 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -1076.79986954 11653 user
26 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 9 -10317.8999424 1635 user
26 usuario10 D ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 4 -10318.0999756 1612 user
26 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -8272.30000496 4044 user
26 usuario5 C ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 0 -9298.70009422 2434 user
26 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] C 14 -10111.6001606 1798 user
26 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 4 -9302.60014534 2127 user
27 usuario7 D ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 14 -20.4999446869 8964 user
27 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] D 9 -7270.4000473 1239 user
27 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -6207.7999115 2764 user
27 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -8266.79992676 1423 user
27 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -5168.40004921 3470 user
27 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -7269.20008659 1216 user
27 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 15 -6337.59999275 3010 user
27 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 10 -3128.09991837 6020 user
27 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] D 14 -5178.09987068 3666 user
27 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 14 -26.4999866486 8486 user
27 usuario2 C ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 10 -2115.99993706 6251 user
27 usuario10 D ['usuario3', 'usuario15', 'usuario8', 'usuario2'] C 14 -8257.50017166 608 user
27 usuario6 C ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 0 -1068.0000782 8164 user
27 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] C 14 -7236.29999161 1555 user
27 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 5 -6650.70009232 2693 user
27 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 14 -4226.30000114 4687 user
28 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 5 -29.1998386383 8527 user
28 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 19 -1074.70011711 8178 user
28 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 10 -4182.30009079 5003 user
28 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 19 -6213.60015869 2676 user
28 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 10 -7218.8000679 1866 user
28 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -7418.30015182 1037 user
28 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 10 -7448.99988174 1432 user
28 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 14 -3136.09981537 5311 user
28 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] D 9 -5173.39992523 3331 user
28 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -5178.90000343 3819 user
28 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -5178.79986763 4142 user
28 usuario10 D ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 9 -8256.00004196 731 user
28 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] C 14 -4190.09995461 4850 user
28 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 9 -7255.89990616 2228 user
28 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 10 -5707.09991455 2890 user
28 usuario8 C ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 5 -6209.90014076 3396 user
29 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 10 -8431.69999123 939 user
29 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 14 -2112.80012131 7287 user
29 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -6197.20005989 2198 user
29 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -6216.90011024 2396 user
29 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 10 -6192.69990921 2820 user
29 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -8346.19998932 827 user
29 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 5 -7380.89990616 1786 user
29 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -6204.70023155 3111 user
29 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 19 -4158.20002556 5637 user
29 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -3121.90008163 5903 user
29 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -7233.30020905 2023 user
29 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -9280.60007095 588 user
29 usuario6 C ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 5 -30.9998989105 8151 user
29 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] C 14 -5194.70000267 3321 user
29 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 0 -5721.89998627 3080 user
29 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -4151.90005302 4760 user
30 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 10 -8291.10002518 766 user
30 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 14 -26.4000892639 8111 user
30 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -4154.99997139 5251 user
30 usuario9 C ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 5 -5186.29980087 3722 user
30 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 10 -7224.40004349 2247 user
30 usuario12 C ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 10 -7234.49993134 1563 user
30 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] C 5 -5320.09983063 3386 user
30 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 24 -2122.29990959 6629 user
30 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 14 -4149.89995956 4302 user
30 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 9 -26.4000892639 9505 user
30 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -6207.19981194 1866 user
30 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -7243.70002747 1255 user
30 usuario6 D ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 9 -4157.79995918 5047 user
30 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] D 4 -7230.99994659 1774 user
30 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 4 -6046.00000381 2915 user
30 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -5184.10015106 3435 user
31 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 10 -7263.40007782 873 user
31 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 14 -6213.70005608 2425 user
31 usuario16 C ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 5 -1071.79999352 7137 user
31 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] C 19 -5220.70002556 2463 user
31 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] C 10 -6185.0001812 1922 user
31 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -7297.69992828 1397 user
31 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 10 -6397.59993553 1078 user
31 usuario3 C ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 15 -2098.79994392 6640 user
31 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 19 -4164.00003433 3920 user
31 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 4 -6213.89985085 1702 user
31 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 14 -7267.29989052 1593 user
31 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 5 -7325.79994202 821 user
31 usuario6 C ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 5 -33.0998897552 8435 user
31 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] C 9 -6223.20008278 1705 user
31 usuario14 D ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 9 -4591.2001133 2915 user
31 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] D 14 -4163.80000114 3470 user
32 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] D 10 -7230.39984703 785 user
32 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 9 -5178.60007286 3043 user
32 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 14 -3124.30000305 4959 user
32 usuario9 D ['usuario8', 'usuario7', 'usuario3', 'usuario16'] D 9 -7238.19994926 1643 user
32 usuario4 C ['usuario7', 'usuario12', 'usuario15', 'usuario3'] D 5 -5163.49983215 1988 user
32 usuario12 D ['usuario13', 'usuario1', 'usuario11', 'usuario4'] C 14 -6234.10010338 849 user
32 usuario1 C ['usuario16', 'usuario3', 'usuario2', 'usuario12'] D 0 -7419.60000992 1092 user
32 usuario3 D ['usuario9', 'usuario4', 'usuario10', 'usuario1'] C 19 -1080.69992065 6035 user
32 usuario15 D ['usuario4', 'usuario11', 'usuario6', 'usuario10'] C 19 -5185.49990654 2740 user
32 usuario11 D ['usuario12', 'usuario2', 'usuario5', 'usuario15'] D 4 -4160.10022163 3721 user
32 usuario2 D ['usuario1', 'usuario10', 'usuario14', 'usuario11'] D 19 -29.9999713898 7832 user
32 usuario10 C ['usuario3', 'usuario15', 'usuario8', 'usuario2'] D 0 -7238.39998245 670 user
32 usuario6 C ['usuario15', 'usuario5', 'usuario7', 'usuario8'] D 5 -25.3999233246 7447 user
32 usuario5 D ['usuario11', 'usuario14', 'usuario13', 'usuario6'] C 14 -6220.49999237 1626 user
32 usuario14 C ['usuario2', 'usuario8', 'usuario16', 'usuario5'] D 0 -5701.49993896 2389 user
32 usuario8 D ['usuario10', 'usuario6', 'usuario9', 'usuario14'] C 19 -6198.89998436 1964 user
33 usuario7 C ['usuario6', 'usuario13', 'usuario4', 'usuario9'] C 10 -7230.90004921 736 user
33 usuario13 D ['usuario5', 'usuario16', 'usuario12', 'usuario7'] C 14 -2102.09989548 5436 user
33 usuario16 D ['usuario14', 'usuario9', 'usuario1', 'usuario13'] D 19 -4159.60001945 3691 user
