round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -8439.89992142 6909 user
17 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 5 -6215.69991112 19622 user
17 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 14 -18557.8000546 8247 user
17 usuario5 C ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 5 -48.4998226166 25898 user
17 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 4 -22683.5000515 3503 user
17 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 9 -20604.5000553 5343 user
17 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 9 -14445.2998638 11743 user
17 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 9 -23699.6998787 2233 user
17 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -12382.8999996 14036 user
17 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -22723.1998444 3462 user
17 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 0 -24757.6999664 1476 user
17 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -13419.8000431 13068 user
17 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 14 -16567.499876 8972 user
17 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -19606.7998409 6212 user
17 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 19 -23187.5998974 3371 user
17 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 5 -22675.6000519 3243 user
18 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -8438.69996071 2171 user
18 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 14 -7254.99987602 3973 user
18 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 0 -1086.69996262 8931 user
18 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -2122.99990654 9095 user
18 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 10 -8277.1999836 2963 user
18 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 5 -1078.00006866 9697 user
18 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 19 -2105.99994659 7955 user
18 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -8311.49983406 2442 user
18 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -8275.9001255 2844 user
18 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -9319.99993324 2324 user
18 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 4 -31.1999320984 11243 user
18 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 9 -33.9000225067 10284 user
18 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 4 -7251.29985809 3796 user
18 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 4 -8310.80007553 2866 user
18 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 9 -4287.89997101 6277 user
18 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 4 -7257.20000267 3305 user
19 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -20056.7998886 3376 user
19 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -28.3999443054 23126 user
19 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 4 -13425.0001907 9203 user
19 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 14 -9528.50008011 13210 user
19 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 10 -20603.5001278 2580 user
19 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 5 -20616.9998646 2109 user
19 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 9 -19631.9000721 3633 user
19 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 9 -20640.3999329 2511 user
19 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -16504.4999123 6453 user
19 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -20598.1998444 2044 user
19 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 4 -16485.3000641 6335 user
19 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 9 -16517.2998905 7007 user
19 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 14 -18540.899992 4438 user
19 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 4 -18576.499939 4287 user
19 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 9 -15825.2999783 7682 user
19 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 0 -20609.2000008 2832 user
20 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -24265.599966 5334 user
20 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 10 -17532.200098 12338 user
20 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 9 -19664.2999649 9817 user
20 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 4 -52.5999069214 30359 user
20 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 9 -26797.3999977 2531 user
20 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 5 -25816.7002201 4029 user
20 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 14 -22664.7999287 7140 user
20 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -26825.6001472 3471 user
20 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -24790.899992 4594 user
20 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 19 -26787.1000767 3208 user
20 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 0 -24895.3998089 4318 user
20 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -18564.8999214 11147 user
20 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -27814.9001598 2704 user
20 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -27901.2999535 2180 user
20 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 14 -16905.1001072 13053 user
20 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 4 -23707.4000835 5957 user
21 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 0 -16909.1999531 5759 user
21 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 19 -10322.4000931 11827 user
21 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -37.1999740601 22556 user
21 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -8501.29985809 13034 user
21 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 9 -20642.3001289 2106 user
21 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -13404.7999382 9056 user
21 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -18657.9999924 3411 user
21 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -16541.6002274 4676 user
21 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -16511.4998817 6043 user
21 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -14460.2000713 7436 user
21 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -20607.8000069 2299 user
21 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -19730.8998108 2603 user
21 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 14 -17541.8999195 3661 user
21 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -20616.8999672 1729 user
21 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 15 -15846.8999863 5446 user
21 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -19592.9999352 2696 user
22 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 4 -16974.9000072 2171 user
22 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 14 -31.5001010895 19506 user
22 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -6219.89989281 13477 user
22 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -8473.39987755 11851 user
22 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 14 -17648.0000019 1820 user
22 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -9293.6000824 10835 user
22 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 19 -17506.2000751 2296 user
22 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 0 -17601.4001369 2509 user
22 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 0 -12387.0000839 7869 user
22 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 19 -17520.0998783 2076 user
22 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -15479.8998833 3608 user
22 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -14430.0000668 4929 user
22 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 14 -18703.499794 1913 user
22 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -14424.2999554 5551 user
22 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 15 -16888.8998032 3273 user
22 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -13516.9999599 6697 user
23 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 10 -14777.4000168 3568 user
23 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 15 -4160.90011597 14392 user
23 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 10 -35.5999469757 17708 user
23 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 24 -5313.59982491 12743 user
23 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 15 -15485.4998589 2271 user
23 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 10 -8279.70004082 9636 user
23 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 24 -15488.5001183 3053 user
23 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -16494.1999912 2277 user
23 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -14437.9999638 3359 user
23 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -15489.2001152 2355 user
23 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -15494.9998856 3080 user
23 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -15466.7000771 3112 user
23 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 14 -14460.8001709 2935 user
23 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 14 -15478.5001278 1733 user
23 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 15 -12678.3998013 4946 user
23 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 5 -9305.50003052 8946 user
24 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 5 -27581.5000534 2486 user
24 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -15467.099905 14205 user
24 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 9 -26.4000892639 30457 user
24 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 14 -15828.2999992 13678 user
24 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 15 -28923.0999947 1628 user
24 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 5 -21610.9001637 7854 user
24 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 19 -26835.5000019 2863 user
24 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -26880.1000118 2270 user
24 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -23673.5999584 5737 user
24 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -27843.4000015 2663 user
24 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -24720.0000286 5151 user
24 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -18545.4001427 10804 user
24 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -27802.2999763 2925 user
24 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -28838.7000561 1767 user
24 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -25399.1999626 4702 user
24 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -27808.5999489 1935 user
25 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 0 -30613.3999825 3577 user
25 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -25938.6000633 8020 user
25 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 9 -40.6000614166 33984 user
25 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 9 -16992.2001362 17162 user
25 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 14 -30955.1000595 2788 user
25 usuario13 C ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 0 -32980.4999828 1391 user
25 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] C 14 -30991.4999008 3383 user
25 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -31956.7000866 2558 user
25 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -26815.7999516 7945 user
25 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 14 -30915.4999256 2727 user
25 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -28848.7000465 4907 user
25 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 9 -33053.3001423 1501 user
25 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -29952.2998333 4103 user
25 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -31964.2000198 1662 user
25 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -26392.8000927 7375 user
25 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -30949.4001865 3097 user
26 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -23248.5001087 1903 user
26 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 4 -4159.79981422 22179 user
26 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 4 -23735.9001637 2122 user
26 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 14 -57.8000545502 25641 user
26 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 10 -23756.000042 1991 user
26 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 9 -14462.7997875 11245 user
26 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -17560.1000786 8274 user
26 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -18573.4000206 6978 user
26 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -19606.400013 5822 user
26 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 14 -21669.3999767 4242 user
26 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 0 -22891.4000988 3494 user
26 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 24 -23766.9000626 2376 user
26 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 14 -22696.7999935 3476 user
26 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 4 -23815.500021 1842 user
26 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 14 -21159.9998474 5692 user
26 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 0 -19628.6997795 6086 user
27 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -6334.39993858 4439 user
27 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 4 -3139.60003853 6478 user
27 usuario16 D ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 9 -33.6999893188 9798 user
27 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] D 9 -5318.19987297 4610 user
27 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 10 -8282.79995918 2449 user
27 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 9 -4168.99991035 6035 user
27 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -5196.09999657 4310 user
27 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 5 -7244.399786 2801 user
27 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 5 -1085.89982986 8726 user
27 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 14 -8322.29995728 2422 user
27 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -6242.10000038 3783 user
27 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 19 -6220.70002556 3588 user
27 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -7249.59993362 2698 user
27 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -8276.29995346 2033 user
27 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 5 -3163.69986534 6196 user
27 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -4172.4998951 6014 user
28 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -9529.99997139 5329 user
28 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 5 -9352.69999504 5892 user
28 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 5 -8298.40016365 6786 user
28 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 9 -4263.90004158 11348 user
28 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 9 -12415.500164 2017 user
28 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 9 -33.499956131 14888 user
28 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -12372.1001148 3417 user
28 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -13471.6999531 2146 user
28 usuario12 C ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 0 -10324.5000839 5364 user
28 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] C 14 -12413.3000374 2480 user
28 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 0 -13435.2998734 1739 user
28 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -12393.599987 2097 user
28 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -11366.8000698 3251 user
28 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -13432.0001602 2066 user
28 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 14 -11574.7001171 3205 user
28 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 4 -12392.6999569 2243 user
29 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 4 -9556.50019646 2386 user
29 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 9 -4157.59992599 7235 user
29 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 0 -31.9998264313 11489 user
29 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 9 -1096.80008888 10398 user
29 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 4 -9306.79988861 2604 user
29 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -9321.99978828 2748 user
29 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 9 -8274.00016785 3249 user
29 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -9317.60001183 2063 user
29 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -10352.7998924 1357 user
29 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 4 -8374.09996986 3040 user
29 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 4 -9323.19998741 2234 user
29 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 4 -9381.99996948 3060 user
29 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 4 -10376.1999607 1954 user
29 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 4 -9297.89996147 2088 user
29 usuario14 D ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 9 -6327.30007172 6330 user
29 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] D 4 -9305.5999279 3266 user
30 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 9 -11605.2999496 1772 user
30 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 14 -7249.79996681 6720 user
30 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -32.9999923706 14573 user
30 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -43.4000492096 14307 user
30 usuario2 C ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 0 -11356.8999767 2298 user
30 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] C 9 -3135.80012321 10983 user
30 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 9 -9287.60004044 5078 user
30 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 9 -12469.0999985 2075 user
30 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 9 -11387.0000839 2169 user
30 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -8274.3999958 5774 user
30 usuario7 D ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 9 -12394.299984 1732 user
30 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] D 9 -9300.29988289 4258 user
30 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 14 -7262.09998131 6260 user
30 usuario6 C ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 5 -10337.100029 3337 user
30 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] C 15 -9506.9000721 3360 user
30 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 5 -11365.4000759 2631 user
31 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 4 -11641.9999599 3012 user
31 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 9 -6218.8000679 8864 user
31 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -7284.10005569 7047 user
31 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 14 -39.8001670837 14648 user
31 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] D 4 -14453.0000687 917 user
31 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -3137.79997826 11762 user
31 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 14 -7246.60015106 7687 user
31 usuario15 D ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 4 -11376.6000271 3217 user
31 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -10458.1999779 4777 user
31 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -12392.0001984 3175 user
31 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -10334.6998692 4754 user
31 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -13501.3999939 1240 user
31 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] C 9 -12410.7000828 1955 user
31 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -13420.4998016 2429 user
31 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 15 -13747.399807 2216 user
31 usuario1 C ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 5 -11404.5000076 2779 user
32 usuario10 C ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 0 -2156.50010109 11718 user
32 usuario8 D ['usuario6', 'usuario16', 'usuario13', 'usuario10'] C 14 -31.6998958588 14021 user
32 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] D 5 -10330.1000595 3510 user
32 usuario5 D ['usuario1', 'usuario10', 'usuario15', 'usuario16'] C 19 -5322.70002365 8872 user
32 usuario2 D ['usuario10', 'usuario13', 'usuario12', 'usuario15'] C 14 -12394.299984 1150 user
32 usuario13 D ['usuario8', 'usuario9', 'usuario3', 'usuario2'] D 4 -8265.99979401 5845 user
32 usuario9 D ['usuario16', 'usuario15', 'usuario7', 'usuario13'] D 19 -9295.69983482 4026 user
32 usuario15 C ['usuario5', 'usuario2', 'usuario4', 'usuario9'] D 0 -9326.20000839 4734 user
32 usuario12 D ['usuario2', 'usuario3', 'usuario11', 'usuario4'] D 4 -9296.79989815 5025 user
32 usuario3 D ['usuario13', 'usuario7', 'usuario6', 'usuario12'] D 9 -9331.40015602 4321 user
32 usuario7 C ['usuario9', 'usuario4', 'usuario14', 'usuario3'] D 5 -6219.60020065 7635 user
32 usuario4 D ['usuario15', 'usuario12', 'usuario1', 'usuario7'] C 14 -13420.3999043 1313 user
32 usuario11 D ['usuario12', 'usuario6', 'usuario10', 'usuario1'] D 9 -11378.2999516 3296 user
32 usuario6 D ['usuario3', 'usuario14', 'usuario8', 'usuario11'] D 9 -12417.2999859 1435 user
32 usuario14 C ['usuario7', 'usuario1', 'usuario16', 'usuario6'] D 10 -9519.59991455 3990 user
32 usuario1 D ['usuario4', 'usuario11', 'usuario5', 'usuario14'] C 9 -11483.7999344 2725 user
33 usuario10 D ['usuario11', 'usuario8', 'usuario2', 'usuario5'] D 14 -16919.1999435 1958 user
33 usuario8 C ['usuario6', 'usuario16', 'usuario13', 'usuario10'] D 5 -6212.39995956 11359 user
33 usuario16 C ['usuario14', 'usuario5', 'usuario9', 'usuario8'] C 5 -10347.39995 8250 user
