round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 15 -8271.99983597 3385 user
17 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 14 -14446.5000629 1657 user
17 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 0 -3129.19998169 12054 user
17 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 19 -4255.89990616 11514 user
17 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 14 -13427.200079 2671 user
17 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 4 -10346.3001251 5916 user
17 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 14 -12394.600153 4236 user
17 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 5 -5187.10017204 10686 user
17 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 9 -11387.4998093 5164 user
17 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 4 -28.6998748779 15087 user
17 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 9 -8488.89994621 7240 user
17 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 5 -14554.3999672 2079 user
17 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 9 -13509.0999603 2359 user
17 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 4 -14421.0000038 1609 user
17 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 9 -14465.1999474 2210 user
17 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -14796.4999676 1499 user
18 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 5 -2112.6999855 9460 user
18 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 14 -9306.90002441 1896 user
18 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 0 -8276.99995041 3783 user
18 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 19 -8447.60012627 3481 user
18 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 14 -7251.29985809 4593 user
18 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 4 -43.4000492096 11409 user
18 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 14 -9308.3999157 2939 user
18 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 5 -10334.8999023 1918 user
18 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 14 -6216.70007706 5269 user
18 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 4 -9319.90003586 2873 user
18 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 9 -3202.5001049 8830 user
18 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 5 -8326.3001442 3538 user
18 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -9345.80016136 3334 user
18 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 9 -10340.0001526 1613 user
18 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 9 -10348.2999802 1482 user
18 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 14 -8453.39989662 3115 user
19 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 9 -8275.50005913 3343 user
19 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 14 -9310.29987335 2442 user
19 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 0 -6211.80009842 5302 user
19 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 9 -8488.39998245 1564 user
19 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 9 -26.200056076 11028 user
19 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 0 -1084.10000801 9735 user
19 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 14 -9305.29999733 1522 user
19 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 4 -2103.60002518 7959 user
19 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 9 -8276.10015869 2907 user
19 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -9355.70001602 1883 user
19 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 4 -8464.30015564 1929 user
19 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 4 -8315.59991837 2263 user
19 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 0 -8294.80004311 2486 user
19 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 9 -10337.8000259 1071 user
19 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 9 -8290.10009766 2987 user
19 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -9599.90000725 1292 user
20 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 4 -3139.99986649 7537 user
20 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 9 -8288.90013695 1926 user
20 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 5 -6225.59976578 4614 user
20 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 14 -9505.49983978 2216 user
20 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 9 -29.2999744415 10849 user
20 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 4 -1085.19983292 9930 user
20 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 19 -9301.90014839 1384 user
20 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 0 -4155.99989891 7146 user
20 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 4 -5199.30005074 5352 user
20 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -2103.39999199 8914 user
20 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 5 -3205.19995689 8432 user
20 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 14 -1064.0001297 10484 user
20 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 4 -8294.00014877 2692 user
20 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 9 -9320.89996338 1402 user
20 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 10 -8281.59999847 2368 user
20 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 9 -5301.50008202 6072 user
21 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 14 -17505.3999424 6277 user
21 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 5 -21644.5999146 2607 user
21 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 9 -18553.9999008 5059 user
21 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 9 -21146.8000412 2292 user
21 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 10 -17515.7999992 6657 user
21 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 10 -31.7001342773 24565 user
21 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 14 -21616.6000366 2330 user
21 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 5 -21642.7001953 2847 user
21 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 9 -19578.099966 4316 user
21 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -16497.699976 7264 user
21 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 4 -22345.5998898 1734 user
21 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 9 -13486.7999554 10354 user
21 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 4 -22897.7000713 1420 user
21 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 9 -22648.4999657 1990 user
21 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 4 -20717.4999714 2605 user
21 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 4 -14783.6999893 8940 user
22 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 10 -36094.399929 2037 user
22 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 15 -35033.9000225 2560 user
22 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 10 -23705.7001591 14035 user
22 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 14 -35818.500042 2109 user
22 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 10 -32947.9000568 4409 user
22 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 10 -31.3000679016 37395 user
22 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 14 -36098.5000134 1979 user
22 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 14 -33983.2999706 3945 user
22 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 14 -33056.2000275 5437 user
22 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -25748.4998703 12714 user
22 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 14 -31608.6001396 5531 user
22 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 0 -27963.0000591 9477 user
22 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 9 -34033.2000256 3882 user
22 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 14 -35998.3999729 1617 user
22 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 5 -36076.499939 2935 user
22 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 14 -34807.2998524 3146 user
23 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 19 -8305.09996414 5571 user
23 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 5 -11433.5999489 3265 user
23 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 10 -28.8000106812 14125 user
23 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 9 -10526.8001556 3531 user
23 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 0 -8294.30007935 6190 user
23 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 14 -4165.99988937 9566 user
23 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 14 -11398.9999294 2695 user
23 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 14 -8259.10019875 5644 user
23 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 19 -8274.30009842 5383 user
23 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -4153.30004692 8904 user
23 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 10 -12614.8998737 1711 user
23 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 5 -3130.10001183 11498 user
23 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 0 -8314.69988823 5212 user
23 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 19 -12384.7999573 1328 user
23 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 10 -9314.10002708 3680 user
23 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 19 -10537.5001431 2974 user
24 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 14 -8273.40006828 8580 user
24 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 10 -13420.9001064 3244 user
24 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 15 -11359.400034 6013 user
24 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 9 -14867.5999641 2442 user
24 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 5 -8305.29999733 8881 user
24 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 15 -29.000043869 17380 user
24 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 15 -11350.8000374 4983 user
24 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 14 -14459.7001076 2494 user
24 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 9 -14456.8998814 2483 user
24 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 14 -13476.7000675 3893 user
24 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 10 -13742.000103 3538 user
24 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 9 -10505.8000088 5678 user
24 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 4 -11362.7998829 6256 user
24 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 14 -15454.9000263 1977 user
24 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 10 -13437.7000332 3983 user
24 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 9 -14808.0000877 2313 user
25 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 5 -7242.39993095 2711 user
25 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 15 -7259.5000267 2480 user
25 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 15 -6221.89998627 4002 user
25 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 14 -4216.09997749 5087 user
25 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 14 -28.1000137329 9362 user
25 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 10 -29.000043869 9411 user
25 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 15 -8280.09986877 2021 user
25 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 9 -6308.5000515 3054 user
25 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 4 -5187.99996376 4972 user
25 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 14 -5175.79984665 5151 user
25 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 10 -5285.59994698 4664 user
25 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 9 -3146.10004425 6957 user
25 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 9 -6257.10010529 3505 user
25 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 14 -7246.99997902 2862 user
25 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 10 -7272.19986916 2496 user
25 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 9 -7354.50005531 2696 user
26 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 10 -3136.9998455 6566 user
26 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 10 -7254.19998169 2356 user
26 usuario2 C ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 10 -4173.79999161 4560 user
26 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] C 19 -6372.0998764 2670 user
26 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 14 -1079.29992676 8241 user
26 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 14 -26.7999172211 9045 user
26 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 15 -6237.80012131 2383 user
26 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 5 -1082.30018616 8227 user
26 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 9 -3135.29992104 5883 user
26 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -7247.49994278 1759 user
26 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 5 -5287.99986839 3066 user
26 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 14 -5294.39997673 4228 user
26 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -6251.30009651 2885 user
26 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 14 -7261.19995117 1730 user
26 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 14 -5202.10003853 4468 user
26 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -6350.10004044 2628 user
27 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 14 -15472.700119 2372 user
27 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 9 -15465.4998779 2234 user
27 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 14 -13426.5999794 4364 user
27 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 4 -16895.3001499 1510 user
27 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 10 -10322.9000568 7325 user
27 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 10 -29.599905014 17833 user
27 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 5 -16623.5001087 1721 user
27 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 14 -15525.7999897 2498 user
27 usuario6 C ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 10 -15462.7001286 2924 user
27 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] C 14 -15495.7001209 2243 user
27 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 14 -9489.79997635 9184 user
27 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 9 -13461.400032 4433 user
27 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -15471.8999863 2546 user
27 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 14 -16475.399971 1142 user
27 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 0 -15487.3998165 2435 user
27 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 14 -11706.0000896 6110 user
28 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 14 -34.3000888824 21277 user
28 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 4 -17536.0999107 3434 user
28 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 14 -18572.8001595 2987 user
28 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 4 -17962.100029 3061 user
28 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 5 -17529.0999413 3661 user
28 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 14 -16542.7000523 5127 user
28 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 5 -16635.2000237 4668 user
28 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 14 -18578.099966 2046 user
28 usuario6 C ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 10 -16526.5002251 4219 user
28 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] C 14 -17525.7999897 3107 user
28 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 10 -16921.1001396 4006 user
28 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 14 -10390.1000023 10538 user
28 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -16512.6998425 3507 user
28 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 14 -19570.6000328 1578 user
28 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 5 -18575.7000446 1803 user
28 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 14 -14783.9999199 5953 user
29 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 10 -29.7000408173 15534 user
29 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 10 -13413.8000011 2454 user
29 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 14 -12405.299902 2787 user
29 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 9 -11689.2001629 3695 user
29 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 14 -11365.8001423 4043 user
29 usuario15 C ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 5 -10334.1999054 5267 user
29 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] C 14 -13438.3001328 2519 user
29 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 9 -14477.2999287 2128 user
29 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 14 -14451.5001774 1988 user
29 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 14 -14457.2999477 2061 user
29 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 10 -10570.9998608 5450 user
29 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 5 -12503.8001537 2976 user
29 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -12412.7001762 2577 user
29 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 19 -14433.1998825 1729 user
29 usuario3 C ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 5 -14454.2999268 2062 user
29 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] C 19 -13702.6000023 2649 user
30 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 10 -1078.59992981 5513 user
30 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 5 -4170.1002121 2495 user
30 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 9 -4203.09996605 2791 user
30 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 9 -4260.99991798 2655 user
30 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 5 -34.8000526428 7239 user
30 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 14 -23.4999656677 6709 user
30 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 9 -5202.2998333 1787 user
30 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 14 -5193.0000782 1786 user
30 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] C 14 -4158.20002556 2603 user
30 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 9 -5189.10002708 1341 user
30 usuario12 C ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 5 -3187.90006638 2829 user
30 usuario5 C ['usuario11', 'usuario6', 'usuario4', 'usuario12'] C 5 -3166.20016098 3763 user
30 usuario16 D ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 9 -2106.89997673 5312 user
30 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] D 9 -5195.20020485 1320 user
30 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 9 -5195.10006905 1622 user
30 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -4265.59996605 2326 user
31 usuario13 D ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 9 -4161.10014915 3462 user
31 usuario10 D ['usuario14', 'usuario2', 'usuario15', 'usuario13'] D 4 -4173.50006104 2829 user
31 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] D 4 -33.5998535156 7293 user
31 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 4 -5280.90000153 1962 user
31 usuario9 D ['usuario13', 'usuario15', 'usuario6', 'usuario11'] D 4 -1081.90011978 5688 user
31 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] D 4 -1075.29997826 6413 user
31 usuario1 D ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 4 -4166.30005836 2707 user
31 usuario11 D ['usuario7', 'usuario9', 'usuario5', 'usuario1'] D 4 -5197.60012627 1430 user
31 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 9 -5194.79990005 1660 user
31 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 4 -4163.30003738 3131 user
31 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 4 -5282.39989281 1976 user
31 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 4 -2110.2001667 4835 user
31 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 0 -4170.40014267 2698 user
31 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 9 -5195.50013542 1495 user
31 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 4 -3186.50007248 3182 user
31 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -2134.3998909 5249 user
32 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 15 -8271.8000412 4139 user
32 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 5 -11363.7001514 2167 user
32 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 14 -7255.10001183 5403 user
32 usuario7 D ['usuario4', 'usuario13', 'usuario11', 'usuario2'] D 14 -10641.0000324 1778 user
32 usuario9 C ['usuario13', 'usuario15', 'usuario6', 'usuario11'] C 10 -6226.80020332 6681 user
32 usuario15 D ['usuario10', 'usuario1', 'usuario8', 'usuario9'] C 19 -7248.30007553 4980 user
32 usuario1 C ['usuario2', 'usuario11', 'usuario12', 'usuario15'] D 5 -3136.9998455 9888 user
32 usuario11 C ['usuario7', 'usuario9', 'usuario5', 'usuario1'] C 10 -10343.6999321 2797 user
32 usuario6 D ['usuario9', 'usuario8', 'usuario16', 'usuario5'] D 14 -9314.59999084 3103 user
32 usuario8 D ['usuario15', 'usuario12', 'usuario14', 'usuario6'] D 4 -11352.699995 1958 user
32 usuario12 D ['usuario1', 'usuario5', 'usuario3', 'usuario8'] D 9 -54.6000003815 13101 user
32 usuario5 D ['usuario11', 'usuario6', 'usuario4', 'usuario12'] D 9 -6214.90001678 7516 user
32 usuario16 C ['usuario6', 'usuario14', 'usuario13', 'usuario4'] D 5 -10359.400034 2897 user
32 usuario14 D ['usuario8', 'usuario3', 'usuario10', 'usuario16'] C 14 -12379.3997765 1371 user
32 usuario3 D ['usuario12', 'usuario4', 'usuario2', 'usuario14'] D 4 -10336.6999626 2607 user
32 usuario4 D ['usuario5', 'usuario16', 'usuario7', 'usuario3'] D 9 -10667.7999496 2525 user
33 usuario13 C ['usuario16', 'usuario10', 'usuario9', 'usuario7'] D 15 -6210.7000351 7840 user
33 usuario10 C ['usuario14', 'usuario2', 'usuario15', 'usuario13'] C 10 -10331.400156 3903 user
33 usuario2 D ['usuario3', 'usuario7', 'usuario1', 'usuario10'] C 9 -6216.79997444 8418 user
