round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -8428.30014229 10249 user
17 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -15455.2001953 1528 user
17 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 5 -12692.6000118 4726 user
17 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 9 -13454.9999237 3114 user
17 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -4161.7000103 12683 user
17 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -27.2998809814 16909 user
17 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -7273.2000351 9681 user
17 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -13389.5001411 3236 user
17 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -1076.29990578 16023 user
17 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 5 -5186.90013885 11521 user
17 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 19 -11347.1999168 4824 user
17 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -15454.8001289 1703 user
17 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 5 -10333.2998753 7137 user
17 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 19 -10324.9001503 6743 user
17 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 5 -12353.8000584 4061 user
17 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 19 -5183.69984627 11844 user
18 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 14 -16845.9999561 2136 user
18 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -17501.4002323 1957 user
18 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 5 -14748.4998703 3940 user
18 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 10 -15472.5999832 3620 user
18 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 5 -26.4999866486 19169 user
18 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -13503.4000874 5773 user
18 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -4162.60004044 14515 user
18 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 19 -14461.0998631 4212 user
18 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -15454.9999237 3536 user
18 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -2110.89992523 17097 user
18 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -14407.200098 4456 user
18 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -17563.8999939 1781 user
18 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 14 -14420.9001064 4735 user
18 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -11363.1000519 7603 user
18 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 14 -11331.8998814 8043 user
18 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 -4161.90004349 15028 user
19 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -25279.2999744 1964 user
19 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -24684.5998764 2607 user
19 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -21034.6999168 6310 user
19 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 5 -22686.5000725 4176 user
19 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -17505.300045 9740 user
19 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -16464.6999836 9571 user
19 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -18532.1002007 8806 user
19 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 14 -23647.5000381 3076 user
19 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -22628.4999847 4226 user
19 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -35.7999801636 27059 user
19 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -24704.8001289 2502 user
19 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 0 -25712.4998569 1546 user
19 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 9 -17504.4000149 8802 user
19 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -7246.70004845 19705 user
19 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -21630.5999756 5379 user
19 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -6230.10015488 21106 user
20 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 5 -16835.7999325 1322 user
20 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -16481.2998772 1839 user
20 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 4 -16827.6998997 2599 user
20 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 9 -15485.5999947 4239 user
20 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -42.2999858856 18945 user
20 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -2104.09998894 16829 user
20 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -7240.09990692 12226 user
20 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -15454.6999931 3600 user
20 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 19 -2109.70020294 17325 user
20 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 0 -3140.50006866 15380 user
20 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 14 -17492.3000336 2061 user
20 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 0 -17544.0001488 1351 user
20 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 5 -14422.2998619 5257 user
20 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 14 -8283.90002251 11471 user
20 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -13393.1000233 5506 user
20 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -14438.6000633 4378 user
21 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 5 -25304.500103 2264 user
21 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -24693.9001083 1948 user
21 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 14 -24200.2999783 2326 user
21 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 14 -23691.9000149 2766 user
21 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 19 -3133.90016556 24034 user
21 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -21581.6998482 5125 user
21 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 5 -33.0998897552 26788 user
21 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 10 -20590.2998447 6410 user
21 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -20685.500145 5740 user
21 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -22664.2999649 4106 user
21 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 19 -24688.0002022 1972 user
21 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -24850.9001732 1811 user
21 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 10 -8263.29994202 18062 user
21 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 14 -12438.6999607 13721 user
21 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 0 -22610.3999615 4316 user
21 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 19 -11365.0999069 16117 user
22 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 10 -23145.4000473 3528 user
22 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -24668.6999798 2151 user
22 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -25208.6999416 1726 user
22 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 19 -23634.9999905 3611 user
22 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 15 -16475.4998684 10569 user
22 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 14 -9266.299963 17556 user
22 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 5 -25.6998538971 26978 user
22 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 15 -23669.1000462 3511 user
22 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -25780.5001736 1733 user
22 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -24708.8000774 2292 user
22 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -24715.8000469 2249 user
22 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -24693.5999393 2127 user
22 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 15 -22704.3998241 4694 user
22 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 9 -18574.5000839 9319 user
22 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -19591.0999775 7067 user
22 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 -16480.6001186 9992 user
23 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -23096.1999893 1822 user
23 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -22623.3000755 2242 user
23 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -24207.7999115 813 user
23 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 15 -21677.7000427 3151 user
23 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 15 -3134.59992409 20954 user
23 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -13382.2999001 11624 user
23 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -28.7001132965 25115 user
23 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 15 -22630.8000088 2548 user
23 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -22626.1000633 1636 user
23 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -9312.09993362 15824 user
23 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -21644.7000504 3515 user
23 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -22634.8001957 2017 user
23 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 15 -21616.6000366 3302 user
23 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 9 -1090.49987793 23464 user
23 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -18491.1999702 7150 user
23 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 15 -16485.1999283 9013 user
24 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -12631.000042 1652 user
24 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 19 -11462.100029 2332 user
24 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -11601.2001038 2476 user
24 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 20 -10300.6000519 3491 user
24 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 15 -6201.69997215 8451 user
24 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -1075.39987564 13065 user
24 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 14 -40.1999950409 13657 user
24 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 15 -11328.400135 2806 user
24 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -13392.1999931 1337 user
24 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 14 -32.1998596191 14006 user
24 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -11320.800066 3047 user
24 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -12374.3999004 2375 user
24 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 20 -11356.2998772 2625 user
24 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 10 -10324.7001171 3669 user
24 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 15 -9279.59990501 4471 user
24 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 20 -8260.49995422 5609 user
25 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -17854.6001911 1765 user
25 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 24 -17500.8001328 2569 user
25 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -17905.3001404 1949 user
25 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 15 -18559.0999126 1730 user
25 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 24 -14499.7999668 5283 user
25 usuario6 C ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 5 -5188.09986115 14465 user
25 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] C 15 -27.8000831604 19662 user
25 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 15 -16473.6001492 2852 user
25 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -18521.3999748 1457 user
25 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 19 -14484.3001366 5291 user
25 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -12339.4999504 7523 user
25 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -18533.6999893 1494 user
25 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 19 -16502.3999214 3611 user
25 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 0 -7255.59997559 12411 user
25 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 14 -17474.8001099 2696 user
25 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -13401.2000561 6498 user
26 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 9 -17835.3002071 3713 user
26 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -19583.6999416 2241 user
26 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 15 -20001.6000271 2281 user
26 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 10 -18527.299881 3633 user
26 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 9 -8253.19981575 13350 user
26 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -11336.6999626 11076 user
26 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 10 -27.4000167847 22524 user
26 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 15 -19555.5000305 2569 user
26 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -16476.9999981 4714 user
26 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -13392.1000957 8934 user
26 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 19 -18523.3001709 2661 user
26 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -20586.400032 1261 user
26 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 4 -16595.3998566 5492 user
26 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -13409.8000526 9046 user
26 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 5 -17471.9998837 4453 user
26 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 19 -17533.0998898 3870 user
27 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -13664.5998955 7396 user
27 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -18543.7002182 2089 user
27 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 0 -18047.8999615 2897 user
27 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 14 -18545.800209 2627 user
27 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 9 -6212.20016479 14960 user
27 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -14463.1998539 6412 user
27 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 14 -28.5999774933 20628 user
27 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 5 -16483.9999676 4579 user
27 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 14 -19537.8000736 1647 user
27 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 0 -4171.80013657 16542 user
27 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 14 -9291.19992256 11797 user
27 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -19693.3999062 1208 user
27 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 4 -12382.3001385 8703 user
27 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -7246.79994583 13551 user
27 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -15441.2999153 5394 user
27 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 9 -14416.2998199 6809 user
28 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 5 -18929.500103 3069 user
28 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -20577.8000355 1811 user
28 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 4 -17882.8999996 3545 user
28 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 9 -18516.4000988 3523 user
28 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 10 -36.4000797272 22137 user
28 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -8255.3999424 14059 user
28 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -10335.7000351 11563 user
28 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 14 -16485.4998589 5953 user
28 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -15453.9999962 6286 user
28 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -20586.400032 1789 user
28 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -20593.6000347 1946 user
28 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -20585.9000683 1388 user
28 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 14 -17533.9000225 3998 user
28 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -14459.3999386 7702 user
28 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -20535.4998112 1759 user
28 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 9 -16472.8000164 5388 user
29 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -25254.6000481 1918 user
29 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -24706.799984 1880 user
29 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 14 -24280.600071 2529 user
29 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 10 -21592.9999352 4828 user
29 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 5 -17493.8998222 9343 user
29 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 14 -9272.90010452 17165 user
29 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 0 -37.1999740601 27170 user
29 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 24 -23637.7000809 3549 user
29 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 19 -24713.7999535 2549 user
29 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -24689.800024 1870 user
29 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -23649.9998569 3095 user
29 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -25713.2999897 1554 user
29 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 10 -21596.2998867 5903 user
29 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 9 -17650.8998871 9245 user
29 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -22651.4000893 3734 user
29 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 15 -19601.3000011 7231 user
30 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 19 -12610.8000278 6135 user
30 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -17505.8000088 1939 user
30 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -15752.8998852 3433 user
30 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 15 -15457.9999447 3606 user
30 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 10 -28.1999111176 19406 user
30 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -2082.20005035 17450 user
30 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 14 -6208.40001106 12729 user
30 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 15 -15450.9999752 3175 user
30 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -15462.5999928 3936 user
30 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -5171.30017281 14448 user
30 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -16479.1998863 2317 user
30 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -16526.7999172 1671 user
30 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 10 -14453.5999298 4100 user
30 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 14 -7253.90005112 11665 user
30 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 10 -14416.0001278 5095 user
30 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 20 -6219.50006485 12693 user
31 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 5 -14764.7998333 6028 user
31 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 14 -19633.5999966 1836 user
31 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 5 -17932.6000214 3389 user
31 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 24 -15440.2999878 5217 user
31 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 19 -14405.7998657 6026 user
31 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -4158.69998932 16822 user
31 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 14 -31.3000679016 20489 user
31 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 5 -18564.2998219 2642 user
31 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -19569.1998005 1497 user
31 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -17649.1999626 3099 user
31 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -17519.299984 3807 user
31 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -18621.9000816 2942 user
31 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 15 -18575.0000477 2157 user
31 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 14 -12399.600029 8153 user
31 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 10 -18505.2001476 2457 user
31 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 15 -13407.0000648 8185 user
32 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -19027.8000832 2447 user
32 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 14 -18669.5001125 1801 user
32 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -20046.7000008 681 user
32 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 10 -18522.9001045 2492 user
32 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 14 -8260.10012627 13444 user
32 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -5187.3998642 15122 user
32 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -29.2000770569 21185 user
32 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 14 -18532.2999954 2413 user
32 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -18527.0998478 1609 user
32 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -19559.7000122 1383 user
32 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -14428.4000397 6927 user
32 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -19555.2000999 1546 user
32 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 14 -13408.1997871 7523 user
32 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -15514.0998363 5791 user
32 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 5 -14411.7000103 6150 user
32 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 19 -15449.9998093 5240 user
33 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 5 -23201.0998726 2243 user
33 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 19 -24697.799921 1643 user
33 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 5 -25227.2999287 978 user
