round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 15 -13349.4000435 4718 user
17 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -11291.8000221 4442 user
17 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 24 -20.2000141144 15994 user
17 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 0 -13332.4999809 3046 user
17 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -4127.89988518 11329 user
17 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 20 -14370.4001904 1924 user
17 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -14351.4997959 1599 user
17 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 19 -7216.2001133 8656 user
17 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -13385.2000237 3030 user
17 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -12369.4000244 3354 user
17 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 15 -14339.5998478 1952 user
17 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 9 -13349.9000072 2476 user
17 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 4 -12329.3001652 3424 user
17 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 19 -8201.20000839 8097 user
17 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 5 -13348.400116 2379 user
17 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 14 -2083.60004425 13087 user
18 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 14 -8232.50007629 3004 user
18 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -8229.50005531 3592 user
18 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -4121.39987946 6519 user
18 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 10 -9239.59994316 1979 user
18 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -26.4000892639 10368 user
18 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 15 -9243.29996109 1277 user
18 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -9240.00000954 1361 user
18 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -6194.70000267 4549 user
18 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -3085.7000351 7097 user
18 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -9233.50000381 2377 user
18 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 14 -6154.20007706 4572 user
18 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -8255.5000782 1931 user
18 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 9 -8238.30008507 2998 user
18 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 14 -2077.19993591 9090 user
18 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 14 -8223.59991074 2879 user
18 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 5 -3109.69996452 8334 user
19 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 9 -6222.70011902 2031 user
19 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 9 -6184.70001221 2137 user
19 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 14 -5183.09998512 4342 user
19 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 10 -7199.70011711 1630 user
19 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 14 -5152.60004997 3909 user
19 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -7228.50012779 1616 user
19 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 15 -7205.70015907 1620 user
19 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 15 -7211.10010147 2023 user
19 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 9 -19.700050354 9527 user
19 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -4130.59997559 4667 user
19 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 10 -7210.99996567 1950 user
19 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 15 -8217.90003777 1410 user
19 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 9 -6194.60010529 2748 user
19 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 4 -3094.70009804 6059 user
19 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 14 -7218.29986572 2140 user
19 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 10 -3098.59991074 5943 user
20 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 4 -11287.5001431 5832 user
20 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 4 -13341.9001102 3622 user
20 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 9 -7189.10002708 9814 user
20 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 4 -15379.1999817 1231 user
20 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -14348.2000828 2254 user
20 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 9 -27.8000831604 16874 user
20 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 0 -15382.4000359 2279 user
20 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -14391.9000626 2625 user
20 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 9 -13319.0000057 3465 user
20 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 4 -13323.3001232 3743 user
20 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 14 -15383.1999302 1862 user
20 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 0 -13329.4000626 3713 user
20 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 4 -15402.299881 1916 user
20 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 4 -10264.8999691 5848 user
20 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 4 -14378.3998489 1934 user
20 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 9 -8244.89998817 8150 user
21 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 24 -10256.000042 4348 user
21 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -12316.9000149 2188 user
21 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -10275.3999233 3473 user
21 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 15 -12307.1000576 1713 user
21 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 10 -7199.19991493 6944 user
21 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 10 -3122.30014801 11015 user
21 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 24 -11300.8000851 2366 user
21 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 10 -11372.0998764 1861 user
21 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -7171.200037 6888 user
21 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -6163.80000114 7289 user
21 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 5 -11283.4999561 2831 user
21 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 19 -11289.2000675 2554 user
21 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 5 -13351.9999981 914 user
21 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -9228.099823 5029 user
21 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 15 -12330.1999569 2186 user
21 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 15 -24.2998600006 14482 user
22 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 19 -16449.1999149 3027 user
22 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -14409.3000889 5341 user
22 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -13321.0999966 6080 user
22 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 14 -15367.1000004 4454 user
22 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -11281.8000317 8927 user
22 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 20 -21.6000080109 19628 user
22 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -18445.9998608 1355 user
22 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -16413.20014 4023 user
22 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 19 -16387.5000477 3041 user
22 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -17421.599865 3234 user
22 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 19 -16388.299942 3188 user
22 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -17421.8001366 2712 user
22 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 5 -18468.2998657 1452 user
22 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 24 -17401.7999172 3043 user
22 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 10 -16411.4999771 3355 user
22 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 10 -7215.99984169 13051 user
23 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 9 -11300.6999493 2646 user
23 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -8233.30020905 5246 user
23 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 10 -12302.9999733 2351 user
23 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 9 -4133.59999657 10294 user
23 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -9229.09998894 5151 user
23 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -13327.6998997 1471 user
23 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 15 -12309.3998432 1596 user
23 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -11311.1999035 2880 user
23 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -10247.4999428 4530 user
23 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -20.4999446869 13483 user
23 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 10 -9243.59989166 4728 user
23 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 9 -12306.4000607 1392 user
23 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -12332.7000141 1235 user
23 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 14 -8205.19995689 5890 user
23 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 10 -11434.9000454 2815 user
23 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 14 -2095.00002861 11370 user
24 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 10 -7200.40011406 3904 user
24 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] C 10 -7202.60000229 4186 user
24 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 14 -9252.30002403 1643 user
24 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 9 -8215.19994736 2281 user
24 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 14 -4141.49999619 6267 user
24 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -27.1999835968 10272 user
24 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 5 -10269.4001198 1094 user
24 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -6192.80004501 4110 user
24 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -4125.20003319 6464 user
24 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 9 -8224.2000103 2883 user
24 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 9 -9232.30004311 2448 user
24 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 4 -9259.29999352 1387 user
24 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -10334.7001076 630 user
24 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 14 -9228.39999199 1929 user
24 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 4 -8237.30015755 2347 user
24 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 9 -8207.9000473 2640 user
25 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -19477.4000645 4780 user
25 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -19474.2000103 4260 user
25 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 4 -13329.100132 10235 user
25 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 4 -22552.2999763 1746 user
25 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -18432.6999187 5397 user
25 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 10 -18448.6000538 6288 user
25 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 9 -22538.8000011 1582 user
25 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -20512.0000839 3430 user
25 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 19 -20499.0999699 3439 user
25 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -21522.7999687 2249 user
25 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 9 -20529.6001434 2996 user
25 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 4 -21497.0998764 2667 user
25 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -22568.8998699 1371 user
25 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 10 -24.9001979828 23511 user
25 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 9 -21523.0998993 2502 user
25 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 9 -21512.3999119 3021 user
26 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 10 -2086.79986 8100 user
26 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] C 20 -7212.80002594 3131 user
26 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 5 -7196.39992714 2647 user
26 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 19 -7201.59983635 2368 user
26 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 19 -5141.19982719 5475 user
26 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -21.7001438141 9629 user
26 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 24 -7204.20002937 2349 user
26 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 5 -2093.29986572 8099 user
26 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 19 -6167.99998283 4311 user
26 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 15 -6158.60009193 4234 user
26 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 10 -7176.7001152 3162 user
26 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 10 -8220.39985657 2061 user
26 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 10 -8227.40006447 1568 user
26 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 15 -8216.30001068 1911 user
26 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 19 -8243.90006065 1878 user
26 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 14 -5148.00000191 4153 user
27 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -3108.30020905 4598 user
27 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 15 -4136.09981537 4069 user
27 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 10 -6176.5999794 1934 user
27 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 14 -6171.69976234 2763 user
27 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 14 -23.0000019073 8188 user
27 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 15 -4119.09985542 3608 user
27 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 15 -7200.40011406 1434 user
27 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 5 -4139.19997215 3892 user
27 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -5176.89990997 2114 user
27 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -6173.40016365 1745 user
27 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 14 -3102.20003128 4418 user
27 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -6229.69985008 2319 user
27 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -7199.10001755 988 user
27 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 15 -6185.40000916 1395 user
27 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 14 -6181.49995804 1969 user
27 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 9 -4121.19984627 3907 user
28 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 9 -5157.00006485 3104 user
28 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 19 -5163.59996796 3010 user
28 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 5 -5141.99995995 3039 user
28 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 14 -5147.30000496 2436 user
28 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -2081.3999176 5197 user
28 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -6167.0999527 1968 user
28 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -6172.69992828 1196 user
28 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -26.0999202728 7829 user
28 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 19 -3100.20017624 5153 user
28 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -7196.90012932 1222 user
28 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 19 -6167.2000885 2512 user
28 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 5 -6175.79984665 1391 user
28 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 10 -7204.49995995 1216 user
28 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 10 -6163.69986534 2311 user
28 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 19 -6185.9998703 1456 user
28 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 10 -6168.09988022 2241 user
29 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -7213.89985085 3145 user
29 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -7223.60014915 3840 user
29 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 14 -9246.29998207 2245 user
29 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 9 -9241.69993401 2026 user
29 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -9237.19978333 1690 user
29 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 15 -5147.69983292 5470 user
29 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -10329.4000626 1205 user
29 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -9260.20002365 2345 user
29 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -9253.59988213 1973 user
29 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -9256.59990311 1232 user
29 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 10 -7185.40000916 2860 user
29 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 14 -9291.70012474 1447 user
29 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 5 -9261.69991493 1434 user
29 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -8217.60010719 2381 user
29 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 14 -10284.89995 1262 user
29 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 5 -22.0000743866 10839 user
30 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -6176.7001152 2200 user
30 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -4135.09988785 2889 user
30 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 14 -22.7999687195 7931 user
30 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 9 -5167.79994965 2493 user
30 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -7198.49991798 1323 user
30 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 15 -6223.40011597 1925 user
30 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 5 -6179.80003357 1448 user
30 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -6184.49997902 1624 user
30 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -6165.29989243 2061 user
30 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -7263.4999752 881 user
30 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 14 -3089.60008621 5347 user
30 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -7184.99994278 1354 user
30 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 5 -6184.49997902 1415 user
30 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -5145.10011673 3497 user
30 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 9 -6206.79998398 1890 user
30 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 5 -4178.40003967 3824 user
31 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -4133.50009918 1745 user
31 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 9 -3122.79987335 3084 user
31 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 9 -19.9000835419 5409 user
31 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 4 -4131.09993935 2211 user
31 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -4116.89996719 1266 user
31 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 10 -4131.00004196 1725 user
31 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 9 -4126.70016289 2039 user
31 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -4141.49999619 1412 user
31 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 19 -4117.79999733 1319 user
31 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -4119.09985542 1440 user
31 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 14 -2077.2998333 4029 user
31 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 4 -4127.30002403 1167 user
31 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -5155.49993515 1134 user
31 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -3101.7999649 2284 user
31 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 0 -4132.29990005 1419 user
31 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 14 -4120.90015411 1868 user
32 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 4 -21518.2001591 1905 user
32 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 19 -21618.7000275 2074 user
32 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 5 -21514.1999722 1556 user
32 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 19 -21513.7999058 1483 user
32 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 14 -17432.8999519 5553 user
32 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -22.3999023438 22858 user
32 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 19 -20490.4999733 1954 user
32 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 5 -20502.4001598 2540 user
32 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 14 -21499.7000694 1408 user
32 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -22536.0000134 1057 user
32 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 19 -20474.7998714 1983 user
32 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 10 -7196.39992714 15820 user
32 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 14 -20543.7998772 2537 user
32 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 10 -20489.0999794 2590 user
32 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 15 -19498.3999729 3268 user
32 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 10 -18444.2000389 4387 user
33 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 9 -18457.7000141 2956 user
33 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -19562.0000362 2013 user
33 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 19 -19471.4999199 2681 user
