,round,player,action_player,opponent,action_opponent,payoff,time_php,time_js,who_played,session,treatment,actions
5868,55,s6m22_usuario5,D,['s6m22_usuario8'],C,4,1156.69989586,1129,user,s6m22,changing,DCD
5869,55,s6m22_usuario6,D,['s6m22_usuario12'],D,1,1042.0999527000001,1024,user,s6m22,changing,DDD
5870,55,s6m22_usuario7,D,['s6m22_usuario11'],C,4,1482.30004311,1455,user,s6m22,changing,DDD
5871,55,s6m22_usuario8,C,['s6m22_usuario5'],D,0,624.50003624,595,user,s6m22,changing,CDC
5872,55,s6m22_usuario9,D,['s6m22_usuario4'],C,4,1414.09993172,1387,user,s6m22,changing,CDD
5873,55,s6m22_usuario10,D,['s6m22_usuario16'],D,1,1137.59994507,1112,user,s6m22,changing,DCD
5874,55,s6m22_usuario11,C,['s6m22_usuario7'],D,0,3902.99987793,3875,user,s6m22,changing,DCC
5875,55,s6m22_usuario12,D,['s6m22_usuario6'],D,1,644.700050354,618,user,s6m22,changing,DDD
5876,55,s6m22_usuario13,D,['s6m22_usuario1'],C,4,767.600059509,743,user,s6m22,changing,DDD
5877,55,s6m22_usuario14,D,['s6m22_usuario2'],D,1,1001.80006027,975,user,s6m22,changing,DDD
5878,55,s6m22_usuario15,D,['s6m22_usuario3'],D,1,865.700006485,849,user,s6m22,changing,DDD
5879,55,s6m22_usuario16,D,['s6m22_usuario10'],D,1,726.8998622889999,703,user,s6m22,changing,DDD
5880,56,s6m22_usuario1,D,['s6m22_usuario13'],D,1,3458.19997787,3433,user,s6m22,changing,CDD
5881,56,s6m22_usuario2,D,['s6m22_usuario7'],D,1,838.2999897000001,811,user,s6m22,changing,DDD
5882,56,s6m22_usuario3,D,['s6m22_usuario5'],D,1,1484.89999771,1458,user,s6m22,changing,DDD
5883,56,s6m22_usuario4,C,['s6m22_usuario10'],D,0,1016.80016518,989,user,s6m22,changing,CDC
5884,56,s6m22_usuario5,D,['s6m22_usuario3'],D,1,574.6998786930001,555,user,s6m22,changing,DCD
5885,56,s6m22_usuario6,D,['s6m22_usuario8'],C,4,724.600076675,701,user,s6m22,changing,DDD
5886,56,s6m22_usuario7,D,['s6m22_usuario2'],D,1,1354.89988327,1333,user,s6m22,changing,DCD
5887,56,s6m22_usuario8,C,['s6m22_usuario6'],D,0,627.400159836,601,user,s6m22,changing,CDC
5888,56,s6m22_usuario9,C,['s6m22_usuario15'],C,3,1189.80002403,1164,user,s6m22,changing,DCC
5889,56,s6m22_usuario10,D,['s6m22_usuario4'],C,4,693.099975586,666,user,s6m22,changing,DDD
5890,56,s6m22_usuario11,C,['s6m22_usuario16'],D,0,694.999933243,664,user,s6m22,changing,CDC
5891,56,s6m22_usuario12,D,['s6m22_usuario14'],D,1,511.60001754800004,481,user,s6m22,changing,DDD
5892,56,s6m22_usuario13,D,['s6m22_usuario1'],D,1,1016.10016823,987,user,s6m22,changing,DCD
5893,56,s6m22_usuario14,D,['s6m22_usuario12'],D,1,980.90004921,954,user,s6m22,changing,DDD
5894,56,s6m22_usuario15,C,['s6m22_usuario9'],C,3,8436.49983406,8403,user,s6m22,changing,DDC
5895,56,s6m22_usuario16,D,['s6m22_usuario11'],C,4,712.30006218,685,user,s6m22,changing,DDD
5896,57,s6m22_usuario1,D,['s6m22_usuario5'],D,1,1129.09984589,1104,user,s6m22,changing,DDD
5897,57,s6m22_usuario2,D,['s6m22_usuario10'],C,4,773.29993248,756,user,s6m22,changing,DDD
5898,57,s6m22_usuario3,D,['s6m22_usuario9'],D,1,4930.70006371,4907,user,s6m22,changing,DDD
5899,57,s6m22_usuario4,D,['s6m22_usuario11'],C,4,1503.9999484999998,1486,user,s6m22,changing,CDD
5900,57,s6m22_usuario5,D,['s6m22_usuario1'],D,1,491.499900818,472,user,s6m22,changing,DDD
5901,57,s6m22_usuario6,C,['s6m22_usuario15'],C,3,862.699985504,842,user,s6m22,changing,DCC
5902,57,s6m22_usuario7,D,['s6m22_usuario14'],D,1,1585.19983292,1559,user,s6m22,changing,DDD
5903,57,s6m22_usuario8,C,['s6m22_usuario12'],D,0,5365.39983749,5336,user,s6m22,changing,CDC
5904,57,s6m22_usuario9,D,['s6m22_usuario3'],D,1,1506.70003891,1475,user,s6m22,changing,CCD
5905,57,s6m22_usuario10,C,['s6m22_usuario2'],D,0,1682.19995499,1661,user,s6m22,changing,DCC
5906,57,s6m22_usuario11,C,['s6m22_usuario4'],D,0,635.600090027,612,user,s6m22,changing,CDC
5907,57,s6m22_usuario12,D,['s6m22_usuario8'],C,4,535.099983215,516,user,s6m22,changing,DDD
5908,57,s6m22_usuario13,D,['s6m22_usuario16'],D,1,987.699985504,961,user,s6m22,changing,DDD
5909,57,s6m22_usuario14,D,['s6m22_usuario7'],D,1,1017.89999008,992,user,s6m22,changing,DDD
5910,57,s6m22_usuario15,C,['s6m22_usuario6'],C,3,4079.09989357,4053,user,s6m22,changing,CCC
5911,57,s6m22_usuario16,D,['s6m22_usuario13'],D,1,1176.09977722,1151,user,s6m22,changing,DCD
5912,58,s6m22_usuario1,D,['s6m22_usuario9'],C,4,1316.80011749,1299,user,s6m22,changing,DDD
5913,58,s6m22_usuario2,D,['s6m22_usuario15'],C,4,1357.50007629,1337,user,s6m22,changing,DCD
5914,58,s6m22_usuario3,D,['s6m22_usuario14'],D,1,5220.59988976,5188,user,s6m22,changing,DDD
5915,58,s6m22_usuario4,D,['s6m22_usuario13'],D,1,1660.79998016,1642,user,s6m22,changing,DCD
5916,58,s6m22_usuario5,D,['s6m22_usuario8'],C,4,801.10001564,775,user,s6m22,changing,DDD
5917,58,s6m22_usuario6,C,['s6m22_usuario11'],D,0,549.09992218,531,user,s6m22,changing,CCC
5918,58,s6m22_usuario7,D,['s6m22_usuario12'],D,1,1062.20006943,1041,user,s6m22,changing,DDD
5919,58,s6m22_usuario8,C,['s6m22_usuario5'],D,0,1012.20011711,982,user,s6m22,changing,CDC
5920,58,s6m22_usuario9,C,['s6m22_usuario1'],D,0,1458.40001106,1434,user,s6m22,changing,DDC
5921,58,s6m22_usuario10,C,['s6m22_usuario16'],D,0,3733.40010643,3701,user,s6m22,changing,CDC
5922,58,s6m22_usuario11,D,['s6m22_usuario6'],C,4,1708.40001106,1679,user,s6m22,changing,CDD
5923,58,s6m22_usuario12,D,['s6m22_usuario7'],D,1,623.600006104,595,user,s6m22,changing,DCD
5924,58,s6m22_usuario13,D,['s6m22_usuario4'],D,1,677.699804306,659,user,s6m22,changing,DDD
5925,58,s6m22_usuario14,D,['s6m22_usuario3'],D,1,1097.99981117,1069,user,s6m22,changing,DDD
5926,58,s6m22_usuario15,C,['s6m22_usuario2'],D,0,4395.80011368,4378,user,s6m22,changing,CCC
5927,58,s6m22_usuario16,D,['s6m22_usuario10'],C,4,766.900062561,749,user,s6m22,changing,DDD
5928,59,s6m22_usuario1,D,['s6m22_usuario11'],D,1,3027.80008316,3001,user,s6m22,changing,DCD
5929,59,s6m22_usuario2,D,['s6m22_usuario16'],D,1,1088.79995346,1057,user,s6m22,changing,DCD
5930,59,s6m22_usuario3,D,['s6m22_usuario12'],D,1,846.400022507,818,user,s6m22,changing,DDD
5931,59,s6m22_usuario4,C,['s6m22_usuario14'],D,0,1789.2999649,1762,user,s6m22,changing,DDC
5932,59,s6m22_usuario5,D,['s6m22_usuario9'],D,1,562.00003624,538,user,s6m22,changing,DCD
5933,59,s6m22_usuario6,C,['s6m22_usuario7'],D,0,624.50003624,600,user,s6m22,changing,CDC
5934,59,s6m22_usuario7,D,['s6m22_usuario6'],C,4,1439.10002708,1410,user,s6m22,changing,DDD
5935,59,s6m22_usuario8,C,['s6m22_usuario13'],D,0,1078.20010185,1048,user,s6m22,changing,CDC
5936,59,s6m22_usuario9,D,['s6m22_usuario5'],D,1,1172.89996147,1145,user,s6m22,changing,CDD
5937,59,s6m22_usuario10,D,['s6m22_usuario15'],C,4,738.700151443,713,user,s6m22,changing,CDD
5938,59,s6m22_usuario11,D,['s6m22_usuario1'],D,1,1393.59998703,1369,user,s6m22,changing,DCD
5939,59,s6m22_usuario12,D,['s6m22_usuario3'],D,1,707.800149918,679,user,s6m22,changing,DDD
5940,59,s6m22_usuario13,D,['s6m22_usuario8'],C,4,949.39994812,907,user,s6m22,changing,DDD
5941,59,s6m22_usuario14,D,['s6m22_usuario4'],C,4,935.600042343,908,user,s6m22,changing,DDD
5942,59,s6m22_usuario15,C,['s6m22_usuario10'],D,0,2048.30002785,2028,user,s6m22,changing,CDC
5943,59,s6m22_usuario16,D,['s6m22_usuario2'],D,1,1061.19990349,1043,user,s6m22,changing,DCD
5944,60,s6m22_usuario1,C,['s6m22_usuario8'],C,3,1644.79994774,1620,user,s6m22,changing,DDC
5945,60,s6m22_usuario2,D,['s6m22_usuario16'],D,1,1097.29981422,1070,user,s6m22,changing,DDD
5946,60,s6m22_usuario3,D,['s6m22_usuario15'],C,4,12586.400032,12559,user,s6m22,changing,DDD
5947,60,s6m22_usuario4,C,['s6m22_usuario6'],C,3,1603.89995575,1573,user,s6m22,changing,CDC
5948,60,s6m22_usuario5,D,['s6m22_usuario11'],D,1,1014.29986954,987,user,s6m22,changing,DDD
5949,60,s6m22_usuario6,C,['s6m22_usuario4'],C,3,527.799844742,500,user,s6m22,changing,CDC
5950,60,s6m22_usuario7,D,['s6m22_usuario12'],D,1,2393.59998703,2370,user,s6m22,changing,DCD
5951,60,s6m22_usuario8,C,['s6m22_usuario1'],C,3,878.69977951,854,user,s6m22,changing,CDC
5952,60,s6m22_usuario9,C,['s6m22_usuario14'],D,0,1145.49994469,1117,user,s6m22,changing,DDC
5953,60,s6m22_usuario10,D,['s6m22_usuario13'],D,1,1269.59991455,1241,user,s6m22,changing,DCD
5954,60,s6m22_usuario11,D,['s6m22_usuario5'],D,1,1026.90005302,1004,user,s6m22,changing,DDD
5955,60,s6m22_usuario12,D,['s6m22_usuario7'],D,1,692.5997734069999,666,user,s6m22,changing,DDD
5956,60,s6m22_usuario13,D,['s6m22_usuario10'],D,1,2072.90005684,2047,user,s6m22,changing,DCD
5957,60,s6m22_usuario14,D,['s6m22_usuario9'],C,4,1147.59993553,1119,user,s6m22,changing,DCD
5958,60,s6m22_usuario15,C,['s6m22_usuario3'],D,0,3444.89979744,3423,user,s6m22,changing,CDC
5959,60,s6m22_usuario16,D,['s6m22_usuario2'],D,1,1239.30001259,1223,user,s6m22,changing,DDD
5960,61,s6m22_usuario1,C,['s6m22_usuario9'],D,0,5965.10004997,5910,user,s6m22,changing,CCC
5961,61,s6m22_usuario2,D,['s6m22_usuario13'],D,1,934.099912643,910,user,s6m22,changing,DDD
5962,61,s6m22_usuario3,D,['s6m22_usuario6'],C,4,3968.8000678999997,3950,user,s6m22,changing,DCD
5963,61,s6m22_usuario4,D,['s6m22_usuario16'],D,1,2511.10005379,2483,user,s6m22,changing,CCD
5964,61,s6m22_usuario5,D,['s6m22_usuario14'],C,4,493.49999427800003,467,user,s6m22,changing,DDD
5965,61,s6m22_usuario6,C,['s6m22_usuario3'],D,0,665.400028229,634,user,s6m22,changing,CCC
5966,61,s6m22_usuario7,D,['s6m22_usuario11'],C,4,1121.39987946,1104,user,s6m22,changing,DDD
5967,61,s6m22_usuario8,C,['s6m22_usuario10'],D,0,1293.6000824,1275,user,s6m22,changing,CCC
5968,61,s6m22_usuario9,D,['s6m22_usuario1'],C,4,1548.50006104,1520,user,s6m22,changing,CDD
5969,61,s6m22_usuario10,D,['s6m22_usuario8'],C,4,2206.90011978,2181,user,s6m22,changing,DDD
5970,61,s6m22_usuario11,C,['s6m22_usuario7'],D,0,843.1999683380001,819,user,s6m22,changing,DDC
5971,61,s6m22_usuario12,D,['s6m22_usuario15'],D,1,1046.90003395,1031,user,s6m22,changing,DDD
5972,61,s6m22_usuario13,D,['s6m22_usuario2'],D,1,935.9998703,908,user,s6m22,changing,DDD
5973,61,s6m22_usuario14,C,['s6m22_usuario5'],D,0,1551.30004883,1527,user,s6m22,changing,DCC
5974,61,s6m22_usuario15,D,['s6m22_usuario12'],D,1,1836.8999958000002,1821,user,s6m22,changing,CDD
5975,61,s6m22_usuario16,D,['s6m22_usuario4'],D,1,1017.29989052,991,user,s6m22,changing,DDD
5976,62,s6m22_usuario1,C,['s6m22_usuario12'],C,3,2292.2000885,2265,user,s6m22,changing,CDC
5977,62,s6m22_usuario2,D,['s6m22_usuario9'],D,1,1067.50011444,1044,user,s6m22,changing,DDD
5978,62,s6m22_usuario3,D,['s6m22_usuario6'],C,4,1001.69992447,974,user,s6m22,changing,DCD
5979,62,s6m22_usuario4,D,['s6m22_usuario16'],D,1,1471.40002251,1452,user,s6m22,changing,DDD
5980,62,s6m22_usuario5,D,['s6m22_usuario13'],D,1,473.59991073599997,444,user,s6m22,changing,DCD
5981,62,s6m22_usuario6,C,['s6m22_usuario3'],D,0,801.599979401,784,user,s6m22,changing,CDC
5982,62,s6m22_usuario7,D,['s6m22_usuario8'],C,4,1215.80004692,1183,user,s6m22,changing,DCD
5983,62,s6m22_usuario8,C,['s6m22_usuario7'],D,0,5141.49999619,5112,user,s6m22,changing,CDC
5984,62,s6m22_usuario9,D,['s6m22_usuario2'],D,1,1115.29994011,1086,user,s6m22,changing,DCD
5985,62,s6m22_usuario10,C,['s6m22_usuario11'],C,3,1345.19982338,1328,user,s6m22,changing,DCC
5986,62,s6m22_usuario11,C,['s6m22_usuario10'],C,3,2099.90000725,2073,user,s6m22,changing,CDC
5987,62,s6m22_usuario12,C,['s6m22_usuario1'],C,3,1498.50010872,1477,user,s6m22,changing,DDC
5988,62,s6m22_usuario13,D,['s6m22_usuario5'],D,1,1060.9998702999999,1043,user,s6m22,changing,DDD
5989,62,s6m22_usuario14,D,['s6m22_usuario15'],D,1,1003.9999485,975,user,s6m22,changing,CDD
5990,62,s6m22_usuario15,D,['s6m22_usuario14'],D,1,1877.40015984,1849,user,s6m22,changing,DDD
5991,62,s6m22_usuario16,D,['s6m22_usuario4'],D,1,1129.99987602,1113,user,s6m22,changing,DDD
5992,63,s6m22_usuario1,C,['s6m22_usuario15'],D,0,3764.40000534,3748,user,s6m22,changing,CCC
5993,63,s6m22_usuario2,D,['s6m22_usuario3'],D,1,1307.49988556,1281,user,s6m22,changing,DDD
5994,63,s6m22_usuario3,D,['s6m22_usuario2'],D,1,1118.00003052,1091,user,s6m22,changing,DCD
5995,63,s6m22_usuario4,C,['s6m22_usuario8'],C,3,1970.49999237,1941,user,s6m22,changing,DDC
5996,63,s6m22_usuario5,D,['s6m22_usuario13'],D,1,528.299808502,502,user,s6m22,changing,DDD
5997,63,s6m22_usuario6,C,['s6m22_usuario10'],C,3,933.000087738,907,user,s6m22,changing,CDC
5998,63,s6m22_usuario7,C,['s6m22_usuario9'],C,3,2060.49990654,2035,user,s6m22,changing,DCC
5999,63,s6m22_usuario8,C,['s6m22_usuario4'],C,3,1292.89984703,1266,user,s6m22,changing,CDC
6000,63,s6m22_usuario9,C,['s6m22_usuario7'],C,3,1758.69989395,1731,user,s6m22,changing,DDC
6001,63,s6m22_usuario10,C,['s6m22_usuario6'],C,3,781.3999652860001,755,user,s6m22,changing,CCC
6002,63,s6m22_usuario11,C,['s6m22_usuario16'],D,0,1445.89996338,1421,user,s6m22,changing,CCC
6003,63,s6m22_usuario12,D,['s6m22_usuario14'],D,1,1111.00006104,1095,user,s6m22,changing,CCD
6004,63,s6m22_usuario13,D,['s6m22_usuario5'],D,1,1151.80015564,1124,user,s6m22,changing,DDD
6005,63,s6m22_usuario14,D,['s6m22_usuario12'],D,1,891.299962997,863,user,s6m22,changing,DDD
6006,63,s6m22_usuario15,D,['s6m22_usuario1'],C,4,1040.50016403,1015,user,s6m22,changing,DDD
6007,63,s6m22_usuario16,D,['s6m22_usuario11'],C,4,977.9999256130001,953,user,s6m22,changing,DDD
6008,64,s6m22_usuario1,D,['s6m22_usuario5'],D,1,1919.30007935,1893,user,s6m22,changing,CDD
6009,64,s6m22_usuario2,D,['s6m22_usuario12'],D,1,2211.49992943,2186,user,s6m22,changing,DDD
6010,64,s6m22_usuario3,D,['s6m22_usuario7'],C,4,2404.09994125,2379,user,s6m22,changing,DDD
6011,64,s6m22_usuario4,C,['s6m22_usuario10'],C,3,1897.30000496,1867,user,s6m22,changing,CCC
6012,64,s6m22_usuario5,D,['s6m22_usuario1'],D,1,443.399906158,418,user,s6m22,changing,DDD
6013,64,s6m22_usuario6,C,['s6m22_usuario13'],D,0,680.29999733,654,user,s6m22,changing,CCC
6014,64,s6m22_usuario7,C,['s6m22_usuario3'],D,0,3065.00005722,3048,user,s6m22,changing,CCC
6015,64,s6m22_usuario8,C,['s6m22_usuario15'],D,0,2895.69997787,2866,user,s6m22,changing,CCC
6016,64,s6m22_usuario9,D,['s6m22_usuario14'],D,1,1447.29995728,1418,user,s6m22,changing,CCD
6017,64,s6m22_usuario10,C,['s6m22_usuario4'],C,3,661.999940872,636,user,s6m22,changing,CCC
6018,64,s6m22_usuario11,C,['s6m22_usuario16'],D,0,629.400014877,599,user,s6m22,changing,CDC
6019,64,s6m22_usuario12,D,['s6m22_usuario2'],D,1,703.000068665,675,user,s6m22,changing,DDD
6020,64,s6m22_usuario13,D,['s6m22_usuario6'],C,4,960.0000381469999,934,user,s6m22,changing,DDD
6021,64,s6m22_usuario14,D,['s6m22_usuario9'],D,1,708.60004425,691,user,s6m22,changing,DDD
6022,64,s6m22_usuario15,D,['s6m22_usuario8'],C,4,2712.80002594,2684,user,s6m22,changing,DCD
6023,64,s6m22_usuario16,D,['s6m22_usuario11'],C,4,914.299964905,886,user,s6m22,changing,DCD
6024,65,s6m22_usuario1,D,['s6m22_usuario7'],D,1,1258.80002975,1231,user,s6m22,changing,DDD
6025,65,s6m22_usuario2,D,['s6m22_usuario12'],D,1,1028.19991112,1000,user,s6m22,changing,DDD
6026,65,s6m22_usuario3,D,['s6m22_usuario11'],C,4,2365.40007591,2338,user,s6m22,changing,DCD
6027,65,s6m22_usuario4,D,['s6m22_usuario13'],D,1,2098.40011597,2075,user,s6m22,changing,CCD
6028,65,s6m22_usuario5,D,['s6m22_usuario9'],C,4,476.300001144,451,user,s6m22,changing,DDD
6029,65,s6m22_usuario6,C,['s6m22_usuario14'],D,0,886.20018959,868,user,s6m22,changing,CDC
6030,65,s6m22_usuario7,D,['s6m22_usuario1'],D,1,746.0000514980001,713,user,s6m22,changing,CDD
6031,65,s6m22_usuario8,C,['s6m22_usuario10'],C,3,1423.79999161,1399,user,s6m22,changing,CDC
6032,65,s6m22_usuario9,C,['s6m22_usuario5'],D,0,2022.49979973,1995,user,s6m22,changing,DDC
6033,65,s6m22_usuario10,C,['s6m22_usuario8'],C,3,629.499912262,601,user,s6m22,changing,CCC
6034,65,s6m22_usuario11,C,['s6m22_usuario3'],D,0,584.2001438140001,559,user,s6m22,changing,CDC
6035,65,s6m22_usuario12,D,['s6m22_usuario2'],D,1,562.199831009,534,user,s6m22,changing,DDD
6036,65,s6m22_usuario13,D,['s6m22_usuario4'],D,1,1007.59983063,983,user,s6m22,changing,DCD
6037,65,s6m22_usuario14,D,['s6m22_usuario6'],C,4,597.19991684,573,user,s6m22,changing,DDD
6038,65,s6m22_usuario15,D,['s6m22_usuario16'],D,1,1832.60011673,1805,user,s6m22,changing,DCD
6039,65,s6m22_usuario16,D,['s6m22_usuario15'],D,1,900.7999897,877,user,s6m22,changing,DCD
6040,66,s6m22_usuario1,D,['s6m22_usuario12'],D,1,1805.90009689,1777,user,s6m22,changing,DDD
6041,66,s6m22_usuario2,D,['s6m22_usuario7'],D,1,750.400066376,726,user,s6m22,changing,DDD
6042,66,s6m22_usuario3,D,['s6m22_usuario4'],D,1,2376.69992447,2348,user,s6m22,changing,DCD
6043,66,s6m22_usuario4,D,['s6m22_usuario3'],D,1,1334.00011063,1308,user,s6m22,changing,DDD
6044,66,s6m22_usuario5,D,['s6m22_usuario16'],D,1,862.1001243589999,845,user,s6m22,changing,DCD
6045,66,s6m22_usuario6,C,['s6m22_usuario8'],C,3,588.099956512,563,user,s6m22,changing,CDC
6046,66,s6m22_usuario7,D,['s6m22_usuario2'],D,1,906.900167465,876,user,s6m22,changing,DDD
6047,66,s6m22_usuario8,C,['s6m22_usuario6'],C,3,1292.0999527000001,1261,user,s6m22,changing,CCC
6048,66,s6m22_usuario9,C,['s6m22_usuario10'],C,3,3375.20003319,3349,user,s6m22,changing,CDC
6049,66,s6m22_usuario10,C,['s6m22_usuario9'],C,3,608.299970627,585,user,s6m22,changing,CCC
6050,66,s6m22_usuario11,D,['s6m22_usuario14'],D,1,769.000053406,743,user,s6m22,changing,CDD
6051,66,s6m22_usuario12,D,['s6m22_usuario1'],D,1,951.5998363489999,934,user,s6m22,changing,DDD
6052,66,s6m22_usuario13,D,['s6m22_usuario15'],D,1,799.2000579830001,771,user,s6m22,changing,DDD
6053,66,s6m22_usuario14,D,['s6m22_usuario11'],D,1,762.5000476839999,735,user,s6m22,changing,DCD
6054,66,s6m22_usuario15,D,['s6m22_usuario13'],D,1,5028.89990807,5004,user,s6m22,changing,DDD
6055,66,s6m22_usuario16,D,['s6m22_usuario5'],D,1,818.599939346,800,user,s6m22,changing,DDD
6056,67,s6m22_usuario1,C,['s6m22_usuario16'],D,0,2191.69998169,2164,user,s6m22,changing,DDC
6057,67,s6m22_usuario2,D,['s6m22_usuario11'],D,1,792.999982834,765,user,s6m22,changing,DDD
6058,67,s6m22_usuario3,D,['s6m22_usuario5'],D,1,4888.70000839,4863,user,s6m22,changing,DDD
6059,67,s6m22_usuario4,C,['s6m22_usuario12'],D,0,2365.20004272,2347,user,s6m22,changing,DDC
6060,67,s6m22_usuario5,D,['s6m22_usuario3'],D,1,874.799966812,850,user,s6m22,changing,DDD
6061,67,s6m22_usuario6,C,['s6m22_usuario14'],D,0,576.600074768,552,user,s6m22,changing,CCC
6062,67,s6m22_usuario7,D,['s6m22_usuario15'],D,1,831.199884415,805,user,s6m22,changing,DDD
6063,67,s6m22_usuario8,C,['s6m22_usuario13'],D,0,1118.89982224,1090,user,s6m22,changing,CCC
6064,67,s6m22_usuario9,D,['s6m22_usuario10'],C,4,1931.70022964,1902,user,s6m22,changing,CCD
6065,67,s6m22_usuario10,C,['s6m22_usuario9'],D,0,637.300014496,608,user,s6m22,changing,CCC
6066,67,s6m22_usuario11,D,['s6m22_usuario2'],D,1,1344.59996223,1320,user,s6m22,changing,DDD
6067,67,s6m22_usuario12,D,['s6m22_usuario4'],C,4,703.3998966219999,676,user,s6m22,changing,DDD
6068,67,s6m22_usuario13,D,['s6m22_usuario8'],C,4,11918.599844,11862,user,s6m22,changing,DDD
6069,67,s6m22_usuario14,D,['s6m22_usuario6'],C,4,663.499832153,636,user,s6m22,changing,DDD
6070,67,s6m22_usuario15,D,['s6m22_usuario7'],D,1,8474.80010986,8444,user,s6m22,changing,DDD
6071,67,s6m22_usuario16,D,['s6m22_usuario1'],C,4,664.20006752,636,user,s6m22,changing,DDD
6072,68,s6m22_usuario1,C,['s6m22_usuario5'],D,0,2162.40000725,2136,user,s6m22,changing,CDC
6073,68,s6m22_usuario2,D,['s6m22_usuario7'],D,1,1233.29997063,1209,user,s6m22,changing,DDD
6074,68,s6m22_usuario3,D,['s6m22_usuario15'],D,1,9754.19998169,9722,user,s6m22,changing,DDD
6075,68,s6m22_usuario4,C,['s6m22_usuario9'],C,3,1488.89994621,1458,user,s6m22,changing,CDC
6076,68,s6m22_usuario5,D,['s6m22_usuario1'],C,4,821.4998245239999,791,user,s6m22,changing,DDD
6077,68,s6m22_usuario6,C,['s6m22_usuario13'],D,0,621.400117874,595,user,s6m22,changing,CDC
6078,68,s6m22_usuario7,D,['s6m22_usuario2'],D,1,1174.0000248,1146,user,s6m22,changing,DDD
6079,68,s6m22_usuario8,C,['s6m22_usuario14'],C,3,769.999980927,751,user,s6m22,changing,CDC
6080,68,s6m22_usuario9,C,['s6m22_usuario4'],C,3,2049.30019379,2021,user,s6m22,changing,DCC
6081,68,s6m22_usuario10,C,['s6m22_usuario11'],D,0,1250.49996376,1222,user,s6m22,changing,CDC
6082,68,s6m22_usuario11,D,['s6m22_usuario10'],C,4,1213.70005608,1190,user,s6m22,changing,DDD
6083,68,s6m22_usuario12,D,['s6m22_usuario16'],D,1,1971.79985046,1948,user,s6m22,changing,DCD
6084,68,s6m22_usuario13,D,['s6m22_usuario6'],C,4,1332.30018616,1303,user,s6m22,changing,DCD
6085,68,s6m22_usuario14,C,['s6m22_usuario8'],C,3,1821.79999352,1794,user,s6m22,changing,DCC
6086,68,s6m22_usuario15,D,['s6m22_usuario3'],D,1,1913.1000041999998,1888,user,s6m22,changing,DDD
6087,68,s6m22_usuario16,D,['s6m22_usuario12'],D,1,1018.59998703,992,user,s6m22,changing,DCD
6088,69,s6m22_usuario1,D,['s6m22_usuario15'],D,1,6938.69996071,6907,user,s6m22,changing,CDD
6089,69,s6m22_usuario2,D,['s6m22_usuario5'],D,1,1221.89998627,1197,user,s6m22,changing,DDD
6090,69,s6m22_usuario3,D,['s6m22_usuario4'],D,1,1654.00004387,1625,user,s6m22,changing,DDD
6091,69,s6m22_usuario4,D,['s6m22_usuario3'],D,1,2102.49996185,2075,user,s6m22,changing,CCD
6092,69,s6m22_usuario5,D,['s6m22_usuario2'],D,1,473.600149155,447,user,s6m22,changing,DCD
6093,69,s6m22_usuario6,C,['s6m22_usuario7'],D,0,608.799934387,583,user,s6m22,changing,CDC
6094,69,s6m22_usuario7,D,['s6m22_usuario6'],C,4,797.600030899,771,user,s6m22,changing,DDD
6095,69,s6m22_usuario8,C,['s6m22_usuario13'],D,0,1294.80004311,1269,user,s6m22,changing,CCC
6096,69,s6m22_usuario9,D,['s6m22_usuario10'],C,4,2065.10019302,2040,user,s6m22,changing,CCD
6097,69,s6m22_usuario10,C,['s6m22_usuario9'],D,0,875.999927521,848,user,s6m22,changing,CDC
6098,69,s6m22_usuario11,C,['s6m22_usuario14'],D,0,1535.1998806,1508,user,s6m22,changing,DCC
6099,69,s6m22_usuario12,D,['s6m22_usuario16'],D,1,7399.3999958,7371,user,s6m22,changing,DDD
6100,69,s6m22_usuario13,D,['s6m22_usuario8'],C,4,1663.90013695,1636,user,s6m22,changing,DCD
6101,69,s6m22_usuario14,D,['s6m22_usuario11'],C,4,910.0000858310001,888,user,s6m22,changing,CCD
6102,69,s6m22_usuario15,D,['s6m22_usuario1'],D,1,13032.5000286,13003,user,s6m22,changing,DDD
6103,69,s6m22_usuario16,D,['s6m22_usuario12'],D,1,834.8999023439999,809,user,s6m22,changing,DDD
6104,70,s6m22_usuario1,D,['s6m22_usuario2'],D,1,5354.79998589,5334,user,s6m22,changing,DDD
6105,70,s6m22_usuario2,D,['s6m22_usuario1'],D,1,1640.10000229,1622,user,s6m22,changing,DDD
6106,70,s6m22_usuario3,D,['s6m22_usuario10'],D,1,1059.90004539,1032,user,s6m22,changing,DDD
6107,70,s6m22_usuario4,D,['s6m22_usuario5'],D,1,1568.0000782,1542,user,s6m22,changing,DDD
6108,70,s6m22_usuario5,D,['s6m22_usuario4'],D,1,893.699884415,864,user,s6m22,changing,DDD
6109,70,s6m22_usuario6,C,['s6m22_usuario12'],D,0,610.700130463,588,user,s6m22,changing,CDC
6110,70,s6m22_usuario7,D,['s6m22_usuario14'],D,1,1471.60005569,1442,user,s6m22,changing,DCD
6111,70,s6m22_usuario8,C,['s6m22_usuario11'],C,3,1273.59986305,1251,user,s6m22,changing,CDC
6112,70,s6m22_usuario9,C,['s6m22_usuario15'],D,0,1482.70010948,1457,user,s6m22,changing,DCC
6113,70,s6m22_usuario10,D,['s6m22_usuario3'],D,1,861.7000579830001,833,user,s6m22,changing,CDD
6114,70,s6m22_usuario11,C,['s6m22_usuario8'],C,3,607.299804688,581,user,s6m22,changing,CDC
