,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,response,abs_time,prev
2676,63,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2657.90009499,2.63,user,s4m8,fix,CCC,1,2.63,CC
2677,63,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1301.19991302,1.287,user,s4m8,fix,CCC,1,1.287,CC
2678,63,s4m8_usuario5,D,['s4m8_usuario3'],D,1,621.900081635,-0.601,user,s4m8,fix,DDD,0,0.601,DD
2679,63,s4m8_usuario3,D,['s4m8_usuario5'],D,1,1773.69999886,-1.753,user,s4m8,fix,DDD,0,1.753,DD
2680,63,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4930.09996414,4.907,user,s4m8,fix,CCC,1,4.907,CC
2681,63,s4m8_usuario6,C,['s4m8_usuario12'],C,3,612.900018692,0.587,user,s4m8,fix,CCC,1,0.587,CC
2682,64,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1263.4999752,1.237,user,s4m8,fix,CCC,1,1.237,CC
2683,64,s4m8_usuario7,C,['s4m8_usuario2'],C,3,605.200052261,0.58,user,s4m8,fix,CCC,1,0.58,CC
2684,64,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5151.70001984,5.124,user,s4m8,fix,CCC,1,5.124,CC
2685,64,s4m8_usuario13,C,['s4m8_usuario14'],C,3,832.199811935,0.805,user,s4m8,fix,CCC,1,0.805,CC
2686,64,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7527.80008316,7.497,user,s4m8,fix,CCC,1,7.497,CC
2687,64,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3341.70007706,3.314,user,s4m8,fix,CCC,1,3.314,CC
2688,64,s4m8_usuario8,C,['s4m8_usuario1'],C,3,2940.79995155,2.914,user,s4m8,fix,CCC,1,2.914,CC
2689,64,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1083.09984207,1.057,user,s4m8,fix,CCC,1,1.057,CC
2690,64,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2468.49989891,2.452,user,s4m8,fix,CCC,1,2.452,CC
2691,64,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1727.90002823,1.701,user,s4m8,fix,CCC,1,1.701,CC
2692,64,s4m8_usuario5,D,['s4m8_usuario3'],D,1,754.600048065,-0.73,user,s4m8,fix,DDD,0,0.73,DD
2693,64,s4m8_usuario3,D,['s4m8_usuario5'],D,1,853.500127792,-0.828,user,s4m8,fix,DDD,0,0.828,DD
2694,64,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5033.90002251,5.015,user,s4m8,fix,CCC,1,5.015,CC
2695,64,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1009.29999352,0.983,user,s4m8,fix,CCC,1,0.983,CC
2696,65,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2453.00006866,2.427,user,s4m8,fix,CCC,1,2.427,CC
2697,65,s4m8_usuario7,C,['s4m8_usuario2'],C,3,1365.20004272,1.339,user,s4m8,fix,CCC,1,1.339,CC
2698,65,s4m8_usuario14,C,['s4m8_usuario13'],C,3,7036.79990768,7.008,user,s4m8,fix,CCC,1,7.008,CC
2699,65,s4m8_usuario13,C,['s4m8_usuario14'],C,3,697.900056839,0.672,user,s4m8,fix,CCC,1,0.672,CC
2700,65,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6830.3000927,6.802,user,s4m8,fix,CCC,1,6.802,CC
2701,65,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3196.30002975,3.173,user,s4m8,fix,CCC,1,3.173,CC
2702,65,s4m8_usuario8,C,['s4m8_usuario1'],C,3,6030.29990196,5.969,user,s4m8,fix,CCC,1,5.969,CC
2703,65,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1650.70009232,1.624,user,s4m8,fix,CCC,1,1.624,CC
2704,65,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2579.09989357,2.557,user,s4m8,fix,CCC,1,2.557,CC
2705,65,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1413.59996796,1.388,user,s4m8,fix,CCC,1,1.388,CC
2706,65,s4m8_usuario5,D,['s4m8_usuario3'],D,1,718.699932098,-0.703,user,s4m8,fix,DDD,0,0.703,DD
2707,65,s4m8_usuario3,D,['s4m8_usuario5'],D,1,578.900098801,-0.552,user,s4m8,fix,DDD,0,0.552,DD
2708,65,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5029.39987183,5.011,user,s4m8,fix,CCC,1,5.011,CC
2709,65,s4m8_usuario6,C,['s4m8_usuario12'],C,3,668.90001297,0.643,user,s4m8,fix,CCC,1,0.643,CC
2710,66,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2913.1000042,2.888,user,s4m8,fix,CCC,1,2.888,CC
2711,66,s4m8_usuario7,C,['s4m8_usuario2'],C,3,571.000099182,0.546,user,s4m8,fix,CCC,1,0.546,CC
2712,66,s4m8_usuario14,C,['s4m8_usuario13'],C,3,6973.09994698,6.942,user,s4m8,fix,CCC,1,6.942,CC
2713,66,s4m8_usuario13,C,['s4m8_usuario14'],C,3,673.399925232,0.648,user,s4m8,fix,CCC,1,0.648,CC
2714,66,s4m8_usuario9,C,['s4m8_usuario10'],C,3,12792.0999527,12.76,user,s4m8,fix,CCC,1,12.76,CC
2715,66,s4m8_usuario10,C,['s4m8_usuario9'],C,3,2565.59991837,2.543,user,s4m8,fix,CCC,1,2.543,CC
2716,66,s4m8_usuario8,C,['s4m8_usuario1'],C,3,6410.40015221,6.383,user,s4m8,fix,CCC,1,6.383,CC
2717,66,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1758.69989395,1.734,user,s4m8,fix,CCC,1,1.734,CC
2718,66,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2758.00013542,2.741,user,s4m8,fix,CCC,1,2.741,CC
2719,66,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2700.50001144,2.684,user,s4m8,fix,CCC,1,2.684,CC
2720,66,s4m8_usuario5,D,['s4m8_usuario3'],D,1,677.700042725,-0.649,user,s4m8,fix,DDD,0,0.649,DD
2721,66,s4m8_usuario3,D,['s4m8_usuario5'],D,1,773.29993248,-0.75,user,s4m8,fix,DDD,0,0.75,DD
2722,66,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5308.30001831,5.245,user,s4m8,fix,CCC,1,5.245,CC
2723,66,s4m8_usuario6,C,['s4m8_usuario12'],C,3,623.600006104,0.596,user,s4m8,fix,CCC,1,0.596,CC
2724,67,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1458.89997482,1.429,user,s4m8,fix,CCC,1,1.429,CC
2725,67,s4m8_usuario7,C,['s4m8_usuario2'],C,3,852.8001308439999,0.829,user,s4m8,fix,CCC,1,0.829,CC
2726,67,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5740.80014229,5.713,user,s4m8,fix,CCC,1,5.713,CC
2727,67,s4m8_usuario13,C,['s4m8_usuario14'],C,3,761.100053787,0.738,user,s4m8,fix,CCC,1,0.738,CC
2728,67,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9723.40011597,9.663,user,s4m8,fix,CCC,1,9.663,CC
2729,67,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3495.90015411,3.47,user,s4m8,fix,CCC,1,3.47,CC
2730,67,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1343.60003471,1.327,user,s4m8,fix,CCC,1,1.327,CC
2731,67,s4m8_usuario1,C,['s4m8_usuario8'],C,3,569.500207901,0.543,user,s4m8,fix,CCC,1,0.543,CC
2732,67,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2085.99996567,2.061,user,s4m8,fix,CCC,1,2.061,CC
2733,67,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1879.39977646,1.856,user,s4m8,fix,CCC,1,1.856,CC
2734,67,s4m8_usuario5,D,['s4m8_usuario3'],D,1,633.000135422,-0.609,user,s4m8,fix,DDD,0,0.609,DD
2735,67,s4m8_usuario3,D,['s4m8_usuario5'],D,1,1100.99983215,-1.083,user,s4m8,fix,DDD,0,1.083,DD
2736,67,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4274.69992638,4.259,user,s4m8,fix,CCC,1,4.259,CC
2737,67,s4m8_usuario6,C,['s4m8_usuario12'],C,3,2138.00001144,2.115,user,s4m8,fix,CCC,1,2.115,CC
2738,68,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1321.69985771,1.292,user,s4m8,fix,CCC,1,1.292,CC
2739,68,s4m8_usuario7,C,['s4m8_usuario2'],C,3,634.800195694,0.61,user,s4m8,fix,CCC,1,0.61,CC
2740,68,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5487.39981651,5.466,user,s4m8,fix,CCC,1,5.466,CC
2741,68,s4m8_usuario13,C,['s4m8_usuario14'],C,3,877.300024033,0.851,user,s4m8,fix,CCC,1,0.851,CC
2742,68,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8126.10006332,8.095,user,s4m8,fix,CCC,1,8.095,CC
2743,68,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3771.10004425,3.747,user,s4m8,fix,CCC,1,3.747,CC
2744,68,s4m8_usuario8,D,['s4m8_usuario1'],C,4,1398.90003204,-1.369,user,s4m8,fix,CCD,0,1.369,CC
2745,68,s4m8_usuario1,C,['s4m8_usuario8'],D,0,1773.2000351,1.747,user,s4m8,fix,CCC,1,1.747,CC
2746,68,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2100.69990158,2.077,user,s4m8,fix,CCC,1,2.077,CC
2747,68,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1660.1998806,1.634,user,s4m8,fix,CCC,1,1.634,CC
2748,68,s4m8_usuario5,D,['s4m8_usuario3'],D,1,628.400087357,-0.605,user,s4m8,fix,DDD,0,0.605,DD
2749,68,s4m8_usuario3,D,['s4m8_usuario5'],D,1,922.100067139,-0.898,user,s4m8,fix,DDD,0,0.898,DD
2750,68,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5151.79991722,5.12,user,s4m8,fix,CCC,1,5.12,CC
2751,68,s4m8_usuario6,C,['s4m8_usuario12'],C,3,2112.29991913,2.095,user,s4m8,fix,CCC,1,2.095,CC
2752,69,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1809.30018425,1.793,user,s4m8,fix,CCC,1,1.793,CC
2753,69,s4m8_usuario7,C,['s4m8_usuario2'],C,3,617.699861526,0.591,user,s4m8,fix,CCC,1,0.591,CC
2754,69,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5497.69997597,5.478,user,s4m8,fix,CCC,1,5.478,CC
2755,69,s4m8_usuario13,C,['s4m8_usuario14'],C,3,990.700006485,0.963,user,s4m8,fix,CCC,1,0.963,CC
2756,69,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6921.29993439,6.891,user,s4m8,fix,CCC,1,6.891,CC
2757,69,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4600.19993782,4.573,user,s4m8,fix,CCC,1,4.573,CC
2758,69,s4m8_usuario8,D,['s4m8_usuario1'],D,1,3289.2999649,-3.262,user,s4m8,fix,DCD,0,3.262,DC
2759,69,s4m8_usuario1,D,['s4m8_usuario8'],D,1,1824.19991493,-1.793,user,s4m8,fix,CDD,0,1.793,CD
2760,69,s4m8_usuario11,C,['s4m8_usuario4'],C,3,3126.3999939,3.101,user,s4m8,fix,CCC,1,3.101,CC
2761,69,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1335.90006828,1.311,user,s4m8,fix,CCC,1,1.311,CC
2762,69,s4m8_usuario5,D,['s4m8_usuario3'],D,1,608.1001758580001,-0.582,user,s4m8,fix,DDD,0,0.582,DD
2763,69,s4m8_usuario3,D,['s4m8_usuario5'],D,1,822.700023651,-0.798,user,s4m8,fix,DDD,0,0.798,DD
2764,69,s4m8_usuario12,C,['s4m8_usuario6'],C,3,3879.69994545,3.855,user,s4m8,fix,CCC,1,3.855,CC
2765,69,s4m8_usuario6,C,['s4m8_usuario12'],C,3,2250.0,2.224,user,s4m8,fix,CCC,1,2.224,CC
2766,70,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1260.80012321,1.237,user,s4m8,fix,CCC,1,1.237,CC
2767,70,s4m8_usuario7,C,['s4m8_usuario2'],C,3,678.200006485,0.653,user,s4m8,fix,CCC,1,0.653,CC
2768,70,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5447.80015945,5.416,user,s4m8,fix,CCC,1,5.416,CC
2769,70,s4m8_usuario13,C,['s4m8_usuario14'],C,3,785.2001190189999,0.762,user,s4m8,fix,CCC,1,0.762,CC
2770,70,s4m8_usuario9,C,['s4m8_usuario10'],C,3,9853.99985313,9.826,user,s4m8,fix,CCC,1,9.826,CC
2771,70,s4m8_usuario10,C,['s4m8_usuario9'],C,3,6805.09996414,6.784,user,s4m8,fix,CCC,1,6.784,CC
2772,70,s4m8_usuario8,D,['s4m8_usuario1'],D,1,1438.19999695,-1.412,user,s4m8,fix,DDD,0,1.412,DD
2773,70,s4m8_usuario1,D,['s4m8_usuario8'],D,1,1621.09994888,-1.596,user,s4m8,fix,DDD,0,1.596,DD
2774,70,s4m8_usuario11,C,['s4m8_usuario4'],C,3,2297.90019989,2.271,user,s4m8,fix,CCC,1,2.271,CC
2775,70,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1762.50004768,1.738,user,s4m8,fix,CCC,1,1.738,CC
2776,70,s4m8_usuario5,D,['s4m8_usuario3'],D,1,601.4001369480001,-0.585,user,s4m8,fix,DDD,0,0.585,DD
2777,70,s4m8_usuario3,D,['s4m8_usuario5'],D,1,749.599933624,-0.725,user,s4m8,fix,DDD,0,0.725,DD
2778,70,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5027.50015259,4.998,user,s4m8,fix,CCC,1,4.998,CC
2779,70,s4m8_usuario6,C,['s4m8_usuario12'],C,3,829.400062561,0.808,user,s4m8,fix,CCC,1,0.808,CC
2780,71,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1435.10007858,1.41,user,s4m8,fix,CCC,1,1.41,CC
2781,71,s4m8_usuario7,C,['s4m8_usuario2'],C,3,769.999980927,0.745,user,s4m8,fix,CCC,1,0.745,CC
2782,71,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5481.80007935,5.454,user,s4m8,fix,CCC,1,5.454,CC
2783,71,s4m8_usuario13,C,['s4m8_usuario14'],C,3,582.200050354,0.557,user,s4m8,fix,CCC,1,0.557,CC
2784,71,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7578.39989662,7.548,user,s4m8,fix,CCC,1,7.548,CC
2785,71,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3240.6001091,3.223,user,s4m8,fix,CCC,1,3.223,CC
2786,71,s4m8_usuario8,C,['s4m8_usuario1'],D,0,2300.00019073,2.283,user,s4m8,fix,DDC,1,2.283,DD
2787,71,s4m8_usuario1,D,['s4m8_usuario8'],C,4,887.900114059,-0.86,user,s4m8,fix,DDD,0,0.86,DD
2788,71,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1522.39990234,1.499,user,s4m8,fix,CCC,1,1.499,CC
2789,71,s4m8_usuario4,C,['s4m8_usuario11'],C,3,3591.09997749,3.566,user,s4m8,fix,CCC,1,3.566,CC
2790,71,s4m8_usuario5,D,['s4m8_usuario3'],D,1,619.600057602,-0.596,user,s4m8,fix,DDD,0,0.596,DD
2791,71,s4m8_usuario3,D,['s4m8_usuario5'],D,1,757.39979744,-0.731,user,s4m8,fix,DDD,0,0.731,DD
2792,71,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5938.50016594,5.907,user,s4m8,fix,CCC,1,5.907,CC
2793,71,s4m8_usuario6,C,['s4m8_usuario12'],C,3,831.400156021,0.802,user,s4m8,fix,CCC,1,0.802,CC
2794,72,s4m8_usuario2,C,['s4m8_usuario7'],C,3,2547.39999771,2.521,user,s4m8,fix,CCC,1,2.521,CC
2795,72,s4m8_usuario7,C,['s4m8_usuario2'],C,3,601.399898529,0.585,user,s4m8,fix,CCC,1,0.585,CC
2796,72,s4m8_usuario14,C,['s4m8_usuario13'],C,3,5280.20000458,5.252,user,s4m8,fix,CCC,1,5.252,CC
2797,72,s4m8_usuario13,C,['s4m8_usuario14'],C,3,576.300144196,0.55,user,s4m8,fix,CCC,1,0.55,CC
2798,72,s4m8_usuario9,C,['s4m8_usuario10'],C,3,8493.49999428,8.463,user,s4m8,fix,CCC,1,8.463,CC
2799,72,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3746.60015106,3.73,user,s4m8,fix,CCC,1,3.73,CC
2800,72,s4m8_usuario8,C,['s4m8_usuario1'],D,0,3679.69989777,3.652,user,s4m8,fix,CDC,1,3.652,CD
2801,72,s4m8_usuario1,D,['s4m8_usuario8'],C,4,2298.49982262,-2.284,user,s4m8,fix,DCD,0,2.284,DC
2802,72,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1856.29987717,1.829,user,s4m8,fix,CCC,1,1.829,CC
2803,72,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1197.20005989,1.172,user,s4m8,fix,CCC,1,1.172,CC
2804,72,s4m8_usuario5,D,['s4m8_usuario3'],D,1,689.699888229,-0.674,user,s4m8,fix,DDD,0,0.674,DD
2805,72,s4m8_usuario3,D,['s4m8_usuario5'],D,1,775.000095367,-0.75,user,s4m8,fix,DDD,0,0.75,DD
2806,72,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4393.30005646,4.364,user,s4m8,fix,CCC,1,4.364,CC
2807,72,s4m8_usuario6,C,['s4m8_usuario12'],C,3,714.900016785,0.692,user,s4m8,fix,CCC,1,0.692,CC
2808,73,s4m8_usuario2,C,['s4m8_usuario7'],C,3,979.400157928,0.955,user,s4m8,fix,CCC,1,0.955,CC
2809,73,s4m8_usuario7,C,['s4m8_usuario2'],C,3,639.199972153,0.615,user,s4m8,fix,CCC,1,0.615,CC
2810,73,s4m8_usuario14,C,['s4m8_usuario13'],C,3,2577.60000229,2.553,user,s4m8,fix,CCC,1,2.553,CC
2811,73,s4m8_usuario13,C,['s4m8_usuario14'],C,3,695.8999633789999,0.674,user,s4m8,fix,CCC,1,0.674,CC
2812,73,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6180.50003052,6.152,user,s4m8,fix,CCC,1,6.152,CC
2813,73,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4008.30006599,3.983,user,s4m8,fix,CCC,1,3.983,CC
2814,73,s4m8_usuario8,C,['s4m8_usuario1'],C,3,2328.799963,2.303,user,s4m8,fix,CDC,1,2.303,CD
2815,73,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1966.30001068,1.95,user,s4m8,fix,DCC,1,1.95,DC
2816,73,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1778.69987488,1.752,user,s4m8,fix,CCC,1,1.752,CC
2817,73,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1221.99988365,1.196,user,s4m8,fix,CCC,1,1.196,CC
2818,73,s4m8_usuario5,D,['s4m8_usuario3'],D,1,561.500072479,-0.538,user,s4m8,fix,DDD,0,0.538,DD
2819,73,s4m8_usuario3,D,['s4m8_usuario5'],D,1,1862.39981651,-1.838,user,s4m8,fix,DDD,0,1.838,DD
2820,73,s4m8_usuario12,C,['s4m8_usuario6'],C,3,6854.09998894,6.826,user,s4m8,fix,CCC,1,6.826,CC
2821,73,s4m8_usuario6,C,['s4m8_usuario12'],C,3,645.399808884,0.621,user,s4m8,fix,CCC,1,0.621,CC
2822,74,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1336.8999958,1.314,user,s4m8,fix,CCC,1,1.314,CC
2823,74,s4m8_usuario7,C,['s4m8_usuario2'],C,3,773.1001377110001,0.755,user,s4m8,fix,CCC,1,0.755,CC
2824,74,s4m8_usuario14,C,['s4m8_usuario13'],C,3,3481.29987717,3.457,user,s4m8,fix,CCC,1,3.457,CC
2825,74,s4m8_usuario13,C,['s4m8_usuario14'],C,3,601.999998093,0.576,user,s4m8,fix,CCC,1,0.576,CC
2826,74,s4m8_usuario9,C,['s4m8_usuario10'],C,3,7707.799911499999,7.677,user,s4m8,fix,CCC,1,7.677,CC
2827,74,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3081.3999175999998,3.058,user,s4m8,fix,CCC,1,3.058,CC
2828,74,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1271.39997482,1.248,user,s4m8,fix,CCC,1,1.248,CC
2829,74,s4m8_usuario1,C,['s4m8_usuario8'],C,3,1140.49983025,1.117,user,s4m8,fix,CCC,1,1.117,CC
2830,74,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1746.20008469,1.719,user,s4m8,fix,CCC,1,1.719,CC
2831,74,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2802.70004272,2.778,user,s4m8,fix,CCC,1,2.778,CC
2832,74,s4m8_usuario5,D,['s4m8_usuario3'],D,1,584.300041199,-0.56,user,s4m8,fix,DDD,0,0.56,DD
2833,74,s4m8_usuario3,D,['s4m8_usuario5'],D,1,710.500001907,-0.687,user,s4m8,fix,DDD,0,0.687,DD
2834,74,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4375.49996376,4.351,user,s4m8,fix,CCC,1,4.351,CC
2835,74,s4m8_usuario6,C,['s4m8_usuario12'],C,3,671.000003815,0.645,user,s4m8,fix,CCC,1,0.645,CC
2836,75,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1332.49998093,1.308,user,s4m8,fix,CCC,1,1.308,CC
2837,75,s4m8_usuario7,C,['s4m8_usuario2'],C,3,768.800020218,0.745,user,s4m8,fix,CCC,1,0.745,CC
2838,75,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4845.90005875,4.82,user,s4m8,fix,CCC,1,4.82,CC
2839,75,s4m8_usuario13,C,['s4m8_usuario14'],C,3,695.70016861,0.673,user,s4m8,fix,CCC,1,0.673,CC
2840,75,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6634.399890899999,6.607,user,s4m8,fix,CCC,1,6.607,CC
2841,75,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4190.59991837,4.166,user,s4m8,fix,CCC,1,4.166,CC
2842,75,s4m8_usuario8,C,['s4m8_usuario1'],C,3,856.199979782,0.839,user,s4m8,fix,CCC,1,0.839,CC
2843,75,s4m8_usuario1,C,['s4m8_usuario8'],C,3,914.299964905,0.897,user,s4m8,fix,CCC,1,0.897,CC
2844,75,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1608.20007324,1.593,user,s4m8,fix,CCC,1,1.593,CC
2845,75,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1411.09991074,1.388,user,s4m8,fix,CCC,1,1.388,CC
2846,75,s4m8_usuario5,D,['s4m8_usuario3'],D,1,749.799966812,-0.726,user,s4m8,fix,DDD,0,0.726,DD
2847,75,s4m8_usuario3,D,['s4m8_usuario5'],D,1,648.29993248,-0.624,user,s4m8,fix,DDD,0,0.624,DD
2848,75,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5525.49982071,5.496,user,s4m8,fix,CCC,1,5.496,CC
2849,75,s4m8_usuario6,C,['s4m8_usuario12'],C,3,843.4000015260001,0.818,user,s4m8,fix,CCC,1,0.818,CC
2850,76,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1664.70003128,1.642,user,s4m8,fix,CCC,1,1.642,CC
2851,76,s4m8_usuario7,C,['s4m8_usuario2'],C,3,572.000026703,0.549,user,s4m8,fix,CCC,1,0.549,CC
2852,76,s4m8_usuario14,C,['s4m8_usuario13'],C,3,3470.49999237,3.444,user,s4m8,fix,CCC,1,3.444,CC
2853,76,s4m8_usuario13,C,['s4m8_usuario14'],C,3,607.499837875,0.584,user,s4m8,fix,CCC,1,0.584,CC
2854,76,s4m8_usuario9,C,['s4m8_usuario10'],C,3,5403.20014954,5.375,user,s4m8,fix,CCC,1,5.375,CC
2855,76,s4m8_usuario10,C,['s4m8_usuario9'],C,3,3970.29995918,3.947,user,s4m8,fix,CCC,1,3.947,CC
2856,76,s4m8_usuario8,C,['s4m8_usuario1'],C,3,781.8000316619999,0.759,user,s4m8,fix,CCC,1,0.759,CC
2857,76,s4m8_usuario1,C,['s4m8_usuario8'],C,3,674.2000579830001,0.649,user,s4m8,fix,CCC,1,0.649,CC
2858,76,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1937.3998642000001,1.921,user,s4m8,fix,CCC,1,1.921,CC
2859,76,s4m8_usuario4,C,['s4m8_usuario11'],C,3,1093.6999320999998,1.071,user,s4m8,fix,CCC,1,1.071,CC
2860,76,s4m8_usuario5,D,['s4m8_usuario3'],D,1,1419.00014877,-1.394,user,s4m8,fix,DDD,0,1.394,DD
2861,76,s4m8_usuario3,D,['s4m8_usuario5'],D,1,667.39988327,-0.64,user,s4m8,fix,DDD,0,0.64,DD
2862,76,s4m8_usuario12,C,['s4m8_usuario6'],C,3,4788.90013695,4.76,user,s4m8,fix,CCC,1,4.76,CC
2863,76,s4m8_usuario6,C,['s4m8_usuario12'],C,3,750.49996376,0.725,user,s4m8,fix,CCC,1,0.725,CC
2864,77,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1991.80006981,1.966,user,s4m8,fix,CCC,1,1.966,CC
2865,77,s4m8_usuario7,C,['s4m8_usuario2'],C,3,639.400005341,0.614,user,s4m8,fix,CCC,1,0.614,CC
2866,77,s4m8_usuario14,C,['s4m8_usuario13'],C,3,4413.39993477,4.388,user,s4m8,fix,CCC,1,4.388,CC
2867,77,s4m8_usuario13,C,['s4m8_usuario14'],C,3,694.199800491,0.664,user,s4m8,fix,CCC,1,0.664,CC
2868,77,s4m8_usuario9,C,['s4m8_usuario10'],C,3,4138.70000839,4.11,user,s4m8,fix,CCC,1,4.11,CC
2869,77,s4m8_usuario10,C,['s4m8_usuario9'],C,3,4094.00010109,4.07,user,s4m8,fix,CCC,1,4.07,CC
2870,77,s4m8_usuario8,C,['s4m8_usuario1'],C,3,1246.0000515000002,1.219,user,s4m8,fix,CCC,1,1.219,CC
2871,77,s4m8_usuario1,C,['s4m8_usuario8'],C,3,807.30009079,0.777,user,s4m8,fix,CCC,1,0.777,CC
2872,77,s4m8_usuario11,C,['s4m8_usuario4'],C,3,1911.20004654,1.896,user,s4m8,fix,CCC,1,1.896,CC
2873,77,s4m8_usuario4,C,['s4m8_usuario11'],C,3,2221.40002251,2.197,user,s4m8,fix,CCC,1,2.197,CC
2874,77,s4m8_usuario5,D,['s4m8_usuario3'],D,1,4085.50000191,-4.06,user,s4m8,fix,DDD,0,4.06,DD
2875,77,s4m8_usuario3,D,['s4m8_usuario5'],D,1,1888.29994202,-1.86,user,s4m8,fix,DDD,0,1.86,DD
2876,77,s4m8_usuario12,C,['s4m8_usuario6'],C,3,5686.00010872,5.658,user,s4m8,fix,CCC,1,5.658,CC
2877,77,s4m8_usuario6,C,['s4m8_usuario12'],C,3,1351.99999809,1.329,user,s4m8,fix,CCC,1,1.329,CC
2878,78,s4m8_usuario2,C,['s4m8_usuario7'],C,3,1449.70011711,1.433,user,s4m8,fix,CCC,1,1.433,CC
2879,78,s4m8_usuario7,C,['s4m8_usuario2'],C,3,738.300085068,0.72,user,s4m8,fix,CCC,1,0.72,CC
2880,78,s4m8_usuario14,C,['s4m8_usuario13'],C,3,3335.7000351,3.314,user,s4m8,fix,CCC,1,3.314,CC
2881,78,s4m8_usuario13,C,['s4m8_usuario14'],C,3,654.500007629,0.639,user,s4m8,fix,CCC,1,0.639,CC
2882,78,s4m8_usuario9,C,['s4m8_usuario10'],C,3,6397.70007133,6.378,user,s4m8,fix,CCC,1,6.378,CC
2883,78,s4m8_usuario10,C,['s4m8_usuario9'],C,3,5236.90009117,5.208,user,s4m8,fix,CCC,1,5.208,CC
