,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,prev,response,abs_time
5301,19,s6m22_usuario14,D,['s6m22_usuario1'],C,4,1785.29977798,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5302,19,s6m22_usuario15,D,['s6m22_usuario9'],C,4,3972.10001945,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5303,19,s6m22_usuario16,D,['s6m22_usuario3'],D,1,914.299964905,0.0,user,s6m22,changing,DDD,DD,0,0.0
5304,20,s6m22_usuario1,D,['s6m22_usuario14'],D,1,1680.29999733,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5305,20,s6m22_usuario2,D,['s6m22_usuario10'],D,1,685.199975967,0.0,user,s6m22,changing,DDD,DD,0,0.0
5306,20,s6m22_usuario3,D,['s6m22_usuario6'],D,1,5853.10006142,-0.005,user,s6m22,changing,DDD,DD,0,0.005
5307,20,s6m22_usuario4,D,['s6m22_usuario7'],D,1,1636.70015335,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5308,20,s6m22_usuario5,D,['s6m22_usuario15'],D,1,1287.00017929,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5309,20,s6m22_usuario6,D,['s6m22_usuario3'],D,1,1769.09995079,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5310,20,s6m22_usuario7,D,['s6m22_usuario4'],D,1,1721.60005569,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5311,20,s6m22_usuario8,C,['s6m22_usuario9'],C,3,1530.00020981,0.001,user,s6m22,changing,CCC,CC,1,0.001
5312,20,s6m22_usuario9,C,['s6m22_usuario8'],C,3,3143.8999175999998,0.003,user,s6m22,changing,CDC,CD,1,0.003
5313,20,s6m22_usuario10,D,['s6m22_usuario2'],D,1,2023.59986305,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5314,20,s6m22_usuario11,C,['s6m22_usuario13'],D,0,1023.2000350999999,0.001,user,s6m22,changing,CCC,CC,1,0.001
5315,20,s6m22_usuario12,D,['s6m22_usuario16'],D,1,6568.40014458,-0.006,user,s6m22,changing,DDD,DD,0,0.006
5316,20,s6m22_usuario13,D,['s6m22_usuario11'],C,4,1671.90003395,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5317,20,s6m22_usuario14,D,['s6m22_usuario1'],D,1,1612.20002174,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5318,20,s6m22_usuario15,D,['s6m22_usuario5'],D,1,8137.20011711,-0.008,user,s6m22,changing,DCD,DC,0,0.008
5319,20,s6m22_usuario16,D,['s6m22_usuario12'],D,1,3320.69993019,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5320,21,s6m22_usuario1,D,['s6m22_usuario15'],D,1,3125.90003014,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5321,21,s6m22_usuario2,D,['s6m22_usuario8'],C,4,614.499807358,0.0,user,s6m22,changing,DDD,DD,0,0.0
5322,21,s6m22_usuario3,D,['s6m22_usuario5'],C,4,3499.79996681,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5323,21,s6m22_usuario4,D,['s6m22_usuario14'],D,1,3520.60008049,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5324,21,s6m22_usuario5,C,['s6m22_usuario3'],D,0,1396.8000412000001,0.001,user,s6m22,changing,DDC,DD,1,0.001
5325,21,s6m22_usuario6,C,['s6m22_usuario11'],C,3,1759.70005989,0.001,user,s6m22,changing,DDC,DD,1,0.001
5326,21,s6m22_usuario7,D,['s6m22_usuario16'],D,1,1557.99984932,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5327,21,s6m22_usuario8,C,['s6m22_usuario2'],D,0,926.199913025,0.0,user,s6m22,changing,CCC,CC,1,0.0
5328,21,s6m22_usuario9,C,['s6m22_usuario13'],D,0,4265.49983025,0.004,user,s6m22,changing,CCC,CC,1,0.004
5329,21,s6m22_usuario10,D,['s6m22_usuario12'],D,1,1214.30015564,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5330,21,s6m22_usuario11,C,['s6m22_usuario6'],C,3,972.200155258,0.0,user,s6m22,changing,CDC,CD,1,0.0
5331,21,s6m22_usuario12,D,['s6m22_usuario10'],D,1,667.500019073,0.0,user,s6m22,changing,DDD,DD,0,0.0
5332,21,s6m22_usuario13,D,['s6m22_usuario9'],C,4,1629.60004807,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5333,21,s6m22_usuario14,D,['s6m22_usuario4'],D,1,1382.10010529,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5334,21,s6m22_usuario15,D,['s6m22_usuario1'],D,1,6124.90010262,-0.006,user,s6m22,changing,DDD,DD,0,0.006
5335,21,s6m22_usuario16,D,['s6m22_usuario7'],D,1,1389.49990273,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5336,22,s6m22_usuario1,D,['s6m22_usuario8'],C,4,3797.30010033,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5337,22,s6m22_usuario2,D,['s6m22_usuario3'],D,1,930.399894714,0.0,user,s6m22,changing,DCD,DC,0,0.0
5338,22,s6m22_usuario3,D,['s6m22_usuario2'],D,1,3531.69989586,-0.003,user,s6m22,changing,DCD,DC,0,0.003
5339,22,s6m22_usuario4,C,['s6m22_usuario5'],D,0,1919.80004311,0.001,user,s6m22,changing,DDC,DD,1,0.001
5340,22,s6m22_usuario5,D,['s6m22_usuario4'],C,4,1815.99998474,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5341,22,s6m22_usuario6,C,['s6m22_usuario9'],D,0,1511.29984856,0.001,user,s6m22,changing,CCC,CC,1,0.001
5342,22,s6m22_usuario7,D,['s6m22_usuario14'],D,1,1401.00002289,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5343,22,s6m22_usuario8,C,['s6m22_usuario1'],D,0,718.0001735689999,0.0,user,s6m22,changing,CDC,CD,1,0.0
5344,22,s6m22_usuario9,D,['s6m22_usuario6'],C,4,3201.80010796,-0.003,user,s6m22,changing,CDD,CD,0,0.003
5345,22,s6m22_usuario10,D,['s6m22_usuario11'],D,1,866.1000728610001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5346,22,s6m22_usuario11,D,['s6m22_usuario10'],D,1,1928.30014229,-0.001,user,s6m22,changing,CCD,CC,0,0.001
5347,22,s6m22_usuario12,D,['s6m22_usuario13'],D,1,736.9000911710001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5348,22,s6m22_usuario13,D,['s6m22_usuario12'],D,1,2206.3999175999998,-0.002,user,s6m22,changing,DCD,DC,0,0.002
5349,22,s6m22_usuario14,D,['s6m22_usuario7'],D,1,1606.60004616,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5350,22,s6m22_usuario15,D,['s6m22_usuario16'],C,4,5808.20012093,-0.005,user,s6m22,changing,DDD,DD,0,0.005
5351,22,s6m22_usuario16,C,['s6m22_usuario15'],D,0,5538.40017319,0.005,user,s6m22,changing,DDC,DD,1,0.005
5352,23,s6m22_usuario1,D,['s6m22_usuario5'],D,1,3581.00008965,-0.003,user,s6m22,changing,DCD,DC,0,0.003
5353,23,s6m22_usuario2,D,['s6m22_usuario3'],D,1,547.1999645230001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5354,23,s6m22_usuario3,D,['s6m22_usuario2'],D,1,2248.19993973,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5355,23,s6m22_usuario4,C,['s6m22_usuario11'],C,3,1592.49997139,0.001,user,s6m22,changing,CDC,CD,1,0.001
5356,23,s6m22_usuario5,D,['s6m22_usuario1'],D,1,584.0997695919999,0.0,user,s6m22,changing,DCD,DC,0,0.0
5357,23,s6m22_usuario6,C,['s6m22_usuario16'],D,0,2109.09986496,0.002,user,s6m22,changing,CDC,CD,1,0.002
5358,23,s6m22_usuario7,D,['s6m22_usuario8'],C,4,1058.89987946,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5359,23,s6m22_usuario8,C,['s6m22_usuario7'],D,0,1168.99991035,0.001,user,s6m22,changing,CDC,CD,1,0.001
5360,23,s6m22_usuario9,C,['s6m22_usuario10'],D,0,3128.09991837,0.003,user,s6m22,changing,DCC,DC,1,0.003
5361,23,s6m22_usuario10,D,['s6m22_usuario9'],C,4,3160.49981117,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5362,23,s6m22_usuario11,C,['s6m22_usuario4'],C,3,925.400018692,0.0,user,s6m22,changing,DDC,DD,1,0.0
5363,23,s6m22_usuario12,D,['s6m22_usuario14'],D,1,947.000026703,0.0,user,s6m22,changing,DDD,DD,0,0.0
5364,23,s6m22_usuario13,D,['s6m22_usuario15'],D,1,1878.09991837,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5365,23,s6m22_usuario14,D,['s6m22_usuario12'],D,1,1251.99985504,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5366,23,s6m22_usuario15,D,['s6m22_usuario13'],D,1,8984.40003395,-0.008,user,s6m22,changing,DCD,DC,0,0.008
5367,23,s6m22_usuario16,D,['s6m22_usuario6'],C,4,4477.30016708,-0.004,user,s6m22,changing,CDD,CD,0,0.004
5368,24,s6m22_usuario1,D,['s6m22_usuario7'],C,4,3663.39993477,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5369,24,s6m22_usuario2,D,['s6m22_usuario10'],D,1,601.999998093,0.0,user,s6m22,changing,DDD,DD,0,0.0
5370,24,s6m22_usuario3,D,['s6m22_usuario13'],D,1,1799.80015755,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5371,24,s6m22_usuario4,D,['s6m22_usuario6'],D,1,3295.30000687,-0.003,user,s6m22,changing,CCD,CC,0,0.003
5372,24,s6m22_usuario5,D,['s6m22_usuario9'],C,4,684.30018425,0.0,user,s6m22,changing,DDD,DD,0,0.0
5373,24,s6m22_usuario6,D,['s6m22_usuario4'],D,1,1374.20010567,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5374,24,s6m22_usuario7,C,['s6m22_usuario1'],D,0,13447.1001625,0.013,user,s6m22,changing,DCC,DC,1,0.013
5375,24,s6m22_usuario8,C,['s6m22_usuario12'],D,0,675.60005188,0.0,user,s6m22,changing,CDC,CD,1,0.0
5376,24,s6m22_usuario9,C,['s6m22_usuario5'],D,0,4539.20006752,0.004,user,s6m22,changing,CDC,CD,1,0.004
5377,24,s6m22_usuario10,D,['s6m22_usuario2'],D,1,1963.4001254999998,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5378,24,s6m22_usuario11,D,['s6m22_usuario15'],D,1,3003.49998474,-0.002,user,s6m22,changing,CCD,CC,0,0.002
5379,24,s6m22_usuario12,D,['s6m22_usuario8'],C,4,6841.79997444,-0.006,user,s6m22,changing,DDD,DD,0,0.006
5380,24,s6m22_usuario13,D,['s6m22_usuario3'],D,1,2131.99996948,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5381,24,s6m22_usuario14,D,['s6m22_usuario16'],D,1,1251.89995766,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5382,24,s6m22_usuario15,D,['s6m22_usuario11'],D,1,10541.1999226,-0.01,user,s6m22,changing,DDD,DD,0,0.01
5383,24,s6m22_usuario16,D,['s6m22_usuario14'],D,1,3184.90004539,-0.003,user,s6m22,changing,DCD,DC,0,0.003
5384,25,s6m22_usuario1,D,['s6m22_usuario14'],D,1,8030.20000458,-0.008,user,s6m22,changing,DCD,DC,0,0.008
5385,25,s6m22_usuario2,D,['s6m22_usuario13'],C,4,824.89991188,0.0,user,s6m22,changing,DDD,DD,0,0.0
5386,25,s6m22_usuario3,D,['s6m22_usuario12'],D,1,21766.700029400003,-0.021,user,s6m22,changing,DDD,DD,0,0.021
5387,25,s6m22_usuario4,D,['s6m22_usuario10'],D,1,1768.39995384,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5388,25,s6m22_usuario5,D,['s6m22_usuario15'],D,1,1047.6000309,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5389,25,s6m22_usuario6,D,['s6m22_usuario9'],D,1,1197.20005989,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5390,25,s6m22_usuario7,D,['s6m22_usuario8'],C,4,1549.0000248,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5391,25,s6m22_usuario8,C,['s6m22_usuario7'],D,0,920.6998348239999,0.0,user,s6m22,changing,CDC,CD,1,0.0
5392,25,s6m22_usuario9,D,['s6m22_usuario6'],D,1,2409.19995308,-0.002,user,s6m22,changing,CDD,CD,0,0.002
5393,25,s6m22_usuario10,D,['s6m22_usuario4'],D,1,1944.70000267,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5394,25,s6m22_usuario11,C,['s6m22_usuario16'],D,0,1796.00000381,0.001,user,s6m22,changing,DDC,DD,1,0.001
5395,25,s6m22_usuario12,D,['s6m22_usuario3'],D,1,10504.600048100001,-0.01,user,s6m22,changing,DCD,DC,0,0.01
5396,25,s6m22_usuario13,C,['s6m22_usuario2'],D,0,5564.30006027,0.005,user,s6m22,changing,DDC,DD,1,0.005
5397,25,s6m22_usuario14,D,['s6m22_usuario1'],D,1,1459.89990234,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5398,25,s6m22_usuario15,D,['s6m22_usuario5'],D,1,6959.39993858,-0.006,user,s6m22,changing,DDD,DD,0,0.006
5399,25,s6m22_usuario16,D,['s6m22_usuario11'],C,4,1164.20006752,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5400,26,s6m22_usuario1,C,['s6m22_usuario4'],C,3,8440.69981575,0.008,user,s6m22,changing,DDC,DD,1,0.008
5401,26,s6m22_usuario2,D,['s6m22_usuario13'],D,1,1078.39989662,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5402,26,s6m22_usuario3,D,['s6m22_usuario6'],D,1,4822.09992409,-0.004,user,s6m22,changing,DDD,DD,0,0.004
5403,26,s6m22_usuario4,C,['s6m22_usuario1'],C,3,2200.50001144,0.002,user,s6m22,changing,DDC,DD,1,0.002
5404,26,s6m22_usuario5,D,['s6m22_usuario11'],C,4,652.3001194,0.0,user,s6m22,changing,DDD,DD,0,0.0
5405,26,s6m22_usuario6,D,['s6m22_usuario3'],D,1,971.2998867030001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5406,26,s6m22_usuario7,D,['s6m22_usuario9'],C,4,1786.79990768,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5407,26,s6m22_usuario8,C,['s6m22_usuario10'],D,0,1749.19986725,0.001,user,s6m22,changing,CDC,CD,1,0.001
5408,26,s6m22_usuario9,C,['s6m22_usuario7'],D,0,2400.39992332,0.002,user,s6m22,changing,DDC,DD,1,0.002
5409,26,s6m22_usuario10,D,['s6m22_usuario8'],C,4,1020.20001411,0.0,user,s6m22,changing,DDD,DD,0,0.0
5410,26,s6m22_usuario11,C,['s6m22_usuario5'],D,0,916.499853134,0.0,user,s6m22,changing,CDC,CD,1,0.0
5411,26,s6m22_usuario12,C,['s6m22_usuario15'],D,0,835.700035095,0.0,user,s6m22,changing,DDC,DD,1,0.0
5412,26,s6m22_usuario13,D,['s6m22_usuario2'],D,1,1761.30008698,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5413,26,s6m22_usuario14,D,['s6m22_usuario16'],D,1,1548.20013046,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5414,26,s6m22_usuario15,D,['s6m22_usuario12'],C,4,3883.39996338,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5415,26,s6m22_usuario16,D,['s6m22_usuario14'],D,1,1378.50022316,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5416,27,s6m22_usuario1,D,['s6m22_usuario15'],D,1,3897.50003815,-0.003,user,s6m22,changing,CCD,CC,0,0.003
5417,27,s6m22_usuario2,D,['s6m22_usuario5'],D,1,736.9000911710001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5418,27,s6m22_usuario3,C,['s6m22_usuario13'],D,0,2817.99983978,0.002,user,s6m22,changing,DDC,DD,1,0.002
5419,27,s6m22_usuario4,C,['s6m22_usuario11'],D,0,2194.70000267,0.002,user,s6m22,changing,CCC,CC,1,0.002
5420,27,s6m22_usuario5,D,['s6m22_usuario2'],D,1,1513.70000839,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5421,27,s6m22_usuario6,D,['s6m22_usuario14'],C,4,1120.59998512,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5422,27,s6m22_usuario7,D,['s6m22_usuario9'],D,1,2901.29995346,-0.002,user,s6m22,changing,DCD,DC,0,0.002
5423,27,s6m22_usuario8,C,['s6m22_usuario12'],D,0,1294.49987411,0.001,user,s6m22,changing,CDC,CD,1,0.001
5424,27,s6m22_usuario9,D,['s6m22_usuario7'],D,1,2934.79990959,-0.002,user,s6m22,changing,CDD,CD,0,0.002
5425,27,s6m22_usuario10,D,['s6m22_usuario16'],D,1,1316.40005112,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5426,27,s6m22_usuario11,D,['s6m22_usuario4'],C,4,3061.80000305,-0.003,user,s6m22,changing,CDD,CD,0,0.003
5427,27,s6m22_usuario12,D,['s6m22_usuario8'],C,4,1055.5999279,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5428,27,s6m22_usuario13,D,['s6m22_usuario3'],C,4,1359.49993134,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5429,27,s6m22_usuario14,C,['s6m22_usuario6'],D,0,1990.29994011,0.001,user,s6m22,changing,DDC,DD,1,0.001
5430,27,s6m22_usuario15,D,['s6m22_usuario1'],D,1,2797.6000309,-0.002,user,s6m22,changing,DCD,DC,0,0.002
5431,27,s6m22_usuario16,D,['s6m22_usuario10'],D,1,1809.70001221,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5432,28,s6m22_usuario1,C,['s6m22_usuario2'],D,0,3755.3999424000003,0.003,user,s6m22,changing,DDC,DD,1,0.003
5433,28,s6m22_usuario2,D,['s6m22_usuario1'],C,4,688.199996948,0.0,user,s6m22,changing,DDD,DD,0,0.0
5434,28,s6m22_usuario3,D,['s6m22_usuario4'],D,1,2295.20010948,-0.002,user,s6m22,changing,CDD,CD,0,0.002
5435,28,s6m22_usuario4,D,['s6m22_usuario3'],D,1,2283.10012817,-0.002,user,s6m22,changing,CDD,CD,0,0.002
5436,28,s6m22_usuario5,D,['s6m22_usuario16'],D,1,628.099918365,0.0,user,s6m22,changing,DDD,DD,0,0.0
5437,28,s6m22_usuario6,D,['s6m22_usuario15'],D,1,1583.30011368,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5438,28,s6m22_usuario7,D,['s6m22_usuario11'],C,4,1526.29995346,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5439,28,s6m22_usuario8,C,['s6m22_usuario10'],D,0,1220.09992599,0.001,user,s6m22,changing,CDC,CD,1,0.001
5440,28,s6m22_usuario9,C,['s6m22_usuario14'],D,0,2493.40009689,0.002,user,s6m22,changing,DDC,DD,1,0.002
5441,28,s6m22_usuario10,D,['s6m22_usuario8'],C,4,829.200029373,0.0,user,s6m22,changing,DDD,DD,0,0.0
5442,28,s6m22_usuario11,C,['s6m22_usuario7'],D,0,1568.30000877,0.001,user,s6m22,changing,DCC,DC,1,0.001
5443,28,s6m22_usuario12,C,['s6m22_usuario13'],D,0,4820.89996338,0.004,user,s6m22,changing,DCC,DC,1,0.004
5444,28,s6m22_usuario13,D,['s6m22_usuario12'],C,4,1582.20005035,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5445,28,s6m22_usuario14,D,['s6m22_usuario9'],C,4,1741.60003662,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5446,28,s6m22_usuario15,D,['s6m22_usuario6'],D,1,2643.39995384,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5447,28,s6m22_usuario16,D,['s6m22_usuario5'],D,1,885.900020599,0.0,user,s6m22,changing,DDD,DD,0,0.0
5448,29,s6m22_usuario1,C,['s6m22_usuario11'],C,3,2679.89993095,0.002,user,s6m22,changing,CDC,CD,1,0.002
5449,29,s6m22_usuario2,D,['s6m22_usuario12'],C,4,1100.00014305,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5450,29,s6m22_usuario3,D,['s6m22_usuario7'],D,1,8368.79992485,-0.008,user,s6m22,changing,DDD,DD,0,0.008
5451,29,s6m22_usuario4,D,['s6m22_usuario9'],D,1,1777.49991417,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5452,29,s6m22_usuario5,D,['s6m22_usuario14'],D,1,630.4998397830001,0.0,user,s6m22,changing,DDD,DD,0,0.0
5453,29,s6m22_usuario6,D,['s6m22_usuario13'],D,1,872.30014801,0.0,user,s6m22,changing,DDD,DD,0,0.0
5454,29,s6m22_usuario7,D,['s6m22_usuario3'],D,1,966.799974442,0.0,user,s6m22,changing,DCD,DC,0,0.0
5455,29,s6m22_usuario8,C,['s6m22_usuario15'],D,0,3759.09996033,0.003,user,s6m22,changing,CDC,CD,1,0.003
5456,29,s6m22_usuario9,D,['s6m22_usuario4'],D,1,4729.00009155,-0.004,user,s6m22,changing,CDD,CD,0,0.004
5457,29,s6m22_usuario10,D,['s6m22_usuario16'],D,1,608.999967575,0.0,user,s6m22,changing,DCD,DC,0,0.0
5458,29,s6m22_usuario11,C,['s6m22_usuario1'],C,3,1046.90003395,0.001,user,s6m22,changing,CDC,CD,1,0.001
5459,29,s6m22_usuario12,C,['s6m22_usuario2'],D,0,972.599983215,0.0,user,s6m22,changing,CDC,CD,1,0.0
5460,29,s6m22_usuario13,D,['s6m22_usuario6'],D,1,1708.60004425,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5461,29,s6m22_usuario14,D,['s6m22_usuario5'],D,1,1660.69984436,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5462,29,s6m22_usuario15,D,['s6m22_usuario8'],C,4,6707.00001717,-0.006,user,s6m22,changing,DDD,DD,0,0.006
5463,29,s6m22_usuario16,D,['s6m22_usuario10'],D,1,680.500030518,0.0,user,s6m22,changing,DDD,DD,0,0.0
5464,30,s6m22_usuario1,C,['s6m22_usuario10'],D,0,4292.59991646,0.004,user,s6m22,changing,CCC,CC,1,0.004
5465,30,s6m22_usuario2,D,['s6m22_usuario4'],C,4,2654.99997139,-0.002,user,s6m22,changing,DCD,DC,0,0.002
5466,30,s6m22_usuario3,D,['s6m22_usuario7'],D,1,10850.1000404,-0.01,user,s6m22,changing,DDD,DD,0,0.01
5467,30,s6m22_usuario4,C,['s6m22_usuario2'],D,0,2596.30012512,0.002,user,s6m22,changing,DDC,DD,1,0.002
5468,30,s6m22_usuario5,D,['s6m22_usuario16'],D,1,553.29990387,0.0,user,s6m22,changing,DDD,DD,0,0.0
5469,30,s6m22_usuario6,D,['s6m22_usuario13'],D,1,665.400028229,0.0,user,s6m22,changing,DDD,DD,0,0.0
5470,30,s6m22_usuario7,D,['s6m22_usuario3'],D,1,2400.6998539,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5471,30,s6m22_usuario8,C,['s6m22_usuario14'],D,0,2170.30000687,0.002,user,s6m22,changing,CDC,CD,1,0.002
5472,30,s6m22_usuario9,C,['s6m22_usuario15'],D,0,3696.70009613,0.003,user,s6m22,changing,DDC,DD,1,0.003
5473,30,s6m22_usuario10,D,['s6m22_usuario1'],C,4,789.20006752,0.0,user,s6m22,changing,DDD,DD,0,0.0
5474,30,s6m22_usuario11,C,['s6m22_usuario12'],D,0,983.1998348239999,0.0,user,s6m22,changing,CCC,CC,1,0.0
5475,30,s6m22_usuario12,D,['s6m22_usuario11'],C,4,1339.20001984,-0.001,user,s6m22,changing,CDD,CD,0,0.001
5476,30,s6m22_usuario13,D,['s6m22_usuario6'],D,1,1382.79986382,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5477,30,s6m22_usuario14,D,['s6m22_usuario8'],C,4,1269.19984818,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5478,30,s6m22_usuario15,D,['s6m22_usuario9'],C,4,6512.4001503,-0.006,user,s6m22,changing,DCD,DC,0,0.006
5479,30,s6m22_usuario16,D,['s6m22_usuario5'],D,1,821.500062943,0.0,user,s6m22,changing,DDD,DD,0,0.0
5480,31,s6m22_usuario1,D,['s6m22_usuario12'],D,1,3175.29988289,-0.003,user,s6m22,changing,CDD,CD,0,0.003
5481,31,s6m22_usuario2,D,['s6m22_usuario16'],D,1,717.9000377660001,0.0,user,s6m22,changing,DCD,DC,0,0.0
5482,31,s6m22_usuario3,D,['s6m22_usuario11'],C,4,9268.10002327,-0.009,user,s6m22,changing,DDD,DD,0,0.009
5483,31,s6m22_usuario4,C,['s6m22_usuario14'],D,0,1004.80008125,0.0,user,s6m22,changing,CDC,CD,1,0.0
5484,31,s6m22_usuario5,C,['s6m22_usuario15'],D,0,1144.09995079,0.001,user,s6m22,changing,DDC,DD,1,0.001
5485,31,s6m22_usuario6,D,['s6m22_usuario8'],C,4,731.599807739,0.0,user,s6m22,changing,DDD,DD,0,0.0
5486,31,s6m22_usuario7,D,['s6m22_usuario13'],D,1,1783.49995613,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5487,31,s6m22_usuario8,C,['s6m22_usuario6'],D,0,1717.10014343,0.001,user,s6m22,changing,CDC,CD,1,0.001
5488,31,s6m22_usuario9,D,['s6m22_usuario10'],D,1,6278.80001068,-0.006,user,s6m22,changing,CDD,CD,0,0.006
5489,31,s6m22_usuario10,D,['s6m22_usuario9'],D,1,7435.40000916,-0.007,user,s6m22,changing,DCD,DC,0,0.007
5490,31,s6m22_usuario11,C,['s6m22_usuario3'],D,0,834.200143814,0.0,user,s6m22,changing,CDC,CD,1,0.0
5491,31,s6m22_usuario12,D,['s6m22_usuario1'],D,1,819.70000267,0.0,user,s6m22,changing,DCD,DC,0,0.0
5492,31,s6m22_usuario13,D,['s6m22_usuario7'],D,1,1332.09991455,-0.001,user,s6m22,changing,DDD,DD,0,0.001
5493,31,s6m22_usuario14,D,['s6m22_usuario4'],C,4,1361.70005798,-0.001,user,s6m22,changing,DCD,DC,0,0.001
5494,31,s6m22_usuario15,D,['s6m22_usuario5'],C,4,5323.60005379,-0.005,user,s6m22,changing,DCD,DC,0,0.005
5495,31,s6m22_usuario16,D,['s6m22_usuario2'],D,1,959.3000411989999,0.0,user,s6m22,changing,DDD,DD,0,0.0
5496,32,s6m22_usuario1,D,['s6m22_usuario11'],D,1,3481.29987717,-0.003,user,s6m22,changing,DDD,DD,0,0.003
5497,32,s6m22_usuario2,D,['s6m22_usuario4'],C,4,602.400064468,0.0,user,s6m22,changing,DDD,DD,0,0.0
5498,32,s6m22_usuario3,D,['s6m22_usuario10'],D,1,2754.1000843,-0.002,user,s6m22,changing,DCD,DC,0,0.002
5499,32,s6m22_usuario4,C,['s6m22_usuario2'],D,0,1614.79997635,0.001,user,s6m22,changing,CDC,CD,1,0.001
5500,32,s6m22_usuario5,D,['s6m22_usuario12'],D,1,821.3999271389999,0.0,user,s6m22,changing,CDD,CD,0,0.0
5501,32,s6m22_usuario6,C,['s6m22_usuario15'],D,0,3240.00000954,0.003,user,s6m22,changing,DCC,DC,1,0.003
5502,32,s6m22_usuario7,D,['s6m22_usuario13'],D,1,2942.00015068,-0.002,user,s6m22,changing,DDD,DD,0,0.002
5503,32,s6m22_usuario8,C,['s6m22_usuario16'],D,0,977.1001338960001,0.0,user,s6m22,changing,CDC,CD,1,0.0
5504,32,s6m22_usuario9,C,['s6m22_usuario14'],D,0,2446.29979134,0.002,user,s6m22,changing,DDC,DD,1,0.002
5505,32,s6m22_usuario10,D,['s6m22_usuario3'],D,1,899.100065231,0.0,user,s6m22,changing,DDD,DD,0,0.0
5506,32,s6m22_usuario11,D,['s6m22_usuario1'],D,1,1286.8001461,-0.001,user,s6m22,changing,CDD,CD,0,0.001
