11920.0000763, C, 126, 1, first, 4, MCC, first, 0.389920424403, 5
8460.00003815, D, 47, 23, D, 5, PD, user, 0.438943894389, 5
3170.00007629, D, 47, 24, D, 5, PD, user, 0.497907949791, 5
7730.00001907, D, 47, 25, D, 2, PD, user, 0.0, 2
9269.99998093, D, 47, 26, D, 3, PD, user, 0.207920792079, 3
3579.99992371, C, 47, 27, D, 5, PD, user, 0.583333333333, 6
4039.99996185, D, 47, 28, C, 3, PD, user, 0.162790697674, 3
8650.00009537, D, 47, 29, D, 5, PD, user, 0.339207048458, 5
2470.00002861, D, 47, 30, D, 4, PD, user, 0.295774647887, 4
12659.9998474, D, 47, 31, D, 3, PD, user, 0.205020920502, 3
8080.00016212, D, 47, 32, D, 3, PD, user, 0.189189189189, 3
3839.99991417, D, 47, 33, D, 3, PD, user, 0.2, 3
2839.99991417, D, 47, 34, D, 4, PD, user, 0.244186046512, 4
10670.0000763, D, 47, 35, D, 4, PD, user, 0.306569343066, 4
2350.00014305, D, 47, 36, D, 4, PD, user, 0.27374301676, 4
8139.99986649, D, 47, 37, D, 5, PD, user, 0.459459459459, 5
11560.0001812, D, 47, 38, D, 4, PD, user, 0.304347826087, 4
4889.99986649, D, 47, 39, D, 4, PD, user, 0.333333333333, 4
6649.99985695, D, 47, 40, D, 4, PD, user, 0.432989690722, 4
5410.00008583, D, 47, 41, D, 3, PD, user, 0.27374301676, 3
4500.0, D, 47, 42, D, 5, PD, user, 0.449541284404, 5
3670.00007629, D, 47, 43, D, 5, PD, user, 0.411764705882, 5
3650.00009537, D, 47, 44, D, 4, PD, user, 0.431279620853, 4
9720.00002861, D, 47, 45, D, 5, PD, user, 0.583333333333, 5
3269.99998093, D, 47, 46, D, 4, PD, user, 0.339207048458, 4
2140.0001049, D, 47, 47, D, 4, PD, user, 0.339207048458, 4
5369.99988556, C, 111, 1, first, 4, MCC, first, 0.4375, 5
12360.0001335, C, 111, 2, C, 4, MCC, user, 0.53488372093, 5
9630.00011444, C, 111, 3, C, 1, MCC, user, 0.0634441087613, 2
13980.0000191, C, 111, 4, C, 2, MCC, user, 0.196787148594, 3
8539.99996185, C, 111, 5, C, 4, MCC, user, 0.358974358974, 5
3349.99990463, C, 111, 6, C, 2, MCC, user, 0.189189189189, 3
5980.00001907, C, 111, 7, C, 2, MCC, user, 0.299610894942, 3
7519.99998093, C, 111, 8, C, 0, MCC, user, 0.0, 1
5419.99983788, C, 111, 9, C, 3, MCC, user, 0.298780487805, 4
4359.9998951, C, 111, 10, C, 1, MCC, user, 0.0675241157556, 2
4179.99982834, C, 111, 11, C, 3, MCC, user, 0.285714285714, 4
6169.99983788, C, 111, 12, C, 1, MCC, user, 0.0804597701149, 2
3009.99999046, D, 111, 13, C, 2, MCC, user, 0.166666666667, 2
3319.99993324, C, 111, 14, D, 3, MCC, user, 0.348659003831, 4
3690.00005722, D, 111, 15, C, 3, MCC, user, 0.213973799127, 3
9460.00003815, C, 111, 16, D, 1, MCC, user, 0.10447761194, 2
7769.99998093, C, 111, 17, C, 1, MCC, user, 0.179487179487, 2
6120.00012398, D, 111, 18, C, 2, MCC, user, 0.10447761194, 2
2319.99993324, C, 111, 19, D, 2, MCC, user, 0.183006535948, 3
1840.00015259, D, 111, 20, C, 2, MCC, user, 0.139072847682, 2
7160.00008583, D, 111, 21, D, 1, MCC, user, 0.0654205607477, 1
1539.99996185, C, 111, 22, D, 2, MCC, user, 0.189189189189, 3
3480.00001907, C, 111, 23, C, 2, MCC, user, 0.251497005988, 3
2799.99995232, C, 111, 24, C, 1, MCC, user, 0.148936170213, 2
5460.00003815, C, 111, 25, C, 0, MCC, user, 0.0, 1
6930.00006676, C, 111, 26, C, 1, MCC, user, 0.0995260663507, 2
2819.99993324, C, 111, 27, C, 4, MCC, user, 0.435028248588, 5
3509.99999046, C, 111, 28, C, 0, MCC, user, 0.0, 1
2409.99984741, C, 111, 29, C, 1, MCC, user, 0.10071942446, 2
3160.00008583, D, 111, 30, C, 3, MCC, user, 0.189189189189, 3
3369.99988556, C, 111, 31, D, 2, MCC, user, 0.181034482759, 3
4539.99996185, C, 111, 32, C, 1, MCC, user, 0.0972222222222, 2
4120.00012398, D, 111, 33, C, 2, MCC, user, 0.109947643979, 2
4259.99999046, C, 111, 34, D, 2, MCC, user, 0.162790697674, 3
2589.99991417, C, 111, 35, C, 2, MCC, user, 0.196787148594, 3
3000.0, C, 111, 36, C, 0, MCC, user, 0.0, 1
5619.99988556, D, 111, 37, C, 2, MCC, user, 0.160305343511, 2
5649.99985695, C, 111, 38, D, 2, MCC, user, 0.202898550725, 3
7769.99998093, D, 111, 39, C, 3, MCC, user, 0.160305343511, 3
2500.0, D, 111, 40, D, 1, MCC, user, 0.0419161676647, 1
9169.99983788, D, 111, 41, D, 1, MCC, user, 0.0374331550802, 1
9919.99983788, C, 111, 42, D, 3, MCC, user, 0.259259259259, 4
9059.99994278, C, 111, 43, C, 3, MCC, user, 0.291666666667, 4
9030.00020981, D, 111, 44, C, 2, MCC, user, 0.162790697674, 2
7850.00014305, D, 111, 45, D, 2, MCC, user, 0.189189189189, 2
11080.0001621, C, 111, 46, D, 2, MCC, user, 0.227642276423, 3
10960.0000381, D, 111, 47, C, 3, MCC, user, 0.234449760766, 3
6460.00003815, D, 46, 1, first, 4, PD, first, 0.281609195402, 4
5719.99979019, D, 46, 2, D, 3, PD, user, 0.339207048458, 3
7830.00016212, D, 46, 3, D, 4, PD, user, 0.259259259259, 4
12179.9998283, D, 46, 4, D, 2, PD, user, 0.137254901961, 2
17740.0000095, D, 46, 5, D, 5, PD, user, 0.381818181818, 5
23629.999876, D, 46, 6, D, 3, PD, user, 0.182156133829, 3
12900.0000954, D, 46, 7, D, 1, PD, user, 0.0625, 1
22009.9999905, D, 46, 8, D, 2, PD, user, 0.0804597701149, 2
19840.0001526, D, 46, 9, D, 5, PD, user, 0.411764705882, 5
21289.9999619, D, 46, 10, D, 4, PD, user, 0.227642276423, 4
7389.99986649, D, 46, 11, D, 2, PD, user, 0.166666666667, 2
14230.0000191, D, 46, 12, D, 4, PD, user, 0.295774647887, 4
5710.00003815, D, 46, 13, D, 1, PD, user, 0.0721649484536, 1
9029.99997139, D, 46, 14, D, 3, PD, user, 0.282511210762, 3
14139.9998665, D, 46, 15, D, 3, PD, user, 0.259259259259, 3
12410.0000858, D, 46, 16, D, 4, PD, user, 0.259259259259, 4
18369.9998856, D, 46, 17, D, 1, PD, user, 0.0445859872611, 1
17579.9999237, D, 46, 18, D, 2, PD, user, 0.117647058824, 2
9080.00016212, D, 46, 19, D, 4, PD, user, 0.268292682927, 4
10079.9999237, D, 46, 20, D, 1, PD, user, 0.10447761194, 1
12039.9999619, D, 46, 21, D, 2, PD, user, 0.130434782609, 2
14279.9999714, D, 46, 22, D, 4, PD, user, 0.326424870466, 4
12170.0000763, D, 46, 23, D, 4, PD, user, 0.318181818182, 4
15850.0001431, D, 46, 24, D, 2, PD, user, 0.0950226244344, 2
11529.9999714, D, 46, 25, D, 1, PD, user, 0.0, 1
9969.99979019, D, 46, 26, D, 3, PD, user, 0.2, 3
17299.9999523, D, 46, 27, D, 4, PD, user, 0.283489096573, 4
15170.0000763, D, 46, 28, D, 1, PD, user, 0.0, 1
9519.99998093, D, 46, 29, D, 2, PD, user, 0.122807017544, 2
10599.9999046, D, 46, 30, D, 3, PD, user, 0.189189189189, 3
16420.0000763, D, 46, 31, D, 3, PD, user, 0.21875, 3
13370.000124, D, 46, 32, D, 4, PD, user, 0.181034482759, 4
10150.0000954, D, 46, 33, D, 2, PD, user, 0.0853658536585, 2
9820.00017166, D, 46, 34, D, 3, PD, user, 0.189189189189, 3
5839.99991417, D, 46, 35, D, 2, PD, user, 0.148936170213, 2
5800.00019073, D, 46, 36, D, 2, PD, user, 0.0395480225989, 2
7250.0, D, 46, 37, D, 2, PD, user, 0.142857142857, 2
5899.99985695, D, 46, 38, D, 4, PD, user, 0.318181818182, 4
7670.00007629, D, 46, 39, D, 5, PD, user, 0.339207048458, 5
7910.00008583, D, 46, 40, D, 2, PD, user, 0.122807017544, 2
7290.00020027, D, 46, 41, D, 2, PD, user, 0.0853658536585, 2
3549.99995232, D, 46, 42, D, 3, PD, user, 0.189189189189, 3
2859.9998951, D, 46, 43, D, 3, PD, user, 0.234449760766, 3
3289.99996185, D, 46, 44, D, 2, PD, user, 0.109947643979, 2
3309.99994278, D, 46, 45, D, 3, PD, user, 0.326424870466, 3
11200.0000477, D, 46, 46, D, 3, PD, user, 0.234449760766, 3
2889.99986649, D, 46, 47, D, 3, PD, user, 0.285714285714, 3
7290.00020027, C, 101, 1, first, 4, MCC, first, 0.411764705882, 5
5670.00007629, D, 101, 2, C, 2, MCC, user, 0.109947643979, 2
11609.9998951, C, 101, 3, D, 2, MCC, user, 0.205882352941, 3
9559.99994278, D, 101, 4, C, 3, MCC, user, 0.25, 3
14220.0000286, C, 101, 5, D, 2, MCC, user, 0.205020920502, 3
11980.0000191, D, 101, 6, C, 3, MCC, user, 0.195804195804, 3
8029.99997139, D, 101, 7, D, 1, MCC, user, 0.0, 1
15910.0000858, C, 101, 8, D, 2, MCC, user, 0.299610894942, 3
10079.9999237, C, 101, 9, C, 3, MCC, user, 0.304347826087, 4
11670.0000763, D, 101, 10, C, 3, MCC, user, 0.148936170213, 3
13279.9999714, D, 101, 11, D, 1, MCC, user, 0.047619047619, 1
6129.99987602, C, 101, 12, D, 2, MCC, user, 0.175627240143, 3
7830.00016212, C, 101, 13, C, 2, MCC, user, 0.234449760766, 3
6879.99987602, D, 101, 14, C, 2, MCC, user, 0.0686274509804, 2
10220.0000286, D, 101, 15, D, 3, MCC, user, 0.344262295082, 3
6470.00002861, C, 101, 16, D, 3, MCC, user, 0.285714285714, 4
10700.0000477, D, 101, 17, C, 1, MCC, user, 0.112903225806, 1
15000.0, C, 101, 18, D, 3, MCC, user, 0.311740890688, 4
13049.9999523, D, 101, 19, C, 5, MCC, user, 0.397993311037, 5
7430.00006676, D, 101, 20, D, 2, MCC, user, 0.0, 2
9159.99984741, C, 101, 21, D, 1, MCC, user, 0.0804597701149, 2
4139.99986649, D, 101, 22, C, 2, MCC, user, 0.189189189189, 2
10150.0000954, C, 101, 23, D, 2, MCC, user, 0.269230769231, 3
6720.00002861, C, 101, 24, C, 2, MCC, user, 0.227642276423, 3
4229.99978065, D, 101, 25, C, 1, MCC, user, 0.0445859872611, 1
13199.9998093, C, 101, 26, D, 2, MCC, user, 0.2, 3
10800.0001907, C, 101, 27, C, 2, MCC, user, 0.249011857708, 3
6699.99980927, D, 101, 28, C, 2, MCC, user, 0.198113207547, 2
8550.00019073, D, 101, 29, D, 2, MCC, user, 0.137254901961, 2
8940.00005722, C, 101, 30, D, 3, MCC, user, 0.276315789474, 4
9210.00003815, D, 101, 31, C, 2, MCC, user, 0.0445859872611, 2
10220.0000286, C, 101, 32, D, 1, MCC, user, 0.0573770491803, 2
5910.00008583, C, 101, 33, C, 0, MCC, user, 0.0, 1
4769.99998093, D, 101, 34, C, 2, MCC, user, 0.0419161676647, 2
14319.9999332, D, 101, 35, D, 1, MCC, user, 0.134615384615, 1
7279.99997139, C, 101, 36, D, 1, MCC, user, 0.134615384615, 2
5460.00003815, D, 101, 37, C, 4, MCC, user, 0.291666666667, 4
7339.99991417, D, 101, 38, D, 3, MCC, user, 0.179487179487, 3
5559.99994278, C, 101, 39, D, 3, MCC, user, 0.249011857708, 4
7410.00008583, D, 101, 40, C, 2, MCC, user, 0.166666666667, 2
7460.00003815, C, 101, 41, D, 1, MCC, user, 0.116022099448, 2
3930.00006676, D, 101, 42, C, 3, MCC, user, 0.0760869565217, 3
8759.99999046, D, 101, 43, D, 3, MCC, user, 0.122807017544, 3
6139.99986649, C, 101, 44, D, 2, MCC, user, 0.246231155779, 3
5509.99999046, C, 101, 45, C, 3, MCC, user, 0.429824561404, 4
10130.0001144, D, 101, 46, C, 2, MCC, user, 0.189189189189, 2
6740.00000954, C, 101, 47, D, 2, MCC, user, 0.285714285714, 3
5259.99999046, C, 68, 1, first, 5, MCC, first, 0.507772020725, 6
11830.0001621, C, 68, 2, C, 1, MCC, user, 0.134615384615, 2
11670.0000763, D, 68, 3, C, 6, MCC, user, 0.51768488746, 6
5460.00003815, C, 68, 4, D, 4, MCC, user, 0.373040752351, 5
6150.00009537, D, 68, 5, C, 3, MCC, user, 0.259259259259, 3
4390.0001049, C, 68, 6, D, 3, MCC, user, 0.299610894942, 4
8930.00006676, C, 68, 7, C, 0, MCC, user, 0.0, 1
4230.00001907, D, 68, 8, C, 5, MCC, user, 0.4921875, 5
6150.00009537, D, 68, 9, D, 5, MCC, user, 0.304347826087, 5
13359.9998951, C, 68, 10, D, 1, MCC, user, 0.10447761194, 2
8019.99998093, D, 68, 11, C, 2, MCC, user, 0.21875, 2
8889.99986649, D, 68, 12, D, 5, MCC, user, 0.427480916031, 5
7060.0001812, C, 68, 13, D, 3, MCC, user, 0.271844660194, 4
13839.9999142, C, 68, 14, C, 0, MCC, user, 0.0, 1
4849.99990463, D, 68, 15, C, 0, MCC, user, 0.0, 0
6049.99995232, D, 68, 16, D, 4, MCC, user, 0.364161849711, 4
11920.0000763, C, 68, 17, D, 2, MCC, user, 0.289940828402, 3
10310.0001812, D, 68, 18, C, 3, MCC, user, 0.223744292237, 3
14790.0002003, C, 68, 19, D, 3, MCC, user, 0.308176100629, 4
10160.0000858, C, 68, 20, C, 0, MCC, user, 0.0, 1
7519.99998093, D, 68, 21, C, 2, MCC, user, 0.130434782609, 2
13680.0000668, D, 68, 22, D, 0, MCC, user, 0.0, 0
5700.00004768, D, 68, 23, D, 3, MCC, user, 0.2, 3
3930.00006676, C, 68, 24, D, 4, MCC, user, 0.392523364486, 5
21509.9999905, D, 68, 25, C, 2, MCC, user, 0.047619047619, 2
7139.99986649, D, 68, 26, D, 2, MCC, user, 0.259259259259, 2
5720.00002861, D, 68, 27, D, 3, MCC, user, 0.139072847682, 3
9309.99994278, D, 68, 28, D, 3, MCC, user, 0.33734939759, 3
11610.0001335, C, 68, 29, D, 3, MCC, user, 0.344262295082, 4
7400.00009537, C, 68, 30, C, 3, MCC, user, 0.392523364486, 4
16479.9997807, D, 68, 31, C, 1, MCC, user, 0.0445859872611, 1
7680.00006676, D, 68, 32, D, 2, MCC, user, 0.148936170213, 2
6330.00016212, D, 68, 33, D, 3, MCC, user, 0.047619047619, 3
6240.00000954, D, 68, 34, D, 1, MCC, user, 0.0, 1
5709.99979973, D, 68, 35, D, 0, MCC, user, 0.0, 0
2880.00011444, C, 68, 36, D, 3, MCC, user, 0.368421052632, 4
6289.99996185, C, 68, 37, C, 3, MCC, user, 0.318181818182, 4
8979.99978065, D, 68, 38, C, 1, MCC, user, 0.0654205607477, 1
4230.00001907, D, 68, 39, D, 3, MCC, user, 0.173553719008, 3
8330.00016212, D, 68, 40, D, 2, MCC, user, 0.2, 2
5369.99988556, C, 68, 41, D, 2, MCC, user, 0.2, 3
5039.99996185, C, 68, 42, C, 1, MCC, user, 0.109947643979, 2
4600.00014305, D, 68, 43, C, 1, MCC, user, 0.047619047619, 1
6460.00003815, D, 68, 44, D, 2, MCC, user, 0.285714285714, 2
4559.99994278, D, 68, 45, D, 2, MCC, user, 0.295774647887, 2
4650.00009537, D, 68, 46, D, 2, MCC, user, 0.134615384615, 2
4679.99982834, D, 68, 47, D, 3, MCC, user, 0.189189189189, 3
7970.00002861, C, 153, 1, first, 5, MCC, first, 0.502762430939, 6
7059.99994278, D, 153, 2, C, 2, MCC, user, 0.157303370787, 2
6059.99994278, C, 153, 3, D, 4, MCC, user, 0.370860927152, 5
5190.00005722, C, 153, 4, C, 4, MCC, user, 0.386503067485, 5
4129.99987602, D, 153, 5, C, 2, MCC, user, 0.116022099448, 2
2500.0, D, 153, 6, D, 4, MCC, user, 0.259259259259, 4
2049.99995232, D, 153, 7, D, 1, MCC, user, 0.0, 1
2129.99987602, C, 153, 8, D, 3, MCC, user, 0.383561643836, 4
2449.99980927, D, 153, 9, C, 4, MCC, user, 0.21875, 4
2200.00004768, D, 153, 10, D, 1, MCC, user, 0.0374331550802, 1
5420.00007629, C, 153, 11, D, 2, MCC, user, 0.207920792079, 3
13170.0000763, C, 153, 12, C, 2, MCC, user, 0.237288135593, 3
14990.0000095, D, 153, 13, C, 3, MCC, user, 0.318181818182, 3
5079.99992371, D, 153, 14, D, 2, MCC, user, 0.0804597701149, 2
6620.00012398, D, 153, 15, D, 1, MCC, user, 0.0721649484536, 1
2660.00008583, D, 153, 16, D, 2, MCC, user, 0.139072847682, 2
5569.99993324, D, 153, 17, D, 2, MCC, user, 0.259259259259, 2
8369.99988556, D, 153, 18, D, 2, MCC, user, 0.141414141414, 2
3470.00002861, C, 153, 19, D, 3, MCC, user, 0.289940828402, 4
3180.00006676, D, 153, 20, C, 3, MCC, user, 0.166666666667, 3
2940.00005722, D, 153, 21, D, 1, MCC, user, 0.122807017544, 1
8640.0001049, D, 153, 22, D, 0, MCC, user, 0.0, 0
2090.00015259, C, 153, 23, D, 1, MCC, user, 0.10447761194, 2
3809.99994278, D, 153, 24, C, 3, MCC, user, 0.383561643836, 3
4420.00007629, D, 153, 25, D, 2, MCC, user, 0.0654205607477, 2
3720.00002861, D, 153, 26, D, 1, MCC, user, 0.0909090909091, 1
4269.99998093, D, 153, 27, D, 2, MCC, user, 0.0, 2
10329.9999237, D, 153, 28, D, 2, MCC, user, 0.276315789474, 2
5720.00002861, C, 153, 29, D, 2, MCC, user, 0.237288135593, 3
2480.00001907, D, 153, 30, C, 2, MCC, user, 0.276315789474, 2
3289.99996185, D, 153, 31, D, 2, MCC, user, 0.122807017544, 2
2160.00008583, D, 153, 32, D, 1, MCC, user, 0.10447761194, 1
4310.0001812, C, 153, 33, D, 0, MCC, user, 0.0, 1
4339.99991417, D, 153, 34, C, 2, MCC, user, 0.0, 2
5289.99996185, D, 153, 35, D, 1, MCC, user, 0.0, 1
5279.99997139, D, 153, 36, D, 2, MCC, user, 0.333333333333, 2
5410.00008583, D, 153, 37, D, 3, MCC, user, 0.285714285714, 3
4670.00007629, D, 153, 38, D, 1, MCC, user, 0.189189189189, 1
2089.99991417, C, 153, 39, D, 1, MCC, user, 0.0625, 2
4279.99997139, C, 153, 40, C, 2, MCC, user, 0.246231155779, 3
5059.99994278, D, 153, 41, C, 2, MCC, user, 0.130434782609, 2
2839.99991417, D, 153, 42, D, 2, MCC, user, 0.047619047619, 2
4590.00015259, D, 153, 43, D, 2, MCC, user, 0.0654205607477, 2
1809.99994278, D, 153, 44, D, 1, MCC, user, 0.148936170213, 1
5029.99997139, D, 153, 45, D, 2, MCC, user, 0.173553719008, 2
8609.9998951, D, 153, 46, D, 1, MCC, user, 0.0804597701149, 1
4680.00006676, C, 153, 47, D, 1, MCC, user, 0.0995260663507, 2
5289.99996185, C, 164, 1, first, 3, MCC, first, 0.28, 4
6759.99999046, D, 164, 2, C, 1, MCC, user, 0.130434782609, 1
5619.99988556, C, 164, 3, D, 3, MCC, user, 0.295774647887, 4
5640.0001049, C, 164, 4, C, 3, MCC, user, 0.328859060403, 4
3339.99991417, D, 164, 5, C, 3, MCC, user, 0.244186046512, 3
2399.99985695, D, 164, 6, D, 2, MCC, user, 0.0654205607477, 2
3089.99991417, D, 164, 7, D, 0, MCC, user, 0.0, 0
3319.99993324, D, 164, 8, D, 3, MCC, user, 0.311740890688, 3
2710.00003815, D, 164, 9, D, 3, MCC, user, 0.157303370787, 3
1799.99995232, D, 164, 10, D, 1, MCC, user, 0.0395480225989, 1
2070.00017166, D, 164, 11, D, 4, MCC, user, 0.239543726236, 4
1389.99986649, D, 164, 12, D, 2, MCC, user, 0.141414141414, 2
5289.99996185, D, 164, 13, D, 1, MCC, user, 0.10447761194, 1
4290.00020027, C, 164, 14, D, 2, MCC, user, 0.311740890688, 3
2890.0001049, D, 164, 15, C, 2, MCC, user, 0.148936170213, 2
2160.00008583, D, 164, 16, D, 2, MCC, user, 0.0972222222222, 2
3740.00000954, D, 164, 17, D, 0, MCC, user, 0.0, 0
2619.99988556, D, 164, 18, D, 2, MCC, user, 0.259259259259, 2
3460.00003815, C, 164, 19, D, 3, MCC, user, 0.266304347826, 4
2889.99986649, C, 164, 20, C, 2, MCC, user, 0.213973799127, 3
3380.00011444, D, 164, 21, C, 3, MCC, user, 0.435028248588, 3
1990.00000954, D, 164, 22, D, 1, MCC, user, 0.0853658536585, 1
1740.00000954, D, 164, 23, D, 3, MCC, user, 0.179487179487, 3
2609.9998951, D, 164, 24, D, 0, MCC, user, 0.0, 0
2269.99998093, D, 164, 25, D, 0, MCC, user, 0.0, 0
2009.99999046, D, 164, 26, D, 1, MCC, user, 0.0, 1
1779.99997139, D, 164, 27, D, 2, MCC, user, 0.0, 2
2599.99990463, D, 164, 28, D, 2, MCC, user, 0.237288135593, 2
2409.99984741, D, 164, 29, D, 3, MCC, user, 0.2, 3
1640.0001049, D, 164, 30, D, 1, MCC, user, 0.0654205607477, 1
1799.99995232, D, 164, 31, D, 2, MCC, user, 0.139072847682, 2
2170.00007629, D, 164, 32, D, 2, MCC, user, 0.225806451613, 2
2829.99992371, D, 164, 33, D, 2, MCC, user, 0.0972222222222, 2
2030.00020981, C, 164, 34, D, 0, MCC, user, 0.0, 1
3329.99992371, C, 164, 35, C, 0, MCC, user, 0.0, 1
2349.99990463, D, 164, 36, C, 0, MCC, user, 0.0, 0
3240.00000954, D, 164, 37, D, 1, MCC, user, 0.0909090909091, 1
3519.99998093, D, 164, 38, D, 0, MCC, user, 0.0, 0
4500.0, C, 164, 39, D, 1, MCC, user, 0.0972222222222, 2
2880.00011444, C, 164, 40, C, 2, MCC, user, 0.162790697674, 3
2839.99991417, C, 164, 41, C, 1, MCC, user, 0.134615384615, 2
3339.99991417, C, 164, 42, C, 0, MCC, user, 0.0, 1
4509.99999046, D, 164, 43, C, 1, MCC, user, 0.0, 1
1210.00003815, D, 164, 44, D, 1, MCC, user, 0.139072847682, 1
1400.00009537, D, 164, 45, D, 1, MCC, user, 0.0, 1
1940.00005722, D, 164, 46, D, 1, MCC, user, 0.0804597701149, 1
2779.99997139, D, 164, 47, D, 1, MCC, user, 0.0308370044053, 1
12649.9998569, C, 57, 1, first, 3, MCC, first, 0.292604501608, 4
6599.99990463, D, 57, 2, C, 1, MCC, user, 0.122807017544, 1
7269.99998093, D, 57, 3, D, 4, MCC, user, 0.339207048458, 4
7139.99986649, D, 57, 4, D, 3, MCC, user, 0.271844660194, 3
4150.00009537, C, 57, 5, D, 3, MCC, user, 0.285714285714, 4
11529.9999714, D, 57, 6, C, 4, MCC, user, 0.2, 4
6879.99987602, D, 57, 7, D, 0, MCC, user, 0.0, 0
5019.99998093, D, 57, 8, D, 2, MCC, user, 0.0950226244344, 2
4539.99996185, D, 57, 9, D, 3, MCC, user, 0.177215189873, 3
5109.9998951, C, 57, 10, D, 1, MCC, user, 0.141414141414, 2
4059.99994278, C, 57, 11, C, 3, MCC, user, 0.292604501608, 4
3230.00001907, D, 57, 12, C, 3, MCC, user, 0.27374301676, 3
19740.0000095, D, 57, 13, D, 2, MCC, user, 0.21875, 2
6000.0, C, 57, 14, D, 5, MCC, user, 0.583333333333, 6
6130.00011444, C, 57, 15, C, 2, MCC, user, 0.225806451613, 3
6870.00012398, D, 57, 16, C, 3, MCC, user, 0.259259259259, 3
6489.99977112, D, 57, 17, D, 2, MCC, user, 0.134615384615, 2
2819.99993324, C, 57, 18, D, 3, MCC, user, 0.533898305085, 4
3850.00014305, C, 57, 19, C, 4, MCC, user, 0.411764705882, 5
7159.99984741, C, 57, 20, C, 3, MCC, user, 0.318181818182, 4
5129.99987602, C, 57, 21, C, 4, MCC, user, 0.569377990431, 5
3259.99999046, C, 57, 22, C, 2, MCC, user, 0.223744292237, 3
7390.0001049, D, 57, 23, C, 3, MCC, user, 0.213973799127, 3
2250.0, D, 57, 24, D, 2, MCC, user, 0.28, 2
4059.99994278, D, 57, 25, D, 1, MCC, user, 0.0598290598291, 1
4620.00012398, D, 57, 26, D, 1, MCC, user, 0.0, 1
2889.99986649, D, 57, 27, D, 2, MCC, user, 0.0598290598291, 2
2690.00005722, D, 57, 28, D, 2, MCC, user, 0.10447761194, 2
4860.00013351, D, 57, 29, D, 2, MCC, user, 0.0760869565217, 2
2509.99999046, D, 57, 30, D, 1, MCC, user, 0.0598290598291, 1
7869.99988556, C, 57, 31, D, 2, MCC, user, 0.189189189189, 3
4539.99996185, C, 57, 32, C, 3, MCC, user, 0.289940828402, 4
3450.00004768, D, 57, 33, C, 3, MCC, user, 0.177215189873, 3
2619.99988556, D, 57, 34, D, 1, MCC, user, 0.0, 1
3259.99999046, D, 57, 35, D, 2, MCC, user, 0.0598290598291, 2
2549.99995232, D, 57, 36, D, 2, MCC, user, 0.333333333333, 2
2589.99991417, D, 57, 37, D, 3, MCC, user, 0.234449760766, 3
2580.00016212, D, 57, 38, D, 0, MCC, user, 0.0, 0
4190.00005722, D, 57, 39, D, 1, MCC, user, 0.0804597701149, 1
3289.99996185, D, 57, 40, D, 3, MCC, user, 0.141414141414, 3
6990.00000954, C, 57, 41, D, 3, MCC, user, 0.282511210762, 4
7710.00003815, D, 57, 42, C, 2, MCC, user, 0.0972222222222, 2
2759.99999046, D, 57, 43, D, 3, MCC, user, 0.122807017544, 3
4640.0001049, D, 57, 44, D, 4, MCC, user, 0.476439790576, 4
2730.00001907, D, 57, 45, D, 2, MCC, user, 0.0, 2
4160.00008583, C, 57, 46, D, 1, MCC, user, 0.134615384615, 2
2810.0001812, D, 57, 47, C, 2, MCC, user, 0.141414141414, 2
4190.00005722, D, 145, 1, first, 4, MCC, first, 0.259259259259, 4
4109.9998951, D, 145, 2, D, 3, MCC, user, 0.318181818182, 3
5990.00000954, D, 145, 3, D, 3, MCC, user, 0.270386266094, 3
7299.99995232, D, 145, 4, D, 1, MCC, user, 0.0322580645161, 1
6819.99993324, D, 145, 5, D, 4, MCC, user, 0.33734939759, 4
2220.00002861, D, 145, 6, D, 4, MCC, user, 0.239543726236, 4
1240.00000954, D, 145, 7, D, 1, MCC, user, 0.177215189873, 1
6299.99995232, C, 145, 8, D, 2, MCC, user, 0.21875, 3
2769.99998093, C, 145, 9, C, 1, MCC, user, 0.0871369294606, 2
3939.9998188, D, 145, 10, C, 2, MCC, user, 0.128440366972, 2
6720.00002861, C, 145, 11, D, 4, MCC, user, 0.397993311037, 5
8399.99985695, C, 145, 12, C, 3, MCC, user, 0.310344827586, 4
1960.00003815, D, 145, 13, C, 3, MCC, user, 0.259259259259, 3
2620.00012398, C, 145, 14, D, 4, MCC, user, 0.512195121951, 5
7689.9998188, D, 145, 15, C, 2, MCC, user, 0.148936170213, 2
6750.0, C, 145, 16, D, 3, MCC, user, 0.269230769231, 4
1579.99992371, C, 145, 17, C, 1, MCC, user, 0.0760869565217, 2
4150.00009537, C, 145, 18, C, 4, MCC, user, 0.594095940959, 5
3730.00001907, C, 145, 19, C, 5, MCC, user, 0.522388059701, 6
3519.99998093, D, 145, 20, C, 4, MCC, user, 0.299610894942, 4
1929.99982834, C, 145, 21, D, 3, MCC, user, 0.471153846154, 4
3799.99995232, C, 145, 22, C, 2, MCC, user, 0.196787148594, 3
2110.00013351, C, 145, 23, C, 2, MCC, user, 0.189189189189, 3
4829.99992371, C, 145, 24, C, 2, MCC, user, 0.333333333333, 3
5690.00005722, C, 145, 25, C, 1, MCC, user, 0.0972222222222, 2
3789.99996185, D, 145, 26, C, 1, MCC, user, 0.0, 1
2329.99992371, D, 145, 27, D, 1, MCC, user, 0.0551181102362, 1
5220.00002861, D, 145, 28, D, 3, MCC, user, 0.173553719008, 3
5380.00011444, D, 145, 29, D, 4, MCC, user, 0.2, 4
