10019.9999809, D, 145, 1, first, 2, MCC, first, 0.141414141414, 2
7619.99988556, D, 143, 34, D, 1, MCC, user, 0.0721649484536, 1
5559.99994278, C, 143, 35, D, 2, MCC, user, 0.2, 3
4150.00009537, D, 143, 36, C, 0, MCC, user, 0.0, 0
2970.00002861, D, 143, 37, D, 0, MCC, user, 0.0, 0
1980.00001907, C, 143, 38, D, 1, MCC, user, 0.0972222222222, 2
2680.00006676, D, 143, 39, C, 0, MCC, user, 0.0, 0
4130.00011444, C, 143, 40, D, 1, MCC, user, 0.10447761194, 2
4579.99992371, D, 143, 41, C, 0, MCC, user, 0.0, 0
4269.99998093, D, 143, 42, D, 2, MCC, user, 0.10447761194, 2
3920.00007629, D, 143, 43, D, 0, MCC, user, 0.0, 0
2460.00003815, D, 143, 44, D, 3, MCC, user, 0.0995260663507, 3
3509.99999046, D, 143, 45, D, 1, MCC, user, 0.0804597701149, 1
4539.99996185, D, 143, 46, D, 0, MCC, user, 0.0, 0
22519.9999809, C, 143, 47, D, 1, MCC, user, 0.157303370787, 2
10419.9998379, D, 143, 48, C, 0, MCC, user, 0.0, 0
6059.99994278, D, 143, 49, D, 1, MCC, user, 0.0, 1
11709.9997997, D, 143, 50, D, 0, MCC, user, 0.0, 0
7509.99999046, C, 143, 51, D, 0, MCC, user, 0.0, 1
12789.9999619, D, 143, 52, C, 0, MCC, user, 0.0, 0
2420.00007629, D, 143, 53, D, 1, MCC, user, 0.166666666667, 1
4220.00002861, C, 143, 54, D, 0, MCC, user, 0.0, 1
3030.00020981, D, 143, 55, C, 0, MCC, user, 0.0, 0
2410.00008583, D, 143, 56, D, 1, MCC, user, 0.0, 1
8159.99984741, D, 143, 57, D, 2, MCC, user, 0.173553719008, 2
3169.99983788, D, 143, 58, D, 2, MCC, user, 0.177215189873, 2
2940.00005722, C, 6, 1, first, 2, MCC, first, 0.244186046512, 3
3849.99990463, D, 6, 2, C, 0, MCC, user, 0.0, 0
2950.00004768, D, 6, 3, D, 1, MCC, user, 0.047619047619, 1
2919.99983788, D, 6, 4, D, 2, MCC, user, 0.177215189873, 2
2450.00004768, C, 6, 5, D, 2, MCC, user, 0.196787148594, 3
1960.00003815, D, 6, 6, C, 2, MCC, user, 0.128440366972, 2
1279.99997139, D, 6, 7, D, 0, MCC, user, 0.0, 0
2259.99999046, C, 6, 8, D, 1, MCC, user, 0.0721649484536, 2
4109.9998951, D, 6, 9, C, 1, MCC, user, 0.0, 1
2470.00002861, D, 6, 10, D, 1, MCC, user, 0.122807017544, 1
3159.99984741, D, 6, 11, D, 1, MCC, user, 0.0, 1
4640.0001049, D, 6, 12, D, 0, MCC, user, 0.0, 0
3430.00006676, D, 6, 13, D, 0, MCC, user, 0.0, 0
4439.9998188, D, 6, 14, D, 2, MCC, user, 0.177215189873, 2
2039.99996185, D, 6, 15, D, 2, MCC, user, 0.202898550725, 2
3210.00003815, D, 6, 16, D, 3, MCC, user, 0.128440366972, 3
5180.00006676, D, 6, 17, D, 0, MCC, user, 0.0, 0
2920.00007629, C, 6, 18, D, 1, MCC, user, 0.116022099448, 2
2319.99993324, D, 6, 19, C, 1, MCC, user, 0.0, 1
1639.99986649, D, 6, 20, D, 1, MCC, user, 0.0, 1
1279.99997139, D, 6, 21, D, 1, MCC, user, 0.0, 1
2450.00004768, D, 6, 22, D, 0, MCC, user, 0.0, 0
2220.00002861, C, 6, 23, D, 1, MCC, user, 0.10447761194, 2
3779.99997139, D, 6, 24, C, 0, MCC, user, 0.0, 0
2589.99991417, C, 6, 25, D, 0, MCC, user, 0.0, 1
2079.99992371, D, 6, 26, C, 1, MCC, user, 0.0972222222222, 1
2120.00012398, D, 6, 27, D, 1, MCC, user, 0.0395480225989, 1
5790.00020027, D, 6, 28, D, 1, MCC, user, 0.0551181102362, 1
1119.99988556, D, 6, 29, D, 2, MCC, user, 0.170731707317, 2
1190.00005722, D, 6, 30, D, 3, MCC, user, 0.157303370787, 3
1700.00004768, D, 6, 31, D, 1, MCC, user, 0.0, 1
1429.99982834, D, 6, 32, D, 2, MCC, user, 0.109947643979, 2
8079.99992371, D, 6, 33, D, 1, MCC, user, 0.0, 1
3490.00000954, D, 6, 34, D, 2, MCC, user, 0.10447761194, 2
1619.99988556, D, 6, 35, D, 2, MCC, user, 0.122807017544, 2
1779.99997139, D, 6, 36, D, 1, MCC, user, 0.0721649484536, 1
3050.00019073, D, 6, 37, D, 1, MCC, user, 0.0, 1
1810.0001812, D, 6, 38, D, 1, MCC, user, 0.0654205607477, 1
1730.00001907, D, 6, 39, D, 0, MCC, user, 0.0, 0
2660.00008583, C, 6, 40, D, 1, MCC, user, 0.0909090909091, 2
6590.00015259, D, 6, 41, C, 0, MCC, user, 0.0, 0
3580.00016212, C, 6, 42, D, 0, MCC, user, 0.0, 1
2970.00002861, D, 6, 43, C, 0, MCC, user, 0.0, 0
6770.00021935, C, 6, 44, D, 1, MCC, user, 0.0598290598291, 2
3819.99993324, D, 6, 45, C, 1, MCC, user, 0.0, 1
1819.99993324, D, 6, 46, D, 1, MCC, user, 0.0, 1
1940.00005722, D, 6, 47, D, 1, MCC, user, 0.0445859872611, 1
1789.99996185, D, 6, 48, D, 0, MCC, user, 0.0, 0
2000.0, C, 6, 49, D, 0, MCC, user, 0.0, 1
3190.00005722, D, 6, 50, C, 0, MCC, user, 0.0, 0
6830.00016212, D, 6, 51, D, 1, MCC, user, 0.0, 1
4219.99979019, D, 6, 52, D, 0, MCC, user, 0.0, 0
3400.00009537, D, 6, 53, D, 0, MCC, user, 0.0, 0
4080.00016212, D, 6, 54, D, 2, MCC, user, 0.0, 2
3520.00021935, D, 6, 55, D, 0, MCC, user, 0.0, 0
1589.99991417, D, 6, 56, D, 1, MCC, user, 0.0, 1
1029.99997139, D, 6, 57, D, 0, MCC, user, 0.0, 0
1629.99987602, D, 6, 58, D, 1, MCC, user, 0.0510948905109, 1
2629.99987602, D, 63, 1, first, 3, PD, first, 0.198113207547, 3
4059.99994278, D, 63, 2, D, 0, PD, user, 0.0, 0
5409.99984741, D, 63, 3, D, 0, PD, user, 0.0, 0
3450.00004768, D, 63, 4, D, 2, PD, user, 0.117647058824, 2
2629.99987602, D, 63, 5, D, 2, PD, user, 0.122807017544, 2
2880.00011444, D, 63, 6, D, 1, PD, user, 0.0419161676647, 1
2990.00000954, D, 63, 7, D, 1, PD, user, 0.122807017544, 1
2680.00006676, D, 63, 8, D, 1, PD, user, 0.0338164251208, 1
3220.00002861, D, 63, 9, D, 1, PD, user, 0.0, 1
3430.00006676, D, 63, 10, D, 1, PD, user, 0.112903225806, 1
3220.00002861, D, 63, 11, D, 1, PD, user, 0.0, 1
3539.99996185, D, 63, 12, D, 0, PD, user, 0.0, 0
1910.00008583, D, 63, 13, D, 0, PD, user, 0.0, 0
2789.99996185, D, 63, 14, D, 1, PD, user, 0.0853658536585, 1
3399.99985695, D, 63, 15, D, 2, PD, user, 0.177215189873, 2
2769.99998093, D, 63, 16, D, 5, PD, user, 0.318181818182, 5
4009.99999046, D, 63, 17, D, 1, PD, user, 0.0, 1
3579.99992371, D, 63, 18, D, 1, PD, user, 0.047619047619, 1
3230.00001907, D, 63, 19, D, 1, PD, user, 0.0, 1
4110.00013351, D, 63, 20, D, 1, PD, user, 0.0, 1
2809.99994278, D, 63, 21, D, 0, PD, user, 0.0, 0
2529.99997139, D, 63, 22, D, 0, PD, user, 0.0, 0
3020.00021935, D, 63, 23, D, 5, PD, user, 0.358974358974, 5
3819.99993324, D, 63, 24, D, 1, PD, user, 0.0804597701149, 1
2090.00015259, D, 63, 25, D, 2, PD, user, 0.0686274509804, 2
3730.00001907, D, 63, 26, D, 0, PD, user, 0.0, 0
4009.99999046, D, 63, 27, D, 1, PD, user, 0.0374331550802, 1
2970.00002861, D, 63, 28, D, 1, PD, user, 0.0551181102362, 1
3019.99998093, D, 63, 29, D, 3, PD, user, 0.237288135593, 3
2690.00005722, D, 63, 30, D, 2, PD, user, 0.0950226244344, 2
3719.99979019, D, 63, 31, D, 1, PD, user, 0.0, 1
2690.00005722, D, 63, 32, D, 2, PD, user, 0.141414141414, 2
3029.99997139, D, 63, 33, D, 2, PD, user, 0.148936170213, 2
3070.00017166, D, 63, 34, D, 2, PD, user, 0.0721649484536, 2
3730.00001907, D, 63, 35, D, 1, PD, user, 0.0419161676647, 1
2930.00006676, D, 63, 36, D, 1, PD, user, 0.0445859872611, 1
2459.99979973, D, 63, 37, D, 1, PD, user, 0.0, 1
2870.00012398, D, 63, 38, D, 0, PD, user, 0.0, 0
2210.00003815, D, 63, 39, D, 0, PD, user, 0.0, 0
1939.9998188, D, 63, 40, D, 1, PD, user, 0.0445859872611, 1
3470.00002861, D, 63, 41, D, 1, PD, user, 0.189189189189, 1
2890.0001049, D, 63, 42, D, 1, PD, user, 0.0, 1
2490.00000954, D, 63, 43, D, 0, PD, user, 0.0, 0
2430.00006676, D, 63, 44, D, 2, PD, user, 0.0804597701149, 2
4579.99992371, D, 63, 45, D, 1, PD, user, 0.0, 1
1970.00002861, D, 63, 46, D, 1, PD, user, 0.0, 1
2470.00002861, D, 63, 47, D, 1, PD, user, 0.122807017544, 1
1809.99994278, D, 63, 48, D, 0, PD, user, 0.0, 0
2170.00007629, D, 63, 49, D, 1, PD, user, 0.0, 1
2650.00009537, D, 63, 50, D, 0, PD, user, 0.0, 0
2130.00011444, D, 63, 51, D, 0, PD, user, 0.0, 0
2970.00002861, D, 63, 52, D, 0, PD, user, 0.0, 0
1740.00000954, D, 63, 53, D, 0, PD, user, 0.0, 0
3890.0001049, D, 63, 54, D, 1, PD, user, 0.0, 1
1799.99995232, D, 63, 55, D, 0, PD, user, 0.0, 0
3819.99993324, D, 63, 56, D, 1, PD, user, 0.0, 1
3380.00011444, D, 63, 57, D, 0, PD, user, 0.0, 0
3129.99987602, D, 63, 58, D, 1, PD, user, 0.0395480225989, 1
8919.99983788, D, 71, 1, first, 3, MCC, first, 0.162790697674, 3
21459.9997997, D, 71, 2, D, 2, MCC, user, 0.116022099448, 2
6840.00015259, D, 71, 3, D, 2, MCC, user, 0.10447761194, 2
9289.99996185, D, 71, 4, D, 3, MCC, user, 0.142857142857, 3
25220.0000286, D, 71, 5, D, 2, MCC, user, 0.10447761194, 2
2770.00021935, D, 71, 6, D, 1, MCC, user, 0.0, 1
5769.99998093, D, 71, 7, D, 3, MCC, user, 0.285714285714, 3
2390.0001049, D, 71, 8, D, 2, MCC, user, 0.0760869565217, 2
3529.99997139, D, 71, 9, D, 2, MCC, user, 0.116022099448, 2
3160.00008583, D, 71, 10, D, 1, MCC, user, 0.0, 1
5680.00006676, D, 71, 11, D, 2, MCC, user, 0.0510948905109, 2
5460.00003815, D, 71, 12, D, 2, MCC, user, 0.0909090909091, 2
3949.99980927, D, 71, 13, D, 2, MCC, user, 0.139072847682, 2
4750.0, D, 71, 14, D, 1, MCC, user, 0.0, 1
4179.99982834, D, 71, 15, D, 1, MCC, user, 0.0972222222222, 1
17970.0000286, C, 71, 16, D, 2, MCC, user, 0.227642276423, 3
8599.99990463, C, 71, 17, C, 0, MCC, user, 0.0, 1
2639.99986649, D, 71, 18, C, 0, MCC, user, 0.0, 0
1640.0001049, D, 71, 19, D, 1, MCC, user, 0.0, 1
6079.99992371, D, 71, 20, D, 1, MCC, user, 0.0, 1
3890.0001049, D, 71, 21, D, 0, MCC, user, 0.0, 0
2699.99980927, D, 71, 22, D, 0, MCC, user, 0.0, 0
1789.99996185, C, 71, 23, D, 3, MCC, user, 0.242902208202, 4
6279.99997139, C, 71, 24, C, 2, MCC, user, 0.213973799127, 3
3940.00005722, C, 71, 25, C, 2, MCC, user, 0.202898550725, 3
3169.99983788, D, 71, 26, C, 2, MCC, user, 0.0909090909091, 2
3130.00011444, D, 71, 27, D, 2, MCC, user, 0.10447761194, 2
12000.0, D, 71, 28, D, 1, MCC, user, 0.0, 1
6279.99997139, D, 71, 29, D, 3, MCC, user, 0.181034482759, 3
7700.00004768, D, 71, 30, D, 3, MCC, user, 0.109947643979, 3
6480.00001907, D, 71, 31, D, 1, MCC, user, 0.0, 1
27649.9998569, D, 71, 32, D, 2, MCC, user, 0.116022099448, 2
11789.9999619, D, 71, 33, D, 3, MCC, user, 0.237288135593, 3
3269.99998093, D, 71, 34, D, 3, MCC, user, 0.109947643979, 3
5600.00014305, D, 71, 35, D, 1, MCC, user, 0.0445859872611, 1
3110.00013351, D, 71, 36, D, 2, MCC, user, 0.0909090909091, 2
3099.99990463, D, 71, 37, D, 2, MCC, user, 0.0419161676647, 2
3849.99990463, D, 71, 38, D, 2, MCC, user, 0.112903225806, 2
2900.00009537, D, 71, 39, D, 1, MCC, user, 0.0598290598291, 1
3620.00012398, D, 71, 40, D, 1, MCC, user, 0.0, 1
4170.00007629, D, 71, 41, D, 1, MCC, user, 0.148936170213, 1
5640.0001049, D, 71, 42, D, 0, MCC, user, 0.0, 0
2259.99999046, D, 71, 43, D, 0, MCC, user, 0.0, 0
1519.99998093, D, 71, 44, D, 1, MCC, user, 0.0551181102362, 1
4379.99987602, D, 71, 45, D, 1, MCC, user, 0.0, 1
18779.9999714, D, 71, 46, D, 2, MCC, user, 0.0510948905109, 2
1950.00004768, D, 71, 47, D, 3, MCC, user, 0.259259259259, 3
2789.99996185, D, 71, 48, D, 2, MCC, user, 0.139072847682, 2
6319.99993324, D, 71, 49, D, 2, MCC, user, 0.0909090909091, 2
4279.99997139, D, 71, 50, D, 2, MCC, user, 0.10447761194, 2
7319.99993324, D, 71, 51, D, 2, MCC, user, 0.0909090909091, 2
9819.99993324, D, 71, 52, D, 2, MCC, user, 0.0972222222222, 2
2180.00006676, D, 71, 53, D, 2, MCC, user, 0.148936170213, 2
3460.00003815, D, 71, 54, D, 3, MCC, user, 0.0909090909091, 3
3650.00009537, D, 71, 55, D, 2, MCC, user, 0.10447761194, 2
3690.00005722, D, 71, 56, D, 2, MCC, user, 0.130434782609, 2
3039.99996185, D, 71, 57, D, 2, MCC, user, 0.10447761194, 2
2680.00006676, D, 71, 58, D, 2, MCC, user, 0.116022099448, 2
5170.00007629, C, 118, 1, first, 2, MCC, first, 0.155555555556, 3
2780.00020981, C, 118, 2, C, 1, MCC, user, 0.0774907749077, 2
4470.00002861, C, 118, 3, C, 1, MCC, user, 0.0760869565217, 2
2939.9998188, C, 118, 4, C, 1, MCC, user, 0.0721649484536, 2
3819.99993324, C, 118, 5, C, 1, MCC, user, 0.109947643979, 2
3019.99998093, D, 118, 6, C, 1, MCC, user, 0.0, 1
5769.99998093, C, 118, 7, D, 2, MCC, user, 0.237288135593, 3
2890.0001049, C, 118, 8, C, 1, MCC, user, 0.0760869565217, 2
5109.9998951, C, 118, 9, C, 1, MCC, user, 0.10447761194, 2
4390.0001049, D, 118, 10, C, 1, MCC, user, 0.0, 1
2419.99983788, D, 118, 11, D, 1, MCC, user, 0.0551181102362, 1
2810.0001812, C, 118, 12, D, 1, MCC, user, 0.0721649484536, 2
4049.99995232, C, 118, 13, C, 1, MCC, user, 0.10447761194, 2
2579.99992371, D, 118, 14, C, 1, MCC, user, 0.0, 1
5120.00012398, D, 118, 15, D, 0, MCC, user, 0.0, 0
3059.99994278, D, 118, 16, D, 2, MCC, user, 0.207920792079, 2
4440.00005722, D, 118, 17, D, 1, MCC, user, 0.0, 1
3289.99996185, D, 118, 18, D, 1, MCC, user, 0.112903225806, 1
2889.99986649, D, 118, 19, D, 1, MCC, user, 0.112903225806, 1
2610.00013351, D, 118, 20, D, 0, MCC, user, 0.0, 0
5019.99998093, D, 118, 21, D, 0, MCC, user, 0.0, 0
6860.00013351, D, 118, 22, D, 0, MCC, user, 0.0, 0
5949.99980927, D, 118, 23, D, 5, MCC, user, 0.377593360996, 5
4360.00013351, C, 118, 24, D, 2, MCC, user, 0.175627240143, 3
2279.99997139, C, 118, 25, C, 3, MCC, user, 0.241379310345, 4
2609.9998951, C, 118, 26, C, 1, MCC, user, 0.0721649484536, 2
2589.99991417, C, 118, 27, C, 1, MCC, user, 0.0909090909091, 2
3570.00017166, D, 118, 28, C, 1, MCC, user, 0.0, 1
2930.00006676, D, 118, 29, D, 2, MCC, user, 0.148936170213, 2
4109.9998951, C, 118, 30, D, 1, MCC, user, 0.0625, 2
3869.99988556, D, 118, 31, C, 1, MCC, user, 0.0, 1
2130.00011444, D, 118, 32, D, 2, MCC, user, 0.139072847682, 2
4240.00000954, C, 118, 33, D, 2, MCC, user, 0.227642276423, 3
2350.00014305, C, 118, 34, C, 1, MCC, user, 0.0625, 2
4759.99999046, D, 118, 35, C, 1, MCC, user, 0.0395480225989, 1
2619.99988556, D, 118, 36, D, 2, MCC, user, 0.122807017544, 2
2370.00012398, D, 118, 37, D, 2, MCC, user, 0.117647058824, 2
3500.0, C, 118, 38, D, 1, MCC, user, 0.0686274509804, 2
4980.00001907, D, 118, 39, C, 1, MCC, user, 0.0551181102362, 1
3410.00008583, D, 118, 40, D, 1, MCC, user, 0.0, 1
3309.99994278, D, 118, 41, D, 1, MCC, user, 0.189189189189, 1
2149.99985695, D, 118, 42, D, 0, MCC, user, 0.0, 0
7390.0001049, D, 118, 43, D, 0, MCC, user, 0.0, 0
5000.0, D, 118, 44, D, 0, MCC, user, 0.0, 0
3490.00000954, D, 118, 45, D, 0, MCC, user, 0.0, 0
3700.00004768, D, 118, 46, D, 1, MCC, user, 0.047619047619, 1
3069.99993324, C, 118, 47, D, 2, MCC, user, 0.230769230769, 3
2809.99994278, C, 118, 48, C, 1, MCC, user, 0.0995260663507, 2
2269.99998093, C, 118, 49, C, 1, MCC, user, 0.0760869565217, 2
3879.99987602, C, 118, 50, C, 1, MCC, user, 0.0686274509804, 2
2140.0001049, C, 118, 51, C, 1, MCC, user, 0.0686274509804, 2
1559.99994278, C, 118, 52, C, 1, MCC, user, 0.0760869565217, 2
1660.00008583, C, 118, 53, C, 1, MCC, user, 0.116022099448, 2
1430.00006676, C, 118, 54, C, 1, MCC, user, 0.0686274509804, 2
3259.99999046, C, 118, 55, C, 1, MCC, user, 0.0909090909091, 2
3239.99977112, C, 118, 56, C, 1, MCC, user, 0.0995260663507, 2
2960.00003815, C, 118, 57, C, 1, MCC, user, 0.0804597701149, 2
1470.00002861, C, 118, 58, C, 1, MCC, user, 0.109947643979, 2
23799.9999523, D, 108, 1, first, 3, PD, first, 0.213973799127, 3
8259.99999046, D, 108, 2, D, 4, PD, user, 0.271844660194, 4
3769.99998093, D, 108, 3, D, 3, PD, user, 0.0804597701149, 3
2500.0, D, 108, 4, D, 4, PD, user, 0.162790697674, 4
1690.00005722, D, 108, 5, D, 3, PD, user, 0.230769230769, 3
3719.99979019, D, 108, 6, D, 1, PD, user, 0.0, 1
4420.00007629, D, 108, 7, D, 5, PD, user, 0.339207048458, 5
4159.99984741, D, 108, 8, D, 2, PD, user, 0.0760869565217, 2
2079.99992371, D, 108, 9, D, 3, PD, user, 0.179487179487, 3
2419.99983788, D, 108, 10, D, 3, PD, user, 0.0853658536585, 3
2980.00001907, D, 108, 11, D, 2, PD, user, 0.189189189189, 2
8710.00003815, D, 108, 12, D, 3, PD, user, 0.212121212121, 3
1609.9998951, D, 108, 13, D, 3, PD, user, 0.189189189189, 3
6719.99979019, D, 108, 14, D, 1, PD, user, 0.0, 1
2069.99993324, D, 108, 15, D, 3, PD, user, 0.244186046512, 3
2610.00013351, D, 108, 16, D, 2, PD, user, 0.0909090909091, 2
5400.00009537, D, 108, 17, D, 1, PD, user, 0.0, 1
2910.00008583, D, 108, 18, D, 1, PD, user, 0.0654205607477, 1
1490.00000954, D, 108, 19, D, 1, PD, user, 0.112903225806, 1
5950.00004768, D, 108, 20, D, 0, PD, user, 0.0, 0
2460.00003815, D, 108, 21, D, 3, PD, user, 0.21875, 3
4569.99993324, D, 108, 22, D, 1, PD, user, 0.0598290598291, 1
2299.99995232, D, 108, 23, D, 2, PD, user, 0.148936170213, 2
4059.99994278, D, 108, 24, D, 4, PD, user, 0.271844660194, 4
3229.99978065, D, 108, 25, D, 3, PD, user, 0.301075268817, 3
14180.0000668, D, 108, 26, D, 2, PD, user, 0.0853658536585, 2
6320.00017166, D, 108, 27, D, 4, PD, user, 0.276315789474, 4
3099.99990463, D, 108, 28, D, 2, PD, user, 0.047619047619, 2
2500.0, D, 108, 29, D, 2, PD, user, 0.189189189189, 2
2569.99993324, D, 108, 30, D, 4, PD, user, 0.246231155779, 4
3779.99997139, D, 108, 31, D, 2, PD, user, 0.0, 2
2710.00003815, D, 108, 32, D, 1, PD, user, 0.047619047619, 1
1740.00000954, D, 108, 33, D, 3, PD, user, 0.318181818182, 3
3590.00015259, D, 108, 34, D, 4, PD, user, 0.246231155779, 4
2080.00016212, D, 108, 35, D, 3, PD, user, 0.130434782609, 3
1429.99982834, D, 108, 36, D, 2, PD, user, 0.148936170213, 2
2189.9998188, D, 108, 37, D, 4, PD, user, 0.301075268817, 4
4000.0, D, 108, 38, D, 4, PD, user, 0.157303370787, 4
2930.00006676, D, 108, 39, D, 2, PD, user, 0.207920792079, 2
3069.99993324, D, 108, 40, D, 2, PD, user, 0.0, 2
1690.00005722, D, 108, 41, D, 1, PD, user, 0.0, 1
2279.99997139, D, 108, 42, D, 1, PD, user, 0.0909090909091, 1
2349.99990463, D, 108, 43, D, 2, PD, user, 0.148936170213, 2
2129.99987602, D, 108, 44, D, 2, PD, user, 0.122807017544, 2
3799.99995232, D, 108, 45, D, 1, PD, user, 0.0, 1
4579.99992371, D, 108, 46, D, 2, PD, user, 0.173553719008, 2
3450.00004768, D, 108, 47, D, 2, PD, user, 0.122807017544, 2
2840.00015259, D, 108, 48, D, 3, PD, user, 0.28, 3
2019.99998093, D, 108, 49, D, 3, PD, user, 0.10447761194, 3
2069.99993324, D, 108, 50, D, 3, PD, user, 0.10447761194, 3
1710.00003815, D, 108, 51, D, 3, PD, user, 0.0909090909091, 3
1849.99990463, D, 108, 52, D, 3, PD, user, 0.0909090909091, 3
3990.00000954, D, 108, 53, D, 3, PD, user, 0.28, 3
4059.99994278, D, 108, 54, D, 3, PD, user, 0.157303370787, 3
1669.99983788, D, 108, 55, D, 2, PD, user, 0.134615384615, 2
1849.99990463, D, 108, 56, D, 4, PD, user, 0.170731707317, 4
4509.99999046, D, 108, 57, D, 2, PD, user, 0.122807017544, 2
1789.99996185, D, 108, 58, D, 3, PD, user, 0.241379310345, 3
2740.00000954, D, 104, 1, first, 3, MCC, first, 0.318181818182, 3
4740.00000954, D, 104, 2, D, 2, MCC, user, 0.108527131783, 2
2500.0, C, 104, 3, D, 0, MCC, user, 0.0, 1
6980.00001907, C, 104, 4, C, 0, MCC, user, 0.0, 1
6019.99998093, D, 104, 5, C, 1, MCC, user, 0.109947643979, 1
3779.99997139, D, 104, 6, D, 1, MCC, user, 0.139072847682, 1
6820.00017166, D, 104, 7, D, 2, MCC, user, 0.0774907749077, 2
3819.99993324, D, 104, 8, D, 2, MCC, user, 0.198113207547, 2
10609.9998951, D, 104, 9, D, 2, MCC, user, 0.155555555556, 2
1500.0, D, 104, 10, D, 2, MCC, user, 0.0654205607477, 2
2769.99998093, D, 104, 11, D, 1, MCC, user, 0.116022099448, 1
1950.00004768, D, 104, 12, D, 2, MCC, user, 0.2, 2
1789.99996185, D, 104, 13, D, 1, MCC, user, 0.0654205607477, 1
1789.99996185, D, 104, 14, D, 0, MCC, user, 0.0, 0
3150.00009537, C, 104, 15, D, 1, MCC, user, 0.0972222222222, 2
2599.99990463, C, 104, 16, C, 1, MCC, user, 0.0760869565217, 2
6319.99993324, C, 104, 17, C, 0, MCC, user, 0.0, 1
3149.99985695, D, 104, 18, C, 1, MCC, user, 0.0551181102362, 1
1779.99997139, D, 104, 19, D, 1, MCC, user, 0.0804597701149, 1
2159.99984741, D, 104, 20, D, 0, MCC, user, 0.0, 0
3490.00000954, C, 104, 21, D, 1, MCC, user, 0.122807017544, 2
3180.00006676, C, 104, 22, C, 1, MCC, user, 0.122807017544, 2
2210.00003815, D, 104, 23, C, 2, MCC, user, 0.134615384615, 2
2059.99994278, D, 104, 24, D, 2, MCC, user, 0.0871369294606, 2
1839.99991417, D, 104, 25, D, 1, MCC, user, 0.0804597701149, 1
1800.00019073, D, 104, 26, D, 1, MCC, user, 0.0419161676647, 1
5700.00004768, D, 104, 27, D, 1, MCC, user, 0.0445859872611, 1
1420.00007629, D, 104, 28, D, 2, MCC, user, 0.0395480225989, 2
1240.00000954, D, 104, 29, D, 0, MCC, user, 0.0, 0
2829.99992371, C, 104, 30, D, 1, MCC, user, 0.127272727273, 2
2539.99996185, D, 104, 31, C, 1, MCC, user, 0.0, 1
1710.00003815, D, 104, 32, D, 1, MCC, user, 0.0510948905109, 1
1389.99986649, D, 104, 33, D, 0, MCC, user, 0.0, 0
1819.99993324, C, 104, 34, D, 1, MCC, user, 0.137254901961, 2
2389.99986649, C, 104, 35, C, 0, MCC, user, 0.0, 1
6779.99997139, D, 104, 36, C, 1, MCC, user, 0.112903225806, 1
7819.99993324, C, 104, 37, D, 2, MCC, user, 0.213973799127, 3
5429.99982834, C, 104, 38, C, 1, MCC, user, 0.0625, 2
2860.00013351, D, 104, 39, C, 0, MCC, user, 0.0, 0
1410.00008583, C, 104, 40, D, 0, MCC, user, 0.0, 1
4470.00002861, D, 104, 42, C, 1, MCC, auto, 0.0654205607477, 1
2099.99990463, D, 104, 43, D, 1, MCC, user, 0.0, 1
2869.99988556, C, 104, 44, D, 1, MCC, user, 0.0760869565217, 2
7720.00002861, C, 104, 45, C, 0, MCC, user, 0.0, 1
3630.00011444, D, 104, 46, C, 0, MCC, user, 0.0, 0
2459.99979973, D, 104, 47, D, 1, MCC, user, 0.0654205607477, 1
3960.00003815, D, 104, 48, D, 0, MCC, user, 0.0, 0
1100.00014305, D, 104, 49, D, 1, MCC, user, 0.0, 1
3049.99995232, D, 104, 50, D, 1, MCC, user, 0.0, 1
2150.00009537, C, 104, 51, D, 0, MCC, user, 0.0, 1
3289.99996185, C, 104, 52, C, 0, MCC, user, 0.0, 1
4019.99998093, D, 104, 53, C, 0, MCC, user, 0.0, 0
4200.00004768, D, 104, 54, D, 2, MCC, user, 0.141414141414, 2
2930.00006676, D, 104, 55, D, 0, MCC, user, 0.0, 0
1360.00013351, D, 104, 56, D, 2, MCC, user, 0.0598290598291, 2
1450.00004768, D, 104, 57, D, 0, MCC, user, 0.0, 0
1670.00007629, D, 104, 58, D, 1, MCC, user, 0.047619047619, 1
3200.00004768, C, 146, 1, first, 3, MCC, first, 0.411764705882, 4
5220.00002861, C, 146, 2, C, 2, MCC, user, 0.230769230769, 3
4680.00006676, D, 146, 3, C, 2, MCC, user, 0.116022099448, 2
2390.0001049, D, 146, 4, D, 2, MCC, user, 0.0836653386454, 2
4829.99992371, D, 146, 5, D, 2, MCC, user, 0.141414141414, 2
1559.99994278, D, 146, 6, D, 2, MCC, user, 0.237288135593, 2
5589.99991417, D, 146, 7, D, 3, MCC, user, 0.170731707317, 3
8190.00005722, C, 146, 8, D, 2, MCC, user, 0.239543726236, 3
5029.99997139, C, 146, 9, C, 2, MCC, user, 0.259259259259, 3
3789.99996185, D, 146, 10, C, 3, MCC, user, 0.179487179487, 3
3539.99996185, D, 146, 11, D, 3, MCC, user, 0.388888888889, 3
4730.00001907, D, 146, 12, D, 3, MCC, user, 0.27374301676, 3
1980.00001907, D, 146, 13, D, 2, MCC, user, 0.173553719008, 2
1420.00007629, D, 146, 14, D, 1, MCC, user, 0.148936170213, 1
1130.00011444, D, 146, 15, D, 5, MCC, user, 0.37984496124, 5
4849.99990463, D, 146, 16, D, 3, MCC, user, 0.148936170213, 3
1950.00004768, D, 146, 17, D, 3, MCC, user, 0.181034482759, 3
1639.99986649, D, 146, 18, D, 2, MCC, user, 0.141414141414, 2
