round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario16 C ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 10 -11381.9999695 16623 user
17 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 10 -9525.89988708 16661 user
17 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -14538.20014 11416 user
17 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 10 -8381.99996948 17636 user
17 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 10 -22703.799963 3470 user
17 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 10 -18607.5999737 7692 user
17 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 14 -18577.5001049 7045 user
17 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 10 -20727.699995 5897 user
17 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 14 -34.6999168396 25568 user
17 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 14 -17536.2000465 8621 user
17 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 4 -11387.1998787 14358 user
17 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 14 -23875.6000996 1669 user
17 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] C 10 -24848.1998444 1903 user
17 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -19605.1001549 6275 user
17 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 14 -23931.0998917 1940 user
17 usuario4 C ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 10 -18552.200079 6799 user
18 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 19 -18610.699892 3232 user
18 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 4 -5312.09993362 16112 user
18 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 14 -16505.1000118 5994 user
18 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 0 -12376.3999939 9526 user
18 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 5 -8305.29999733 13897 user
18 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 9 -19610.3000641 2158 user
18 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 4 -16523.8001347 5116 user
18 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -15466.9001102 6229 user
18 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 10 -17532.7999592 4774 user
18 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 9 -28.2001495361 21695 user
18 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -16544.0998077 5390 user
18 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 9 -20835.2000713 1759 user
18 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -18560.8999729 2912 user
18 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 14 -15495.000124 6437 user
18 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 0 -15586.4999294 6091 user
18 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 19 -19621.5999126 2286 user
19 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 14 -17550.2998829 1955 user
19 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 14 -50.8000850677 18986 user
19 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 14 -14461.6000652 4341 user
19 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 0 -5191.59984589 13641 user
19 usuario14 D ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 9 -1074.89991188 17945 user
19 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] D 5 -15486.2999916 3590 user
19 usuario6 C ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 5 -11392.4000263 7588 user
19 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] C 14 -12401.7999172 7214 user
19 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 9 -5201.20000839 13978 user
19 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 14 -17647.9997635 1726 user
19 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -1076.99990273 18170 user
19 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 4 -16721.6999531 1864 user
19 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -17533.4999561 1599 user
19 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 5 -10340.10005 9170 user
19 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 9 -14459.0001106 4781 user
19 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 14 -14441.2000179 4483 user
20 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 24 -19640.900135 4173 user
20 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 5 -13862.6000881 10434 user
20 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -18585.0999355 5424 user
20 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 0 -33.7998867035 24576 user
20 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 5 -18570.3999996 4744 user
20 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 10 -16522.5000381 7250 user
20 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 9 -19801.6002178 4855 user
20 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -12506.4001083 10659 user
20 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 14 -20652.1999836 3083 user
20 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 9 -9327.60000229 14570 user
20 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 4 -15508.1999302 8646 user
20 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 4 -21818.5999393 2741 user
20 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 0 -21671.4999676 1901 user
20 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 14 -7248.90017509 15873 user
20 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 4 -20808.7000847 3826 user
20 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 14 -21777.4999142 2595 user
21 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -12407.7999592 2573 user
21 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 5 -8517.19999313 5643 user
21 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 9 -7256.29997253 7161 user
21 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 4 -8286.7000103 5889 user
21 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 0 -2106.19997978 12974 user
21 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 14 -12441.4999485 2255 user
21 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 4 -32.7000617981 14402 user
21 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -4161.09991074 11315 user
21 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 19 -5188.69996071 10067 user
21 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 9 -3148.10013771 12162 user
21 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -5201.60007477 9292 user
21 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 0 -12468.5001373 2123 user
21 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -7253.79991531 7653 user
21 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -8288.69986534 7392 user
21 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 9 -8316.40005112 6548 user
21 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 14 -12408.9999199 2628 user
22 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 19 -13455.7001591 2931 user
22 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 0 -1113.39998245 14896 user
22 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -2107.69987106 14470 user
22 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 0 -5198.89998436 11322 user
22 usuario14 D ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 9 -9362.79988289 6268 user
22 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] D 9 -14461.0998631 2163 user
22 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 9 -10383.699894 5885 user
22 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -6218.30010414 9743 user
22 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 10 -12383.8999271 3369 user
22 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 14 -5262.89987564 10060 user
22 usuario8 C ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 5 -9332.70001411 6854 user
22 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] C 10 -13636.8000507 1801 user
22 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -14566.8997765 2258 user
22 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 14 -35.3999137878 15156 user
22 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 9 -9376.29985809 6344 user
22 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 19 -13576.9000053 2042 user
23 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 14 -9307.50012398 2408 user
23 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 9 -1101.90010071 11382 user
23 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 9 -7267.50016212 3953 user
23 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 4 -5194.60010529 7072 user
23 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 10 -8263.99993896 4169 user
23 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 5 -8285.49981117 3668 user
23 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 9 -7244.99988556 5029 user
23 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -4160.3000164 7784 user
23 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 15 -28.8000106812 12343 user
23 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 14 -2098.29998016 10448 user
23 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 14 -5183.70008469 7136 user
23 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 5 -10399.4998932 2417 user
23 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -8275.09999275 3126 user
23 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 14 -4169.19994354 8189 user
23 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 0 -6231.40001297 5685 user
23 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 19 -5187.99996376 7218 user
24 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -7258.30006599 9610 user
24 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 5 -49.0999221802 16334 user
24 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -10345.9999561 6333 user
24 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 4 -10327.1000385 6382 user
24 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 0 -15495.1000214 1877 user
24 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 14 -12420.5999374 3985 user
24 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 4 -12530.0002098 3682 user
24 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -10486.0999584 6320 user
24 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] C 19 -5198.10009003 10977 user
24 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 9 -8269.99998093 8330 user
24 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 14 -9298.90012741 6811 user
24 usuario5 C ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 0 -11450.2000809 5553 user
24 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -15508.1000328 2100 user
24 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 15 -9336.40003204 7685 user
24 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 5 -14550.0001907 2834 user
24 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 19 -13424.0000248 3306 user
25 usuario16 C ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 10 -4177.19984055 13719 user
25 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] C 5 -3230.79991341 15215 user
25 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -11391.7000294 6472 user
25 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -35.4001522064 17327 user
25 usuario14 D ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 9 -8294.29984093 9367 user
25 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] D 9 -15562.5 2455 user
25 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 9 -9306.9999218 8558 user
25 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 4 -10340.3000832 8023 user
25 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 9 -5208.19997787 12674 user
25 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 9 -8293.90001297 9931 user
25 usuario8 C ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 5 -6231.40001297 12144 user
25 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] C 9 -13600.9001732 4221 user
25 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -15502.600193 2565 user
25 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 19 -7255.10001183 10363 user
25 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 5 -10417.1998501 6833 user
25 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 14 -12412.7001762 5719 user
26 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 14 -12836.8999958 5067 user
26 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 14 -7422.80006409 10395 user
26 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 4 -13411.5998745 4432 user
26 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -5196.49982452 12954 user
26 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 15 -14441.9000149 3950 user
26 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 5 -14451.2999058 4025 user
26 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 14 -14462.5999928 3559 user
26 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 5 -7243.49999428 10280 user
26 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 10 -28.1999111176 17542 user
26 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 19 -4166.00012779 13769 user
26 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 4 -6234.49993134 11748 user
26 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 14 -13526.2999535 4152 user
26 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 10 -15538.0001068 2384 user
26 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 5 -8264.49990273 10281 user
26 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 9 -12451.9999027 5761 user
26 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 9 -13417.9999828 4812 user
27 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -5180.90009689 7689 user
27 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 0 -4269.70005035 9023 user
27 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -4159.2001915 8395 user
27 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -31.5001010895 12946 user
27 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] C 10 -9312.3998642 2782 user
27 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 19 -9355.70001602 3858 user
27 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 9 -9317.8999424 3568 user
27 usuario1 C ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 5 -2101.30000114 10624 user
27 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 15 -8270.60008049 4938 user
27 usuario2 C ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 5 -31.1999320984 12997 user
27 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] C 14 -5202.19993591 7464 user
27 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 14 -11457.0000172 1402 user
27 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 5 -3123.80003929 9165 user
27 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 24 -2108.29997063 11023 user
27 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 0 -2107.80000687 11264 user
27 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 14 -4160.59994698 8136 user
28 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 14 -7344.49982643 4405 user
28 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 9 -6323.10009003 4051 user
28 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 4 -7245.10002136 4470 user
28 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 4 -4186.69986725 6594 user
28 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 5 -10335.0999355 1397 user
28 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 10 -5195.60003281 5811 user
28 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 9 -6244.6000576 4693 user
28 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 9 -7254.69994545 4232 user
28 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 19 -2104.50005531 8889 user
28 usuario2 C ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 5 -30.3001403809 11119 user
28 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] C 9 -3138.00001144 8091 user
28 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 4 -8328.69982719 2831 user
28 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 0 -10353.6999226 973 user
28 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 14 -2118.70002747 8371 user
28 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 4 -9327.30007172 1691 user
28 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 9 -8280.00020981 3291 user
29 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -9304.30006981 10148 user
29 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 0 -10740.4999733 9871 user
29 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 9 -13427.9999733 5923 user
29 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 4 -10332.0999146 10489 user
29 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 0 -12390.599966 7489 user
29 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 19 -17542.2000885 2229 user
29 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 4 -16510.2000237 3840 user
29 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 9 -15579.9000263 4443 user
29 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 19 -10323.5001564 9347 user
29 usuario2 C ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 0 -29.1998386383 19306 user
29 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] C 9 -15489.0999794 4807 user
29 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 4 -17663.4998322 1618 user
29 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] D 0 -17699.0001202 2201 user
29 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 19 -5191.29991531 14802 user
29 usuario11 D ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 4 -14542.5999165 5162 user
29 usuario4 D ['usuario5', 'usuario7', 'usuario3', 'usuario11'] D 9 -9293.40004921 10144 user
30 usuario16 C ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 15 -14447.9999542 5316 user
30 usuario15 D ['usuario9', 'usuario12', 'usuario13', 'usuario16'] C 19 -16888.4000778 3113 user
30 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] D 14 -6221.19998932 13724 user
30 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 10 -9320.60003281 10489 user
30 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 15 -13415.899992 6639 user
30 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 5 -14464.4999504 5704 user
30 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 9 -17553.2000065 2129 user
30 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -9310.80007553 10608 user
30 usuario10 C ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 10 -11381.9000721 8547 user
30 usuario2 D ['usuario13', 'usuario8', 'usuario9', 'usuario10'] C 19 -13476.9999981 6750 user
30 usuario8 D ['usuario6', 'usuario5', 'usuario11', 'usuario2'] D 9 -17553.3001423 2498 user
30 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] D 14 -18728.8000584 1341 user
30 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] C 20 -17534.9998474 2322 user
30 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 10 -27.899980545 19684 user
30 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 10 -14517.4999237 5434 user
30 usuario4 C ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 15 -17710.7000351 3110 user
31 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 24 -15522.5000381 4070 user
31 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 0 -10584.5000744 7573 user
31 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 19 -14431.9000244 4790 user
31 usuario3 C ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 5 -11367.9001331 6981 user
31 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 0 -14529.900074 4627 user
31 usuario13 D ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 19 -15490.7000065 3117 user
31 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] D 9 -13434.9999428 5661 user
31 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 14 -11354.5000553 7556 user
31 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 19 -10341.0000801 9206 user
31 usuario2 C ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 5 -34.3000888824 18726 user
31 usuario8 C ['usuario6', 'usuario5', 'usuario11', 'usuario2'] C 10 -11378.7999153 7055 user
31 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] C 14 -17677.0000458 1386 user
31 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] C 5 -16578.2001019 3102 user
31 usuario9 D ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 24 -11364.9997711 8465 user
31 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] D 10 -10392.8000927 8443 user
31 usuario4 C ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 15 -14450.2999783 4270 user
32 usuario16 D ['usuario7', 'usuario15', 'usuario14', 'usuario3'] D 19 -19678.5998344 4673 user
32 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] D 10 -16014.6999359 9310 user
32 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -20646.8999386 4901 user
32 usuario3 D ['usuario4', 'usuario16', 'usuario1', 'usuario12'] D 9 -11361.6001606 14147 user
32 usuario14 C ['usuario16', 'usuario13', 'usuario10', 'usuario1'] D 5 -21660.0000858 2768 user
32 usuario13 C ['usuario15', 'usuario6', 'usuario2', 'usuario14'] C 15 -20680.0000668 4330 user
32 usuario6 D ['usuario12', 'usuario1', 'usuario8', 'usuario13'] C 14 -21722.5000858 3484 user
32 usuario1 D ['usuario3', 'usuario14', 'usuario5', 'usuario6'] D 9 -17561.0001087 6978 user
32 usuario10 D ['usuario14', 'usuario2', 'usuario7', 'usuario5'] D 19 -19585.2999687 5295 user
32 usuario2 C ['usuario13', 'usuario8', 'usuario9', 'usuario10'] D 15 -30.9998989105 24746 user
32 usuario8 C ['usuario6', 'usuario5', 'usuario11', 'usuario2'] C 10 -16500.6000996 8850 user
32 usuario5 D ['usuario1', 'usuario10', 'usuario4', 'usuario8'] C 14 -22948.7998486 1829 user
32 usuario7 C ['usuario10', 'usuario9', 'usuario16', 'usuario4'] C 10 -20709.3999386 3571 user
32 usuario9 C ['usuario2', 'usuario11', 'usuario15', 'usuario7'] C 20 -16514.1999722 7909 user
32 usuario11 C ['usuario8', 'usuario4', 'usuario12', 'usuario9'] C 15 -15663.3000374 9207 user
32 usuario4 C ['usuario5', 'usuario7', 'usuario3', 'usuario11'] C 10 -22691.2000179 2404 user
33 usuario16 C ['usuario7', 'usuario15', 'usuario14', 'usuario3'] C 20 -11408.6999893 7580 user
33 usuario15 C ['usuario9', 'usuario12', 'usuario13', 'usuario16'] C 15 -14831.799984 3917 user
33 usuario12 D ['usuario11', 'usuario3', 'usuario6', 'usuario15'] C 14 -15463.6001587 3052 user
