round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -22513.9000416 6602 user
17 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 5 -6180.5999279 14750 user
17 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 14 -20492.3000336 656 user
17 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -19473.1001854 1666 user
17 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 5 -19461.6999626 2125 user
17 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 10 -19480.8998108 2116 user
17 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 9 -19600.2001762 1416 user
17 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 9 -18450.0000477 2125 user
17 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -19492.3000336 2035 user
17 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -20466.5000439 657 user
17 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 9 -27.6999473572 20804 user
17 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 4 -18434.499979 2690 user
17 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -13329.7998905 7843 user
17 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -18466.0999775 2859 user
17 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 0 -18499.7000694 2323 user
17 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -16425.2998829 4079 user
18 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 4 -21486.9999886 1347 user
18 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -10269.0000534 12294 user
18 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -22524.1000652 757 user
18 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -21531.1999321 1654 user
18 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 9 -20482.7001095 2300 user
18 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 0 -20527.200222 2423 user
18 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 14 -17424.4000912 5595 user
18 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 4 -17430.5000305 5384 user
18 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 4 -20572.4999905 2037 user
18 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -20476.6998291 2048 user
18 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -21.1000442505 22872 user
18 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 9 -16404.900074 6504 user
18 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -17432.500124 5430 user
18 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -20494.1999912 2168 user
18 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -21507.4000359 1668 user
18 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -20512.9001141 2473 user
19 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] C 5 -13373.5001087 1660 user
19 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 14 -26.7999172211 15271 user
19 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -13330.6999207 1542 user
19 usuario15 C ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 10 -9241.10007286 5976 user
19 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 19 -12307.8999519 2906 user
19 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 0 -10262.6001835 4793 user
19 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -8220.29995918 6737 user
19 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -10260.4000568 5298 user
19 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 4 -13357.6998711 1805 user
19 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -11273.7998962 3649 user
19 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -7196.99978828 7532 user
19 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -10260.60009 4661 user
19 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -9232.20014572 6141 user
19 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -13338.0999565 1897 user
19 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -12308.5000515 2682 user
19 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -12325.2999783 2936 user
20 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 14 -12293.7998772 3876 user
20 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 5 -25.7000923157 16226 user
20 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 19 -15377.5999546 603 user
20 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -13333.1000805 1955 user
20 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 5 -12298.7000942 3495 user
20 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 19 -23.2000350952 15217 user
20 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 5 -12355.700016 3744 user
20 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 10 -8247.60007858 7101 user
20 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -15394.5999146 996 user
20 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -14338.1001949 1521 user
20 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -14370.1999187 2160 user
20 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 9 -12302.8998375 3268 user
20 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -20.3001499176 16155 user
20 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 10 -9247.49994278 6581 user
20 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 5 -12302.2999763 3512 user
20 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -12359.6000671 3133 user
21 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -14311.6998672 1998 user
21 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -5153.30004692 11799 user
21 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -16419.8000431 495 user
21 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -16387.3999119 1196 user
21 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 0 -14340.7001495 2727 user
21 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -11280.4999352 5326 user
21 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 0 -11278.9001465 5004 user
21 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 14 -11325.0000477 6486 user
21 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -15370.8999157 799 user
21 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -15330.8999538 1668 user
21 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -22.3000049591 17248 user
21 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 4 -14330.9001923 2756 user
21 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -6171.0999012 10564 user
21 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -11270.2999115 5893 user
21 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 5 -15369.5001602 1797 user
21 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -14357.5999737 2629 user
22 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 4 -23620.8999157 1829 user
22 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -17.1000957489 24114 user
22 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -24572.2999573 538 user
22 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -23558.6001873 1372 user
22 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 14 -18452.3000717 6070 user
22 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 4 -23567.0001507 1732 user
22 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -23575.5000114 1735 user
22 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -16411.9999409 8142 user
22 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 5 -24615.7000065 1304 user
22 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 9 -24599.2000103 1214 user
22 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -22555.5999279 1695 user
22 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 10 -22523.2000351 3058 user
22 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -23562.9000664 1809 user
22 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -13339.799881 11686 user
22 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 0 -23543.7998772 1663 user
22 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -23559.7000122 2206 user
23 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 14 -15364.7999763 3308 user
23 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 5 -13338.7000561 5900 user
23 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 14 -18455.5001259 682 user
23 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -17427.2999763 1576 user
23 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 5 -14359.8001003 4571 user
23 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -17453.0000687 1501 user
23 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 4 -14353.000164 5251 user
23 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 14 -12313.0998611 6388 user
23 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -17449.8999119 1160 user
23 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -17424.7999191 859 user
23 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -22.0999717712 19060 user
23 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 5 -13319.7999001 5930 user
23 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 14 -13323.8999844 4796 user
23 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 10 -10264.6999359 8691 user
23 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 5 -17429.199934 2075 user
23 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -15406.1000347 3692 user
24 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 14 -15373.4998703 3294 user
24 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 0 -22.7999687195 18116 user
24 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 14 -17523.2999325 647 user
24 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -16405.4000378 1455 user
24 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -15398.6001015 2474 user
24 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -11307.1000576 6157 user
24 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -14365.3998375 2872 user
24 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -13424.9999523 4776 user
24 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -16563.8000965 1651 user
24 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -17401.9999504 1282 user
24 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -8222.10001945 9883 user
24 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 15 -9240.4999733 8066 user
24 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -14365.1001453 3721 user
24 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -13337.8999233 4781 user
24 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -15361.700058 1854 user
24 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -15385.1997852 2727 user
25 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -6151.99995041 4218 user
25 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -19.5999145508 10712 user
25 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -9247.60007858 1179 user
25 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -8212.70012856 3126 user
25 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -8222.39995003 2090 user
25 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -9248.89993668 1581 user
25 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -8220.09992599 3455 user
25 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -7195.59979439 4207 user
25 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -9256.00004196 1385 user
25 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 9 -7253.10015678 2960 user
25 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -9247.20001221 2386 user
25 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 10 -7187.99996376 4258 user
25 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -9273.99992943 2084 user
25 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -5240.00000954 5806 user
25 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 0 -6172.90019989 4862 user
25 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -7207.10015297 3053 user
26 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -13318.7999725 3847 user
26 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 19 -6181.29992485 11329 user
26 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -16405.4000378 725 user
26 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 19 -11285.200119 4932 user
26 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 20 -15448.8999844 2086 user
26 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 5 -13382.8001022 3372 user
26 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -12313.6999607 4539 user
26 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -14341.2001133 2222 user
26 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -16450.5999088 779 user
26 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 24 -15375.2000332 1593 user
26 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -20.6999778748 16427 user
26 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 20 -11286.0000134 5812 user
26 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] C 24 -13329.4000626 3634 user
26 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -11287.5001431 4669 user
26 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 15 -12303.9000034 5237 user
26 usuario4 C ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 10 -6177.89983749 10837 user
27 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -13323.4000206 3666 user
27 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -22.0999717712 16877 user
27 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -16415.8000946 575 user
27 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -16417.7000523 1133 user
27 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -14399.600029 1824 user
27 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -13367.4001694 3403 user
27 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -10293.6000824 6240 user
27 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -14372.4999428 2447 user
27 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -14456.099987 2269 user
27 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 19 -16455.3000927 824 user
27 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -15403.8000107 1365 user
27 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 20 -13424.1001606 3726 user
27 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] C 19 -3116.10007286 13544 user
27 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -14380.4001808 3356 user
27 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 15 -15445.9998608 1628 user
27 usuario4 C ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 10 -7225.49986839 9630 user
28 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -14427.8001785 3959 user
28 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -4131.10017776 13331 user
28 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -17499.2001057 594 user
28 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -16431.9000244 1312 user
28 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 5 -17444.4999695 1402 user
28 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -7199.39994812 10286 user
28 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -21.399974823 18656 user
28 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 9 -16428.6000729 1833 user
28 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 5 -16465.8000469 1377 user
28 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 19 -17580.4998875 803 user
28 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -15420.0000763 2989 user
28 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 19 -12360.9001637 5033 user
28 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] C 19 -9280.49993515 9153 user
28 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -13368.999958 4139 user
28 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 15 -16407.200098 1707 user
28 usuario4 C ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 5 -16417.4001217 1823 user
29 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -15371.999979 1574 user
29 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -21.8999385834 17175 user
29 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -16413.4998322 725 user
29 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -14347.8000164 2800 user
29 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 5 -14372.7998734 2126 user
29 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -12318.6998367 4608 user
29 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -14397.1998692 2128 user
29 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -11287.3001099 6354 user
29 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -14441.9000149 2467 user
29 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -16391.4999962 675 user
29 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -13345.4999924 3323 user
29 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 19 -5149.89995956 11947 user
29 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] C 14 -9245.80001831 7514 user
29 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -5157.40013123 12510 user
29 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 15 -15374.0000725 1470 user
29 usuario4 C ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 5 -12342.6001072 4385 user
30 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -8210.09993553 1686 user
30 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -21.0998058319 9762 user
30 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -9251.3999939 581 user
30 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -9252.39992142 1214 user
30 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 0 -6166.70012474 3759 user
30 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -9249.20010567 1414 user
30 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 5 -5160.00008583 4447 user
30 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 14 -3109.10010338 6448 user
30 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -9248.4998703 1288 user
30 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -8210.00003815 1183 user
30 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -1061.30003929 9519 user
30 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 9 -3095.09992599 7031 user
30 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -2086.10010147 8252 user
30 usuario12 C ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 5 -6186.59996986 3742 user
30 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] C 10 -8213.09995651 1314 user
30 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -8240.4999733 1964 user
31 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -14343.0001736 2018 user
31 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 9 -11289.0999317 5458 user
31 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -14368.8998222 1976 user
31 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -14354.6001911 748 user
31 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 15 -12321.7000961 4109 user
31 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -13342.799902 1827 user
31 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 10 -14364.5999432 2363 user
31 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 15 -11315.7999516 4784 user
31 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 10 -11322.3998547 4670 user
31 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -15386.7001534 775 user
31 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 15 -26.6001224518 15272 user
31 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 15 -11282.7999592 4130 user
31 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 14 -7214.90001678 8689 user
31 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -13353.8000584 2014 user
31 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -14348.2999802 1586 user
31 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -13361.4001274 2605 user
32 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -10325.7000446 1626 user
32 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 9 -6177.79994011 5367 user
32 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -10280.7998657 1712 user
32 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -11292.9000854 1584 user
32 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 15 -10270.1001167 1509 user
32 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -11315.0999546 1161 user
32 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 10 -10284.5001221 1578 user
32 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 10 -7190.29998779 5094 user
32 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 5 -10282.900095 1994 user
32 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -11285.8998775 1004 user
32 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -20.4999446869 12460 user
32 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 19 -9245.10002136 3061 user
32 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 14 -9256.29997253 2242 user
32 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -9261.30008698 2897 user
32 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -11288.1000042 730 user
32 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -10299.0000248 2114 user
33 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -2070.19996643 2314 user
33 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -18.59998703 4508 user
33 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -3105.70001602 1559 user
