,userid,a,v,t,z,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50,s2,s1
1604,81,3.9479524711285605,-0.41857539541303596,1.5645756769163643,0.5314698524628115,0.5176237062488716,0.18278521633887074,0.2866838484432145,0.08866410469850894,4.033642022666796,0.05144028591477189,0.5643279565671937,0.5053118269018699,0.6126697209676266,0.1456527592821457,0.2541256365583944,0.08621911935634828,4.908072039023321,-0.16360007798065765,0.5101623802592943,0.5592395817288643,0.6766235304691419,0.20035831828003386,0.2870732061659602,0.08710259438964323,4.550151511796925,-0.47883966833746494,0.5604630172869187,0.5781613180788177,0.8571309141462734,0.2218550705032113,0.29121893949767014,0.08692880952722405,5.033297867958419,-0.6885040661965353,0.5754463218231097,0.5965241720772511,0.6664777042643901,0.2768087914710775,0.4148479324224095,0.0892642304850381,3.6706088071343137,-0.67563486836836,0.7820337290482431,0.5740432670400405,0.9059508549539074,0.32095749593010164,0.3265732066261508,0.09126447711527866,4.43671058699418,-0.9543360453785804,0.6516794919402475,0.6007197096430277,-233.0,-36
1662,16,5.275261217346158,-0.09919426454577958,0.9792967245467442,0.5110650505208166,0.5882313686122672,0.14486317027200923,0.2526137346487515,0.0882617799597175,4.845769319568359,0.04710933683119471,0.4964529151223246,0.49433049166875986,0.5236536729423258,0.1813234223584325,0.2886222109808262,0.08667768215339446,4.016530955184653,-0.06431058741368813,0.5700786845500803,0.5201310416535955,0.5748322344961843,0.1379175147669197,0.24489676028705615,0.08646224153519151,4.9102206168922855,0.04539911109936761,0.4925916554502185,0.494525720904923,0.5506896829318805,0.17300599911107672,0.26484342747404493,0.0854428216212876,4.367966129950526,-0.2696081005871293,0.5302204788450642,0.5318256317569594,0.6823205049689975,0.13537967043878038,0.23983976587851988,0.08648491458569901,5.421659595123653,-0.20447428876515625,0.48362897569598706,0.5395763330566149,0.7528343605072418,0.12519023924150544,0.21468026588525044,0.09078008467788917,5.759002485181162,-0.19189410494558712,0.44449102404681523,0.5118441055008375,87.0,-13
1719,128,4.278663500513075,-0.7453483937359202,0.44696853070513687,0.49901269561441836,0.6145345245991607,0.2225507840580891,0.1438658151180967,0.0864472917176005,3.790804524791115,-0.541298971011634,0.38100447893325234,0.4222107119532774,0.7371175862893309,0.26192098605284625,0.24464183596676237,0.09083699705780923,4.0018356637089365,-0.7775782029136777,0.5376987043681095,0.5432800065343951,0.6078072095024615,0.26055852172909355,0.25326776833548625,0.08899753992155988,3.69208348455392,-0.6039314838371074,0.5822741192817039,0.56397277312173,0.6901620063174643,0.2819057404882239,0.2543846811404467,0.0960137964824197,3.6663296632378555,-0.8151265681509007,0.5815829069048286,0.5135482558604869,0.76682098482411,0.2940592816526217,0.2711201134071943,0.09075354327877727,4.040347136349766,-0.9308695584856654,0.614180132443138,0.5699885184218672,0.5236909952171174,0.26199986935201547,0.22963948784407542,0.09270513347988912,3.292889571023483,-0.47801077180922674,0.54530571282031,0.490163604318382,-620.0,-54
1777,3,5.155222351509401,-0.6901748692585632,0.11707317705124154,0.4402625365093631,0.7188352853423765,0.2719922633763366,0.2229888553826692,0.09114945590372278,3.9896716735491675,-0.8088180140307553,0.5248885665682015,0.5500017992233903,0.6454107645217944,0.2301752584552889,0.1831715475858932,0.08898875410391742,3.9878668525049625,-0.6546651628135693,0.44119190501772143,0.5090374394304861,0.6312150508490026,0.18833146858928543,0.22152858827680091,0.08394805364871005,4.211925962278904,-0.46563217476825836,0.49135927612138003,0.44008960022579685,0.6395273400056537,0.21233514987896396,0.18025190506586386,0.08752505991363563,4.096894646940773,-0.5687493009482826,0.42577977093088126,0.49567183805056964,0.5452716215312179,0.3337897570359615,0.05753470192676432,0.08992446441140338,2.906529495480459,-0.893149527846122,0.16556998968683959,0.4860715709256141,0.663261031143324,0.267557682614291,0.2530244464465291,0.09450582581812939,3.783312377766935,-0.7140477630488236,0.5486090970128084,0.5103519749122847,-380.0,-58
1835,62,6.402367046363858,-0.5660511782121098,0.5125767687191746,0.5154527171134183,0.8612006495327649,0.20167098500671005,0.2633599833513008,0.08626847017050818,5.263601241957623,-0.6071410582448619,0.5276954831279442,0.5916010667459827,0.8839135929537221,0.2322747024900989,0.2906025278908916,0.0861141266637746,5.059600373611239,-0.7411508287527394,0.576843072202414,0.6069129532779239,0.9687185456843819,0.2363218527467646,0.29240934402962077,0.08510447769489952,5.31381694725973,-0.7434905509746428,0.5797618656350423,0.6173715675796416,0.8383540906422831,0.17843624626721635,0.26303648392471124,0.0867066560683271,5.344875857919024,-0.5305872721554096,0.5146937482299345,0.5757608459092887,0.6943630410678563,0.11820785306939513,0.22627968518245867,0.0829531508169468,5.737500888613278,-0.2101406319317167,0.45490247726141425,0.47168484460388715,0.6797125271856018,0.17843528187070673,0.20352606720265387,0.08985950051617922,4.610524262394472,-0.42184114769557784,0.43743418094219977,0.4831541866972517,-184.0,-56
1893,74,4.278134790420666,-0.4158541628947341,1.1730823067256897,0.5177239466962842,0.5754882993616959,0.17138424960291343,0.2575590417206127,0.08497800220535734,4.429544383457765,-0.28133158315710954,0.5245463700363696,0.5507320023351536,0.5135083112835854,0.18473701132813133,0.2762359697195466,0.08651476300922566,3.961626751719046,-0.17310171775655675,0.5637842938633103,0.5239051791214313,0.7921187195380186,0.18063366263369923,0.23493694036744794,0.08634779696299105,5.167890887043063,-0.5226737687256532,0.49019816880346695,0.5634280965101449,0.854078134741972,0.31943864708569236,0.3383877620448187,0.08982597116746767,4.205835083536291,-1.0313525959902397,0.7047083306841825,0.5941145271807919,0.5093512306251954,0.20058786479613117,0.28847924182949364,0.08831720723186198,3.806281849190604,-0.1936840947458336,0.5868691230778601,0.5250270811785,0.5872128464538701,0.2121762702763538,0.2753537885027006,0.08834959308625956,3.975263513843377,-0.42970813855933043,0.5595859853595878,0.5401453340144482,80.0,-40
1951,43,6.045503119190888,-1.3350979016609514,0.6099437095306333,0.6446977624835342,0.9496428150697835,0.28572694233155166,0.3386983106813363,0.08743912539802948,4.872955045146319,-0.8954056702688403,0.6549512542172986,0.6165485540363878,0.9104311135426585,0.32674915957497686,0.30014082542642917,0.09024896843716053,4.379858255047557,-1.0287407506207509,0.6612825380467126,0.6053389296708159,0.8661004893318386,0.31837872024256936,0.2880377935183671,0.0911538757041036,4.318269548045338,-1.0057105109544826,0.6369505320282781,0.5970005011860532,0.7722227143712783,0.2426933507229599,0.260992233113704,0.0899437470870209,4.476268094160539,-0.7306068114426368,0.542399999836321,0.5686343489040515,0.8509885468234443,0.2799241743266861,0.27620818567075944,0.08793042075361522,4.482559438661149,-0.8765805691458468,0.590837530027126,0.5929105237877389,0.8135094256402656,0.33283025648609654,0.3066488909003036,0.09338875126003848,3.9304737106512864,-0.9892230154870852,0.6578179627440731,0.5754974864213692,-324.0,-58
2009,83,3.7480676725747926,-0.6015341064865412,1.0468335070081987,0.4333201406162086,0.9939243601453915,0.2946793705985424,0.3448355340217144,0.0843667986478418,5.012939391455433,-0.9211622112177394,0.6587947929141812,0.6221752010666657,0.6044439205174899,0.18448802706908005,0.26343576514341155,0.08732973633656435,4.31428539572558,-0.41548867719901283,0.5371117447732153,0.5314466369816675,0.5508839048295616,0.259785072321603,0.2700854898086747,0.09250805925910403,3.2753199205671817,-0.5581561187406203,0.620077030418911,0.4990392780655026,0.8902776638385494,0.3867276734763781,0.3257174995948287,0.09155348806006738,3.9051417150827774,-1.3103049771891309,0.8076466385673068,0.5981172000507562,0.7668721233094679,0.36783328269438154,0.29976925135454763,0.09721714348376485,3.55942099785817,-1.142978085867386,0.7275024108788775,0.5547588196592637,0.5682374122492865,0.27544671739857063,0.31909805213360415,0.09256878941108936,3.3435890067034184,-0.572430908151253,0.6725082476347229,0.531702206879479,-336.0,-50
2067,148,6.7612568595664,-0.5859634686310639,0.4307604183902352,0.5225319153404187,0.7239527755595154,0.14314095443042368,0.22716708920223083,0.08521264301934639,5.328837555166535,-0.3736533780430108,0.46262172445489513,0.49784527612328416,0.8113670930736818,0.16612736731136338,0.24930850219791142,0.08707453828514611,5.547874610085882,-0.48034638067604096,0.4927441111976189,0.5692417524909128,0.8520431173510736,0.16204458724159512,0.2392354480278044,0.08534133925248978,5.705975317051788,-0.46244050729182185,0.48907389491958325,0.5723448789557042,0.7852671815047423,0.18554146568042257,0.2551355552327495,0.08708876932730955,5.052574687618242,-0.5400776843651839,0.5114308852725622,0.5586304663419382,0.9449253842141041,0.19644201651665877,0.26448535215177216,0.08557006226290716,5.691748804003775,-0.5968280514819704,0.5272379434595158,0.6125464519688435,0.7056239085507777,0.25206316556312613,0.24869162096817746,0.09194706355317554,4.020240334526435,-0.7012586596056932,0.5315234643020801,0.5317006410539838,-636.0,-58
2125,106,5.385943519801142,-0.43009616471598455,0.6119541009937874,0.5411274806616269,0.8157042938675172,0.23857777337241415,0.279476445158608,0.08834373734403346,4.675144937040135,-0.7218573603693444,0.5657267504902391,0.5772408818339276,0.6272291438628244,0.18824157186402835,0.24773413097973643,0.08915326603485478,4.317924700641406,-0.354656977109406,0.5065990367988628,0.5186289884224987,0.5980618859416345,0.18801978772425346,0.2910468769661397,0.08499989734897317,4.26140723013702,-0.3385208383925733,0.5694562927403258,0.5728457247366795,0.6585434621153066,0.16252037309284004,0.2352574763815679,0.08598049184673283,4.838925794018634,-0.3458841028603539,0.48222247201915686,0.53631583586406,0.6837428593241404,0.137168866506385,0.2449900953005324,0.08646171539985455,5.342318303405773,-0.2228308916865875,0.4923505257708613,0.5522036877951804,0.7589966438757569,0.14685107284515297,0.19614246775025726,0.08722204919368388,5.297712569489181,-0.34679465783176683,0.42303727334662594,0.49787709033049105,-472.0,-45
2182,93,5.424263193564383,-1.0050539418417384,1.0260296967771225,0.5552669172259761,0.7868130290739729,0.19068532809383035,0.26538380913149734,0.08810032772990412,5.0497487879793,-0.5626066513246848,0.533479170901216,0.5614081123891672,0.825651727552637,0.2884750031663112,0.30882702202881984,0.08867428441727007,4.245840252768009,-0.8854784461724678,0.6332325557611548,0.5785035898064976,0.8049402582969679,0.21899349632378065,0.2797741607253883,0.08422734089351053,4.842560531526114,-0.6735630746182193,0.5513812972012596,0.582308939192891,0.9032186030781031,0.2606887280802266,0.3006433446193941,0.08802845425560082,4.860217400181378,-0.8128632771715201,0.5998776235566642,0.6063182202678645,0.9618319286085878,0.3637674198790547,0.4170178213341774,0.09038109861281172,4.384151343346371,-1.168405191695186,0.8323188628171082,0.6126385946429315,0.8665860350632083,0.3000395691770493,0.3950059436478658,0.09100717941798885,4.335942647634824,-0.8873511423636413,0.6890938830284733,0.5877331228806352,-612.0,-58
2240,18,5.17537324901147,-0.5338379864065973,0.7437057205453557,0.5311285562412431,0.7206268853221985,0.1737408155777273,0.2192256143631118,0.08732312996090766,4.932869819116987,-0.47982742467289674,0.45920395943877407,0.5274665462119581,0.7038169721932265,0.2012063613735092,0.2572618495043883,0.08899371441695796,4.443494863251053,-0.5671404284546397,0.5315845312272404,0.5189260905081475,0.6270281818782149,0.17336232696932707,0.27475096264085364,0.08757996938664844,4.56273902368832,-0.2950275502856676,0.5404989993754296,0.5596291688429607,0.5467624336729585,0.17019180632431022,0.24776278825876286,0.0846814214977231,4.246566360688458,-0.2462257344970151,0.5208221832226353,0.5080225207343938,0.8418533848178407,0.19777834821920076,0.27304007208024633,0.08546677891650399,5.194430431949474,-0.6098122940663827,0.5331379035079362,0.5891654001013029,0.7735051552600536,0.20518738825220065,0.25220676810410514,0.09002852812414423,4.7793562200246615,-0.5520929184415673,0.5183795093817045,0.5512258403250028,-344.0,-50
2298,36,4.383397094486801,-0.26047873046252445,1.229479071559648,0.5340021695951312,0.6172893381572053,0.1366875068447207,0.24848460820425075,0.08963865412309494,5.038327896615691,-0.12435308650326121,0.4941371515425364,0.5202964150027113,0.5869068165541378,0.16228443630752018,0.2656076289324631,0.087793774564662,4.549425348304867,-0.2410313080325947,0.5239019929685724,0.5148696980999588,0.5944545439219447,0.166490383795929,0.26785156549457045,0.08649519795269302,4.585271802501303,-0.2581037037340543,0.5197921298515656,0.5338439340196652,0.5208952191219011,0.2138999215806237,0.36103665354279646,0.09050103730229933,3.628559531295059,-0.19947909543099077,0.6731057993200017,0.5161129103734368,0.6219837527994259,0.18309450375784084,0.29686396657900543,0.08643040596131457,4.388315144044435,-0.2381806623660765,0.5799651151375395,0.5904343251421893,0.6256089694227699,0.20414516339769143,0.2562566315958222,0.08891990156447867,4.227932831394844,-0.4110243514185051,0.5210045806995237,0.5490131465499849,259.0,-26
2356,138,5.526954026463399,-0.5312972372616293,0.9173320162278203,0.6045350408246293,0.5647128525340812,0.1707497260339712,0.2733614099289019,0.08724353457118265,4.315314136060656,-0.17604308486255718,0.5376135398270143,0.5422770329898551,0.607418937433696,0.17709985240463214,0.266923700666961,0.0857387684388414,4.50929905687104,-0.2902153497288743,0.534454944494957,0.5532992426065575,0.7029526559602122,0.15278008183642558,0.2547391243743911,0.08946957257767113,5.147276290666676,-0.34610036550099155,0.4991213421571344,0.5527899005775659,0.880652595956536,0.2072331051713964,0.2750316379234121,0.08822217107278094,5.2083319286116465,-0.6189954546211737,0.5429231689212713,0.5856813512540345,0.9047754953774172,0.1524326725597893,0.24967564302022768,0.08557058673502044,6.094813897159617,-0.4504975328186917,0.4955168014397551,0.5933922586885109,0.872952496962157,0.23688642538194016,0.27951178472293114,0.08570527270174505,4.850364251953191,-0.6993362164601971,0.5635970989765551,0.5940874253475554,-405.0,-46
2414,168,9.728063389727643,0.39764636387248503,0.4427835837641904,0.393105070248278,0.8967018125931898,0.09237072562741806,0.21495848303097081,0.08627159333278066,7.438595672809045,0.22504259412572528,0.4312170708281921,0.45885192430560956,1.0208439969272387,0.09657416688766715,0.2242599829501622,0.084471390073927,7.804579576791045,0.2636390364498667,0.44173419879520615,0.42161193729987123,0.8545794546020234,0.11724860185337735,0.21432482928765972,0.08721241155323022,6.476845238207331,0.28838891723112997,0.4365570343022142,0.45872940361586034,0.9698128883750213,0.11536545145198834,0.2384104686488647,0.08451194444225477,7.133836666381412,0.32219126977468626,0.4615955412533212,0.412240022761037,0.8795633938409911,0.10320619399199336,0.22522194296176276,0.08461645071075768,6.936488668182351,0.23079908834459986,0.45046608797997045,0.427678240162969,0.9442008843881569,0.14616989108211412,0.23601553204064943,0.08702684460894317,6.222233607188388,0.4020440657102456,0.46832524594922537,0.4127094264827157,1131.0,54
2470,32,3.33085382820035,0.5463295116667316,0.5521073650060745,0.5062083624253487,0.5021130402538605,0.2055522692467335,0.24656381194910817,0.08672874006722167,3.671795099202322,0.3299386428862038,0.5516799952836368,0.4919325353890894,0.5710957156536699,0.2705610387953119,0.2783066234775245,0.09046325745781802,3.417981845176279,0.6501256381529816,0.6459900477419241,0.4579756635922967,0.8478762682567289,0.39891898585242025,0.24647784164528969,0.09651185433424206,3.7023906116105536,1.31727999611175,0.6490660875734401,0.418766682363092,0.5636202567981187,0.386017003221859,0.26109584409599057,0.09706304509371545,2.7685182833245237,0.9807793194901001,0.8285531791959162,0.4452910372183491,0.415866809705903,0.30901792847669984,0.18026552369469576,0.09103929543280682,2.6486004887166077,0.45010662083489367,0.5553516173201054,0.5231834977011302,0.51610574823872,0.3440472795831044,0.36532323370013636,0.0964680149357157,2.639633771503735,0.46446911556282494,0.881927303023409,0.49076186413676653,963.0,40
2528,21,4.32598537854327,-0.8570127078616417,0.5493863336813208,0.41952435950496164,0.6009498919361189,0.2401445774575333,0.21031189170291167,0.09295119571543192,3.6952021040083567,-0.6325697861711561,0.4901601097876797,0.47109653780246885,0.6890894860212141,0.2140498045904138,0.20376628397936025,0.09059671446023294,4.293088909429039,-0.5879921246911469,0.4576341949410823,0.5148702605062031,0.6094108206229866,0.2970872116564268,0.22141745899737744,0.09701464740214426,3.3352670345899416,-0.8081148266470097,0.5727809762775127,0.46966820445961444,0.595853726502452,0.3129639121352351,0.1614278895017289,0.0927935383257588,3.176795292821324,-0.8601448395856215,0.43940028966767497,0.4797436671102392,0.8484376980713845,0.4419608198435709,0.3126572810597898,0.10367438771437198,3.2159834163425582,-1.4007446716346412,0.8665553304548447,0.5484006115158432,0.8020344097417715,0.4767879831193754,0.26200250060473224,0.10182088515213696,3.062542108558473,-1.4332133568763474,0.7862590626657813,0.5457550906295453,-524.0,-58
2586,60,5.415209655788451,-0.47605373305918697,0.5910185605728709,0.5550397692701475,0.8244533362640274,0.22901420342210413,0.2776005217895627,0.08879440892991765,4.809976878002164,-0.7156418372311676,0.5605507295778435,0.5892584988500947,0.7406056037137922,0.2234822237364534,0.25068914702355233,0.08555082044107976,4.532653217836608,-0.6768118850807547,0.5276724190880049,0.5616788875733251,0.6975778983498497,0.13725004319441342,0.2477300330832166,0.08661784109912922,5.35562259474535,-0.21234182546972794,0.5000018404088818,0.5418900274593974,0.8581206646769712,0.15335581838219212,0.2524322803485851,0.08295643685454646,5.774166298400559,-0.4602339983917568,0.49455294825340407,0.5747747292739882,0.720096939169052,0.21550844898072985,0.262797816772015,0.08950097507543361,4.448925475657813,-0.6357590067959424,0.5414477384081244,0.543980533907319,0.5759328482230026,0.1510580867439615,0.22710987186249218,0.08484253655370044,4.69497181887633,-0.12381240914360908,0.46922567250634767,0.5606645308806795,-52.0,-48
2644,113,4.005623452508078,-0.3865230055907637,0.9010711942294497,0.4820877249359011,0.5695630255874714,0.20288991546871793,0.2987505161613539,0.09010990137501207,3.9073273037716096,-0.3361905785056131,0.6017393393919216,0.5384822101557106,0.6008525826873187,0.26809501142224806,0.35352789480575253,0.08830755148824784,3.5218387674308556,-0.6511638340557989,0.7167149778313077,0.5656104320897907,0.5134716950589803,0.20191835344625267,0.32417904408110415,0.08899937596864001,3.7653510593772768,0.11299969158810123,0.6160247434451721,0.4569084332638358,0.5474577926326947,0.22355904560423995,0.26438554482006815,0.09106168441182048,3.727913224537077,-0.4520874461744479,0.5720485368875341,0.5011030621585096,0.6011483894490511,0.15594036996724459,0.1816792343620841,0.08540631585102562,4.669968885274254,-0.29769309562471896,0.41225181918972786,0.4866850674620402,0.904154016524021,0.34409995629669676,0.35527221298490824,0.09344526024420012,4.241716602854341,-1.026360988011949,0.7097699213582643,0.5995987715826093,76.0,-38
2702,143,4.362607843701413,-0.22848875454344353,1.1171955982385025,0.5063267316320919,0.5329109926143213,0.19024363978820266,0.30729820147034853,0.08816080519828977,3.8742021902490267,-0.07641898372689537,0.602151291793721,0.5279943738032966,0.5823250629683447,0.16564236554962553,0.2677223481241063,0.08583411542297308,4.425503525543493,-0.2608241237525679,0.5360224957424569,0.5242784412620607,0.5677826683787476,0.15049408363733818,0.24259736180833627,0.08309008965640821,4.598311009634965,-0.18326630880339137,0.48710555228400143,0.46803265670425065,0.5245251125284706,0.200316576685499,0.2913067768272247,0.08763009515451693,3.830607513959047,-0.215357710335007,0.5940202970673596,0.549731127762379,0.6811678102383983,0.15187991427276326,0.25048575301239767,0.08898186257648388,4.993185456835924,-0.2960367587840675,0.4975373665593497,0.5038772598457257,0.5578974180812568,0.18090673632906384,0.26269659892378855,0.08835664518514261,4.253651425819234,-0.19438585269678485,0.5141791091465374,0.4884713357238316,252.0,-26
2760,6,3.3513616826066603,-0.44274257437125947,0.7030195179236629,0.4747063109814974,0.4352654837624809,0.25910815426887707,0.2371856941208992,0.08956824807323556,2.9705757985600303,-0.23070224927257565,0.6134070842370073,0.5032397661130079,0.6274354689707821,0.2627430520624298,0.31844904315993156,0.08902572728458377,3.815496411965014,-0.6194370100520897,0.6641957412171581,0.5743687057810835,0.4474336916274984,0.2683014684921075,0.2046278982787446,0.08915886888576241,2.9637872849745643,-0.3631350423411384,0.5462996565957938,0.4868405650712377,0.6631255892577704,0.27940001472244647,0.27384045867627355,0.09716918370926504,3.5416959776366497,-0.811066575428243,0.6221757460659616,0.497546376895264,0.4647367457725266,0.2227148121142443,0.29100960956687927,0.08686839065665641,3.3384670393510394,-0.17379290186465365,0.6279862139227173,0.49086066142026347,0.6094646440475368,0.25020358546105226,0.16577646980786573,0.0911614403239351,3.740254683132307,-0.6363840866458655,0.41308400157004804,0.49851290677193105,79.0,-38
2818,63,5.785199809277493,-1.6919061905389308,0.7722343238780222,0.6634441208809464,0.923006114397211,0.33408409533987354,0.41719795956458633,0.08884591636129159,4.457188898013522,-1.0671853234802147,0.7880922451257992,0.6101842741620717,0.9570978503511598,0.3454346096906859,0.3100275596916334,0.08945825462374715,4.4727280357315955,-1.0965096317062526,0.6834501596023317,0.6134550172042591,0.960313388969481,0.36154359067413516,0.35050023798521557,0.0906654842535314,4.448894170906191,-1.1549590050484055,0.7464891363837557,0.6188380959100569,1.0478593336586572,0.4220923136310887,0.4194559769698435,0.08970638301982167,4.436466029586086,-1.3309418480212765,0.8827113199737449,0.620914897442402,0.8627819706862481,0.3530104454651106,0.3391889321928738,0.09462467458090176,3.8969794301883174,-1.1454248357707615,0.7608712720117888,0.5795020135934469,0.8014898549523828,0.33395544531512605,0.2831748349176824,0.09301158213274957,3.8813364016282472,-0.9834557171576641,0.6396573977791368,0.5737470029574328,-248.0,-58
2876,71,5.465858700887323,-0.3796551443939391,0.535093779279816,0.4828290237690965,0.7441803417203268,0.12401560415851069,0.21394820652115062,0.08303035102329923,5.8040152052184855,-0.30103012529000744,0.444703170100145,0.4844637999841016,0.5950850617371771,0.15601738923258918,0.21849603656416186,0.08697202794628328,4.534802719349079,-0.19267932354861966,0.474549009348059,0.4708154911819414,0.5107690665322582,0.18124859978801558,0.2567559054128656,0.08315593936121876,3.9686392599214817,-0.18920326810900215,0.5389480924894736,0.5431565533788751,0.7464358987695806,0.14760121672019919,0.24318680962606698,0.08681459893062078,5.411220579404347,-0.3758463535911453,0.4855736088692453,0.49870924139514616,0.6857941627933118,0.17744723873875595,0.21178562973714044,0.08729960197076733,4.637055815731825,-0.45388310707287816,0.45238203997782656,0.48456674580344017,0.7557283212055876,0.21856788308457534,0.26346841511504815,0.08850547308459551,4.512651548373694,-0.6235324552238141,0.5348921471509239,0.5552550274914316,-236.0,-48
2934,118,3.1717641909841845,-0.09861336730039462,1.159603364955198,0.5892816755611934,0.6782975277979351,0.2388886744995327,0.33413391860855246,0.0885591622951313,4.176103156581623,0.6073118416568684,0.6433704304750982,0.40786965306762013,0.5528281953928758,0.2468726100189825,0.4002034756816005,0.08901626457882461,3.473584512394959,-0.4204659379221065,0.740046884362825,0.5509027673661621,0.5062415341567178,0.20605225184301731,0.3256951583488932,0.08723800308786639,3.635395814023468,-0.10388329476185533,0.6423472154435109,0.5428082065254723,0.49699464680717054,0.23247123661801547,0.35255147158211275,0.08949288988444465,3.335986358838624,-0.22059752634493307,0.7092398222974751,0.5214753381350469,0.5067473092285218,0.22403595356062495,0.3260129982636925,0.08578134065700035,3.527607187434067,-0.23766449902438164,0.6546581288495683,0.5442958693915766,0.7851610035577742,0.3874561553537144,0.27858524576774735,0.09999304661178046,3.352625676935555,1.1861518398148239,0.6699064083546267,0.45594570248579147,671.0,2
2992,108,5.113774736198287,-0.6768635643740142,0.8476618611987005,0.39256249088433304,0.6896384683835318,0.16038179799758498,0.2174260761726457,0.0884537325236586,4.8689341326863484,-0.40589644953406534,0.46357466107762607,0.4763261094665631,0.6769999729029198,0.22309312386261484,0.22518555763038892,0.09046987867360869,4.146528140372075,-0.6141815898760584,0.5011661784072563,0.5048614494465831,0.7475615996490081,0.1986819134034089,0.26268412214328646,0.08994696779878318,4.630087923149084,-0.5811957600908159,0.5375531062941917,0.5366917886455931,0.7716692896185628,0.323320670976124,0.2439534452673216,0.0930564479337508,3.834644449647681,-0.9922629220997429,0.5854894390083905,0.5651910449704792,0.8211604970474701,0.328113786634268,0.3006094970667947,0.0889118395956503,3.948822854693435,-1.0627871334863812,0.6760909251393836,0.578063545508381,0.708110142614512,0.32506362791754667,0.3056220396563158,0.09636370818016862,3.5344538306714655,-0.9131161634251261,0.6576229091011476,0.5344820023807038,-572.0,-58
3050,104,3.316499204834626,-0.17348510693272615,0.7920402505567937,0.4347303334190185,0.5831538896131633,0.17802333968789721,0.27547738891811036,0.08671519450967698,4.347821781026858,-0.2915210796935912,0.5422422325371707,0.5522583192007282,0.483482948463271,0.2848331638285884,0.39025800673225475,0.09825746917720994,2.887707292620688,-0.16997472136340747,0.8432825961271658,0.46275848073975906,0.4563860346963699,0.27228766200808835,0.24358642701869063,0.09288821178463935,2.9246245002512987,-0.35043997284316886,0.639672334323227,0.46986854889210944,0.4386756303585073,0.2102902340075755,0.23102280591513627,0.08521138486747776,3.388110896884176,-0.012947489602595081,0.5363090318610593,0.46770652156202913,0.46722890667605915,0.2226876404338995,0.18801832470851282,0.0894699177657704,3.4234521425581823,-0.2376744351361501,0.4610570579357656,0.47524976890813775,0.466200708652414,0.27908254291196843,0.26103556304992354,0.09044314007494224,2.912394176078797,-0.33058863506615427,0.6243505564427575,0.49229204426164536,332.0,-23
3107,146,3.3155946180143756,-0.4179307076705303,0.8300300785542445,0.35906814478097193,0.5000005922264701,0.1882645895759582,0.24981195860253302,0.08801836795084557,3.8254704230944783,-0.008710215562398224,0.5398741032199951,0.46191718311742214,0.6485298497334684,0.2922071993659516,0.2016364346939555,0.09445553148062918,3.4399854308558147,-0.8331757274930298,0.5115687799673341,0.5015587072260719,0.444627801679707,0.2736230711491576,0.20991807125156609,0.09118471750856265,2.9771124703980916,-0.3430741971194987,0.5631281646687792,0.46812993826918237,0.6790012918115782,0.34717480676725126,0.18251361086412415,0.09621626528955042,3.287175372981308,-1.033435982997637,0.5009980010581626,0.5259256408948475,0.4922145451644737,0.27763209451177245,0.21192426736981393,0.09385942587631982,3.0311436068940187,-0.605047711525526,0.5851727089808665,0.4881470814706618,0.6465061429190064,0.33527926696598026,0.24279525759866005,0.09875579091223208,3.2504819501830817,-0.8983624884647012,0.5998892125237099,0.4977021865884111,-301.0,-44
3165,94,5.380559765663852,-0.44950842070745334,0.6746277585668409,0.5395983124506739,0.9037037883729245,0.14644754916974329,0.24080404133440095,0.08670439523134282,6.1799632339534005,-0.42401439845180344,0.4787230257912741,0.5874417075235648,0.5981667440522265,0.16319026841075712,0.26284067926291604,0.08747643642085204,4.6303809297939384,-0.2533339887676733,0.5160221569141233,0.534037738497902,0.7320482790230551,0.18391921865415436,0.25324497004167984,0.08615453383025937,4.924389132446957,-0.5266826218377954,0.5049483324560964,0.5438152412125196,0.6289647554429084,0.17327541257494483,0.27121795124484305,0.08683419354087246,4.591135383457854,-0.29609028876482135,0.531805085050375,0.562869158231984,0.6260909372372824,0.2141770291357325,0.3022696619260381,0.09241998613546987,4.0996763193612376,-0.4701830544398331,0.5923292371533581,0.5395753491269406,0.7160249855975692,0.18557864088590298,0.2044497655568357,0.09046760589252269,4.6950192056603575,-0.4707196212058496,0.4427636093957521,0.5182070310226182,-624.0,-46
