,userid,a,v,t,z,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50,a_st60,v_st60,t_st60,z_st60,a60,v60,t60,z60,s1
1603,25,5.0582771744137105,-0.5116031966206087,0.55902569522441,0.5147686977824147,0.6312088071309825,0.17822194565718819,0.2897818996776751,0.08703670035212586,4.5353725928270725,-0.3056036909333303,0.5499630231120581,0.568094677652233,0.596674819726585,0.18366557142970233,0.26926866895617874,0.08838035516097545,4.425533808477191,-0.3966012170883706,0.5389459189349571,0.5337186992475221,0.7598071132636018,0.1816057123066407,0.23818890828642045,0.0886434498240173,5.000301552608978,-0.5121168802267174,0.49039006768061,0.5476595463184816,0.7231214669560998,0.18541403691882763,0.25163584190117666,0.0882928027232422,4.808946229500602,-0.3899032185784423,0.5133706851673125,0.570671797575173,0.6672074942029739,0.28328633487755195,0.24885326263807908,0.09469075386776545,3.5910027916560194,-0.8356575344340875,0.579171014080487,0.5135685738681207,0.7703864225771041,0.21522948310302673,0.2669802705488623,0.08824649158876827,4.738147851115744,-0.6460504586836104,0.5402972322652523,0.5705047626717381,0,0,0,0,0,0,0,0,-51
1662,71,4.48090433403541,-0.2462844982093779,1.123506931651046,0.5054042602758769,0.567437350130179,0.16395870413204233,0.26754387588863543,0.08543411687168481,4.401503874202848,-0.2509950051960885,0.5281291742246552,0.5190408438793714,0.5128188284449265,0.20444657112695178,0.3410009967025062,0.08778872470412565,3.641159636847754,0.08315217060706681,0.6491161593087886,0.48513523350143295,0.7141712245540368,0.17397946655571092,0.21993541568318783,0.08864713366059919,4.946282024318443,-0.48343969336118137,0.46933081592295767,0.5335657416187655,0.5676066409706189,0.15470438883648158,0.2668527655544789,0.08768683155490649,4.547382698028821,-0.1256649504524473,0.5252395614708011,0.5012102628575076,0.6629621171783836,0.28318032943746146,0.23668648968865025,0.1046350503833052,3.5934667505144366,0.15558401434489216,0.4643077825582388,0.4915392419518286,0.6366581712172671,0.1454529353963563,0.2286819587175808,0.08640967179332372,5.132096580255995,-0.297634166849595,0.47304385351080724,0.5288302018891968,0,0,0,0,0,0,0,0,-26
1716,140,6.0599278671998675,-0.8449038290687465,0.8261164321931354,0.5580065150701785,0.959422712377413,0.20919128360339434,0.2752596524698646,0.0861808531918926,5.62579613599974,-0.650330718141285,0.5475179497620044,0.6182835051810827,0.9435219189686289,0.25629394159453306,0.31740383543053347,0.08688989162603969,5.079528301146799,-0.7656090200252633,0.6083843456031108,0.6080752527384378,0.7858694967127977,0.2208214252814672,0.27771009286727844,0.08980571996808492,4.657859455246348,-0.6641997822953161,0.5495026190304528,0.5651225545502478,0.8166271406899778,0.24441339724161942,0.26004034954053173,0.08910773366495059,4.72579790634219,-0.75381714993822,0.5535556385321299,0.5880622652157006,0.7433057482990034,0.16368550979116347,0.24176349899246394,0.08780931923765184,5.184502202927025,-0.4519790102978366,0.48472932783529754,0.5297993855476699,0.8604664822914033,0.25748915053072396,0.31543031557856677,0.08971002486502291,4.685685006032981,-0.8139843054466485,0.6195245947677753,0.5942866384022923,0,0,0,0,0,0,0,0,-60
1776,139,4.387126706089746,0.0649537925229509,0.4603942231906958,0.5653313758940514,0.5575538035115993,0.14763620713858613,0.24628033384611717,0.08516592557390881,4.598715854030228,-0.021287498949050524,0.49881926022812595,0.4821318492172836,0.6202211859784726,0.2419426030786871,0.145648210587814,0.08740937282841627,3.7612252596054905,0.7097835430361251,0.3745496064462422,0.49737290288309166,0.643782808823924,0.25473739779995114,0.1985426579467344,0.09095058510612362,3.7295776022991056,0.7320133256706477,0.4811465126693453,0.4962065770506311,0.5087503624849142,0.20286738942213853,0.2967538236146646,0.08567393590662822,3.7106582376696324,0.20428722330818672,0.5999380180104521,0.48187283987999974,0.5669537503942058,0.16327087371286728,0.2589879723661259,0.08570299977910294,4.465356960556366,-0.2466464071030129,0.5209357073575456,0.5204198116488014,0.5825876769299645,0.1335261193838677,0.23837820856882846,0.08496954437595522,4.976298299935716,0.026716264264208936,0.47809608446948515,0.5193711385524641,0,0,0,0,0,0,0,0,16
1836,102,4.480406390609263,-0.29962237088700544,0.6165130592184136,0.5017261072129687,0.7641711912903452,0.18117104805569614,0.22454715550141238,0.08815130098094795,5.126447111968286,-0.5343885963580013,0.4707181837753998,0.565588177021724,0.5817509318544819,0.16686826279456857,0.28573163458240125,0.08740158541074972,4.324613911919095,-0.1632090520969518,0.5508284296159754,0.5250951306887316,0.5263453704500187,0.2911269133318191,0.21474093378140827,0.0921504175300638,3.1715260452586094,-0.644375598098884,0.5569567043815852,0.5290712492122638,0.6106613323333369,0.14981451270237287,0.26198353001036745,0.08735231266611812,4.7456198443877975,-0.14567860876576652,0.5177059610013423,0.5276598862382674,0.5699254393264036,0.18891545836447904,0.3063341009228253,0.08501917583429122,4.09479965629534,-0.32233733712709467,0.5899337767616548,0.5440290443495104,0.5183931749012057,0.19249878795071643,0.2927905826496294,0.08560366435354229,3.851293247947971,-0.18278771105727515,0.5787860567371048,0.529255804090241,0,0,0,0,0,0,0,0,-34
1896,54,6.154233420948952,-0.7245234533865003,0.5183419422743222,0.5333392437765594,0.9831562495130083,0.1758046431248263,0.26606294262100444,0.08574163771340887,6.036750198918561,-0.5364318410079353,0.5201195952703765,0.6109961612937903,0.8062927826135351,0.17127259221917837,0.2435426872276913,0.08685747669913518,5.385496478701313,-0.49378515081357477,0.49627348039175606,0.5673277787039651,0.7348344904353389,0.19588021289006144,0.2641657210505635,0.08873864053188811,4.554450488363867,-0.5734883519445161,0.5417933035885472,0.5233324806026828,0.8907913264857245,0.3005267009573364,0.2658922123522365,0.09060856251964194,4.452076145567717,-0.937392690340583,0.5823320175075788,0.60060462621027,0.7473195152356026,0.2600731071540271,0.24028788216737565,0.09130774804393552,4.201214978364525,-0.7833526835584453,0.5298531742444366,0.5615384844406511,0.8201282346329569,0.19081791681894678,0.2498461535413436,0.08787713690721186,5.188693760135173,-0.5627060024525599,0.5086732616597899,0.5758439988955282,0,0,0,0,0,0,0,0,-60
1956,136,4.344449976355968,-0.2340589508314027,0.6375052855298434,0.5361471523015716,0.4890513290575218,0.2040416468580902,0.28111030413110205,0.0862911242819263,3.645164995451566,-0.1993796706537026,0.5890944878751903,0.5258331764511137,0.5014844500556832,0.21863914743348045,0.360729023442955,0.09018166236841238,3.529917787009628,-0.09120442922646296,0.684406698480841,0.5282003665940568,0.5077356889027521,0.19190742868541533,0.24893106301015247,0.08370754281058011,3.8937246258615263,-0.22116489469259984,0.5316039616550188,0.5633384204612298,0.6091187034122235,0.19913664532162392,0.25228039687737375,0.09444752940871068,4.140075677068733,-0.15528824060487562,0.4990111405457151,0.529185035242286,0.855759077598396,0.27274428090111863,0.2623090190850503,0.0971632377032293,4.4141861093181785,-0.5687659136815408,0.5144566331988448,0.5681380428425978,0.7007166010220838,0.23982370516829238,0.22539186922900778,0.10316936548015129,4.028841608702464,-0.09208456977332562,0.4474600867763672,0.5022513370577182,0,0,0,0,0,0,0,0,-19
2003,123,5.535545509221715,0.6047660130477605,0.7924288634355862,0.42180395129022147,0.8482678257959136,0.20857193116159847,0.25841698958456744,0.08832784223523596,5.0569741513310795,0.5851736903417343,0.51670222048653,0.42223207648431244,0.6856214459852589,0.19034296364475192,0.2637534192353893,0.08113152027235551,4.782873055048329,0.492535386923261,0.5383398941691865,0.3878960598316461,0.7456438569124749,0.15033278592499452,0.26117960852625344,0.08653150481140577,5.441193402598301,0.3516189506016901,0.5097680686366364,0.42785551862009497,0.7273521757162633,0.16716700721249914,0.2347618849263193,0.08780368654652232,5.014744523953471,0.45442892953589487,0.48101869207331344,0.48626100168252595,0.8273508004281199,0.25533061105530225,0.29181147499236615,0.08994462276629624,4.685574848691798,0.822550503852429,0.59787410584203,0.4059128062660431,0.9517383855956482,0.2649374797307454,0.29062161097059586,0.08673434966072947,4.984030421220828,0.8188835769094368,0.585410855020482,0.39188467448334724,0,0,0,0,0,0,0,0,53
2062,78,5.475006950619007,-1.1498115812799563,0.5911934229592439,0.5912871070744592,0.9034275844241997,0.24895415761008108,0.3004129307341939,0.08930703702322747,5.013006931759908,-0.7825964829964533,0.594511099036389,0.6088257322675656,0.8674427027399151,0.3379689986985432,0.2846701374096912,0.09370689220704512,4.181949897137713,-1.0572950299453947,0.6512114628532432,0.5914952761643439,1.0273203986927575,0.3539539150718334,0.3972104866318996,0.08927158856103211,4.776891198500925,-1.0893688213586559,0.7529510880069658,0.6230429594324158,0.7925797383023956,0.2546002440399035,0.2620595063763836,0.09112128918096356,4.458134899335443,-0.7695197603729869,0.5533379489652145,0.5724462309778062,0.886668079633868,0.46246260466646344,0.2563085193840168,0.0961421556585768,3.4878115120022386,-1.5133048388925545,0.7557358395509052,0.5827529362690933,0.8320919457127911,0.304363315070339,0.3357300262599281,0.09208932077518145,4.1125629400796075,-0.9591660923618687,0.6994973764347509,0.5764167919643066,0,0,0,0,0,0,0,0,-60
2122,46,6.613377422193901,-0.6045001719099921,0.5619166561708752,0.5192424525804993,1.0946662590601142,0.15663571581764865,0.24334543315120927,0.08497307819019793,6.6651024671275945,-0.471024853647072,0.49393970610448823,0.6220962983404651,0.7788927229068362,0.1567494850761583,0.23706338052554837,0.0847060068433046,5.475794495686923,-0.45525565086887343,0.47835644639311614,0.557567885309019,0.7441048395530907,0.1775242410215576,0.24620192378333328,0.08930687647152799,4.797552145950292,-0.4885584899491562,0.5029848270041626,0.507157600364841,0.8683519020758578,0.26320787744926866,0.28721716481445553,0.08987677745670898,4.730257126795724,-0.7569491270170857,0.574516176576775,0.5961564230903776,0.7810380964815357,0.1789035111376212,0.2618817633412703,0.08718833511044108,5.120333098018185,-0.5245010814451395,0.5173621580300842,0.5538120237357321,0.7922878027237045,0.20700179713128344,0.25784553168415686,0.08910770068471142,4.862621210441363,-0.6176810148740653,0.5280016409646482,0.5672282636564463,0,0,0,0,0,0,0,0,-59
2181,35,9.72161464036701,-0.6573236188668264,0.5216331348437978,0.6709145807606671,0.9652791122613431,0.17082312567347802,0.2554225369619301,0.08464103956415288,6.009551990300414,-0.52360023958451,0.5123328163911244,0.6114672332679524,0.8654763391766389,0.12547574959864666,0.22497173572213178,0.08529418999532704,6.455764053908149,-0.3471092149991272,0.4551374361162789,0.5666855199304602,0.9688911454267228,0.12279642944993294,0.23059109783915396,0.082752327191063,6.830601090690038,-0.3611722046599049,0.45886586254663814,0.5929783817075696,1.0492463503568805,0.140449794684491,0.24342852816051597,0.08604556103405077,6.8075667320794215,-0.40408625961920147,0.4763126148173535,0.6066932896512317,0.9712373459447523,0.11491212854550954,0.22808989531843482,0.08562397546429672,7.038847203933413,-0.319126474866165,0.46163361291988975,0.5789950678814669,1.0014432018683017,0.149356777221977,0.2350509840396232,0.08481921921002435,6.434449828658468,-0.4397408112397738,0.47330604964474504,0.6062731454679984,0,0,0,0,0,0,0,0,-60
2241,13,3.861459914495828,-0.015256014386478082,0.9174081984722875,0.4652038842150775,0.544133391005449,0.17278908072850813,0.2825969202032456,0.08811543783385267,4.187371752286275,-0.05809424756583941,0.5536372149278722,0.5115542797343109,0.5041727260408975,0.17477432788779357,0.2802668854914765,0.08593255087549925,4.077771591965298,-0.054768748629181435,0.5586405286219673,0.5144051545437365,0.5179299019487229,0.19501798800911818,0.30966016490157877,0.08659729037698924,3.7825799548594237,-0.1819428955902046,0.6101744105545744,0.5152973780528256,0.469891852676427,0.19866865764501251,0.22298374617186775,0.0859166087885024,3.586604238154799,0.0017386525067259455,0.5157808561899888,0.4481939585154629,0.5443565467456964,0.22841202312509717,0.3527967357088321,0.08754604036569714,3.6850315750649814,0.40372966660035353,0.6732216408149123,0.4456514945692485,0.5039050213003379,0.1976569173143936,0.2978428112722438,0.08762123303938449,3.7272339814453996,-0.04679476928975156,0.6006952958734024,0.4970036266168782,0,0,0,0,0,0,0,0,-6
2301,23,5.372837463907471,-0.29027579359429134,0.8742604180781738,0.5102614069165821,0.6818232171542901,0.1406684125728838,0.24339956442731472,0.08844090067425836,5.217537689834277,-0.22151020740072747,0.4890012440344743,0.5466764698599982,0.5879138506493717,0.13956886765084073,0.23210700960858377,0.08552024580098189,4.890083494728675,-0.1127174970919779,0.4748477293200497,0.5042293331779376,0.8308152070393451,0.24643891790839983,0.31169637853409493,0.08822550863611009,4.671256750991723,-0.7837697950160406,0.609859875149054,0.5903492249473786,0.6050277559664042,0.15365990066018417,0.26438201857290117,0.08718780282466584,4.6915460547797725,-0.14451057605716533,0.5222237602990866,0.5263037918078084,0.7577153262881032,0.19505192293989257,0.2509862952758664,0.0901022448881494,4.842415419220072,-0.5668686993013381,0.5082549954155503,0.5523280686283453,0.8867333812158762,0.12143016678062456,0.22807600606580997,0.08490358933650523,6.509081498104128,-0.33888253810766694,0.4574314993407112,0.5641812623092064,0,0,0,0,0,0,0,0,-38
2361,114,5.6152398636872185,-0.637054087661509,0.5430503218206624,0.5627666712797025,0.8280268016255803,0.16397438604197725,0.24786189653491206,0.08481174034151741,5.536761665046039,-0.4807580906629706,0.496632781374123,0.5696421703279093,0.7453491370729299,0.2017488517176093,0.26737322092929655,0.08825687125958472,4.777764019640249,-0.5804152113123205,0.5366995613423943,0.5497468592095272,0.708330708641824,0.1887598504461256,0.2170876520552095,0.08656616718253322,4.612389738861372,-0.5203355167831694,0.4699443444608295,0.5246949664222085,0.6921118744324973,0.20551664158827238,0.29382148581227635,0.08511289912054382,4.551297056459121,-0.5026202394438206,0.5815382522047755,0.5911052078342844,0.6932152415246094,0.17316724607938672,0.20538530909700414,0.08598161207333115,4.858508576730066,-0.4568303688997021,0.44444570110783493,0.5140054953757435,0.8585973240581961,0.30125873440268597,0.28979318650612534,0.09132252321039362,4.402416836617448,-0.8754901833207597,0.6044615104709392,0.5943376205229796,0,0,0,0,0,0,0,0,-55
2420,56,3.7695797988798936,-0.4381553631813925,1.3225212827164317,0.5742342215423184,0.6297494055045112,0.2005990443761171,0.26774291427064645,0.08618409253938163,4.370119274693633,-0.48530369353899305,0.5516644278222248,0.5795092993452352,0.6213077845199221,0.17138081882795533,0.2567179209193107,0.08321796059613738,4.6675040473722085,-0.4118714656957021,0.5133910043092325,0.5781477507586849,0.6570958447579168,0.2251552162481996,0.326814335069553,0.08852774167080826,4.25222461042618,-0.5396848472781969,0.623315253905795,0.5796536391143982,0.5269791907386309,0.21871364606381283,0.34483053187922724,0.08713736398476286,3.6575974385966066,0.25170554216712626,0.664148491908698,0.4498491991922194,0.8078600855924136,0.23018625383643,0.2946513976355983,0.0865031594002083,4.7520534646072985,-0.7142452056045551,0.5764689487027568,0.5832156125730971,0.5661667686801294,0.3945497131645387,0.30870949979683115,0.10146364989577722,2.8347145321257767,-0.367782121383494,0.5960534140297712,0.5258288383528431,0,0,0,0,0,0,0,0,-30
2474,19,6.177087357077011,-0.7534362161891164,0.5136419989806636,0.5517073381993919,0.871340730679888,0.22919648323987482,0.3005944190666668,0.0871048869072286,4.971700996415102,-0.6966722279620795,0.5796173450597899,0.5922767308061243,0.7535300485982271,0.16405969633636364,0.19649567085821912,0.08675490302947537,5.17399827600927,-0.4523400394642137,0.4152901639061825,0.5382662825092804,0.7530041541812045,0.22407130065505215,0.2553102850689562,0.08857085545330427,4.493296315569044,-0.6894999003149151,0.5429344743622276,0.5630611172264931,0.7254549820545098,0.19201925623459032,0.25495778338758324,0.08554005202584397,4.703626851495116,-0.5457834466576765,0.5129680856391312,0.5331639186143654,0.7370347722994357,0.1864021568521723,0.24076748303691303,0.09084166446675468,4.829761993721198,-0.5099988460933946,0.48925895514242135,0.5442097431229515,0.7961244441949021,0.23875716865209012,0.2807629558919077,0.08680682699691356,4.517522746160857,-0.7360887226290505,0.566043847602989,0.5730502274373914,0,0,0,0,0,0,0,0,-59
2533,6,3.3629155394943773,-0.6257138271685024,0.7833242817597418,0.5006748740203665,0.5243122314083465,0.23775363238844732,0.21697772281994007,0.0908809619118601,3.46671134522606,-0.41624590097169667,0.5368501078126869,0.44425863021207807,0.41188118146352254,0.3547937198284038,0.20618163952207064,0.09014988220735404,2.4206843029149776,-0.5381480480374171,0.6751940694017899,0.517010111192148,0.5238713772067445,0.2147779735078478,0.27054091997884794,0.08972012909503,3.658165068773316,-0.42722153828775,0.5829500391868121,0.4766424867783018,0.6375734305557453,0.32936365994502137,0.44684794014201995,0.09649052101331711,3.085650412430377,-0.7719615649888195,0.9664006193526142,0.5461286072168474,0.7397557406862886,0.28531616238506224,0.28584076024453964,0.09238767351125361,4.008955085021459,-0.8614537373171396,0.6237412746822202,0.554483481878746,0.9626410675402012,0.4188842110888539,0.3157854697727602,0.09164637188421325,4.067246808657357,-1.3710509537022002,0.7948287892951995,0.6062707490372752,0,0,0,0,0,0,0,0,-46
2593,24,3.3765659662047005,-0.25726017675714014,1.8955266489205,0.5355289882818781,0.5232728520896641,0.1914713091480799,0.3367819152307119,0.08864466466330886,3.79148238625267,-0.044353719884494595,0.6306421369797217,0.4954880988820855,0.5144616881199178,0.21109051491565703,0.381598442488592,0.08901330112678331,3.5918993283662606,0.08476270891410011,0.677020641514136,0.4864125870425093,0.5131904708446897,0.20024858992641262,0.31301607383329866,0.08682602431248901,3.7777936392194778,0.22969392946021822,0.6180214809216189,0.4540760895540069,0.5787285902301209,0.19492379263079082,0.30314860853468995,0.08704387718724947,4.104905621135031,-0.3212383444244495,0.5879937387936504,0.5478112917941342,0.5634107209172113,0.1781159890307176,0.26756284663180907,0.08361211468341916,4.286748203990137,-0.30813788087895794,0.5383638889266689,0.5574377623058626,0.9378897182615397,0.23052898127577437,0.28868084130089783,0.0860884940350608,5.317618004070798,-0.7128345267016537,0.5657349096363966,0.6122568198235695,0,0,0,0,0,0,0,0,-20
2653,126,7.64455082430427,-0.21251027692934646,0.5026796480679275,0.5515316256894429,0.8741980774402669,0.09026808521097021,0.2231057325731542,0.08487259918634826,7.465157273146888,-0.18330645480401478,0.43772508101999336,0.551621330834506,0.8288421250355046,0.08986007283336134,0.21548436328319515,0.08309966156116255,7.232627024540828,-0.13873201241213343,0.4361286848493656,0.5619680841102818,0.7619907939594415,0.11154934646177615,0.2270142794437273,0.0864009590787579,6.3085733379670765,-0.23116776431781635,0.4517814308307309,0.541721129420385,0.6695906703981728,0.10409006247504979,0.23149875560051994,0.08339414037256727,6.0451518948925465,-0.04458928600607871,0.4624038806120323,0.535232139033764,0.7944680854258319,0.13585613176089895,0.2374591745829103,0.08681223226907363,5.893367917308577,-0.38238930866177817,0.4751437780614477,0.5496580801337776,0.6639138277672536,0.11980397377375253,0.24116987385332184,0.08363578702983054,5.555268153345121,-0.16377003798769116,0.46558010777748793,0.5068391742212739,0,0,0,0,0,0,0,0,-38
2713,117,4.3120025049753545,-0.34514829355403154,1.760259271950052,0.577319343476295,0.6684803339182812,0.13218728888712675,0.24177521940206487,0.08770111169595132,5.290505934470346,-0.1411501332469095,0.48463952146171096,0.5476513623328285,0.583756446140749,0.15361540860522202,0.2656257977055521,0.08898432924861248,4.592126145948684,-0.1565170145932622,0.5227782659665019,0.5315589496357338,0.675197151400228,0.20272276381893792,0.2978981918519344,0.08536543193559332,4.58520997115829,-0.5016838313475516,0.5759401380670137,0.5972409730242189,0.6305186405642086,0.15317339981518108,0.25551847702414543,0.08861692940538417,4.871124257910442,-0.24027576167706238,0.5121607268285018,0.5378446151910334,0.680828958318458,0.1763549398240353,0.27457472832563296,0.08744288478907762,4.763650321723512,-0.41429393151582844,0.5403445519230448,0.5629193806195364,0.5006191271290247,0.21385266447836973,0.36013381245416476,0.08832863752274446,3.5435317632021377,0.06883530215847578,0.6676509973452208,0.4985237720640552,0,0,0,0,0,0,0,0,-30
2773,162,6.159475020822499,-0.5659289349052382,0.7721180684755602,0.5019389769558694,0.6753689753274261,0.16714191201900327,0.26594587320640817,0.08876468982003785,4.8656833635969505,-0.3712671959965589,0.5222029400672342,0.5494925264952335,0.7387813097651592,0.1788602509284352,0.2573243086640796,0.08519049270565254,4.958164860958876,-0.5167949074947912,0.5038076231874049,0.5412668940527287,0.7571495616363828,0.18355759105893127,0.25299487451741165,0.08791583004396762,4.942226763210014,-0.5262388489369385,0.5158442215141834,0.5487350847136493,0.8683027236987102,0.16635388658644942,0.24786584156806737,0.08692399807202843,5.668416655511575,-0.48960650378207693,0.49349058386743216,0.5817368752547207,0.7562384520814408,0.15502757929867952,0.23587505492125202,0.08882980639068783,5.2012568256491996,-0.4072992732597587,0.4777391557212191,0.5004500840372867,0.7439957242560874,0.17737915252399344,0.2479710554741243,0.08515651198541044,4.916652133368827,-0.5210961183216642,0.5089408379349857,0.5420731939954737,0,0,0,0,0,0,0,0,-58
2833,159,5.37110726352747,-0.8868425253924563,0.5181939532162824,0.5392322544200764,0.7623796097829876,0.24228790673119927,0.24321913803006912,0.08847660811092734,4.412651902899847,-0.743996875675352,0.5347657077939597,0.5700990866113191,0.8271787998006311,0.2381312011724395,0.2795538410346661,0.0889337185192286,4.808933279608094,-0.7195981428045394,0.5698227426988175,0.5864681499885694,0.783738552562982,0.3312218888529058,0.2770299075270477,0.09362241545319414,3.788251565459247,-1.0176784606366298,0.6521879644370525,0.5648237559040401,0.6816099152886471,0.21903212239469202,0.21207477850542866,0.08905236282462711,4.180050949155866,-0.6526648426242379,0.47616649679183914,0.5388099015846373,0.7448387838910295,0.194023843352022,0.236804115399341,0.0893396836908625,4.845680494089635,-0.5503246896303501,0.4884206697090167,0.5491389534562834,0.736674926470528,0.2875591615065031,0.24640345239226263,0.0919982554712205,3.861407225173722,-0.869560872682138,0.5612771416132865,0.5522654294913342,0,0,0,0,0,0,0,0,-60
2893,72,3.237918352461938,-0.38714144964804537,0.6184372333995024,0.5001786831406665,0.7007744874560843,0.23071660672361158,0.23349801863622327,0.09054818681089404,4.190312774472785,-0.6591914711710037,0.5125398294243886,0.5315358529708409,0.5077960217816203,0.29015747566054595,0.3219365849470835,0.08871488156104716,2.9372826864681567,-0.49435681713085405,0.7724765751301139,0.5419092735760435,0.5077873016013461,0.26020443743145766,0.18203360017826747,0.09068250536446427,3.3143765525807014,-0.538193548984411,0.4665074157663625,0.5084659778864247,0.4274195726382379,0.27950849283540846,0.2574646800783015,0.09056822015097685,2.815411548598611,0.22826557219207472,0.6685170377732216,0.5175531655962268,0.5022532129110113,0.17963500954233544,0.17243076347948946,0.08499112015144616,4.018964375760473,-0.31924110678655904,0.4054617427198495,0.4599830431192569,0.41038323736102233,0.3381120029577271,0.21733703601391666,0.08679844079439,2.399266167298722,-0.5039734666270675,0.6973859556765328,0.4995458349539144,0,0,0,0,0,0,0,0,-34
2953,70,3.7196494602923744,-0.12261032057048406,1.6682503865040303,0.5176431366837378,0.5816508489904634,0.14555367113443096,0.2605422168001414,0.08678445576217463,4.7954297052357395,-0.12660412728276765,0.5127743783289923,0.5117221533454523,0.632435903813493,0.17041144933404062,0.2686329949552062,0.08749072030855749,4.58664182521356,-0.232574787963193,0.5266675335538333,0.5391919255405058,0.5546538731775744,0.15124267204159306,0.2571034998748089,0.08431660055695828,4.550817524961826,-0.056084902498769434,0.5113413964422862,0.5227510956294134,0.516447596032431,0.19539816093823564,0.32089060246652296,0.08884125862037198,3.812495065175866,-0.08255167998094287,0.6037434441092595,0.5255472545187149,0.6942900390665971,0.29391455537234584,0.44370975457080264,0.08867983200475724,3.7406286563078113,0.7452786217324835,0.8268895557708718,0.40834930845853135,1.0125699074193804,0.3928907015291169,0.42308314621502,0.09081440950341065,4.307159491999672,-1.2202729102894212,0.8478269060419812,0.6107038410985866,0,0,0,0,0,0,0,0,-11
3012,61,4.3168813787384455,-1.0878082492710504,0.9090571572195233,0.4877582234596122,0.7652284317302572,0.2502779220589297,0.24885312233596354,0.08825950384303323,4.218789648063248,-0.7629873759812553,0.5463114237557875,0.5566651476024193,0.7774856645124293,0.3434859411303337,0.30587108266899177,0.09532118008254627,3.7485688201827734,-1.0992067138243469,0.7142244569612592,0.5691640042445103,0.9372324630253986,0.37721277135106285,0.3624419432484969,0.09295148734092842,3.910619541830897,-1.2042358503450943,0.7972215266732153,0.5808756798423625,0.6545627400001179,0.2595344807905796,0.23581833621619303,0.09256149132327217,3.8238322606474306,-0.7306679742452822,0.5398676564948115,0.5102293140906312,0.7999591332856584,0.375161372031349,0.2960953428341597,0.09901884309236259,3.520410932154364,-1.178121941491609,0.737054097944599,0.5573131593359533,0.7558727635094877,0.32430279684005553,0.2823173483101497,0.09345971040075746,3.689031344216785,-0.9889923610525057,0.6495933462775512,0.5524820650594758,0,0,0,0,0,0,0,0,-60
3072,138,6.647260269860749,-0.8421956617492119,0.48869457566614966,0.5975962657349827,0.8010836162188775,0.26423807971101543,0.2553708948887262,0.08662909722997592,4.333761733330358,-0.8486251740466255,0.570932558502887,0.5805084189849326,0.8599030819073592,0.23885309463364884,0.27688520749462847,0.08959199614967922,4.819022789123006,-0.7352516803794884,0.5594197265002451,0.5952108140844836,0.8798662005595126,0.22595855869797649,0.2930102288090539,0.08524170348521032,5.213248697418353,-0.7177715021573827,0.5669131786674888,0.6092440873196316,0.982644439375106,0.16074310504748981,0.24825789713761387,0.08393627447366767,6.247634812822336,-0.4806743491486069,0.4929891260788395,0.6113263982886411,0.8502687054172089,0.18223053753231916,0.2668074898357108,0.08655038739930372,5.310838789323834,-0.5515627140712036,0.5269063038575681,0.5798668671204187,0.8404503977145532,0.26215008360112163,0.25271943003879144,0.08951940124509593,4.578139994655053,-0.8058577361834458,0.5526791525570522,0.5896927750576371,0,0,0,0,0,0,0,0,-60
3132,154,6.977217844884787,-0.8234235612736159,0.6264722712891863,0.6044760940968192,0.9449243603940305,0.17176060509915528,0.25437635116184,0.08586371889249508,5.8896312934809965,-0.5019929718916132,0.49880759967802646,0.5977271349685247,0.9533217167648906,0.20600308615390256,0.2743930300864714,0.08929322627770239,5.585137500189212,-0.6230836422571148,0.5373983981473287,0.613037059736468,0.747433927294641,0.16958697901652015,0.23384730928396055,0.08929253306391993,5.092389401767457,-0.4671396020983169,0.48114292362562233,0.5336528012428967,0.923103684435741,0.20240576277879674,0.266161112778275,0.0887257299578363,5.427949979210023,-0.5988790617576122,0.5307667875439105,0.5952477472416234,0.8118557332115178,0.20641925310762854,0.2794164988562539,0.088372994834667,5.044563199679531,-0.6253864095229041,0.5536520322974234,0.5827094896291026,0.9786069467399483,0.284291656895987,0.3278313665954148,0.08829746208938663,5.033682226135273,-0.8930218704847247,0.6435538429702681,0.6219800901595774,0,0,0,0,0,0,0,0,-60
3192,75,7.326286356540668,0.47967376987079224,0.2012718767227467,0.4960593085475646,0.9171896172541653,0.2106500681554822,0.2804755610082915,0.08616430741810853,5.4349980076473825,0.6729807819439602,0.546664997910473,0.38631559111397007,0.6832310926270322,0.14571364044624904,0.15703368771318144,0.08352698847434098,5.114756716772812,0.357492014796955,0.35580443425915753,0.5179384858475167,0.8605951137042638,0.17116184145080285,0.24455405264182317,0.08492968705703531,5.689867594893214,0.5265398664287642,0.4970093664991841,0.4094122243602909,0.9277430986422366,0.19232153701679305,0.2599878178312222,0.08596098252696352,5.6151089095084865,0.5999739876723665,0.5189812825196912,0.39565231819843844,0.9045979155391716,0.11027832577962944,0.22550315437121515,0.08559714190006346,6.969721729773836,0.3085409470542219,0.4547351359684824,0.4317364527299998,0.8610783699661732,0.1620493361133057,0.2529935268232001,0.08576247420334726,5.774238452593445,0.4961531717817657,0.4987500558697149,0.41141788649671107,0,0,0,0,0,0,0,0,60
