,userid,rt,response,round,context,strategy,actions,prev
2043,32,2.94,1,28,1.0,MCC,1-1-1,1-1
2044,32,-2.94,0,29,1.0,MCC,1-1-0,1-1
2045,32,-4.4,0,30,2.0,MCC,0-2-0,0-2
2046,32,2.55,1,31,1.0,MCC,0-1-1,0-1
2047,32,2.11,1,32,1.0,MCC,1-1-1,1-1
2048,32,4.98,1,33,1.0,MCC,1-1-1,1-1
2049,32,-3.68,0,34,0.0,MCC,1-0-0,1-0
2050,32,-2.94,0,35,1.0,MCC,0-1-0,0-1
2051,32,3.16,1,36,2.0,MCC,0-2-1,0-2
2052,32,3.83,1,37,2.0,MCC,1-2-1,1-2
2053,32,-3.39,0,38,2.0,MCC,1-2-0,1-2
2054,32,-5.11,0,39,0.0,MCC,0-0-0,0-0
2055,32,1.09,1,40,0.0,MCC,0-0-1,0-0
2056,32,3.09,1,41,1.0,MCC,1-1-1,1-1
2057,32,2.16,1,42,3.0,MCC,1-3-1,1-3
2058,32,4.1,1,43,2.0,MCC,1-2-1,1-2
2059,32,3.37,1,44,1.0,MCC,1-1-1,1-1
2060,32,1.69,1,45,2.0,MCC,1-2-1,1-2
2061,32,7.1,1,46,0.0,MCC,1-0-1,1-0
2062,32,4.91,1,47,1.0,MCC,,
2063,96,6.53,1,1,,MCC,---1,--
2064,96,21.49,1,2,2.0,MCC,1-2-1,1-2
2065,96,-7.64,0,3,4.0,MCC,1-4-0,1-4
2066,96,-27.07,0,4,3.0,MCC,0-3-0,0-3
2067,96,-15.44,0,5,3.0,MCC,0-3-0,0-3
2068,96,14.19,1,6,1.0,MCC,0-1-1,0-1
2069,96,10.89,1,7,4.0,MCC,1-4-1,1-4
2070,96,-17.55,0,8,4.0,MCC,1-4-0,1-4
2071,96,-17.69,0,9,4.0,MCC,0-4-0,0-4
2072,96,-13.82,0,10,5.0,MCC,0-5-0,0-5
2073,96,15.89,1,11,3.0,MCC,0-3-1,0-3
2074,96,17.12,1,12,4.0,MCC,1-4-1,1-4
2075,96,13.12,1,13,2.0,MCC,1-2-1,1-2
2076,96,-8.99,0,14,2.0,MCC,1-2-0,1-2
2077,96,-13.11,0,15,2.0,MCC,0-2-0,0-2
2078,96,-15.11,0,16,4.0,MCC,0-4-0,0-4
2079,96,-16.95,0,17,5.0,MCC,0-5-0,0-5
2080,96,17.13,1,18,4.0,MCC,0-4-1,0-4
2081,96,18.23,1,19,5.0,MCC,1-5-1,1-5
2082,96,17.55,1,20,4.0,MCC,1-4-1,1-4
2083,96,-25.64,0,21,2.0,MCC,1-2-0,1-2
2084,96,-13.64,0,22,2.0,MCC,0-2-0,0-2
2085,96,-18.09,0,23,4.0,MCC,0-4-0,0-4
2086,96,15.01,1,24,5.0,MCC,0-5-1,0-5
2087,96,-14.5,0,25,5.0,MCC,1-5-0,1-5
2088,96,-4.86,0,26,2.0,MCC,0-2-0,0-2
2089,96,-7.44,0,27,2.0,MCC,0-2-0,0-2
2090,96,-13.21,0,28,2.0,MCC,0-2-0,0-2
2091,96,6.2,1,29,1.0,MCC,0-1-1,0-1
2092,96,6.98,1,30,1.0,MCC,1-1-1,1-1
2093,96,-8.97,0,31,1.0,MCC,1-1-0,1-1
2094,96,-15.83,0,32,3.0,MCC,0-3-0,0-3
2095,96,-13.13,0,33,3.0,MCC,0-3-0,0-3
2096,96,9.1,1,34,2.0,MCC,0-2-1,0-2
2097,96,18.98,1,35,2.0,MCC,1-2-1,1-2
2098,96,15.58,1,36,3.0,MCC,1-3-1,1-3
2099,96,-15.58,0,37,3.0,MCC,1-3-0,1-3
2100,96,-7.07,0,38,3.0,MCC,0-3-0,0-3
2101,96,-8.36,0,39,3.0,MCC,0-3-0,0-3
2102,96,-6.5,0,40,1.0,MCC,0-1-0,0-1
2103,96,13.26,1,41,3.0,MCC,0-3-1,0-3
2104,96,10.08,1,42,4.0,MCC,1-4-1,1-4
2105,96,-9.22,0,43,1.0,MCC,1-1-0,1-1
2106,96,-8.78,0,44,3.0,MCC,0-3-0,0-3
2107,96,-6.66,0,45,4.0,MCC,0-4-0,0-4
2108,96,-8.27,0,46,3.0,MCC,0-3-0,0-3
2109,96,-8.74,0,47,3.0,MCC,,
2110,53,4.67,1,1,,MCC,---1,--
2111,53,8.71,1,2,3.0,MCC,1-3-1,1-3
2112,53,-6.3,0,3,4.0,MCC,1-4-0,1-4
2113,53,-6.27,0,4,4.0,MCC,0-4-0,0-4
2114,53,-7.9,0,5,1.0,MCC,0-1-0,0-1
2115,53,2.74,1,6,0.0,MCC,0-0-1,0-0
2116,53,3.38,1,7,3.0,MCC,1-3-1,1-3
2117,53,4.37,1,8,5.0,MCC,1-5-1,1-5
2118,53,3.84,1,9,2.0,MCC,1-2-1,1-2
2119,53,-2.55,0,10,3.0,MCC,1-3-0,1-3
2120,53,-3.35,0,11,1.0,MCC,0-1-0,0-1
2121,53,-3.49,0,12,3.0,MCC,0-3-0,0-3
2122,53,-2.93,0,13,2.0,MCC,0-2-0,0-2
2123,53,-5.85,0,14,2.0,MCC,0-2-0,0-2
2124,53,3.22,1,15,2.0,MCC,0-2-1,0-2
2125,53,-5.22,0,16,2.0,MCC,1-2-0,1-2
2126,53,5.97,1,17,2.0,MCC,0-2-1,0-2
2127,53,7.54,1,18,3.0,MCC,1-3-1,1-3
2128,53,-2.82,0,19,3.0,MCC,1-3-0,1-3
2129,53,8.71,1,20,3.0,MCC,0-3-1,0-3
2130,53,-4.51,0,21,3.0,MCC,1-3-0,1-3
2131,53,9.2,1,22,0.0,MCC,0-0-1,0-0
2132,53,-4.83,0,23,1.0,MCC,1-1-0,1-1
2133,53,-3.74,0,24,4.0,MCC,0-4-0,0-4
2134,53,-8.76,0,25,3.0,MCC,0-3-0,0-3
2135,53,-4.66,0,26,0.0,MCC,0-0-0,0-0
2136,53,-2.93,0,27,2.0,MCC,0-2-0,0-2
2137,53,-1.78,0,28,0.0,MCC,0-0-0,0-0
2138,53,2.63,1,29,1.0,MCC,0-1-1,0-1
2139,53,11.8,1,30,3.0,MCC,1-3-1,1-3
2140,53,3.23,1,31,2.0,MCC,1-2-1,1-2
2141,53,2.72,1,32,3.0,MCC,1-3-1,1-3
2142,53,-5.07,0,33,2.0,MCC,1-2-0,1-2
2143,53,-5.28,0,34,2.0,MCC,0-2-0,0-2
2144,53,-4.5,0,35,4.0,MCC,0-4-0,0-4
2145,53,9.39,1,36,5.0,MCC,0-5-1,0-5
2146,53,4.58,1,37,3.0,MCC,1-3-1,1-3
2147,53,6.31,1,38,1.0,MCC,1-1-1,1-1
2148,53,-2.24,0,39,2.0,MCC,1-2-0,1-2
2149,53,-5.1,0,40,1.0,MCC,0-1-0,0-1
2150,53,-3.81,0,41,3.0,MCC,0-3-0,0-3
2151,53,-6.18,0,42,5.0,MCC,0-5-0,0-5
2152,53,-2.45,0,43,1.0,MCC,0-1-0,0-1
2153,53,3.58,1,44,2.0,MCC,0-2-1,0-2
2154,53,2.58,1,45,2.0,MCC,1-2-1,1-2
2155,53,9.53,1,46,3.0,MCC,1-3-1,1-3
2156,53,9.28,1,47,2.0,MCC,,
2157,56,-6.46,0,1,,MCC,---0,--
2158,56,5.7,1,2,4.0,MCC,0-4-1,0-4
2159,56,4.99,1,3,5.0,MCC,1-5-1,1-5
2160,56,-8.76,0,4,5.0,MCC,1-5-0,1-5
2161,56,-3.92,0,5,2.0,MCC,0-2-0,0-2
2162,56,-3.03,0,6,1.0,MCC,0-1-0,0-1
2163,56,3.74,1,7,4.0,MCC,0-4-1,0-4
2164,56,-4.11,0,8,6.0,MCC,1-6-0,1-6
2165,56,-4.95,0,9,5.0,MCC,0-5-0,0-5
2166,56,-4.18,0,10,5.0,MCC,0-5-0,0-5
2167,56,3.18,1,11,3.0,MCC,0-3-1,0-3
2168,56,-2.46,0,12,2.0,MCC,1-2-0,1-2
2169,56,-5.83,0,13,2.0,MCC,0-2-0,0-2
2170,56,4.71,1,14,3.0,MCC,0-3-1,0-3
2171,56,-3.63,0,15,2.0,MCC,1-2-0,1-2
2172,56,-2.51,0,16,4.0,MCC,0-4-0,0-4
2173,56,5.56,1,17,4.0,MCC,0-4-1,0-4
2174,56,-5.35,0,18,4.0,MCC,1-4-0,1-4
2175,56,-4.49,0,19,4.0,MCC,0-4-0,0-4
2176,56,4.06,1,20,3.0,MCC,0-3-1,0-3
2177,56,-3.39,0,21,3.0,MCC,1-3-0,1-3
2178,56,-4.2,0,22,2.0,MCC,0-2-0,0-2
2179,56,5.78,1,23,3.0,MCC,0-3-1,0-3
2180,56,-6.68,0,24,5.0,MCC,1-5-0,1-5
2181,56,-2.75,0,25,4.0,MCC,0-4-0,0-4
2182,56,-3.35,0,26,0.0,MCC,0-0-0,0-0
2183,56,-6.5,0,27,2.0,MCC,0-2-0,0-2
2184,56,-3.2,0,28,0.0,MCC,0-0-0,0-0
2185,56,4.1,1,29,2.0,MCC,0-2-1,0-2
2186,56,-5.18,0,30,3.0,MCC,1-3-0,1-3
2187,56,4.24,1,31,2.0,MCC,0-2-1,0-2
2188,56,-4.25,0,32,3.0,MCC,1-3-0,1-3
2189,56,-2.26,0,33,3.0,MCC,0-3-0,0-3
2190,56,-6.0,0,34,2.0,MCC,0-2-0,0-2
2191,56,4.24,1,35,3.0,MCC,0-3-1,0-3
2192,56,3.82,1,36,3.0,MCC,1-3-1,1-3
2193,56,-5.27,0,37,3.0,MCC,1-3-0,1-3
2194,56,-2.63,0,38,4.0,MCC,0-4-0,0-4
2195,56,-8.62,0,39,4.0,MCC,0-4-0,0-4
2196,56,2.89,1,40,2.0,MCC,0-2-1,0-2
2197,56,4.46,1,41,5.0,MCC,1-5-1,1-5
2198,56,-3.02,0,42,4.0,MCC,1-4-0,1-4
2199,56,-6.05,0,43,1.0,MCC,0-1-0,0-1
2200,56,-3.86,0,44,3.0,MCC,0-3-0,0-3
2201,56,2.75,1,45,4.0,MCC,0-4-1,0-4
2202,56,-4.13,0,46,5.0,MCC,1-5-0,1-5
2203,56,-6.8,0,47,4.0,MCC,,
2204,19,-4.34,0,1,,PD,---0,--
2205,19,-9.14,0,2,4.0,PD,0-4-0,0-4
2206,19,-5.57,0,3,6.0,PD,0-6-0,0-6
2207,19,-4.58,0,4,5.0,PD,0-5-0,0-5
2208,19,-6.45,0,5,2.0,PD,0-2-0,0-2
2209,19,-4.44,0,6,2.0,PD,0-2-0,0-2
2210,19,-6.47,0,7,1.0,PD,0-1-0,0-1
2211,19,-6.15,0,8,5.0,PD,0-5-0,0-5
2212,19,-4.62,0,9,3.0,PD,0-3-0,0-3
2213,19,-4.7,0,10,3.0,PD,0-3-0,0-3
2214,19,-3.19,0,11,3.0,PD,0-3-0,0-3
2215,19,-3.63,0,12,4.0,PD,0-4-0,0-4
2216,19,3.86,1,13,2.0,PD,0-2-1,0-2
2217,19,-3.81,0,14,2.0,PD,1-2-0,1-2
2218,19,-5.59,0,15,4.0,PD,0-4-0,0-4
2219,19,-5.05,0,16,1.0,PD,0-1-0,0-1
2220,19,-5.0,0,17,2.0,PD,0-2-0,0-2
2221,19,-5.21,0,18,3.0,PD,0-3-0,0-3
2222,19,-5.85,0,19,3.0,PD,0-3-0,0-3
2223,19,-3.5,0,20,2.0,PD,0-2-0,0-2
2224,19,4.97,1,21,2.0,PD,0-2-1,0-2
2225,19,-4.17,0,22,2.0,PD,1-2-0,1-2
2226,19,-4.5,0,23,2.0,PD,0-2-0,0-2
2227,19,-2.45,0,24,4.0,PD,0-4-0,0-4
2228,19,-3.07,0,25,2.0,PD,0-2-0,0-2
2229,19,-8.78,0,26,0.0,PD,0-0-0,0-0
2230,19,-3.34,0,27,1.0,PD,0-1-0,0-1
2231,19,-4.84,0,28,1.0,PD,0-1-0,0-1
2232,19,-1.84,0,29,2.0,PD,0-2-0,0-2
2233,19,-2.93,0,30,3.0,PD,0-3-0,0-3
2234,19,-4.14,0,31,1.0,PD,0-1-0,0-1
2235,19,-2.67,0,32,2.0,PD,0-2-0,0-2
2236,19,-2.05,0,33,1.0,PD,0-1-0,0-1
2237,19,-2.22,0,34,1.0,PD,0-1-0,0-1
2238,19,-2.24,0,35,2.0,PD,0-2-0,0-2
2239,19,-9.31,0,36,3.0,PD,0-3-0,0-3
2240,19,-2.24,0,37,3.0,PD,0-3-0,0-3
2241,19,-1.99,0,38,4.0,PD,0-4-0,0-4
2242,19,-9.3,0,39,2.0,PD,0-2-0,0-2
2243,19,8.9,1,40,1.0,PD,0-1-1,0-1
2244,19,-3.84,0,41,5.0,PD,1-5-0,1-5
2245,19,-7.48,0,42,3.0,PD,0-3-0,0-3
2246,19,-6.09,0,43,1.0,PD,0-1-0,0-1
2247,19,-8.56,0,44,3.0,PD,0-3-0,0-3
2248,19,-5.24,0,45,2.0,PD,0-2-0,0-2
2249,19,-6.43,0,46,5.0,PD,0-5-0,0-5
2250,19,-2.85,0,47,2.0,PD,,
2251,48,-8.22,0,1,,MCC,---0,--
2252,48,11.83,1,2,4.0,MCC,0-4-1,0-4
2253,48,-12.45,0,3,5.0,MCC,1-5-0,1-5
2254,48,-15.65,0,4,4.0,MCC,0-4-0,0-4
2255,48,-7.87,0,5,2.0,MCC,0-2-0,0-2
2256,48,-9.84,0,6,5.0,MCC,0-5-0,0-5
2257,48,-17.24,0,7,2.0,MCC,0-2-0,0-2
2258,48,-21.58,0,8,4.0,MCC,0-4-0,0-4
2259,48,14.71,1,9,2.0,MCC,0-2-1,0-2
2260,48,-15.71,0,10,2.0,MCC,1-2-0,1-2
2261,48,-13.45,0,11,4.0,MCC,0-4-0,0-4
2262,48,-13.24,0,12,3.0,MCC,0-3-0,0-3
2263,48,-7.85,0,13,2.0,MCC,0-2-0,0-2
2264,48,-6.71,0,14,3.0,MCC,0-3-0,0-3
2265,48,-7.57,0,15,5.0,MCC,0-5-0,0-5
2266,48,-14.62,0,16,4.0,MCC,0-4-0,0-4
2267,48,-9.99,0,17,2.0,MCC,0-2-0,0-2
2268,48,-12.63,0,18,1.0,MCC,0-1-0,0-1
2269,48,-24.01,0,19,3.0,MCC,0-3-0,0-3
2270,48,-5.4,0,20,3.0,MCC,0-3-0,0-3
2271,48,5.1,1,21,4.0,MCC,0-4-1,0-4
2272,48,-10.31,0,22,3.0,MCC,1-3-0,1-3
2273,48,-4.33,0,23,3.0,MCC,0-3-0,0-3
2274,48,-12.29,0,24,3.0,MCC,0-3-0,0-3
2275,48,-7.77,0,25,2.0,MCC,0-2-0,0-2
2276,48,-6.96,0,26,0.0,MCC,0-0-0,0-0
2277,48,-5.28,0,27,0.0,MCC,0-0-0,0-0
2278,48,-10.63,0,28,2.0,MCC,0-2-0,0-2
2279,48,-8.4,0,29,2.0,MCC,0-2-0,0-2
2280,48,-8.06,0,30,3.0,MCC,0-3-0,0-3
2281,48,-8.38,0,31,2.0,MCC,0-2-0,0-2
2282,48,-5.07,0,32,3.0,MCC,0-3-0,0-3
2283,48,-4.83,0,33,2.0,MCC,0-2-0,0-2
2284,48,-4.48,0,34,2.0,MCC,0-2-0,0-2
2285,48,-9.83,0,35,2.0,MCC,0-2-0,0-2
2286,48,-4.96,0,36,3.0,MCC,0-3-0,0-3
2287,48,4.45,1,37,1.0,MCC,0-1-1,0-1
2288,48,15.43,1,38,4.0,MCC,1-4-1,1-4
2289,48,-3.64,0,39,3.0,MCC,1-3-0,1-3
2290,48,-9.86,0,40,3.0,MCC,0-3-0,0-3
2291,48,-7.46,0,41,6.0,MCC,0-6-0,0-6
2292,48,-3.99,0,42,2.0,MCC,0-2-0,0-2
2293,48,-8.35,0,43,3.0,MCC,0-3-0,0-3
2294,48,-3.97,0,44,3.0,MCC,0-3-0,0-3
2295,48,-16.33,0,45,3.0,MCC,0-3-0,0-3
2296,48,-5.58,0,46,5.0,MCC,0-5-0,0-5
2297,48,-7.56,0,47,3.0,MCC,,
2298,44,-9.56,0,1,,MCC,---0,--
2299,44,-9.75,0,2,5.0,MCC,0-5-0,0-5
2300,44,-7.88,0,3,6.0,MCC,0-6-0,0-6
2301,44,-10.8,0,4,4.0,MCC,0-4-0,0-4
2302,44,10.93,1,5,2.0,MCC,0-2-1,0-2
2303,44,-8.05,0,6,5.0,MCC,1-5-0,1-5
2304,44,7.59,1,7,3.0,MCC,0-3-1,0-3
2305,44,-11.94,0,8,3.0,MCC,1-3-0,1-3
2306,44,-18.05,0,9,1.0,MCC,0-1-0,0-1
2307,44,-10.44,0,10,3.0,MCC,0-3-0,0-3
2308,44,-14.31,0,11,3.0,MCC,0-3-0,0-3
2309,44,-10.88,0,12,3.0,MCC,0-3-0,0-3
2310,44,-15.43,0,13,2.0,MCC,0-2-0,0-2
2311,44,8.37,1,14,2.0,MCC,0-2-1,0-2
2312,44,9.59,1,15,4.0,MCC,1-4-1,1-4
2313,44,-7.41,0,16,3.0,MCC,1-3-0,1-3
2314,44,-8.62,0,17,1.0,MCC,0-1-0,0-1
2315,44,15.17,1,18,1.0,MCC,0-1-1,0-1
2316,44,11.12,1,19,2.0,MCC,1-2-1,1-2
2317,44,9.21,1,20,2.0,MCC,1-2-1,1-2
2318,44,-6.08,0,21,3.0,MCC,1-3-0,1-3
2319,44,-5.93,0,22,3.0,MCC,0-3-0,0-3
2320,44,14.03,1,23,3.0,MCC,0-3-1,0-3
2321,44,-7.74,0,24,1.0,MCC,1-1-0,1-1
2322,44,-10.1,0,25,0.0,MCC,0-0-0,0-0
2323,44,-9.73,0,26,1.0,MCC,0-1-0,0-1
2324,44,6.84,1,27,0.0,MCC,0-0-1,0-0
2325,44,7.53,1,28,2.0,MCC,1-2-1,1-2
2326,44,8.47,1,29,2.0,MCC,1-2-1,1-2
2327,44,8.69,1,30,3.0,MCC,1-3-1,1-3
2328,44,7.93,1,31,3.0,MCC,1-3-1,1-3
2329,44,5.66,1,32,4.0,MCC,1-4-1,1-4
2330,44,7.9,1,33,2.0,MCC,1-2-1,1-2
2331,44,-6.81,0,34,2.0,MCC,1-2-0,1-2
2332,44,5.21,1,35,4.0,MCC,0-4-1,0-4
2333,44,-9.16,0,36,4.0,MCC,1-4-0,1-4
2334,44,4.81,1,37,2.0,MCC,0-2-1,0-2
2335,44,7.41,1,38,4.0,MCC,1-4-1,1-4
2336,44,4.17,1,39,4.0,MCC,1-4-1,1-4
2337,44,-4.96,0,40,3.0,MCC,1-3-0,1-3
2338,44,-10.44,0,41,4.0,MCC,0-4-0,0-4
2339,44,-11.01,0,42,2.0,MCC,0-2-0,0-2
2340,44,-8.5,0,43,3.0,MCC,0-3-0,0-3
2341,44,6.12,1,44,3.0,MCC,0-3-1,0-3
2342,44,10.01,1,45,1.0,MCC,1-1-1,1-1
2343,44,6.2,1,46,2.0,MCC,1-2-1,1-2
2344,44,-4.01,0,47,1.0,MCC,,
2345,120,4.17,1,1,,MCC,---1,--
2346,120,5.0,1,2,4.0,MCC,1-4-1,1-4
2347,120,16.12,1,3,3.0,MCC,1-3-1,1-3
2348,120,5.9,1,4,4.0,MCC,1-4-1,1-4
2349,120,6.73,1,5,2.0,MCC,1-2-1,1-2
2350,120,5.01,1,6,5.0,MCC,1-5-1,1-5
2351,120,5.44,1,7,3.0,MCC,1-3-1,1-3
2352,120,2.95,1,8,2.0,MCC,1-2-1,1-2
2353,120,6.33,1,9,0.0,MCC,1-0-1,1-0
2354,120,3.67,1,10,2.0,MCC,1-2-1,1-2
2355,120,4.23,1,11,2.0,MCC,1-2-1,1-2
2356,120,3.07,1,12,0.0,MCC,1-0-1,1-0
2357,120,4.06,1,13,4.0,MCC,1-4-1,1-4
2358,120,3.15,1,14,0.0,MCC,1-0-1,1-0
2359,120,2.75,1,15,3.0,MCC,1-3-1,1-3
2360,120,4.2,1,16,3.0,MCC,1-3-1,1-3
2361,120,2.73,1,17,1.0,MCC,1-1-1,1-1
2362,120,4.3,1,18,1.0,MCC,1-1-1,1-1
2363,120,4.56,1,19,1.0,MCC,1-1-1,1-1
2364,120,2.4,1,20,3.0,MCC,1-3-1,1-3
2365,120,1.9,1,21,3.0,MCC,1-3-1,1-3
2366,120,2.02,1,22,3.0,MCC,1-3-1,1-3
2367,120,3.1,1,23,2.0,MCC,1-2-1,1-2
2368,120,-2.89,0,24,1.0,MCC,1-1-0,1-1
2369,120,3.22,1,25,1.0,MCC,0-1-1,0-1
2370,120,-2.69,0,26,0.0,MCC,1-0-0,1-0
2371,120,3.52,1,27,0.0,MCC,0-0-1,0-0
2372,120,2.06,1,28,2.0,MCC,1-2-1,1-2
2373,120,1.6,1,29,3.0,MCC,1-3-1,1-3
2374,120,1.41,1,30,4.0,MCC,1-4-1,1-4
2375,120,1.97,1,31,4.0,MCC,1-4-1,1-4
2376,120,1.69,1,32,5.0,MCC,1-5-1,1-5
2377,120,2.2,1,33,4.0,MCC,1-4-1,1-4
2378,120,3.28,1,34,3.0,MCC,1-3-1,1-3
2379,120,2.88,1,35,2.0,MCC,1-2-1,1-2
2380,120,2.63,1,36,3.0,MCC,1-3-1,1-3
2381,120,2.87,1,37,2.0,MCC,1-2-1,1-2
2382,120,2.41,1,38,4.0,MCC,1-4-1,1-4
2383,120,1.66,1,39,3.0,MCC,1-3-1,1-3
2384,120,1.72,1,40,5.0,MCC,1-5-1,1-5
2385,120,2.11,1,41,2.0,MCC,1-2-1,1-2
2386,120,5.28,1,42,2.0,MCC,1-2-1,1-2
2387,120,3.2,1,43,3.0,MCC,1-3-1,1-3
2388,120,-3.4,0,44,1.0,MCC,1-1-0,1-1
2389,120,-2.45,0,45,2.0,MCC,0-2-0,0-2
2390,120,-2.1,0,46,2.0,MCC,0-2-0,0-2
2391,120,-1.85,0,47,3.0,MCC,,
2392,104,5.27,1,1,,MCC,---1,--
2393,104,-7.69,0,2,5.0,MCC,1-5-0,1-5
2394,104,3.2,1,3,4.0,MCC,0-4-1,0-4
2395,104,12.11,1,4,5.0,MCC,1-5-1,1-5
2396,104,-5.52,0,5,3.0,MCC,1-3-0,1-3
2397,104,9.66,1,6,4.0,MCC,0-4-1,0-4
2398,104,-4.13,0,7,4.0,MCC,1-4-0,1-4
2399,104,-4.55,0,8,3.0,MCC,0-3-0,0-3
2400,104,2.16,1,9,2.0,MCC,0-2-1,0-2
2401,104,-2.2,0,10,2.0,MCC,1-2-0,1-2
2402,104,-4.65,0,11,3.0,MCC,0-3-0,0-3
2403,104,1.78,1,12,1.0,MCC,0-1-1,0-1
2404,104,-5.27,0,13,4.0,MCC,1-4-0,1-4
2405,104,-2.85,0,14,3.0,MCC,0-3-0,0-3
2406,104,-3.59,0,15,2.0,MCC,0-2-0,0-2
2407,104,-5.06,0,16,1.0,MCC,0-1-0,0-1
2408,104,2.39,1,17,2.0,MCC,0-2-1,0-2
2409,104,-2.92,0,18,3.0,MCC,1-3-0,1-3
2410,104,-3.12,0,19,3.0,MCC,0-3-0,0-3
2411,104,-3.71,0,20,3.0,MCC,0-3-0,0-3
2412,104,3.89,1,21,2.0,MCC,0-2-1,0-2
2413,104,-5.55,0,22,2.0,MCC,1-2-0,1-2
2414,104,-5.01,0,23,1.0,MCC,0-1-0,0-1
2415,104,3.47,1,24,2.0,MCC,0-2-1,0-2
2416,104,-4.67,0,25,2.0,MCC,1-2-0,1-2
2417,104,-1.99,0,26,2.0,MCC,0-2-0,0-2
2418,104,4.65,1,27,0.0,MCC,0-0-1,0-0
2419,104,5.02,1,28,1.0,MCC,1-1-1,1-1
2420,104,7.64,1,29,2.0,MCC,1-2-1,1-2
2421,104,3.14,1,30,4.0,MCC,1-4-1,1-4
2422,104,-4.56,0,31,3.0,MCC,1-3-0,1-3
2423,104,2.36,1,32,4.0,MCC,0-4-1,0-4
2424,104,1.29,1,33,2.0,MCC,1-2-1,1-2
2425,104,-2.7,0,34,1.0,MCC,1-1-0,1-1
2426,104,-2.65,0,35,2.0,MCC,0-2-0,0-2
2427,104,3.35,1,36,2.0,MCC,0-2-1,0-2
2428,104,4.24,1,37,4.0,MCC,1-4-1,1-4
2429,104,-4.67,0,38,4.0,MCC,1-4-0,1-4
2430,104,-2.06,0,39,2.0,MCC,0-2-0,0-2
2431,104,-8.04,0,40,4.0,MCC,0-4-0,0-4
2432,104,4.51,1,41,1.0,MCC,0-1-1,0-1
2433,104,3.77,1,42,2.0,MCC,1-2-1,1-2
2434,104,-6.6,0,43,2.0,MCC,1-2-0,1-2
2435,104,-2.3,0,44,1.0,MCC,0-1-0,0-1
2436,104,-4.41,0,45,0.0,MCC,0-0-0,0-0
2437,104,2.76,1,46,0.0,MCC,0-0-1,0-0
2438,104,-3.36,0,47,1.0,MCC,,
2439,103,2.76,1,1,,PD,---1,--
2440,103,4.36,1,2,6.0,PD,1-6-1,1-6
2441,103,5.47,1,3,5.0,PD,1-5-1,1-5
2442,103,-3.13,0,4,3.0,PD,1-3-0,1-3
2443,103,-4.17,0,5,3.0,PD,0-3-0,0-3
2444,103,-8.69,0,6,2.0,PD,0-2-0,0-2
2445,103,-11.06,0,7,4.0,PD,0-4-0,0-4
2446,103,5.55,1,8,2.0,PD,0-2-1,0-2
2447,103,-3.13,0,9,2.0,PD,1-2-0,1-2
2448,103,-12.9,0,10,3.0,PD,0-3-0,0-3
2449,103,-12.28,0,11,3.0,PD,0-3-0,0-3
2450,103,-3.34,0,12,0.0,PD,0-0-0,0-0
2451,103,-2.88,0,13,6.0,PD,0-6-0,0-6
2452,103,-2.84,0,14,4.0,PD,0-4-0,0-4
2453,103,-5.38,0,15,1.0,PD,0-1-0,0-1
2454,103,-3.55,0,16,2.0,PD,0-2-0,0-2
2455,103,-2.43,0,17,1.0,PD,0-1-0,0-1
2456,103,3.6,1,18,2.0,PD,0-2-1,0-2
2457,103,-5.67,0,19,2.0,PD,1-2-0,1-2
2458,103,-3.2,0,20,0.0,PD,0-0-0,0-0
2459,103,-2.62,0,21,1.0,PD,0-1-0,0-1
2460,103,-4.07,0,22,5.0,PD,0-5-0,0-5
2461,103,2.14,1,23,1.0,PD,0-1-1,0-1
2462,103,-5.95,0,24,1.0,PD,1-1-0,1-1
2463,103,-1.81,0,25,2.0,PD,0-2-0,0-2
2464,103,-1.71,0,26,1.0,PD,0-1-0,0-1
2465,103,-2.88,0,27,0.0,PD,0-0-0,0-0
2466,103,-5.97,0,28,3.0,PD,0-3-0,0-3
2467,103,4.2,1,29,1.0,PD,0-1-1,0-1
2468,103,-4.21,0,30,1.0,PD,1-1-0,1-1
2469,103,-2.04,0,31,2.0,PD,0-2-0,0-2
2470,103,-1.98,0,32,2.0,PD,0-2-0,0-2
2471,103,-2.58,0,33,3.0,PD,0-3-0,0-3
2472,103,-2.08,0,34,1.0,PD,0-1-0,0-1
2473,103,-1.8,0,35,1.0,PD,0-1-0,0-1
2474,103,-1.58,0,36,0.0,PD,0-0-0,0-0
2475,103,-1.94,0,37,2.0,PD,0-2-0,0-2
2476,103,-1.92,0,38,2.0,PD,0-2-0,0-2
2477,103,-1.99,0,39,1.0,PD,0-1-0,0-1
2478,103,-8.68,0,40,4.0,PD,0-4-0,0-4
2479,103,-4.5,0,41,0.0,PD,0-0-0,0-0
2480,103,-4.06,0,42,1.0,PD,0-1-0,0-1
2481,103,-2.97,0,43,1.0,PD,0-1-0,0-1
2482,103,-7.17,0,44,1.0,PD,0-1-0,0-1
2483,103,-3.42,0,45,0.0,PD,0-0-0,0-0
2484,103,-3.41,0,46,0.0,PD,0-0-0,0-0
2485,103,-3.77,0,47,2.0,PD,,
2486,86,2.71,1,1,,MCC,---1,--
2487,86,5.83,1,2,5.0,MCC,1-5-1,1-5
2488,86,-3.62,0,3,4.0,MCC,1-4-0,1-4
2489,86,-3.63,0,4,4.0,MCC,0-4-0,0-4
2490,86,2.56,1,5,3.0,MCC,0-3-1,0-3
2491,86,-9.53,0,6,1.0,MCC,1-1-0,1-1
2492,86,2.16,1,7,3.0,MCC,0-3-1,0-3
